"harvest"	"lat"	"long"	"yield"
"H10"	24.177404	48.0311339	3.82616
"H10"	24.1773452	48.0312553	3.74504
"H10"	24.1772832	48.0313733	3.87348
"H10"	24.1771926	48.0315251	2.83244
"H10"	24.1771435	48.0315988	5.62432
"H10"	24.1770418	48.0317437	2.74456
"H10"	24.1769613	48.0318483	3.58956
"H10"	24.1768765	48.0319484	4.65088
"H10"	24.1767889	48.0320455	3.44084
"H10"	24.1766964	48.0321374	3.2448
"H10"	24.1765669	48.0322546	2.52148
"H10"	24.1764646	48.0323368	3.7518
"H10"	24.1763618	48.0324145	2.89328
"H10"	24.1762559	48.0324871	2.81216
"H10"	24.1761468	48.0325537	2.79864
"H10"	24.1760362	48.0326163	2.75132
"H10"	24.1759227	48.0326756	2.69724
"H10"	24.1758071	48.0327295	2.7716
"H10"	24.1756502	48.0327916	2.03476
"H10"	24.1755311	48.0328312	3.72476
"H10"	24.1754099	48.0328655	2.96764
"H10"	24.1752864	48.0328911	2.77836
"H10"	24.1751211	48.0329244	2.05504
"H10"	24.1749972	48.0329414	2.75132
"H10"	24.1748734	48.0329524	3.60308
"H10"	24.1747492	48.0329583	1.79816
"H10"	24.1746246	48.0329585	3.47464
"H10"	24.1744993	48.0329533	2.58908
"H10"	24.1744166	48.0329456	2.60936
"H10"	24.1743751	48.0329408	2.535
"H10"	24.1742105	48.0329156	1.8928
"H10"	24.1740877	48.0328902	2.56204
"H10"	24.1739656	48.0328583	3.75856
"H10"	24.1738445	48.0328231	2.4674
"H10"	24.1737249	48.0327825	2.51472
"H10"	24.1736072	48.0327374	2.54176
"H10"	24.173491	48.0326867	2.58232
"H10"	24.1733391	48.0326109	1.9604
"H10"	24.1732283	48.0325465	2.64992
"H10"	24.1731202	48.0324773	3.37324
"H10"	24.1730196	48.0323983	2.6364
"H10"	24.1734083	48.0319198	2.96088
"H10"	24.1734769	48.0319591	1.22356
"H10"	24.1734997	48.0319739	1.81168
"H10"	24.1735808	48.0320253	0.92612
"H10"	24.1736772	48.0320792	1.0478
"H10"	24.1737925	48.0321334	0.51376
"H10"	24.1739098	48.0321814	0.507
"H10"	24.1740693	48.0322365	0.7774
"H10"	24.1741915	48.0322677	1.36552
"H10"	24.1743147	48.0322918	1.85224
"H10"	24.1744393	48.0323076	1.7914
"H10"	24.1745648	48.0323175	1.78464
"H10"	24.1746902	48.0323217	1.91308
"H10"	24.1748143	48.0323165	1.93336
"H10"	24.1749378	48.0323053	1.96716
"H10"	24.1750618	48.0322879	1.95364
"H10"	24.1752255	48.0322518	1.47368
"H10"	24.1753477	48.0322193	2.59584
"H10"	24.1754675	48.0321802	2.21052
"H10"	24.1755855	48.0321354	1.98068
"H10"	24.1757387	48.0320642	1.5548
"H10"	24.175813	48.0320235	3.16368
"H10"	24.1759579	48.0319346	1.76436
"H10"	24.1760633	48.0318622	2.366
"H10"	24.1761665	48.0317837	3.42732
"H10"	24.1762648	48.0316997	2.61612
"H10"	24.1763576	48.0316086	2.69048
"H10"	24.1764473	48.0315134	2.69724
"H10"	24.1765598	48.0313803	2.08208
"H10"	24.176613	48.0313097	4.00192
"H10"	24.1767135	48.0311647	3.03524
"H10"	24.1767828	48.0310507	2.86624
"H10"	24.1768451	48.0309324	2.96088
"H10"	24.1768998	48.0308107	3.25832
"H10"	24.1769519	48.0306881	3.29888
"H10"	24.1770132	48.0305202	2.6702
"H10"	24.1770387	48.0304342	5.48236
"H10"	24.1770503	48.0303902	3.65716
"H10"	24.1770818	48.0302572	3.9546
"H10"	24.1771074	48.0301231	4.4278
"H10"	24.1771275	48.0299887	4.13036
"H10"	24.177143	48.0298107	3.21776
"H10"	24.1771477	48.0296762	4.4278
"H10"	24.1771466	48.029542	6.07048
"H10"	24.1771383	48.0294071	4.50216
"H10"	24.1771232	48.0292726	4.38048
"H10"	24.1771162	48.0292279	4.31964
"H10"	24.1771008	48.0291387	4.29936
"H10"	24.1770732	48.0290064	4.30612
"H10"	24.1770278	48.0288341	4.73876
"H10"	24.1769892	48.0287068	4.44132
"H10"	24.1769429	48.0285813	4.1912
"H10"	24.1768908	48.028459	4.07628
"H10"	24.1768329	48.0283387	3.91404
"H10"	24.1767473	48.0281844	2.81216
"H10"	24.176679	48.0280721	3.6504
"H10"	24.1766291	48.0280011	3.55576
"H10"	24.1765235	48.0278644	3.46112
"H10"	24.1764404	48.0277656	3.67744
"H10"	24.1763198	48.0276434	2.33896
"H10"	24.1762407	48.0275748	3.80588
"H10"	24.1761677	48.0274986	5.13084
"H10"	24.1760425	48.0276982	1.68324
"H10"	24.1761372	48.0277911	1.44664
"H10"	24.176262	48.0279118	0.65572
"H10"	24.176349	48.0280094	0.90584
"H10"	24.1764308	48.0281124	1.02752
"H10"	24.1764822	48.028184	1.57508
"H10"	24.1765066	48.0282209	1.06808
"H10"	24.1765778	48.0283328	2.10236
"H10"	24.1766421	48.0284494	2.16996
"H10"	24.1767183	48.0286113	2.73104
"H10"	24.1767678	48.0287365	3.49492
"H10"	24.17681	48.0288639	4.17092
"H10"	24.1768473	48.0289921	5.69192
"H10"	24.1768794	48.0291224	4.3602
"H10"	24.1769037	48.0292541	4.42104
"H10"	24.1769143	48.0293434	4.26556
"H10"	24.1769228	48.0294329	2.14292
"H10"	24.1769308	48.0295687	4.1912
"H10"	24.1769314	48.0297067	4.65764
"H10"	24.1769264	48.0298432	5.6784
"H10"	24.1769123	48.0299767	4.33992
"H10"	24.1768921	48.0301066	4.54272
"H10"	24.1768543	48.0302821	3.22452
"H10"	24.1768172	48.0304125	4.06276
"H10"	24.1767734	48.0305416	5.25928
"H10"	24.1767246	48.0306668	2.54176
"H10"	24.1766699	48.0307888	4.9686
"H10"	24.1766083	48.0309073	4.11008
"H10"	24.1765174	48.03106	2.69048
"H10"	24.1764402	48.031168	3.29888
"H10"	24.1763604	48.0312748	4.3264
"H10"	24.1762732	48.0313729	3.17044
"H10"	24.1761812	48.0314664	3.08932
"H10"	24.1760853	48.0315535	3.042
"H10"	24.1759844	48.0316341	1.97392
"H10"	24.1758812	48.0317104	3.80588
"H10"	24.1757384	48.0318031	2.14292
"H10"	24.1756257	48.0318623	4.19796
"H10"	24.1755104	48.0319146	2.6364
"H10"	24.1753925	48.0319606	2.6026
"H10"	24.1752728	48.0319978	2.58232
"H10"	24.17511	48.032037	1.93336
"H10"	24.1749862	48.0320573	2.55528
"H10"	24.1748602	48.0320704	3.35296
"H10"	24.1747348	48.0320773	2.48092
"H10"	24.1746104	48.0320766	2.47416
"H10"	24.1744858	48.0320679	2.89328
"H10"	24.1743212	48.0320432	1.859
"H10"	24.1741983	48.0320166	2.45388
"H10"	24.1740768	48.0319816	3.25156
"H10"	24.1739572	48.0319402	2.61612
"H10"	24.1738417	48.0318896	2.73104
"H10"	24.1737283	48.0318309	2.75132
"H10"	24.1736224	48.0317684	2.91356
"H10"	24.1735379	48.031707	3.39352
"H10"	24.1733427	48.0318873	1.54804
"H10"	24.1734246	48.0319815	1.06808
"H10"	24.1735291	48.0320597	0.35152
"H10"	24.1736409	48.0321248	0.338
"H10"	24.173797	48.0321978	0.54756
"H10"	24.1739168	48.0322444	0.45292
"H10"	24.1740383	48.0322844	0.92612
"H10"	24.1741612	48.0323177	1.46016
"H10"	24.1742854	48.032343	1.43988
"H10"	24.1744521	48.032368	1.41284
"H10"	24.1745787	48.0323765	1.86576
"H10"	24.1747055	48.0323782	1.94012
"H10"	24.1748308	48.0323754	1.96716
"H10"	24.1749547	48.0323648	2.71076
"H10"	24.1750791	48.0323454	2.02124
"H10"	24.1752036	48.0323224	2.01448
"H10"	24.1753679	48.0322792	1.7238
"H10"	24.1754883	48.0322377	2.74456
"H10"	24.1756068	48.0321914	2.12264
"H10"	24.1757241	48.0321401	2.23756
"H10"	24.1758383	48.0320815	2.2984
"H10"	24.1759487	48.0320171	2.48768
"H10"	24.176057	48.0319462	2.47416
"H10"	24.1761609	48.0318697	1.71028
"H10"	24.1761949	48.0318425	2.57556
"H10"	24.1762939	48.0317569	2.61612
"H10"	24.1763894	48.0316669	3.44084
"H10"	24.1764798	48.031571	2.52824
"H10"	24.1765953	48.0314378	2.16996
"H10"	24.1766772	48.0313325	2.5012
"H10"	24.1767525	48.031222	2.60936
"H10"	24.176825	48.0311088	2.56204
"H10"	24.1768902	48.0309898	3.4476
"H10"	24.1769494	48.0308691	2.85272
"H10"	24.1770027	48.0307448	2.92032
"H10"	24.1770523	48.0306198	2.25784
"H10"	24.1770964	48.0304916	4.53596
"H10"	24.1771323	48.0303593	3.66392
"H10"	24.1771697	48.0301795	4.10332
"H10"	24.1771907	48.0300435	3.96136
"H10"	24.1772136	48.0299095	4.02896
"H10"	24.1772234	48.0297751	4.31288
"H10"	24.1772236	48.0295946	3.27184
"H10"	24.1772192	48.029504	5.9488
"H10"	24.1772062	48.029323	2.93384
"H10"	24.1771882	48.0291879	3.88024
"H10"	24.177163	48.0290535	3.7856
"H10"	24.1771327	48.0289212	3.75856
"H10"	24.1770829	48.0287498	3.06904
"H10"	24.1770411	48.0286223	4.7658
"H10"	24.1769924	48.0284973	3.56928
"H10"	24.1769373	48.028374	3.4138
"H10"	24.1768766	48.0282551	3.31916
"H10"	24.1768118	48.0281394	3.3462
"H10"	24.1767428	48.0280268	3.52196
"H10"	24.1767185	48.0279904	3.50168
"H10"	24.1766401	48.0278845	2.2646
"H10"	24.1765862	48.027815	4.84016
"H10"	24.1764718	48.0276847	3.4814
"H10"	24.1763799	48.0275921	3.06228
"H10"	24.1762916	48.0275098	3.2786
"H10"	24.1762231	48.0274279	3.90728
"H10"	24.1760927	48.0276136	2.15644
"H10"	24.1761838	48.0277109	2.25784
"H10"	24.1762806	48.027801	1.10188
"H10"	24.1763711	48.0278958	1.14244
"H10"	24.1764561	48.0279971	1.3858
"H10"	24.1765332	48.0281058	1.43988
"H10"	24.1766076	48.0282163	2.08884
"H10"	24.1766996	48.0283687	1.60888
"H10"	24.1767607	48.0284892	4.48188
"H10"	24.1768137	48.0286134	3.1772
"H10"	24.1768612	48.0287409	4.00192
"H10"	24.1769153	48.0289126	3.06904
"H10"	24.1769499	48.0290434	4.10332
"H10"	24.1769777	48.0291754	4.19796
"H10"	24.1769965	48.0293098	4.26556
"H10"	24.1770082	48.0294463	5.63784
"H10"	24.1770133	48.0295831	4.21148
"H10"	24.1770116	48.0297659	3.4814
"H10"	24.177002	48.0299008	4.17092
"H10"	24.176986	48.0300327	5.7122
"H10"	24.1769641	48.0301641	4.17092
"H10"	24.176936	48.0302958	4.09656
"H10"	24.1769	48.0304257	3.94784
"H10"	24.176857	48.0305545	3.96812
"H10"	24.176792	48.0307207	2.9406
"H10"	24.1767364	48.0308415	3.887
"H10"	24.1766732	48.0309581	5.75952
"H10"	24.1766043	48.0310724	3.45436
"H10"	24.176529	48.0311825	3.38
"H10"	24.1764204	48.0313216	2.37952
"H10"	24.1763331	48.0314207	3.0758
"H10"	24.1762428	48.0315163	2.76484
"H10"	24.1761473	48.0316052	2.69724
"H10"	24.1760467	48.0316859	2.535
"H10"	24.1759422	48.0317613	3.30564
"H10"	24.1758347	48.031832	2.38628
"H10"	24.1756864	48.0319165	1.9942
"H10"	24.175572	48.0319698	3.08256
"H10"	24.1754549	48.0320156	2.38628
"H10"	24.1753365	48.0320559	2.37276
"H10"	24.1752163	48.0320899	2.50796
"H10"	24.1750938	48.0321175	2.47416
"H10"	24.1749699	48.0321391	2.47416
"H10"	24.1748025	48.0321538	1.83872
"H10"	24.1746779	48.0321538	2.42684
"H10"	24.1745529	48.0321516	2.42008
"H10"	24.1744297	48.0321382	3.63012
"H10"	24.1743065	48.0321174	2.33896
"H10"	24.1741844	48.0320906	2.22404
"H10"	24.174023	48.0320442	1.69
"H10"	24.1739054	48.0320003	2.197
"H10"	24.1737899	48.0319496	2.99468
"H10"	24.1736789	48.0318913	2.33896
"H10"	24.1735706	48.0318234	2.2984
"H10"	24.1735411	48.0318008	2.704
"H10"	24.1734892	48.0317537	2.98116
"H10"	24.173308	48.0319638	2.10912
"H10"	24.1733909	48.0320663	2.15644
"H10"	24.1734999	48.0321354	1.00724
"H10"	24.173613	48.0321966	0.98696
"H10"	24.1737284	48.0322507	1.10864
"H10"	24.1738465	48.0322991	0.95316
"H10"	24.1740079	48.0323534	0.8788
"H10"	24.1741304	48.0323863	1.18976
"H10"	24.1742545	48.032414	2.30516
"H10"	24.1743789	48.0324351	1.73056
"H10"	24.1745045	48.032449	2.08208
"H10"	24.1746304	48.0324554	2.05504
"H10"	24.1747146	48.032456	2.12264
"H10"	24.1747566	48.032456	2.1294
"H10"	24.1749219	48.0324482	1.6224
"H10"	24.1750457	48.0324343	2.38628
"H10"	24.1751705	48.0324149	3.72476
"H10"	24.1752939	48.0323874	2.27812
"H10"	24.1754162	48.032351	2.3322
"H10"	24.1755752	48.0322957	1.83196
"H10"	24.1756926	48.0322461	2.52824
"H10"	24.1758074	48.0321914	3.46788
"H10"	24.1759203	48.0321305	2.54176
"H10"	24.176029	48.0320644	2.60936
"H10"	24.1761342	48.0319927	2.71752
"H10"	24.1762689	48.0318872	2.42008
"H10"	24.1763674	48.0318017	3.94784
"H10"	24.1764621	48.0317123	3.02848
"H10"	24.1765526	48.0316167	3.05552
"H10"	24.176639	48.0315177	3.16368
"H10"	24.1767211	48.0314155	3.211
"H10"	24.1767959	48.0313056	3.3124
"H10"	24.1768436	48.0312311	1.66972
"H10"	24.1768904	48.0311556	3.35296
"H10"	24.1769561	48.0310377	3.49492
"H10"	24.177015	48.0309175	5.38096
"H10"	24.1770695	48.0307943	3.86672
"H10"	24.1771182	48.0306691	4.11008
"H10"	24.1771734	48.0304969	3.17044
"H10"	24.177198	48.0304098	6.36792
"H10"	24.177238	48.0302311	3.22452
"H10"	24.1772593	48.0300948	4.37372
"H10"	24.1772788	48.0299599	4.27232
"H10"	24.1772914	48.0298256	4.33316
"H10"	24.1772963	48.0296468	3.79236
"H10"	24.1772929	48.0295114	4.40752
"H10"	24.1772845	48.0293757	5.70544
"H10"	24.1772692	48.0292396	4.2588
"H10"	24.1772459	48.0291049	4.13712
"H10"	24.1772188	48.028971	4.10332
"H10"	24.1771885	48.02884	4.0898
"H10"	24.177177	48.0287974	4.13712
"H10"	24.1771502	48.028713	3.99516
"H10"	24.1770885	48.0285463	2.91356
"H10"	24.1770358	48.0284226	5.73924
"H10"	24.1769801	48.0283014	3.58956
"H10"	24.1769203	48.0281835	3.8532
"H10"	24.1768318	48.0280319	2.8392
"H10"	24.1767829	48.0279586	5.59052
"H10"	24.1766807	48.0278163	2.75808
"H10"	24.176598	48.0277136	3.3124
"H10"	24.1765089	48.0276187	3.21776
"H10"	24.1764167	48.0275271	3.90728
"H10"	24.1763316	48.0274484	3.23128
"H10"	24.1764696	48.0278904	1.27764
"H10"	24.1765513	48.0279932	0.98696
"H10"	24.176629	48.0281001	1.98068
"H10"	24.1767005	48.0282112	2.04828
"H10"	24.1767447	48.0282881	2.06856
"H10"	24.1767863	48.0283674	1.59536
"H10"	24.1768436	48.0284884	4.37372
"H10"	24.1768958	48.0286134	4.75228
"H10"	24.1769407	48.0287411	4.41428
"H10"	24.1769834	48.0288695	4.5968
"H10"	24.1770296	48.029043	3.52196
"H10"	24.1770752	48.0293084	3.60308
"H10"	24.1770885	48.0294444	4.59004
"H10"	24.1770962	48.0295805	6.03668
"H10"	24.1770968	48.0297168	4.34668
"H10"	24.1770877	48.0298978	3.64364
"H10"	24.1770692	48.0300298	5.65136
"H10"	24.1770483	48.030161	4.35344
"H10"	24.1770229	48.0302924	4.27232
"H10"	24.176988	48.0304232	3.96136
"H10"	24.1769487	48.0305526	3.90052
"H10"	24.176902	48.0306792	3.718
"H10"	24.176829	48.0308407	2.72428
"H10"	24.1767716	48.0309602	3.67068
"H10"	24.176709	48.0310759	5.45532
"H10"	24.176634	48.0311849	3.23804
"H10"	24.1765553	48.031291	3.1434
"H10"	24.1764731	48.0313947	3.08932
"H10"	24.1763864	48.0314929	3.06228
"H10"	24.176264	48.0316175	2.21728
"H10"	24.1761672	48.0317034	2.92708
"H10"	24.1760998	48.031757	4.19796
"H10"	24.1760655	48.0317832	2.7716
"H10"	24.1759604	48.0318574	2.60936
"H10"	24.1758526	48.0319259	2.57556
"H10"	24.1757043	48.0320069	2.0956
"H10"	24.1755896	48.0320591	2.35924
"H10"	24.1754731	48.0321059	3.22452
"H10"	24.1753546	48.032145	2.42684
"H10"	24.1752342	48.0321778	2.37276
"H10"	24.1751121	48.0322049	2.32544
"H10"	24.1749875	48.0322246	2.35924
"H10"	24.1748623	48.0322384	2.35248
"H10"	24.1746964	48.0322461	1.74408
"H10"	24.174573	48.0322422	3.16368
"H10"	24.1744495	48.032229	2.62964
"H10"	24.1742857	48.0322012	1.7576
"H10"	24.1742034	48.0321851	3.27184
"H10"	24.1740421	48.0321418	1.69676
"H10"	24.1739238	48.0320981	2.27136
"H10"	24.1738082	48.0320488	3.06904
"H10"	24.1736947	48.0319922	2.31868
"H10"	24.1735846	48.0319292	2.39304
"H10"	24.1735134	48.0318819	2.42684
"H10"	24.1734809	48.03186	2.65668
"H10"	24.1733882	48.0318133	2.55528
"H10"	24.1731976	48.0327885	0
"H10"	24.1733094	48.0328514	0.73684
"H10"	24.1734237	48.0329082	0.65572
"H10"	24.1735792	48.0329746	0.93288
"H10"	24.1736971	48.0330198	1.23708
"H10"	24.173817	48.0330599	2.47416
"H10"	24.1739382	48.033095	1.5886
"H10"	24.1740607	48.033123	3.15692
"H10"	24.1741831	48.0331486	2.55528
"H10"	24.1743069	48.0331693	2.52824
"H10"	24.1744736	48.0331879	2.96088
"H10"	24.1745999	48.0331934	2.58232
"H10"	24.1747256	48.0331949	2.71076
"H10"	24.1748515	48.0331924	2.704
"H10"	24.1749763	48.0331833	2.79188
"H10"	24.1751004	48.0331698	2.83244
"H10"	24.1751826	48.0331579	2.90004
"H10"	24.1752638	48.0331436	1.46692
"H10"	24.1753446	48.0331267	4.40752
"H10"	24.1755055	48.0330863	3.4138
"H10"	24.1756266	48.0330512	2.81216
"H10"	24.175746	48.0330098	2.82568
"H10"	24.1758625	48.0329648	2.87976
"H10"	24.1760159	48.032898	2.23756
"H10"	24.176129	48.0328403	3.01496
"H10"	24.1762406	48.0327774	4.0898
"H10"	24.1763496	48.0327104	2.88652
"H10"	24.1764563	48.0326396	2.96088
"H10"	24.1765946	48.0325408	2.62288
"H10"	24.1766927	48.0324603	3.211
"H10"	24.17679	48.0323768	4.35344
"H10"	24.176886	48.0322888	3.26508
"H10"	24.1769773	48.0321953	3.23128
"H10"	24.1770652	48.0320976	3.28536
"H10"	24.1771494	48.0319954	3.40028
"H10"	24.1772312	48.031891	3.44084
"H10"	24.1773338	48.0317478	2.704
"H10"	24.1774059	48.0316376	5.48912
"H10"	24.1774736	48.0315235	3.88024
"H10"	24.1775383	48.0314063	3.87348
"H10"	24.1775977	48.0312857	4.13712
"H10"	24.1776691	48.0311248	3.28536
"H10"	24.1777198	48.0310024	4.42104
"H10"	24.1777355	48.0309605	4.44808
"H10"	24.1777656	48.0308756	4.3602
"H10"	24.1778072	48.0307472	4.47512
"H10"	24.1778449	48.0306172	6.3206
"H10"	24.1778752	48.0304857	4.48188
"H10"	24.1779104	48.0303086	3.48816
"H10"	24.1779309	48.0301729	6.14484
"H10"	24.1779459	48.0300388	4.64412
"H10"	24.1779592	48.029904	4.59004
"H10"	24.1779624	48.0298583	4.6306
"H10"	24.1779662	48.0297685	4.73876
"H10"	24.1779664	48.0296371	4.81312
"H10"	24.1779595	48.0294639	5.76628
"H10"	24.1779511	48.0293302	5.02268
"H10"	24.1779388	48.0291967	4.90776
"H10"	24.1779211	48.0290635	4.74552
"H10"	24.1778968	48.028932	4.91452
"H10"	24.1778673	48.0288021	4.9348
"H10"	24.1778244	48.0286285	3.69096
"H10"	24.1777875	48.0284998	4.54948
"H10"	24.1776953	48.0282493	4.29936
"H10"	24.1776431	48.0281271	4.21824
"H10"	24.1775894	48.028005	4.1236
"H10"	24.1775082	48.0278482	3.0082
"H10"	24.1774419	48.027732	3.84644
"H10"	24.1773966	48.027656	3.87348
"H10"	24.1773004	48.0275109	3.96136
"H10"	24.1772236	48.0274057	4.225
"H10"	24.1771439	48.027303	3.90728
"H10"	24.177032	48.0271718	2.873
"H10"	24.1769445	48.0270752	3.887
"H10"	24.1768541	48.0269824	5.06324
"H10"	24.1767566	48.026898	3.63688
"H10"	24.1766643	48.0268192	3.89376
"H10"	24.1766018	48.0267451	5.29308
"H10"	24.1765037	48.0269149	2.05504
"H10"	24.1766142	48.0269866	1.36552
"H10"	24.1767137	48.0270725	1.08836
"H10"	24.176839	48.0271953	0.676
"H10"	24.1769312	48.0272921	0.83148
"H10"	24.1770191	48.0273913	1.91984
"H10"	24.177102	48.027495	1.49396
"H10"	24.1771795	48.0276025	2.49444
"H10"	24.1772529	48.0277128	2.54852
"H10"	24.1773	48.0277876	1.81844
"H10"	24.1773894	48.0279428	3.62336
"H10"	24.1774717	48.0281042	4.27232
"H10"	24.1775287	48.0282284	4.00192
"H10"	24.1775795	48.0283555	4.01544
"H10"	24.1776257	48.028484	4.07628
"H10"	24.1776676	48.0286149	4.08304
"H10"	24.1777043	48.0287477	4.26556
"H10"	24.177745	48.0289258	3.2786
"H10"	24.177771	48.0290593	4.4278
"H10"	24.1777902	48.0291954	5.94204
"H10"	24.1778055	48.0293322	4.92128
"H10"	24.1778152	48.0294693	4.46836
"H10"	24.1778191	48.0296525	3.38676
"H10"	24.1778169	48.0297871	4.563
"H10"	24.17781	48.0299203	5.915
"H10"	24.1777978	48.0300539	4.43456
"H10"	24.1777869	48.0301435	4.394
"H10"	24.1777806	48.0301883	4.31288
"H10"	24.1777582	48.0303215	4.25204
"H10"	24.1777306	48.0304549	4.16416
"H10"	24.1776887	48.0306308	3.56252
"H10"	24.1776501	48.0307614	5.239
"H10"	24.1776063	48.0308901	3.77208
"H10"	24.1775582	48.0310179	3.73828
"H10"	24.1775051	48.031143	3.63688
"H10"	24.1774456	48.0312638	3.59632
"H10"	24.1773829	48.0313822	3.59632
"H10"	24.1772946	48.031535	2.704
"H10"	24.1772222	48.0316457	3.49492
"H10"	24.1771467	48.0317554	5.01592
"H10"	24.1770675	48.0318618	3.23128
"H10"	24.1769555	48.0319952	1.97392
"H10"	24.1768686	48.0320936	2.60936
"H10"	24.1767781	48.0321871	3.42732
"H10"	24.1766817	48.0322767	2.3322
"H10"	24.1765822	48.0323627	2.2984
"H10"	24.1765136	48.0324174	2.25108
"H10"	24.1764792	48.0324436	2.23756
"H10"	24.176374	48.0325175	2.21728
"H10"	24.1762675	48.0325882	2.65668
"H10"	24.1761212	48.0326752	2.90004
"H10"	24.1760079	48.0327346	2.47416
"H10"	24.1758907	48.0327886	2.35924
"H10"	24.1757728	48.0328384	2.35924
"H10"	24.1756544	48.032883	2.38628
"H10"	24.1754945	48.0329346	1.91308
"H10"	24.1753713	48.0329667	2.52824
"H10"	24.1752474	48.0329927	3.26508
"H10"	24.1751233	48.033014	2.45388
"H10"	24.1749997	48.0330297	2.82568
"H10"	24.1748335	48.0330407	2.01448
"H10"	24.1747091	48.0330453	2.69048
"H10"	24.1745849	48.0330406	2.61612
"H10"	24.1744608	48.033032	2.58232
"H10"	24.1743369	48.0330188	3.44084
"H10"	24.1742133	48.033	2.55528
"H10"	24.1741321	48.0329845	1.29116
"H10"	24.1740912	48.0329755	4.9686
"H10"	24.1739294	48.0329353	1.87928
"H10"	24.1738097	48.0328986	2.52824
"H10"	24.1736909	48.0328562	3.92756
"H10"	24.1735735	48.0328097	2.52148
"H10"	24.1734573	48.0327581	2.62288
"H10"	24.1733449	48.0326981	2.59584
"H10"	24.1732337	48.0326348	2.6364
"H10"	24.1730884	48.0325494	1.88604
"H10"	24.1730027	48.0324892	3.13664
"H10"	24.1728266	48.0326883	1.9604
"H10"	24.1728897	48.0327767	1.59536
"H10"	24.1729932	48.0328505	0.81796
"H10"	24.1731414	48.0329375	0.58812
"H10"	24.1732548	48.0329994	0.79092
"H10"	24.1733694	48.0330562	1.0478
"H10"	24.1734872	48.0331063	1.352
"H10"	24.1736457	48.0331698	0.90584
"H10"	24.1737263	48.0331987	2.62288
"H10"	24.1738899	48.0332458	1.30468
"H10"	24.1740131	48.0332756	2.0956
"H10"	24.1741376	48.033301	2.7716
"H10"	24.1742626	48.0333209	2.05504
"H10"	24.1743885	48.0333361	2.04152
"H10"	24.1744725	48.0333435	1.014
"H10"	24.1745148	48.0333461	4.01544
"H10"	24.1746415	48.0333531	2.03476
"H10"	24.1748107	48.0333529	1.521
"H10"	24.1749386	48.0333458	2.95412
"H10"	24.175066	48.0333354	1.89956
"H10"	24.1751924	48.0333203	2.18348
"H10"	24.1753165	48.0332959	2.19024
"H10"	24.1754395	48.0332681	2.44036
"H10"	24.1756028	48.0332269	1.83196
"H10"	24.175724	48.0331893	2.62964
"H10"	24.1758428	48.0331441	3.549
"H10"	24.1759591	48.0330958	2.88652
"H10"	24.1761136	48.0330265	2.45388
"H10"	24.176227	48.0329682	2.7378
"H10"	24.1763413	48.0329041	3.63012
"H10"	24.1764519	48.0328359	2.55528
"H10"	24.176559	48.0327639	2.67696
"H10"	24.1766632	48.0326871	2.71752
"H10"	24.176764	48.0326078	2.77836
"H10"	24.1767971	48.0325801	2.76484
"H10"	24.1768624	48.0325234	2.78512
"H10"	24.1769892	48.0324044	2.11588
"H10"	24.1770516	48.0323421	4.1912
"H10"	24.177171	48.0322129	3.3124
"H10"	24.1772564	48.0321101	2.96088
"H10"	24.1773381	48.0320033	2.89328
"H10"	24.1774408	48.0318577	2.25784
"H10"	24.1775143	48.0317474	3.04876
"H10"	24.1775832	48.0316331	4.13712
"H10"	24.1776492	48.0315153	2.08208
"H10"	24.177691	48.031436	3.15016
"H10"	24.1777113	48.0313958	6.33412
"H10"	24.1777688	48.0312749	3.27184
"H10"	24.1778208	48.0311521	3.36648
"H10"	24.177886	48.0309835	3.98164
"H10"	24.1779294	48.0308539	3.59632
"H10"	24.1779669	48.0307224	3.49492
"H10"	24.1779988	48.0305897	3.60984
"H10"	24.1780271	48.0304567	3.96812
"H10"	24.1780509	48.0303211	3.96812
"H10"	24.1780766	48.0301396	2.92032
"H10"	24.1780869	48.0300489	3.97488
"H10"	24.1781004	48.029867	2.92032
"H10"	24.1781046	48.0297303	4.11008
"H10"	24.1781027	48.0295939	5.915
"H10"	24.1780966	48.0294588	3.94108
"H10"	24.1780848	48.0292779	2.90004
"H10"	24.178071	48.0291438	4.04248
"H10"	24.1780507	48.0290104	5.32012
"H10"	24.1780252	48.0288781	4.14388
"H10"	24.1780155	48.0288338	4.06276
"H10"	24.1779941	48.0287458	4.03572
"H10"	24.1779596	48.0286149	3.94108
"H10"	24.1779224	48.0284849	3.90728
"H10"	24.177867	48.0283146	4.13036
"H10"	24.1778212	48.0281881	3.73152
"H10"	24.1777707	48.0280634	3.77208
"H10"	24.1777151	48.0279416	3.73828
"H10"	24.1776548	48.0278226	3.55576
"H10"	24.177568	48.0276672	2.6026
"H10"	24.1775221	48.0275924	5.11056
"H10"	24.1774733	48.0275185	3.3124
"H10"	24.1774238	48.0274453	1.63592
"H10"	24.1773458	48.0273384	3.17044
"H10"	24.1772653	48.0272337	3.88024
"H10"	24.1771802	48.0271326	3.08932
"H10"	24.1770617	48.0270033	2.13616
"H10"	24.1769694	48.02691	2.8054
"H10"	24.176873	48.0268216	3.53548
"H10"	24.1767736	48.026738	2.61612
"H10"	24.1766986	48.026658	3.16368
"H10"	24.1765751	48.0268418	1.3182
"H10"	24.176672	48.0269333	1.44664
"H10"	24.1767714	48.0270194	1.18976
"H10"	24.1768661	48.0271097	0.6084
"H10"	24.1768964	48.0271416	1.08836
