"long"	"lat"	"mass"	"time"	"seconds"	"dist"	"moist"	"elev"
-93.97578	43.925239	43.37	8616	3	242	16.8	1038.45
-93.975779	43.925294	42.84	8619	3	245	16.4	1037.79
-93.97578	43.925348	43.03	8622	3	241	16.4	1037.14
-93.975782	43.925404	43.83	8625	3	237	16.3	1035.82
-93.975782	43.92546	43.5	8628	3	240	16.4	1035.17
-93.975783	43.925516	45.06	8631	3	238	16.5	1034.18
-93.975784	43.925571	45.39	8634	3	248	17	1033.86
-93.975784	43.925626	43.56	8637	3	241	17.1	1033.2
-93.975786	43.925682	40.36	8640	3	239	17.4	1032.54
-93.975787	43.925737	42.31	8643	3	241	17.4	1032.22
-93.975789	43.925791	42.94	8646	3	235	17.2	1032.54
-93.97579	43.925849	42.56	8649	3	243	17.4	1031.89
-93.97579	43.925906	41.22	8652	3	244	17.6	1031.56
-93.975791	43.925962	40.3	8655	3	244	17.6	1031.23
-93.975793	43.926019	37.55	8658	3	246	18	1030.9
-93.975795	43.926074	32.14	8661	3	241	18.5	1030.58
-93.975797	43.926126	28.54	8664	3	232	18.6	1030.25
-93.975799	43.926167	28.73	8667	3	209	18.5	1029.92
-93.975801	43.926201	17.6	8670	3	150	17.4	1028.94
-93.975807	43.926295	32.72	8679	3	152	16.7	1031.23
-93.975809	43.926346	33.12	8682	3	209	16.3	1032.22
-93.975811	43.926398	34.92	8685	3	221	15.9	1033.2
-93.975812	43.92645	35.21	8688	3	231	16	1034.18
-93.975813	43.926504	35.77	8691	3	226	16.2	1035.17
-93.975814	43.926555	34.04	8694	3	231	16.3	1036.81
-93.975816	43.926609	39.04	8697	3	223	16.4	1037.46
-93.975813	43.926662	39.68	8700	3	239	16.2	1038.45
-93.975811	43.926718	37.38	8703	3	230	16.5	1038.78
-93.975811	43.926774	40.6	8706	3	242	16.4	1039.1
-93.97581	43.92683	40.15	8709	3	246	16.7	1038.78
-93.975809	43.926887	38.53	8712	3	245	16.9	1038.78
-93.975808	43.926945	38.13	8715	3	250	16.9	1037.79
-93.975808	43.927003	40.94	8718	3	255	17.2	1037.46
-93.975807	43.927059	37	8721	3	256	17.1	1036.81
-93.975806	43.927116	40.03	8724	3	247	16.9	1036.15
-93.975805	43.927169	19.94	8727	3	244	16.4	1036.81
-93.975807	43.927224	5.24	8730	3	230	16.5	1036.81
-93.975693	43.927126	34.27	8754	3	232	17	1035.17
-93.975694	43.927072	35.3	8757	3	232	17.2	1035.82
-93.975694	43.927018	36.03	8760	3	240	17.2	1036.15
-93.975695	43.926964	35.15	8763	3	232	17.3	1037.14
-93.975696	43.92691	35.93	8766	3	228	17.3	1037.14
-93.975697	43.926854	37.08	8769	3	237	17.2	1037.46
-93.975701	43.926798	37.48	8772	3	242	17	1037.79
-93.975703	43.926742	36.52	8775	3	244	16.7	1037.79
-93.975705	43.926686	34.29	8778	3	248	16.7	1037.79
-93.975708	43.926627	37.7	8781	3	253	16.5	1037.14
-93.975712	43.926569	34.38	8784	3	257	16.5	1036.15
-93.975711	43.92651	35.49	8787	3	257	16	1034.51
-93.975708	43.926451	36.98	8790	3	259	16.3	1033.53
-93.975702	43.926392	34.51	8793	3	252	16	1032.22
-93.975698	43.926333	33.13	8796	3	254	16.3	1030.9
-93.975692	43.926275	31.27	8799	3	255	16.4	1029.59
-93.975686	43.926223	32.33	8802	3	244	16.5	1028.94
-93.975685	43.926178	24.32	8805	3	206	17.5	1027.95
-93.975676	43.926051	35.12	8814	3	203	18.3	1028.94
-93.975676	43.925996	37.44	8817	3	236	18.1	1029.59
-93.975674	43.925942	41.4	8820	3	242	18.2	1029.92
-93.975672	43.925886	41.42	8823	3	234	17.8	1029.92
-93.975671	43.92583	38.88	8826	3	236	17.4	1029.92
-93.975672	43.925774	39.37	8829	3	248	17.5	1030.58
-93.975671	43.925719	41.59	8832	3	239	17.6	1030.9
-93.975669	43.925663	40.65	8835	3	242	17.5	1031.23
-93.975667	43.925608	39.89	8838	3	241	17.3	1031.89
-93.975668	43.925553	40.2	8841	3	238	17	1031.89
-93.975669	43.925499	39.75	8844	3	245	17	1033.2
-93.975667	43.925444	39.82	8847	3	232	17.4	1033.86
-93.975665	43.925389	40.76	8850	3	240	16.9	1034.51
-93.975663	43.925337	38.2	8853	3	236	17	1035.17
-93.975662	43.925283	35.38	8856	3	235	17	1035.82
-93.975661	43.92523	32.46	8859	3	226	17	1036.48
-93.975663	43.925176	31.63	8862	3	230	17.7	1037.46
-93.975663	43.925124	30.25	8865	3	231	17.7	1038.45
-93.975663	43.925073	20.77	8868	3	223	17.8	1040.09
-93.975663	43.925022	21.76	8871	3	217	18.7	1041.73
-93.975662	43.924972	24.59	8874	3	217	18.7	1043.04
-93.975664	43.924921	29.2	8877	3	219	18.2	1044.68
-93.975665	43.924871	29.98	8880	3	214	17.9	1046.32
-93.975663	43.92482	29.84	8883	3	217	17.5	1047.96
-93.975663	43.924769	31.48	8886	3	221	17.4	1048.94
-93.975662	43.924717	30.94	8889	3	222	17.8	1050.26
-93.975662	43.924665	31.71	8892	3	225	17.4	1051.57
-93.975663	43.924613	31.57	8895	3	219	17.2	1052.88
-93.975663	43.924561	36.75	8898	3	231	17.2	1054.19
-93.975662	43.924508	32.56	8901	3	227	17	1054.85
-93.975662	43.924454	34.84	8904	3	238	17	1056.16
-93.975663	43.924399	32.76	8907	3	231	16.9	1056.82
-93.975664	43.924344	33.87	8910	3	244	16.4	1057.14
-93.975663	43.92429	33.88	8913	3	231	16.7	1057.47
-93.975664	43.924235	34.87	8916	3	243	16.5	1057.8
-93.975664	43.924178	32.48	8919	3	233	17	1058.13
-93.975664	43.924122	31.65	8922	3	247	16.4	1058.13
-93.975664	43.924066	31.09	8925	3	247	16.6	1058.13
-93.975664	43.924012	30.23	8928	3	241	16.7	1058.13
-93.975665	43.923956	28.47	8931	3	242	16.7	1058.46
-93.975665	43.923902	30.94	8934	3	238	16.6	1058.46
-93.975665	43.923845	31.13	8937	3	239	16.7	1058.13
-93.975664	43.923789	31.52	8940	3	247	17.4	1058.13
-93.975665	43.923733	32.03	8943	3	244	17.8	1058.13
-93.975665	43.923677	31.73	8946	3	241	17.8	1058.13
-93.975664	43.923621	32.16	8949	3	248	17.2	1057.8
-93.975665	43.923564	32.2	8952	3	241	17.4	1058.13
-93.975665	43.923508	32	8955	3	246	17.8	1058.13
-93.975666	43.923451	32.44	8958	3	243	17	1058.13
-93.975665	43.923396	33.1	8961	3	242	16.6	1057.8
-93.975665	43.92334	32.05	8964	3	245	16.5	1057.8
-93.975666	43.923284	33.01	8967	3	245	16.1	1057.47
-93.975667	43.923229	33.12	8970	3	240	15.8	1057.8
-93.975667	43.923173	31.41	8973	3	239	16.2	1057.8
-93.975668	43.923118	34.55	8976	3	242	16.1	1057.8
-93.975669	43.923062	32.17	8979	3	239	16.4	1057.8
-93.975669	43.923007	32.39	8982	3	241	17.2	1057.8
-93.97567	43.92295	32.48	8985	3	241	17.4	1057.8
-93.97567	43.922894	34.31	8988	3	242	17.4	1057.8
-93.975671	43.922839	32.35	8991	3	243	17.2	1057.8
-93.97567	43.922784	31.42	8994	3	241	17.2	1057.8
-93.975671	43.922729	32.76	8997	3	240	16.6	1057.8
-93.975671	43.922673	33.19	9000	3	237	16.7	1057.8
-93.975671	43.922618	36.98	9003	3	238	16.5	1057.47
-93.975671	43.922562	31.76	9006	3	236	16.2	1057.47
-93.975671	43.922505	32.86	9009	3	250	16.6	1057.14
-93.975671	43.922449	32.27	9012	3	239	16.9	1057.14
-93.975672	43.922394	34.31	9015	3	245	16.7	1057.14
-93.97567	43.922339	34.24	9018	3	240	16.4	1057.8
-93.97567	43.922283	32.37	9021	3	239	16.7	1057.8
-93.975669	43.922229	32.29	9024	3	241	16.1	1057.8
-93.975668	43.922173	32.85	9027	3	237	16.2	1057.8
-93.975668	43.922117	33.1	9030	3	240	16.4	1057.8
-93.975668	43.922062	34.72	9033	3	241	16.4	1058.13
-93.975667	43.922005	33.72	9036	3	240	16.5	1057.8
-93.975666	43.921949	35.33	9039	3	245	16.5	1057.8
-93.975665	43.921893	32.52	9042	3	243	16.4	1057.8
-93.975666	43.921838	35.88	9045	3	241	16.5	1057.8
-93.975665	43.921782	34.71	9048	3	239	16.4	1057.8
-93.975665	43.921725	33.98	9051	3	246	16	1058.13
-93.975664	43.921669	34.63	9054	3	245	16.5	1057.8
-93.975665	43.921613	33.29	9057	3	239	16.5	1057.8
-93.975666	43.921557	34.07	9060	3	245	16.2	1057.8
-93.975665	43.921502	33.5	9063	3	239	15.9	1058.13
-93.975666	43.921446	32.78	9066	3	239	15.9	1057.8
-93.975666	43.92139	30.78	9069	3	241	15.7	1057.8
-93.975667	43.921334	31.63	9072	3	243	15.7	1057.47
-93.975668	43.921278	31.72	9075	3	246	15.6	1057.47
-93.975668	43.921222	32.33	9078	3	238	15.5	1057.47
-93.97567	43.921166	31.96	9081	3	241	15.9	1057.47
-93.975669	43.921111	28.35	9084	3	245	16.2	1057.47
-93.97567	43.921055	11.61	9087	3	236	16.2	1057.14
-93.975672	43.920999	3.33	9090	3	251	16.4	1056.49
-93.975559	43.921094	30.95	9111	3	252	15.5	1056.49
-93.975557	43.921148	32.38	9114	3	236	15.6	1056.49
-93.975556	43.921204	32.64	9117	3	239	16	1056.49
-93.975555	43.92126	32.72	9120	3	240	15.7	1056.82
-93.975555	43.921317	32.5	9123	3	250	16	1056.16
-93.975555	43.921372	31.76	9126	3	239	15.5	1056.49
-93.975554	43.921428	32.98	9129	3	243	15.7	1056.49
-93.975553	43.921483	34.22	9132	3	239	15.6	1056.82
-93.975554	43.921539	32.35	9135	3	245	16	1056.16
-93.975554	43.921595	36.01	9138	3	244	15.9	1056.16
-93.975553	43.921649	33.54	9141	3	236	16.2	1056.49
-93.975553	43.921705	34.57	9144	3	246	16.1	1056.16
-93.975553	43.921761	34.36	9147	3	241	16.2	1056.49
-93.975554	43.921818	35.55	9150	3	240	16.2	1056.82
-93.975554	43.921875	35.82	9153	3	253	16.3	1057.14
-93.975555	43.921931	35.04	9156	3	247	16.3	1057.14
-93.975554	43.921987	36.34	9159	3	239	16.4	1057.47
-93.975555	43.922045	34.28	9162	3	250	16.5	1057.14
-93.975555	43.922101	33.33	9165	3	245	16.4	1057.47
-93.975557	43.922157	34.88	9168	3	236	16.5	1057.47
-93.975557	43.922216	35.74	9171	3	253	16.2	1057.14
-93.975557	43.922274	35.24	9174	3	251	16.5	1057.14
-93.975557	43.922331	35.33	9177	3	250	16.2	1057.14
-93.975559	43.922388	34.03	9180	3	247	16.8	1057.14
-93.975559	43.922446	34.58	9183	3	247	16.2	1056.49
-93.975559	43.922503	36.7	9186	3	250	15.9	1056.49
-93.975559	43.92256	36.82	9189	3	248	16.2	1056.49
-93.975558	43.922618	37.14	9192	3	247	16	1056.49
-93.975559	43.922674	33.97	9195	3	253	16	1056.82
-93.975559	43.922731	34.78	9198	3	247	16.5	1056.82
-93.975559	43.922789	36.14	9201	3	245	16.7	1056.82
-93.975559	43.922846	35.51	9204	3	253	16.2	1056.49
-93.97556	43.922903	35.77	9207	3	248	16.1	1056.82
-93.975559	43.92296	34.9	9210	3	248	16.1	1056.49
-93.975558	43.923015	38.32	9213	3	242	16	1056.49
-93.975557	43.923071	34.2	9216	3	239	16	1056.16
-93.975556	43.923125	34.19	9219	3	241	15.9	1056.82
-93.975555	43.923182	33.54	9222	3	241	15.9	1056.49
-93.975554	43.923237	33.25	9225	3	238	15.9	1056.49
-93.975553	43.923292	32.84	9228	3	248	15.9	1056.82
-93.975553	43.923348	32.86	9231	3	243	16.4	1056.82
-93.975552	43.923404	33.4	9234	3	241	16.9	1056.49
-93.975553	43.923459	33.68	9237	3	239	17.2	1056.49
-93.975552	43.923517	33.01	9240	3	244	17.4	1056.16
-93.975553	43.923573	32.37	9243	3	247	17.2	1055.5
-93.975555	43.923628	32.86	9246	3	243	17.5	1056.16
-93.975555	43.923685	32.43	9249	3	245	17.2	1056.16
-93.975554	43.923741	34.58	9252	3	245	17.5	1056.16
-93.975553	43.923797	32.49	9255	3	242	17.7	1056.16
-93.975552	43.923852	32.33	9258	3	239	17.6	1056.49
-93.975552	43.923907	33.28	9261	3	242	16.8	1056.16
-93.975554	43.923964	36.24	9264	3	242	17	1056.49
-93.975553	43.924019	33.98	9267	3	241	16.7	1056.49
-93.975553	43.924076	36.44	9270	3	244	16.1	1056.16
-93.975552	43.924134	37.82	9273	3	248	16.7	1055.83
-93.975551	43.924191	38.23	9276	3	251	16.7	1055.5
-93.975551	43.924248	39.59	9279	3	246	16.7	1055.5
-93.975552	43.924305	42.89	9282	3	254	16.8	1055.18
-93.975552	43.924362	36.8	9285	3	248	16.9	1054.85
-93.975552	43.92442	38.79	9288	3	241	16.7	1054.19
-93.975552	43.924479	39.67	9291	3	253	16.8	1053.86
-93.975551	43.924539	40.05	9294	3	256	17	1052.88
-93.975549	43.924599	40.47	9297	3	261	17	1051.9
-93.975548	43.924659	38.65	9300	3	257	17.2	1050.26
-93.975549	43.92472	39.5	9303	3	264	16.7	1048.62
-93.975551	43.924779	42.7	9306	3	259	16.9	1047.3
-93.975552	43.924841	41.21	9309	3	260	17.3	1045.34
-93.975553	43.924901	39.45	9312	3	257	17.2	1043.37
-93.975554	43.924959	37.9	9315	3	266	17.3	1041.4
-93.975553	43.925017	36.46	9318	3	254	17.7	1039.76
-93.975551	43.925074	35.66	9321	3	252	18	1037.79
-93.975551	43.92513	38.4	9324	3	250	17.2	1036.48
-93.975552	43.925186	40.98	9327	3	241	17.2	1034.84
-93.975553	43.925241	41.53	9330	3	247	17	1033.86
-93.975555	43.925297	40.92	9333	3	242	16.9	1033.2
-93.975556	43.925352	42.23	9336	3	242	16.5	1032.54
-93.975555	43.925408	42.89	9339	3	239	17	1031.56
-93.975555	43.925463	43.86	9342	3	241	17.2	1030.9
-93.975554	43.925519	41.09	9345	3	242	17.5	1030.58
-93.975555	43.925574	42.05	9348	3	239	17.6	1029.92
-93.975555	43.925628	41.22	9351	3	239	17.2	1029.26
-93.975556	43.925683	42.56	9354	3	239	17.4	1028.61
-93.975556	43.925736	42.13	9357	3	233	17.1	1028.61
-93.975557	43.925791	39.08	9360	3	232	17.3	1028.61
-93.975559	43.925846	41.95	9363	3	232	17.6	1028.28
-93.975559	43.9259	42.78	9366	3	245	17.3	1028.28
-93.975561	43.925954	39.4	9369	3	234	17.7	1027.95
-93.975564	43.926008	35.5	9372	3	238	18.1	1027.62
-93.975565	43.926062	30.59	9375	3	239	18.4	1027.3
-93.975566	43.926111	27.73	9378	3	232	18	1026.97
-93.975568	43.926147	16.96	9381	3	178	17.3	1026.31
-93.975575	43.926246	30.18	9390	3	160	16.1	1028.61
-93.97558	43.926293	31.95	9393	3	187	16.5	1029.26
-93.975584	43.926343	32.86	9396	3	211	16	1030.25
-93.97559	43.926395	32.4	9399	3	221	15.9	1031.23
-93.975594	43.926447	33.16	9402	3	226	15.8	1032.22
-93.975597	43.926499	33.72	9405	3	227	16.2	1033.2
-93.975597	43.926553	35.53	9408	3	229	16.4	1033.86
-93.975593	43.926608	36.59	9411	3	238	16	1033.86
-93.975589	43.926663	37.77	9414	3	242	16.3	1034.84
-93.975586	43.926719	38.82	9417	3	241	16.5	1035.17
-93.975584	43.926776	37.55	9420	3	242	16.6	1035.17
-93.975583	43.926833	37.88	9423	3	250	16.4	1034.51
-93.975582	43.926891	40.39	9426	3	245	17	1034.18
-93.97558	43.926948	40.62	9429	3	255	17	1033.86
-93.975578	43.927005	36.75	9432	3	251	17.2	1033.53
-93.975578	43.927061	32.3	9435	3	243	17.3	1033.2
-93.975576	43.927119	32.38	9438	3	248	17.3	1032.87
-93.975576	43.927177	13.64	9441	3	254	17.2	1032.22
-93.975577	43.927231	4.27	9444	3	248	17.4	1032.87
-93.975463	43.927159	32.15	9465	3	236	16.9	1032.22
-93.975462	43.927108	37.3	9468	3	239	17	1032.87
-93.975463	43.927053	37.48	9471	3	225	17	1032.87
-93.975464	43.926999	35.73	9474	3	239	17.3	1032.87
-93.975464	43.926945	34.89	9477	3	233	17.3	1033.53
-93.975465	43.92689	35.08	9480	3	230	17.7	1033.2
-93.975467	43.926835	34.14	9483	3	235	17.2	1033.2
-93.97547	43.926781	34.67	9486	3	238	16.7	1033.53
-93.975473	43.926726	38.37	9489	3	236	16.9	1033.86
-93.975475	43.926671	37.25	9492	3	240	16.5	1033.53
-93.975478	43.926615	38.98	9495	3	247	16.4	1033.53
-93.975483	43.926558	36.14	9498	3	246	16.2	1033.2
-93.975489	43.926501	31.67	9501	3	248	16.2	1032.22
-93.975502	43.926445	23.2	9504	3	252	16	1031.56
-93.975513	43.926388	21.23	9507	3	248	16	1030.25
-93.975512	43.92633	22.57	9510	3	254	16.1	1029.59
-93.975497	43.926274	17.92	9513	3	251	16.1	1028.94
-93.975478	43.92622	23.56	9516	3	253	15.9	1028.28
-93.975459	43.92617	19.23	9519	3	235	16.5	1027.95
-93.975451	43.926127	21	9522	3	200	17.7	1027.3
-93.975447	43.926092	25.34	9525	3	183	18.2	1027.95
-93.975446	43.926052	28.7	9528	3	151	17.9	1027.95
-93.975445	43.926009	31.08	9531	3	173	17.8	1028.28
-93.975445	43.92596	34.01	9534	3	203	17.6	1028.94
-93.975445	43.925904	38.44	9537	3	226	17.1	1029.26
-93.975443	43.92585	33.68	9540	3	237	17	1029.26
-93.975443	43.925796	38.58	9543	3	275	17.2	1029.59
-93.975441	43.92574	40.68	9546	3	240	17.3	1029.92
-93.975441	43.925683	39.96	9549	3	243	17.5	1030.25
-93.975439	43.925627	41.5	9552	3	241	17.7	1030.58
-93.975439	43.925572	38.61	9555	3	238	17.5	1030.9
-93.975438	43.925515	40.91	9558	3	243	17.5	1031.89
-93.975438	43.925459	40.38	9561	3	246	17.6	1032.54
-93.975437	43.925404	39.07	9564	3	238	17.4	1033.2
-93.975437	43.92535	37.11	9567	3	235	16.6	1033.86
-93.975436	43.925296	38.35	9570	3	236	17	1034.84
-93.975434	43.925243	35.19	9573	3	233	16.8	1036.15
-93.975435	43.925189	32.19	9576	3	230	16.8	1037.46
-93.975435	43.925136	31.84	9579	3	232	17.2	1038.78
-93.975434	43.925085	32.49	9582	3	221	17.3	1039.76
-93.975432	43.925035	33.53	9585	3	222	17.6	1041.4
-93.975433	43.924986	34.74	9588	3	215	17.4	1043.04
-93.975433	43.924936	33.14	9591	3	215	17.4	1045.01
-93.975435	43.924886	32.93	9594	3	216	17.4	1046.65
-93.975435	43.924837	33.06	9597	3	218	17	1048.62
-93.975435	43.924785	32.55	9600	3	226	17.2	1049.93
-93.975434	43.924734	33.01	9603	3	220	16.9	1051.24
-93.975434	43.924682	34.67	9606	3	223	16.8	1052.88
-93.975433	43.924629	36.06	9609	3	225	16.6	1053.86
-93.975433	43.924576	34.98	9612	3	235	16.9	1054.85
-93.975433	43.924523	33.29	9615	3	226	16.8	1056.16
-93.975433	43.924469	35.15	9618	3	235	16.9	1057.14
-93.975434	43.924414	35.9	9621	3	238	17	1057.47
-93.975433	43.924358	36.53	9624	3	244	16.9	1058.13
-93.975433	43.924302	36.93	9627	3	245	16.5	1058.46
-93.975435	43.924246	39.83	9630	3	239	16.9	1059.11
-93.975434	43.92419	37.02	9633	3	242	16.9	1059.44
-93.975436	43.924134	37.05	9636	3	242	16.5	1059.44
-93.975437	43.924077	35.02	9639	3	244	16.7	1059.77
-93.975437	43.92402	33.49	9642	3	247	16.9	1059.77
-93.975438	43.923962	34.62	9645	3	248	16.8	1059.44
-93.975437	43.923907	31.29	9648	3	238	17.6	1059.77
-93.975439	43.92385	33.85	9651	3	242	17.8	1059.77
-93.975438	43.923792	31.95	9654	3	246	17.7	1059.77
-93.975438	43.923735	31.96	9657	3	246	17.6	1059.44
-93.975439	43.923679	32.46	9660	3	244	17.4	1059.44
-93.975438	43.923622	33.63	9663	3	245	17.3	1059.44
-93.975438	43.923565	36.15	9666	3	252	18	1059.44
-93.975438	43.923509	33.13	9669	3	241	17.5	1059.44
-93.975438	43.923453	35.55	9672	3	244	16.7	1059.44
-93.975439	43.923396	34.06	9675	3	247	16.9	1059.44
-93.97544	43.923339	34.9	9678	3	248	16.6	1059.44
-93.975441	43.923283	33.01	9681	3	244	15.8	1059.11
-93.975441	43.923227	32.76	9684	3	250	16	1059.44
-93.97544	43.923171	33.6	9687	3	239	15.7	1059.11
-93.975441	43.923115	32.84	9690	3	242	16	1059.11
-93.975442	43.923059	33.41	9693	3	245	16.1	1059.44
-93.975443	43.923003	33.37	9696	3	240	16.1	1059.11
-93.975443	43.922946	33.98	9699	3	250	16.1	1059.11
-93.975442	43.922891	36.25	9702	3	242	15.9	1059.11
-93.975442	43.922835	37.2	9705	3	239	16.3	1059.11
-93.975442	43.922779	33.81	9708	3	240	16.1	1059.44
-93.975441	43.922723	33.96	9711	3	240	16.1	1059.11
-93.975441	43.922668	34.23	9714	3	242	16.1	1059.11
-93.975442	43.92261	36.12	9717	3	236	15.7	1059.11
-93.975443	43.922553	33.37	9720	3	248	15.9	1058.78
-93.975443	43.922497	34.89	9723	3	247	15.9	1059.11
-93.975441	43.92244	36.08	9726	3	241	16.1	1058.78
-93.975443	43.922384	36.4	9729	3	250	16.4	1058.78
-93.975443	43.922328	36.23	9732	3	239	16.3	1058.78
-93.975442	43.922272	36.01	9735	3	242	16.4	1059.11
-93.975442	43.922215	32.62	9738	3	251	15.9	1058.78
-93.975442	43.92216	33.18	9741	3	245	16.3	1059.11
-93.97544	43.922106	34.32	9744	3	239	16.1	1059.44
-93.975439	43.922049	37.41	9747	3	239	16.5	1059.11
-93.97544	43.921992	34.71	9750	3	241	16.4	1059.11
-93.975439	43.921935	34.84	9753	3	248	16.4	1058.78
-93.975438	43.921878	36.28	9756	3	243	16.5	1058.78
-93.975438	43.921822	38.25	9759	3	245	16.3	1058.78
-93.975438	43.921765	39.53	9762	3	246	16	1058.78
-93.975438	43.921707	37.07	9765	3	248	16.4	1058.46
-93.975437	43.921652	37.75	9768	3	247	16.6	1058.46
-93.975436	43.921596	33.59	9771	3	242	16.2	1058.46
-93.975437	43.921538	36.6	9774	3	244	16.2	1058.78
-93.975437	43.921482	33.34	9777	3	241	16	1058.78
-93.975437	43.921426	36.68	9780	3	248	15.7	1058.46
-93.975437	43.92137	32.69	9783	3	241	15.7	1058.46
-93.975438	43.921314	33.55	9786	3	244	15.7	1058.46
-93.975439	43.921257	34.98	9789	3	246	15.9	1058.13
-93.975441	43.921201	34.19	9792	3	244	15.4	1058.13
-93.975441	43.921144	32.97	9795	3	246	15.7	1057.8
-93.975443	43.921088	19.92	9798	3	244	15.5	1057.8
-93.975445	43.921032	9.35	9801	3	239	16	1057.47
-93.97533	43.921063	30.42	9822	3	248	15.5	1056.82
-93.975329	43.921119	35.11	9825	3	240	15.6	1057.14
-93.975328	43.921176	31.93	9828	3	253	15.4	1057.14
-93.975327	43.921231	32.7	9831	3	240	15.6	1057.47
-93.975327	43.921287	34.5	9834	3	236	15.4	1057.14
-93.975327	43.921345	34.16	9837	3	247	15.5	1057.14
-93.975327	43.921401	32.77	9840	3	250	15.7	1057.14
-93.975326	43.921456	35.07	9843	3	244	15.5	1057.47
-93.975324	43.921513	35.29	9846	3	244	16	1057.47
-93.975325	43.92157	33.93	9849	3	246	15.4	1057.14
-93.975326	43.921626	37.43	9852	3	242	16	1057.47
-93.975325	43.921682	38.4	9855	3	240	15.9	1057.47
-93.975325	43.921739	36.12	9858	3	243	16.1	1057.14
-93.975325	43.921794	35.61	9861	3	241	16	1057.14
-93.975324	43.92185	38.07	9864	3	248	16.2	1057.47
-93.975325	43.921905	34.14	9867	3	245	15.9	1057.8
-93.975325	43.921961	35.51	9870	3	239	16.2	1057.8
-93.975325	43.922017	35.19	9873	3	239	16.5	1058.13
-93.975326	43.922074	35.05	9876	3	242	16.6	1057.47
-93.975328	43.922131	34.82	9879	3	246	15.9	1057.14
-93.975328	43.922187	37.62	9882	3	251	15.6	1057.14
-93.975329	43.922244	37.89	9885	3	247	16	1057.14
-93.97533	43.922301	36.81	9888	3	247	16.2	1057.14
-93.975331	43.922357	33.48	9891	3	244	16.4	1056.82
-93.975331	43.922414	36.16	9894	3	247	16.6	1056.49
-93.975331	43.922471	34.11	9897	3	242	16.1	1056.49
-93.975332	43.922527	38.22	9900	3	245	15.6	1056.49
-93.975331	43.922583	37.23	9903	3	244	16	1056.49
-93.975331	43.922639	36.77	9906	3	244	15.5	1056.82
-93.975329	43.922695	37.29	9909	3	241	15.9	1056.82
-93.97533	43.922752	37.68	9912	3	247	15.9	1057.14
-93.975331	43.922808	38	9915	3	251	15.7	1057.14
-93.975331	43.922864	36.1	9918	3	240	15.8	1057.47
-93.97533	43.922921	37.35	9921	3	240	16.1	1056.82
-93.975329	43.922978	35.7	9924	3	250	16.4	1057.14
-93.97533	43.923035	35.35	9927	3	247	16.4	1056.82
-93.97533	43.923091	36.49	9930	3	245	16.4	1057.14
-93.975329	43.923148	35.04	9933	3	244	16.7	1057.14
-93.975329	43.923204	35.41	9936	3	243	16.1	1057.14
-93.975329	43.92326	34.77	9939	3	241	16.2	1057.14
-93.975328	43.923317	36.77	9942	3	241	16.1	1057.47
-93.975327	43.923374	35.41	9945	3	242	16	1056.82
-93.975326	43.923431	35.38	9948	3	251	16.4	1056.82
-93.975328	43.923487	37.85	9951	3	239	16.8	1057.14
-93.975328	43.923545	37.33	9954	3	250	16.9	1056.82
-93.975328	43.923603	36.8	9957	3	248	17.3	1056.49
-93.975328	43.92366	33.67	9960	3	255	17.7	1056.49
-93.975328	43.923717	34.92	9963	3	252	17.7	1056.49
-93.975328	43.923774	38.72	9966	3	246	17.9	1056.49
-93.975327	43.923831	35.13	9969	3	251	17.8	1056.49
-93.975326	43.923888	37.33	9972	3	245	17.7	1056.49
-93.975325	43.923945	35.31	9975	3	244	17.4	1056.49
-93.975324	43.924001	39.37	9978	3	254	16.8	1056.49
-93.975325	43.924059	38.88	9981	3	241	16.5	1056.49
-93.975325	43.924117	37.46	9984	3	257	17	1056.49
-93.975324	43.924175	38.76	9987	3	251	16.9	1056.16
-93.975322	43.924233	40.65	9990	3	253	16.9	1055.83
-93.975321	43.924292	41.62	9993	3	248	16.6	1055.5
-93.975321	43.924351	39.93	9996	3	254	16.5	1054.85
-93.97532	43.924409	36.93	9999	3	256	16.8	1054.52
-93.97532	43.924466	39.67	10002	3	252	16.7	1053.54
-93.975321	43.924524	36.01	10005	3	246	17	1052.55
-93.97532	43.924583	39.6	10008	3	254	16.4	1051.24
-93.975321	43.924638	35.59	10011	3	243	16.9	1050.26
-93.975321	43.924695	36.79	10014	3	250	16.7	1048.94
-93.975321	43.924752	37.47	10017	3	241	17	1047.63
-93.975321	43.92481	33.73	10020	3	254	17.4	1045.66
-93.975322	43.924867	33.14	10023	3	248	17.2	1043.7
-93.975321	43.924925	32.47	10026	3	255	17.2	1041.73
-93.975321	43.924983	33.66	10029	3	242	17.9	1039.76
-93.975321	43.925039	35.4	10032	3	243	18.1	1037.79
-93.975322	43.925096	37.79	10035	3	246	17.8	1035.82
-93.975323	43.92515	37.81	10038	3	239	17.4	1034.84
-93.975323	43.925207	42.38	10041	3	239	16.9	1033.2
-93.975325	43.925263	42.78	10044	3	248	17.3	1032.22
-93.975328	43.92532	44.51	10047	3	245	16.8	1030.9
-93.975328	43.925376	40.42	10050	3	239	16.8	1029.92
-93.975329	43.925432	41.38	10053	3	245	17.5	1029.26
-93.97533	43.925488	41.91	10056	3	241	17.7	1028.61
-93.975331	43.925544	43.57	10059	3	241	17	1027.95
-93.975331	43.925599	39.55	10062	3	244	16.9	1027.3
-93.975332	43.925655	41.13	10065	3	244	16.8	1026.64
-93.975333	43.925709	42.13	10068	3	233	17	1026.31
