"year"	"yor"	"loc"	"env"	"rep"	"gen"	"daystoflower"	"plantheight"	"earheight"	"population"	"lodged"	"moisture"	"testweight"	"yield"
2007	2007	"GR"	"2007GR"	"R3"	"8284RR"	81	256.54	83.82	56811.91055	0	12.9	74.7747	11.94376503
2007	2007	"GR"	"2007GR"	"R4"	"8284RR"	80	266.7	83.82	55504.7251	0	12.5	74.1312	9.911900047
2007	2005	"GR"	"2007GR"	"R1"	"2842RRBW"	82	259.08	81.28	52892.82525	0	10.8	71.2998	9.729075682
2007	2005	"GR"	"2007GR"	"R2"	"2842RRBW"	81	269.24	81.28	49628.5682	0	11.1	71.5572	8.916904854
2007	2005	"GR"	"2007GR"	"R3"	"2842RRBW"	80	243.84	96.52	48976.211	0	10.8	71.1711	10.54243893
2007	2005	"GR"	"2007GR"	"R4"	"2842RRBW"	80	261.62	86.36	50933.2826	0	10.4	70.2702	10.27547959
2007	2007	"GR"	"2007GR"	"R1"	"2989RRB"	NA	254	96.52	48321.38275	0	12	74.0025	7.252652561
2007	2007	"GR"	"2007GR"	"R2"	"2989RRB"	85	261.62	96.52	48321.38275	0	12.6	75.1608	9.471445195
2007	2007	"GR"	"2007GR"	"R3"	"2989RRB"	86	261.62	99.06	52240.46805	0	12.7	75.5469	10.6240488
2007	2007	"GR"	"2007GR"	"R4"	"2989RRB"	82	264.16	106.68	50280.9254	0	12.9	75.1608	9.897135215
2007	2006	"GR"	"2007GR"	"R1"	"2993RRB"	85	271.78	104.14	56811.91055	6	12.8	74.7747	8.073591104
2007	2006	"GR"	"2007GR"	"R2"	"2993RRB"	85	269.24	106.68	52240.46805	8	12.9	73.8738	7.72831855
2007	2006	"GR"	"2007GR"	"R3"	"2993RRB"	81	274.32	119.38	54852.3679	8	13	74.3886	8.665306545
2007	2006	"GR"	"2007GR"	"R4"	"2993RRB"	84	269.24	109.22	56811.91055	0	12.7	74.1312	9.491225154
2007	2007	"GR"	"2007GR"	"R1"	"28Z49"	82	269.24	83.82	48976.211	0	11.9	73.6164	8.89845758
2007	2007	"GR"	"2007GR"	"R2"	"28Z49"	81	284.48	109.22	50280.9254	0	12.3	74.5173	8.950327378
2007	2007	"GR"	"2007GR"	"R3"	"28Z49"	81	281.94	83.82	53545.18245	0	12.8	75.1608	9.235698912
2007	2007	"GR"	"2007GR"	"R4"	"28Z49"	80	284.48	101.6	48321.38275	0	13.2	76.3191	9.771721844
2007	2006	"GR"	"2007GR"	"R1"	"DKC6623RR2YGCB"	80	243.84	71.12	48321.38275	0	11.2	72.4581	7.598872025
2007	2006	"GR"	"2007GR"	"R2"	"DKC6623RR2YGCB"	80	261.62	93.98	51588.11085	0	11	72.5868	9.176639594
2007	2006	"GR"	"2007GR"	"R3"	"DKC6623RR2YGCB"	80	248.92	76.2	56157.0823	0	11.6	73.7451	10.94393006
2007	2006	"GR"	"2007GR"	"R4"	"DKC6623RR2YGCB"	80	246.38	68.58	47669.02555	0	11.2	73.1016	9.778876296
2007	2005	"GR"	"2007GR"	"R1"	"DKC6680RR2"	84	259.08	88.9	52240.46805	0	12.1	73.6164	8.169229318
2007	2005	"GR"	"2007GR"	"R2"	"DKC6680RR2"	83	233.68	73.66	53545.18245	1	12	74.3886	8.301972504
2007	2005	"GR"	"2007GR"	"R3"	"DKC6680RR2"	81	248.92	93.98	54852.3679	0	11.6	73.6164	9.238785149
2007	2005	"GR"	"2007GR"	"R4"	"DKC6680RR2"	80	248.92	101.6	54852.3679	0	12.9	74.1312	9.316747656
2007	2006	"GR"	"2007GR"	"R1"	"DKC6723RR2YGCB"	80	248.92	83.82	42445.22585	0	11.6	73.2303	8.990764072
2007	2006	"GR"	"2007GR"	"R2"	"DKC6723RR2YGCB"	81	259.08	76.2	43097.58305	0	11.2	72.3294	8.751159998
2007	2006	"GR"	"2007GR"	"R3"	"DKC6723RR2YGCB"	80	256.54	88.9	43097.58305	0	11.7	74.3886	8.608982758
2007	2006	"GR"	"2007GR"	"R4"	"DKC6723RR2YGCB"	80	248.92	83.82	38526.14055	0	11.4	73.2303	9.197541827
2007	2004	"GR"	"2007GR"	"R1"	"DKC6971RR2YGCB"	84	269.24	86.36	43749.94025	0	12.5	75.6756	6.751139347
2007	2004	"GR"	"2007GR"	"R2"	"DKC6971RR2YGCB"	86	264.16	104.14	54852.3679	8	11.9	75.0321	6.766535451
2007	2004	"GR"	"2007GR"	"R3"	"DKC6971RR2YGCB"	83	266.7	91.44	52240.46805	0	12.8	75.2895	9.052208208
2007	2004	"GR"	"2007GR"	"R4"	"DKC6971RR2YGCB"	83	274.32	88.9	51588.11085	1	13.1	76.7052	9.722026445
2007	2007	"GR"	"2007GR"	"R1"	"31G71"	86	254	66.04	50280.9254	0	12.3	74.2599	7.750798966
2007	2007	"GR"	"2007GR"	"R2"	"31G71"	82	271.78	88.9	51588.11085	0	11.8	73.359	8.506435583
2007	2007	"GR"	"2007GR"	"R3"	"31G71"	81	274.32	86.36	51588.11085	0	12.3	74.5173	9.319413039
2007	2007	"GR"	"2007GR"	"R4"	"31G71"	80	266.7	96.52	52892.82525	0	12.8	74.3886	8.960462853
2007	2006	"GR"	"2007GR"	"R1"	"31R87"	82	261.62	83.82	48321.38275	0	12.6	75.5469	8.184064292
2007	2006	"GR"	"2007GR"	"R2"	"31R87"	82	259.08	88.9	52240.46805	0	12.6	75.2895	9.134274004
2007	2006	"GR"	"2007GR"	"R3"	"31R87"	81	274.32	96.52	52240.46805	1	12.6	75.0321	10.1764395
2007	2006	"GR"	"2007GR"	"R4"	"31R87"	80	264.16	96.52	50933.2826	0	12.9	75.0321	9.316747656
2007	2005	"GR"	"2007GR"	"R1"	"W4705BR"	84	256.54	83.82	47016.66835	0	10.8	70.1415	8.63416363
2007	2005	"GR"	"2007GR"	"R2"	"W4705BR"	81	259.08	88.9	57464.26775	0	10.8	70.1415	10.79270454
2007	2005	"GR"	"2007GR"	"R3"	"W4705BR"	81	261.62	81.28	52240.46805	1	10.8	70.1415	9.447526873
2007	2005	"GR"	"2007GR"	"R4"	"W4705BR"	81	261.62	86.36	53545.18245	0	11.1	71.8146	11.56703392
2007	2006	"GR"	"2007GR"	"R1"	"W4706PR"	81	248.92	73.66	47669.02555	0	11	72.2007	8.895722056
2007	2006	"GR"	"2007GR"	"R2"	"W4706PR"	80	261.62	78.74	55504.7251	0	11.8	73.4877	9.80560029
2007	2006	"GR"	"2007GR"	"R3"	"W4706PR"	81	246.38	76.2	53545.18245	0	11.6	73.2303	9.85883784
2007	2006	"GR"	"2007GR"	"R4"	"W4706PR"	81	264.16	76.2	50280.9254	0	11.3	73.359	10.11005037
2007	2006	"GR"	"2007GR"	"R1"	"9673RB"	83	248.92	76.2	51588.11085	0	11	71.2998	8.052969443
2007	2006	"GR"	"2007GR"	"R2"	"9673RB"	82	254	76.2	53545.18245	1	11.2	72.4581	10.4640205
2007	2006	"GR"	"2007GR"	"R3"	"9673RB"	82	246.38	71.12	50933.2826	0	10.9	70.5276	8.530739679
2007	2006	"GR"	"2007GR"	"R4"	"9673RB"	81	254	81.28	48321.38275	1	11.5	72.3294	9.435462497
2007	2006	"GR"	"2007GR"	"R1"	"9674RB"	85	243.84	71.12	37873.78335	0	11.1	72.2007	6.329131768
2007	2006	"GR"	"2007GR"	"R2"	"9674RB"	82	261.62	81.28	42445.22585	0	11.5	72.2007	8.938859207
2007	2006	"GR"	"2007GR"	"R3"	"9674RB"	81	254	88.9	43749.94025	1	10.9	71.4285	9.155702294
2007	2006	"GR"	"2007GR"	"R4"	"9674RB"	81	264.16	86.36	43097.58305	0	10.8	70.6563	9.165978057
2007	2007	"GR"	"2007GR"	"R1"	"WEXP602VT3"	81	274.32	93.98	54852.3679	0	11.5	73.7451	9.528575611
2007	2007	"GR"	"2007GR"	"R2"	"WEXP602VT3"	81	269.24	86.36	49628.5682	0	11	72.3294	9.395131012
2007	2007	"GR"	"2007GR"	"R3"	"WEXP602VT3"	81	281.94	91.44	56157.0823	0	11.7	73.359	9.073496215
2007	2007	"GR"	"2007GR"	"R4"	"WEXP602VT3"	80	271.78	91.44	50933.2826	0	11.3	73.4877	9.425677729
2007	2007	"GR"	"2007GR"	"R1"	"WEXP661VT3"	80	246.38	71.12	52892.82525	0	11.2	70.9137	10.40173466
2007	2007	"GR"	"2007GR"	"R2"	"WEXP661VT3"	79	259.08	83.82	48976.211	0	10.7	70.1415	9.646027901
2007	2007	"GR"	"2007GR"	"R3"	"WEXP661VT3"	80	259.08	81.28	50933.2826	1	11	70.9137	9.894539973
2007	2007	"GR"	"2007GR"	"R4"	"WEXP661VT3"	80	256.54	88.9	55504.7251	0	10.9	70.0128	10.81185322
2007	2007	"GR"	"2007GR"	"R1"	"WEXP690RB"	86	226.06	68.58	56157.0823	0	11.6	72.3294	7.03759808
2007	2007	"GR"	"2007GR"	"R2"	"WEXP690RB"	84	246.38	81.28	50933.2826	1	12	73.8738	8.209385447
2007	2007	"GR"	"2007GR"	"R3"	"WEXP690RB"	81	256.54	91.44	55504.7251	2	12.7	74.7747	9.491225154
2007	2007	"GR"	"2007GR"	"R4"	"WEXP690RB"	82	259.08	96.52	50933.2826	0	12.5	74.5173	8.960603135
2007	NA	"GR"	"2007GR"	"R1"	"TxW27008"	85	218.44	78.74	41792.86865	3	13.3	77.6061	6.020473182
2007	NA	"GR"	"2007GR"	"R2"	"TxW27008"	81	243.84	86.36	43097.58305	1	13.5	78.2496	7.857098724
2007	NA	"GR"	"2007GR"	"R3"	"TxW27008"	82	241.3	93.98	34609.5263	0	13.3	78.1209	6.75022751
2007	NA	"GR"	"2007GR"	"R4"	"TxW27008"	81	233.68	81.28	43749.94025	0	13.5	78.2496	8.281806759
2007	NA	"GR"	"2007GR"	"R1"	"TxY27007"	84	259.08	86.36	47016.66835	0	12.3	71.9433	7.197170469
2007	NA	"GR"	"2007GR"	"R2"	"TxY27007"	83	243.84	86.36	48321.38275	1	11.6	72.5868	7.595645506
2007	NA	"GR"	"2007GR"	"R3"	"TxY27007"	82	259.08	81.28	50280.9254	0	11.9	72.2007	8.805765314
2007	NA	"GR"	"2007GR"	"R4"	"TxY27007"	82	246.38	81.28	47016.66835	0	11.8	71.4285	7.60939328
2007	2007	"GR"	"2007GR"	"R1"	"6125RBD"	81	256.54	81.28	50280.9254	0	11.7	73.1016	8.608982758
2007	2007	"GR"	"2007GR"	"R2"	"6125RBD"	80	256.54	78.74	50280.9254	0	11.4	73.1016	9.383978485
2007	2007	"GR"	"2007GR"	"R3"	"6125RBD"	80	251.46	83.82	52240.46805	0	11.2	73.2303	8.751159998
2007	2007	"GR"	"2007GR"	"R4"	"6125RBD"	80	256.54	83.82	52240.46805	0	11.7	72.8442	8.949625959
2007	2007	"GR"	"2007GR"	"R1"	"DKC6423RR2YGCB"	79	218.44	60.96	54852.3679	0	11.6	74.9034	9.052769338
2007	2007	"GR"	"2007GR"	"R2"	"DKC6423RR2YGCB"	79	218.44	83.82	47016.66835	0	11.7	74.5173	7.277377511
2007	2007	"GR"	"2007GR"	"R3"	"DKC6423RR2YGCB"	79	223.52	71.12	50280.9254	0	11.7	75.2895	10.03349069
2007	2007	"GR"	"2007GR"	"R4"	"DKC6423RR2YGCB"	79	223.52	63.5	54852.3679	0	12	75.1608	9.814227716
2007	2007	"HO"	"2007HO"	"R1"	"851TS"	70	261.62	88.9	57269.0548	0	13.5	73.2303	11.63589294
2007	2007	"HO"	"2007HO"	"R2"	"851TS"	68	269.24	93.98	57269.0548	1	12.9	73.1016	11.78115863
2007	2007	"HO"	"2007HO"	"R3"	"851TS"	68	264.16	86.36	48299.1433	8	13.5	73.4877	10.35370088
2007	2007	"HO"	"2007HO"	"R4"	"851TS"	67	261.62	83.82	45538.98045	2	12.7	72.7155	10.54651144
2007	2007	"HO"	"2007HO"	"R1"	"818TS"	71	246.38	81.28	50369.8832	1	14.4	75.2895	11.73687482
2007	2007	"HO"	"2007HO"	"R2"	"818TS"	70	248.92	81.28	51748.7291	1	14.5	76.0617	11.08947901
2007	2007	"HO"	"2007HO"	"R3"	"818TS"	68	243.84	71.12	49680.46025	2	13.8	75.5469	11.08443918
2007	2007	"HO"	"2007HO"	"R4"	"818TS"	69	248.92	93.98	50369.8832	2	14.4	75.6756	11.9906451
2007	2005	"HO"	"2007HO"	"R1"	"57P12"	69	266.7	83.82	48988.56625	1	12.9	74.1312	11.10333854
2007	2005	"HO"	"2007HO"	"R2"	"57P12"	67	274.32	99.06	51059.30615	0	13.5	74.5173	10.8024681
2007	2005	"HO"	"2007HO"	"R3"	"57P12"	68	274.32	96.52	36569.06895	1	13.6	74.5173	9.285145735
2007	2005	"HO"	"2007HO"	"R4"	"57P12"	68	276.86	78.74	50369.8832	5	13.4	74.5173	10.42985419
2007	2007	"HO"	"2007HO"	"R1"	"58P19"	72	269.24	78.74	40710.54875	0	14	75.1608	8.987202835
2007	2007	"HO"	"2007HO"	"R2"	"58P19"	71	287.02	106.68	48988.56625	9	13.4	75.5469	10.26939489
2007	2007	"HO"	"2007HO"	"R3"	"58P19"	68	294.64	104.14	56579.63185	3	14.3	76.4478	11.21069433
2007	2007	"HO"	"2007HO"	"R4"	"58P19"	68	284.48	111.76	55198.3149	3	14.1	76.1904	12.03266838
2007	2007	"HO"	"2007HO"	"R1"	"57P59"	71	261.62	86.36	53819.469	1	12.7	72.2007	11.12883415
2007	2007	"HO"	"2007HO"	"R2"	"57P59"	70	274.32	93.98	51748.7291	8	13.3	72.8442	11.75918349
2007	2007	"HO"	"2007HO"	"R3"	"57P59"	72	266.7	91.44	51059.30615	0	13	72.7155	12.28347404
2007	2007	"HO"	"2007HO"	"R4"	"57P59"	69	269.24	88.9	53819.469	1	12.4	71.8146	10.38797914
2007	2006	"HO"	"2007HO"	"R1"	"58P60"	66	251.46	106.68	58650.37175	0	14.4	76.0617	12.52990691
2007	2006	"HO"	"2007HO"	"R2"	"58P60"	70	271.78	101.6	56579.63185	0	14.6	75.8043	11.45627488
2007	2006	"HO"	"2007HO"	"R3"	"58P60"	67	271.78	104.14	57269.0548	0	14.9	76.0617	12.89822214
2007	2006	"HO"	"2007HO"	"R4"	"58P60"	68	259.08	104.14	52438.15205	1	14.3	75.933	12.00465286
2007	2007	"HO"	"2007HO"	"R1"	"8249YG1RR"	67	294.64	91.44	41399.9717	6	14.5	75.2895	9.188425465
2007	2007	"HO"	"2007HO"	"R2"	"8249YG1RR"	67	281.94	86.36	40710.54875	9	13.9	75.6756	9.795317355
2007	2007	"HO"	"2007HO"	"R3"	"8249YG1RR"	67	274.32	96.52	34500.8001	7	13.3	75.0321	7.710939988
2007	2007	"HO"	"2007HO"	"R4"	"8249YG1RR"	67	279.4	88.9	45538.98045	4	14.2	76.0617	10.68325388
2007	2006	"HO"	"2007HO"	"R1"	"8295YG1RR"	67	254	83.82	59339.7947	2	14.9	77.0913	11.03759841
2007	2006	"HO"	"2007HO"	"R2"	"8295YG1RR"	66	256.54	101.6	49680.46025	2	14.1	76.1904	10.2818833
2007	2006	"HO"	"2007HO"	"R3"	"8295YG1RR"	67	276.86	88.9	40018.65475	2	14.5	76.9626	9.727057303
2007	2006	"HO"	"2007HO"	"R4"	"8295YG1RR"	67	271.78	81.28	40018.65475	0	14.4	76.1904	10.75351504
2007	2005	"HO"	"2007HO"	"R1"	"8287RR"	67	259.08	96.52	46920.2974	2	14.1	76.3191	9.677066638
2007	2005	"HO"	"2007HO"	"R2"	"8287RR"	67	261.62	104.14	50369.8832	0	14.3	74.5173	9.78156899
2007	2005	"HO"	"2007HO"	"R3"	"8287RR"	67	266.7	81.28	33808.9061	2	13.7	75.2895	8.314978447
2007	2005	"HO"	"2007HO"	"R4"	"8287RR"	67	261.62	106.68	44849.5575	2	14	75.8043	9.975157759
2007	2007	"HO"	"2007HO"	"R1"	"8353CBLL"	66	243.84	86.36	NA	1	13.5	73.4877	NA
2007	2007	"HO"	"2007HO"	"R2"	"8353CBLL"	66	261.62	81.28	44849.5575	5	14.1	73.359	9.995391197
2007	2007	"HO"	"2007HO"	"R3"	"8353CBLL"	67	254	93.98	47609.72035	2	13.5	74.3886	10.70630369
2007	2007	"HO"	"2007HO"	"R4"	"8353CBLL"	67	266.7	111.76	60029.21765	3	13.9	73.8738	11.93305762
2007	2006	"HO"	"2007HO"	"R1"	"8248RR"	67	294.64	101.6	43468.24055	5	13.7	75.2895	10.5216458
2007	2006	"HO"	"2007HO"	"R2"	"8248RR"	67	266.7	83.82	29669.89735	0	13.4	75.2895	7.734138032
2007	2006	"HO"	"2007HO"	"R3"	"8248RR"	68	276.86	93.98	50369.8832	5	12.9	74.5173	9.618589784
2007	2006	"HO"	"2007HO"	"R4"	"8248RR"	67	281.94	101.6	38639.80885	5	13.2	74.646	9.167302647
2007	2007	"HO"	"2007HO"	"R1"	"2989RRB"	NA	274.32	109.22	56579.63185	1	15.6	73.2303	11.25957327
2007	2007	"HO"	"2007HO"	"R2"	"2989RRB"	72	274.32	96.52	54508.89195	8	14.1	75.4182	11.49151663
2007	2007	"HO"	"2007HO"	"R3"	"2989RRB"	72	266.7	109.22	51748.7291	2	14.7	75.1608	11.60091059
2007	2007	"HO"	"2007HO"	"R4"	"2989RRB"	72	271.78	91.44	53130.04605	1	13.8	73.7451	11.75525538
2007	2007	"HO"	"2007HO"	"R1"	"28Z49"	71	294.64	101.6	49680.46025	0	15.6	78.3783	10.79042439
2007	2007	"HO"	"2007HO"	"R2"	"28Z49"	70	294.64	96.52	46228.4034	3	15.1	76.5765	11.48358631
2007	2007	"HO"	"2007HO"	"R3"	"28Z49"	68	292.1	116.84	55890.2089	0	16.2	76.8339	11.42796289
2007	2007	"HO"	"2007HO"	"R4"	"28Z49"	68	312.42	111.76	57958.47775	0	15.8	77.0913	10.983272
2007	2006	"HO"	"2007HO"	"R1"	"DKC6623RR2YGCB"	65	251.46	76.2	46228.4034	1	13.6	74.2599	9.381198963
2007	2006	"HO"	"2007HO"	"R2"	"DKC6623RR2YGCB"	66	261.62	81.28	35190.22305	3	13.7	75.1608	9.306379722
2007	2006	"HO"	"2007HO"	"R3"	"DKC6623RR2YGCB"	66	246.38	73.66	39329.2318	0	13.5	74.5173	8.334248382
2007	2006	"HO"	"2007HO"	"R4"	"DKC6623RR2YGCB"	66	259.08	88.9	38639.80885	2	13.5	74.7747	10.22548167
2007	2006	"HO"	"2007HO"	"R1"	"DKC6723RR2YGCB"	66	256.54	88.9	45538.98045	1	14.2	75.6756	10.3335045
2007	2006	"HO"	"2007HO"	"R2"	"DKC6723RR2YGCB"	67	264.16	93.98	54508.89195	1	15.2	75.2895	11.50148512
2007	2006	"HO"	"2007HO"	"R3"	"DKC6723RR2YGCB"	68	271.78	114.3	43468.24055	2	13.8	75.5469	9.742806771
2007	2006	"HO"	"2007HO"	"R4"	"DKC6723RR2YGCB"	67	266.7	96.52	40710.54875	1	13.9	75.6756	9.699597639
2007	2004	"HO"	"2007HO"	"R1"	"DKC6971RR2YGCB"	68	271.78	96.52	42778.8176	13	14.8	77.6061	9.124612325
2007	2004	"HO"	"2007HO"	"R2"	"DKC6971RR2YGCB"	71	264.16	91.44	42089.39465	5	15.1	76.7052	9.721721011
2007	2004	"HO"	"2007HO"	"R3"	"DKC6971RR2YGCB"	72	279.4	104.14	49680.46025	8	15.5	77.6061	11.93050065
2007	2004	"HO"	"2007HO"	"R4"	"DKC6971RR2YGCB"	72	274.32	96.52	55890.2089	1	15.2	76.7052	11.53290994
2007	2005	"HO"	"2007HO"	"R1"	"RX940RR2"	72	289.56	91.44	54508.89195	0	15	78.2496	9.827668618
2007	2005	"HO"	"2007HO"	"R2"	"RX940RR2"	NA	269.24	106.68	46228.4034	3	15.9	77.4774	8.321167061
2007	2005	"HO"	"2007HO"	"R3"	"RX940RR2"	70	274.32	114.3	68309.7062	1	14.5	76.7052	9.917162656
2007	2005	"HO"	"2007HO"	"R4"	"RX940RR2"	72	276.86	96.52	53819.469	4	15.3	79.0218	9.510492841
2007	2006	"HO"	"2007HO"	"R1"	"7373RB"	71	266.7	91.44	60718.6406	2	15.2	79.4079	10.52731561
2007	2006	"HO"	"2007HO"	"R2"	"7373RB"	70	269.24	101.6	58650.37175	2	15.7	80.0514	10.65268139
2007	2006	"HO"	"2007HO"	"R3"	"7373RB"	71	254	76.2	59339.7947	0	15.1	79.794	10.91727246
2007	2006	"HO"	"2007HO"	"R4"	"7373RB"	69	264.16	93.98	50369.8832	1	15.3	79.2792	10.60906462
2007	2006	"HO"	"2007HO"	"R1"	"6361RB"	70	264.16	88.9	68309.7062	5	12.3	72.4581	11.11482639
2007	2006	"HO"	"2007HO"	"R2"	"6361RB"	70	269.24	104.14	51748.7291	2	13	72.7155	12.86379565
2007	2006	"HO"	"2007HO"	"R3"	"6361RB"	69	284.48	91.44	59339.7947	9	13	72.7155	11.41299163
2007	2006	"HO"	"2007HO"	"R4"	"6361RB"	69	269.24	93.98	56579.63185	0	12.9	72.8442	10.74828993
2007	2007	"HO"	"2007HO"	"R1"	"6125RBD"	66	254	83.82	43468.24055	1	13.3	74.7747	9.735061741
2007	2007	"HO"	"2007HO"	"R2"	"6125RBD"	67	251.46	83.82	51748.7291	0	13.8	75.0321	10.4455666
2007	2007	"HO"	"2007HO"	"R3"	"6125RBD"	66	261.62	91.44	46920.2974	0	13.8	75.2895	10.38167935
2007	2007	"HO"	"2007HO"	"R4"	"6125RBD"	67	271.78	83.82	40018.65475	4	13.3	74.646	9.574417155
2007	2007	"HO"	"2007HO"	"R1"	"31G71"	71	292.1	91.44	36569.06895	2	14.5	75.6756	9.188425465
2007	2007	"HO"	"2007HO"	"R2"	"31G71"	69	287.02	88.9	42778.8176	1	13.3	75.5469	10.05635091
2007	2007	"HO"	"2007HO"	"R3"	"31G71"	71	292.1	106.68	42778.8176	5	13.6	75.5469	10.24567805
2007	2007	"HO"	"2007HO"	"R4"	"31G71"	71	284.48	83.82	40018.65475	1	13.1	74.7747	10.4337823
2007	2005	"HO"	"2007HO"	"R1"	"31G96"	72	287.02	109.22	46920.2974	3	13.8	76.8339	10.15807394
2007	2005	"HO"	"2007HO"	"R2"	"31G96"	71	281.94	109.22	51748.7291	3	13.2	75.933	10.1001159
2007	2005	"HO"	"2007HO"	"R3"	"31G96"	72	276.86	111.76	40018.65475	3	13.4	76.8339	9.499190279
2007	2005	"HO"	"2007HO"	"R4"	"31G96"	72	287.02	101.6	35190.22305	0	13.6	75.8043	9.66935866
2007	2007	"HO"	"2007HO"	"R1"	"6401X"	67	287.02	104.14	45538.98045	13	13.4	75.0321	7.734138032
2007	2007	"HO"	"2007HO"	"R2"	"6401X"	68	259.08	86.36	35879.646	2	14.1	74.9034	7.70345436
2007	2007	"HO"	"2007HO"	"R3"	"6401X"	69	279.4	96.52	47609.72035	0	14.4	75.2895	10.02392553
2007	2007	"HO"	"2007HO"	"R4"	"6401X"	67	287.02	99.06	52438.15205	4	14.7	74.5173	8.787610745
2007	2007	"HO"	"2007HO"	"R1"	"6399"	66	243.84	76.2	53130.04605	1	15	77.4774	8.977197294
2007	2007	"HO"	"2007HO"	"R2"	"6399"	66	243.84	88.9	46228.4034	1	15.1	77.4774	8.243012636
2007	2007	"HO"	"2007HO"	"R3"	"6399"	66	241.3	93.98	53819.469	4	14.8	76.9626	8.714162634
2007	2007	"HO"	"2007HO"	"R4"	"6399"	67	236.22	99.06	41399.9717	8	15.2	77.6061	7.604807096
2007	2006	"HO"	"2007HO"	"R1"	"9673RB"	71	259.08	71.12	55890.2089	0	13.4	74.2599	10.62240535
2007	2006	"HO"	"2007HO"	"R2"	"9673RB"	68	276.86	76.2	48299.1433	0	13.8	74.7747	10.47751023
2007	2006	"HO"	"2007HO"	"R3"	"9673RB"	68	279.4	76.2	46920.2974	1	14.3	73.8738	10.16266908
2007	2006	"HO"	"2007HO"	"R4"	"9673RB"	67	284.48	81.28	44160.13455	4	13.6	74.2599	11.52638781
2007	2006	"HO"	"2007HO"	"R1"	"9674RB"	68	261.62	88.9	46228.4034	0	13.1	73.359	11.27106112
2007	2006	"HO"	"2007HO"	"R2"	"9674RB"	68	271.78	86.36	48988.56625	0	14.1	72.9729	10.98219733
2007	2006	"HO"	"2007HO"	"R3"	"9674RB"	69	256.54	91.44	49680.46025	0	13.5	73.8738	10.22548167
2007	2006	"HO"	"2007HO"	"R4"	"9674RB"	68	269.24	88.9	52438.15205	1	13.4	73.4877	11.39260996
2007	2007	"HO"	"2007HO"	"R1"	"WEXP602VT3"	69	271.78	96.52	55890.2089	0	12.4	74.7747	10.77752835
2007	2007	"HO"	"2007HO"	"R2"	"WEXP602VT3"	67	279.4	86.36	51748.7291	0	13.1	75.4182	10.75581261
2007	2007	"HO"	"2007HO"	"R3"	"WEXP602VT3"	68	269.24	78.74	53819.469	4	12.4	74.5173	9.93350505
2007	2007	"HO"	"2007HO"	"R4"	"WEXP602VT3"	67	279.4	91.44	44160.13455	1	12.6	74.5173	10.07276741
2007	2007	"HO"	"2007HO"	"R1"	"WEXP661VT3"	66	266.7	93.98	58650.37175	2	12.3	72.9729	11.21232487
2007	2007	"HO"	"2007HO"	"R2"	"WEXP661VT3"	66	274.32	93.98	56579.63185	0	13.4	72.7155	12.58000875
2007	2007	"HO"	"2007HO"	"R3"	"WEXP661VT3"	66	271.78	78.74	53819.469	2	13.5	73.359	11.09096131
2007	2007	"HO"	"2007HO"	"R4"	"WEXP661VT3"	66	256.54	81.28	46228.4034	1	12.4	72.2007	11.58908922
2007	2007	"HO"	"2007HO"	"R1"	"WEXP690RB"	71	264.16	99.06	49680.46025	5	14.6	75.1608	10.25368248
2007	2007	"HO"	"2007HO"	"R2"	"WEXP690RB"	71	256.54	96.52	53130.04605	3	14.7	75.6756	11.72735103
2007	2007	"HO"	"2007HO"	"R3"	"WEXP690RB"	67	256.54	106.68	44160.13455	5	15.4	75.1608	8.966302367
2007	2007	"HO"	"2007HO"	"R4"	"WEXP690RB"	71	269.24	86.36	53130.04605	0	14.6	75.0321	11.48792205
2007	NA	"HO"	"2007HO"	"R1"	"TxW27009"	75	251.46	NA	63478.80345	3	15.6	79.1505	10.00850958
2007	NA	"HO"	"2007HO"	"R2"	"TxW27009"	75	264.16	93.98	57958.47775	3	15.9	79.6653	9.972934306
2007	NA	"HO"	"2007HO"	"R3"	"TxW27009"	72	264.16	99.06	54508.89195	2	15.6	79.4079	10.28999891
2007	NA	"HO"	"2007HO"	"R4"	"TxW27009"	72	274.32	83.82	50369.8832	6	15.5	80.1801	9.394095
2007	NA	"HO"	"2007HO"	"R1"	"TxW27010"	66	256.54	91.44	44849.5575	4	13	74.5173	9.639786718
2007	NA	"HO"	"2007HO"	"R2"	"TxW27010"	68	276.86	93.98	48299.1433	0	13.4	74.7747	8.632710086
2007	NA	"HO"	"2007HO"	"R3"	"TxW27010"	68	269.24	81.28	44849.5575	0	13.8	75.1608	9.838637655
2007	NA	"HO"	"2007HO"	"R4"	"TxW27010"	67	279.4	104.14	53819.469	4	13.8	75.4182	10.06224306
2007	2006	"HO"	"2007HO"	"R1"	"DKC6723RR2YGCB"	66	264.16	101.6	48299.1433	3	13.5	76.1904	10.54602969
2007	2006	"HO"	"2007HO"	"R2"	"DKC6723RR2YGCB"	66	261.62	91.44	53819.469	4	14.3	75.8043	10.95662761
2007	2006	"HO"	"2007HO"	"R3"	"DKC6723RR2YGCB"	66	259.08	104.14	41399.9717	5	13.9	75.8043	9.986756781
2007	2006	"HO"	"2007HO"	"R4"	"DKC6723RR2YGCB"	67	259.08	91.44	44160.13455	6	13.9	76.1904	10.72060792
2007	2006	"HO"	"2007HO"	"R1"	"DKC6723RR2YGCB"	66	256.54	91.44	55890.2089	4	15.4	75.2895	11.41165756
