"gen"	"year"	"loc"	"block"	"yield"
1748	2013	"Kern"	"B2"	8665
1748	2013	"Kern"	"B3"	8314
1748	2013	"Kern"	"B4"	9303
1749	2013	"Kern"	"B1"	9628
1749	2013	"Kern"	"B2"	8648
1749	2013	"Kern"	"B3"	9270
1749	2013	"Kern"	"B4"	8088
1750	2013	"Kern"	"B1"	9663
1750	2013	"Kern"	"B2"	9458
1750	2013	"Kern"	"B3"	8796
1750	2013	"Kern"	"B4"	9094
1751	2013	"Kern"	"B1"	8366
1751	2013	"Kern"	"B2"	6925
1751	2013	"Kern"	"B3"	8865
1751	2013	"Kern"	"B4"	9085
1762	2013	"Kern"	"B1"	7812
1762	2013	"Kern"	"B2"	8803
1762	2013	"Kern"	"B3"	7841
1762	2013	"Kern"	"B4"	7608
1764	2013	"Kern"	"B2"	7801
1764	2013	"Kern"	"B3"	7211
1764	2013	"Kern"	"B4"	7123
20	2013	"Kern"	"B1"	7303
20	2013	"Kern"	"B2"	8192
20	2013	"Kern"	"B3"	8969
20	2013	"Kern"	"B4"	7971
788	2013	"Kern"	"B1"	6963
788	2013	"Kern"	"B2"	8694
788	2013	"Kern"	"B3"	8663
788	2013	"Kern"	"B4"	8469
1340	2014	"Kern"	"B1"	3926
1340	2014	"Kern"	"B2"	3852
1340	2014	"Kern"	"B3"	4241
1340	2014	"Kern"	"B4"	4086
1419	2014	"Kern"	"B1"	5665
1419	2014	"Kern"	"B2"	5775
1419	2014	"Kern"	"B3"	5558
1419	2014	"Kern"	"B4"	6607
1424	2014	"Kern"	"B1"	7366
1424	2014	"Kern"	"B2"	6987
1424	2014	"Kern"	"B3"	6945
1424	2014	"Kern"	"B4"	8411
1478	2014	"Kern"	"B1"	5532
1478	2014	"Kern"	"B2"	5936
1478	2014	"Kern"	"B3"	5817
1478	2014	"Kern"	"B4"	5317
1495	2014	"Kern"	"B1"	5764
1495	2014	"Kern"	"B2"	6674
1495	2014	"Kern"	"B3"	5922
1495	2014	"Kern"	"B4"	6690
1498	2014	"Kern"	"B1"	7035
1498	2014	"Kern"	"B2"	6578
1498	2014	"Kern"	"B3"	7354
1498	2014	"Kern"	"B4"	6644
1521	2014	"Kern"	"B1"	7500
1521	2014	"Kern"	"B2"	6047
1521	2014	"Kern"	"B3"	6662
1521	2014	"Kern"	"B4"	7610
1522	2014	"Kern"	"B1"	6764
1522	2014	"Kern"	"B2"	6299
1522	2014	"Kern"	"B3"	5955
1522	2014	"Kern"	"B4"	7064
1526	2014	"Kern"	"B1"	5658
1526	2014	"Kern"	"B2"	5555
1526	2014	"Kern"	"B3"	5199
1526	2014	"Kern"	"B4"	5466
1550	2014	"Kern"	"B1"	6124
1550	2014	"Kern"	"B2"	5058
1550	2014	"Kern"	"B3"	5922
1550	2014	"Kern"	"B4"	5620
1590	2014	"Kern"	"B1"	7010
1590	2014	"Kern"	"B2"	6677
1590	2014	"Kern"	"B3"	7027
1590	2014	"Kern"	"B4"	6571
1608	2014	"Kern"	"B1"	5666
1608	2014	"Kern"	"B2"	5764
1608	2014	"Kern"	"B3"	5565
1608	2014	"Kern"	"B4"	6055
1650	2014	"Kern"	"B1"	5687
1650	2014	"Kern"	"B2"	5887
1650	2014	"Kern"	"B3"	6227
1650	2014	"Kern"	"B4"	6529
1657	2014	"Kern"	"B1"	7819
1657	2014	"Kern"	"B2"	8198
1657	2014	"Kern"	"B3"	6942
1657	2014	"Kern"	"B4"	7867
1658	2014	"Kern"	"B1"	7848
1658	2014	"Kern"	"B2"	7334
1658	2014	"Kern"	"B3"	7302
1658	2014	"Kern"	"B4"	8352
1660	2014	"Kern"	"B1"	7242
1660	2014	"Kern"	"B2"	6540
1660	2014	"Kern"	"B3"	6625
1660	2014	"Kern"	"B4"	7718
1667	2014	"Kern"	"B1"	5026
1667	2014	"Kern"	"B2"	4148
1667	2014	"Kern"	"B3"	4157
1667	2014	"Kern"	"B4"	4244
1680	2014	"Kern"	"B1"	6694
1680	2014	"Kern"	"B2"	6063
1680	2014	"Kern"	"B3"	6055
1680	2014	"Kern"	"B4"	6378
1688	2014	"Kern"	"B1"	7087
1688	2014	"Kern"	"B2"	7012
1688	2014	"Kern"	"B3"	7291
1688	2014	"Kern"	"B4"	6185
1723	2014	"Kern"	"B1"	6189
1723	2014	"Kern"	"B2"	6485
1723	2014	"Kern"	"B3"	6243
1723	2014	"Kern"	"B4"	6352
1726	2014	"Kern"	"B1"	6873
1726	2014	"Kern"	"B2"	6469
1726	2014	"Kern"	"B3"	6707
1726	2014	"Kern"	"B4"	6517
1728	2014	"Kern"	"B1"	6541
1728	2014	"Kern"	"B2"	6717
1728	2014	"Kern"	"B3"	6722
1728	2014	"Kern"	"B4"	6914
1729	2014	"Kern"	"B1"	6107
1729	2014	"Kern"	"B2"	6398
1729	2014	"Kern"	"B3"	6056
1729	2014	"Kern"	"B4"	6502
1730	2014	"Kern"	"B1"	6675
1730	2014	"Kern"	"B2"	6533
1730	2014	"Kern"	"B3"	6408
1730	2014	"Kern"	"B4"	6757
1731	2014	"Kern"	"B1"	5321
1731	2014	"Kern"	"B2"	5224
1731	2014	"Kern"	"B3"	4717
1731	2014	"Kern"	"B4"	5579
1744	2014	"Kern"	"B1"	6251
1744	2014	"Kern"	"B2"	5240
1744	2014	"Kern"	"B3"	6005
1744	2014	"Kern"	"B4"	5238
1745	2014	"Kern"	"B1"	7777
1745	2014	"Kern"	"B2"	7165
1745	2014	"Kern"	"B3"	7639
1745	2014	"Kern"	"B4"	8004
1746	2014	"Kern"	"B1"	6667
1746	2014	"Kern"	"B2"	6916
1746	2014	"Kern"	"B3"	6704
1746	2014	"Kern"	"B4"	6681
1747	2014	"Kern"	"B1"	4921
1747	2014	"Kern"	"B2"	3671
1747	2014	"Kern"	"B3"	4510
1747	2014	"Kern"	"B4"	4424
1748	2014	"Kern"	"B1"	5399
1748	2014	"Kern"	"B2"	6337
1748	2014	"Kern"	"B3"	6061
1748	2014	"Kern"	"B4"	5987
1749	2014	"Kern"	"B1"	6369
1749	2014	"Kern"	"B2"	6994
1749	2014	"Kern"	"B3"	7278
1749	2014	"Kern"	"B4"	7548
1750	2014	"Kern"	"B1"	6129
1750	2014	"Kern"	"B2"	6599
1750	2014	"Kern"	"B3"	6327
1750	2014	"Kern"	"B4"	6634
1751	2014	"Kern"	"B1"	5195
1751	2014	"Kern"	"B2"	7225
1751	2014	"Kern"	"B3"	5372
1751	2014	"Kern"	"B4"	6169
1766	2014	"Kern"	"B1"	5780
1766	2014	"Kern"	"B2"	5114
1766	2014	"Kern"	"B3"	5951
1766	2014	"Kern"	"B4"	5032
1767	2014	"Kern"	"B1"	7939
1767	2014	"Kern"	"B2"	6358
1767	2014	"Kern"	"B3"	6005
1767	2014	"Kern"	"B4"	7823
1768	2014	"Kern"	"B1"	6357
1768	2014	"Kern"	"B2"	6095
1768	2014	"Kern"	"B3"	6354
1768	2014	"Kern"	"B4"	5831
1769	2014	"Kern"	"B1"	7526
1769	2014	"Kern"	"B2"	7348
1769	2014	"Kern"	"B3"	6762
1769	2014	"Kern"	"B4"	6891
1774	2014	"Kern"	"B1"	6557
1774	2014	"Kern"	"B2"	6471
1774	2014	"Kern"	"B3"	6782
1774	2014	"Kern"	"B4"	5465
1775	2014	"Kern"	"B1"	4759
1775	2014	"Kern"	"B2"	4947
1775	2014	"Kern"	"B3"	4564
1775	2014	"Kern"	"B4"	5262
1777	2014	"Kern"	"B1"	3637
1777	2014	"Kern"	"B2"	4360
1777	2014	"Kern"	"B3"	3088
1777	2014	"Kern"	"B4"	4700
1779	2014	"Kern"	"B1"	4674
1779	2014	"Kern"	"B2"	5059
1779	2014	"Kern"	"B3"	5209
1779	2014	"Kern"	"B4"	4980
1780	2014	"Kern"	"B1"	8376
1780	2014	"Kern"	"B2"	8004
1780	2014	"Kern"	"B3"	8491
1780	2014	"Kern"	"B4"	8396
1781	2014	"Kern"	"B1"	6456
1781	2014	"Kern"	"B2"	7271
1781	2014	"Kern"	"B3"	5848
1781	2014	"Kern"	"B4"	6526
20	2014	"Kern"	"B1"	6730
20	2014	"Kern"	"B2"	6011
20	2014	"Kern"	"B3"	6421
20	2014	"Kern"	"B4"	5525
1340	2015	"Kern"	"B1"	5011
1340	2015	"Kern"	"B2"	4362
1340	2015	"Kern"	"B4"	5032
1361	2015	"Kern"	"B1"	6654
1361	2015	"Kern"	"B2"	6250
1361	2015	"Kern"	"B3"	7025
1361	2015	"Kern"	"B4"	7988
1419	2015	"Kern"	"B1"	6663
1419	2015	"Kern"	"B3"	5915
1424	2015	"Kern"	"B1"	7441
1424	2015	"Kern"	"B3"	7811
1424	2015	"Kern"	"B4"	7762
1478	2015	"Kern"	"B1"	6194
1478	2015	"Kern"	"B3"	5641
1478	2015	"Kern"	"B4"	6517
1495	2015	"Kern"	"B2"	5588
1495	2015	"Kern"	"B3"	5488
1521	2015	"Kern"	"B1"	7164
1521	2015	"Kern"	"B2"	6366
1521	2015	"Kern"	"B3"	7590
1522	2015	"Kern"	"B1"	6714
1522	2015	"Kern"	"B2"	8178
1522	2015	"Kern"	"B3"	6456
1522	2015	"Kern"	"B4"	6572
1526	2015	"Kern"	"B1"	5816
1526	2015	"Kern"	"B2"	6646
1526	2015	"Kern"	"B3"	5961
1550	2015	"Kern"	"B1"	5812
1550	2015	"Kern"	"B2"	6169
1550	2015	"Kern"	"B3"	6220
1550	2015	"Kern"	"B4"	6443
1590	2015	"Kern"	"B1"	5571
1590	2015	"Kern"	"B2"	5651
1590	2015	"Kern"	"B3"	6410
1608	2015	"Kern"	"B1"	5926
1608	2015	"Kern"	"B2"	7596
1608	2015	"Kern"	"B4"	6934
1657	2015	"Kern"	"B1"	8103
1657	2015	"Kern"	"B4"	7311
1658	2015	"Kern"	"B2"	6348
1658	2015	"Kern"	"B4"	8175
1660	2015	"Kern"	"B1"	6750
1660	2015	"Kern"	"B3"	6288
1660	2015	"Kern"	"B4"	8265
1667	2015	"Kern"	"B1"	4182
1667	2015	"Kern"	"B3"	5606
1667	2015	"Kern"	"B4"	4892
1680	2015	"Kern"	"B1"	6440
1680	2015	"Kern"	"B2"	6115
1680	2015	"Kern"	"B3"	6281
1680	2015	"Kern"	"B4"	7040
1688	2015	"Kern"	"B1"	6361
1688	2015	"Kern"	"B2"	7790
1688	2015	"Kern"	"B4"	8694
1723	2015	"Kern"	"B1"	8396
1723	2015	"Kern"	"B2"	7523
1723	2015	"Kern"	"B4"	7923
1728	2015	"Kern"	"B1"	5933
1728	2015	"Kern"	"B2"	7446
1728	2015	"Kern"	"B3"	7341
1728	2015	"Kern"	"B4"	8375
1729	2015	"Kern"	"B1"	7913
1729	2015	"Kern"	"B2"	7127
1729	2015	"Kern"	"B3"	6687
1729	2015	"Kern"	"B4"	8512
1730	2015	"Kern"	"B1"	7497
1730	2015	"Kern"	"B3"	7581
1730	2015	"Kern"	"B4"	6408
1731	2015	"Kern"	"B1"	6557
1731	2015	"Kern"	"B2"	6847
1731	2015	"Kern"	"B3"	7080
1731	2015	"Kern"	"B4"	6566
1745	2015	"Kern"	"B1"	5869
1745	2015	"Kern"	"B3"	6514
1748	2015	"Kern"	"B1"	7808
1748	2015	"Kern"	"B2"	7005
1748	2015	"Kern"	"B3"	7991
1748	2015	"Kern"	"B4"	8309
1749	2015	"Kern"	"B1"	6208
1749	2015	"Kern"	"B2"	7154
1749	2015	"Kern"	"B3"	7352
1749	2015	"Kern"	"B4"	8181
1750	2015	"Kern"	"B1"	7410
1750	2015	"Kern"	"B2"	7416
1750	2015	"Kern"	"B3"	6743
1750	2015	"Kern"	"B4"	7476
1751	2015	"Kern"	"B2"	6843
1751	2015	"Kern"	"B3"	6472
1766	2015	"Kern"	"B1"	4127
1766	2015	"Kern"	"B2"	3332
1766	2015	"Kern"	"B4"	3856
1767	2015	"Kern"	"B1"	6803
1767	2015	"Kern"	"B2"	6709
1767	2015	"Kern"	"B4"	7323
1772	2015	"Kern"	"B1"	3680
1772	2015	"Kern"	"B2"	7438
1772	2015	"Kern"	"B3"	8273
1772	2015	"Kern"	"B4"	7871
1773	2015	"Kern"	"B1"	7473
1773	2015	"Kern"	"B2"	8320
1773	2015	"Kern"	"B3"	7452
1773	2015	"Kern"	"B4"	7830
1778	2015	"Kern"	"B1"	4657
1778	2015	"Kern"	"B3"	6285
1778	2015	"Kern"	"B4"	5707
1779	2015	"Kern"	"B1"	4121
1779	2015	"Kern"	"B2"	4683
1779	2015	"Kern"	"B4"	5100
1789	2015	"Kern"	"B1"	6609
1789	2015	"Kern"	"B3"	6761
1789	2015	"Kern"	"B4"	8389
1790	2015	"Kern"	"B1"	7029
1790	2015	"Kern"	"B2"	6635
1790	2015	"Kern"	"B3"	7835
1791	2015	"Kern"	"B1"	7007
1791	2015	"Kern"	"B2"	7439
1791	2015	"Kern"	"B3"	7127
1791	2015	"Kern"	"B4"	8296
1792	2015	"Kern"	"B2"	7568
1792	2015	"Kern"	"B3"	8299
1792	2015	"Kern"	"B4"	9058
1793	2015	"Kern"	"B1"	7152
1793	2015	"Kern"	"B2"	7056
1793	2015	"Kern"	"B3"	6731
1793	2015	"Kern"	"B4"	7438
1794	2015	"Kern"	"B1"	6911
1794	2015	"Kern"	"B2"	8133
1794	2015	"Kern"	"B3"	7376
1794	2015	"Kern"	"B4"	7229
1795	2015	"Kern"	"B1"	5222
1795	2015	"Kern"	"B2"	5688
1795	2015	"Kern"	"B4"	6877
1802	2015	"Kern"	"B1"	5874
1802	2015	"Kern"	"B2"	7217
1802	2015	"Kern"	"B3"	6746
1802	2015	"Kern"	"B4"	6296
1803	2015	"Kern"	"B1"	6365
1803	2015	"Kern"	"B2"	6065
1803	2015	"Kern"	"B3"	6846
1803	2015	"Kern"	"B4"	7389
1804	2015	"Kern"	"B1"	5910
1804	2015	"Kern"	"B2"	7739
1804	2015	"Kern"	"B3"	7043
1804	2015	"Kern"	"B4"	7500
1805	2015	"Kern"	"B2"	7302
1805	2015	"Kern"	"B3"	7135
1805	2015	"Kern"	"B4"	8438
1806	2015	"Kern"	"B1"	7115
1806	2015	"Kern"	"B2"	8106
1806	2015	"Kern"	"B3"	7661
1806	2015	"Kern"	"B4"	8463
1807	2015	"Kern"	"B1"	6442
1807	2015	"Kern"	"B2"	8033
1807	2015	"Kern"	"B3"	8410
1807	2015	"Kern"	"B4"	7604
1808	2015	"Kern"	"B1"	5467
1808	2015	"Kern"	"B2"	7679
1808	2015	"Kern"	"B3"	8001
1808	2015	"Kern"	"B4"	6011
1478	2016	"Kern"	"B1"	7135
1478	2016	"Kern"	"B2"	4801
1478	2016	"Kern"	"B3"	6449
1478	2016	"Kern"	"B4"	6098
1495	2016	"Kern"	"B1"	7172
1495	2016	"Kern"	"B2"	6749
1495	2016	"Kern"	"B3"	6701
1495	2016	"Kern"	"B4"	6144
1521	2016	"Kern"	"B1"	7132
1521	2016	"Kern"	"B2"	6322
1521	2016	"Kern"	"B3"	7588
1521	2016	"Kern"	"B4"	6313
1522	2016	"Kern"	"B1"	6819
1522	2016	"Kern"	"B2"	7725
1522	2016	"Kern"	"B3"	7127
1522	2016	"Kern"	"B4"	5843
1550	2016	"Kern"	"B1"	6557
1550	2016	"Kern"	"B2"	6526
1550	2016	"Kern"	"B3"	5992
1550	2016	"Kern"	"B4"	6462
1590	2016	"Kern"	"B1"	6168
1590	2016	"Kern"	"B2"	6231
1590	2016	"Kern"	"B3"	6549
1590	2016	"Kern"	"B4"	5677
1608	2016	"Kern"	"B1"	4624
1608	2016	"Kern"	"B2"	6343
1608	2016	"Kern"	"B3"	7031
1608	2016	"Kern"	"B4"	5248
1650	2016	"Kern"	"B1"	4972
1650	2016	"Kern"	"B2"	6174
1650	2016	"Kern"	"B3"	6802
1650	2016	"Kern"	"B4"	6836
1657	2016	"Kern"	"B1"	7273
1657	2016	"Kern"	"B2"	8055
1657	2016	"Kern"	"B3"	8506
1657	2016	"Kern"	"B4"	9318
1658	2016	"Kern"	"B1"	7730
1658	2016	"Kern"	"B2"	8139
1658	2016	"Kern"	"B3"	6835
1658	2016	"Kern"	"B4"	7582
1660	2016	"Kern"	"B1"	5421
1660	2016	"Kern"	"B2"	6931
1660	2016	"Kern"	"B3"	6850
1660	2016	"Kern"	"B4"	6188
1667	2016	"Kern"	"B1"	2833
1667	2016	"Kern"	"B2"	2096
1667	2016	"Kern"	"B3"	2521
1667	2016	"Kern"	"B4"	2857
1680	2016	"Kern"	"B1"	5653
1680	2016	"Kern"	"B2"	5184
1680	2016	"Kern"	"B3"	5802
1680	2016	"Kern"	"B4"	4946
1723	2016	"Kern"	"B1"	7563
1723	2016	"Kern"	"B2"	6496
1723	2016	"Kern"	"B3"	7561
1723	2016	"Kern"	"B4"	6763
1728	2016	"Kern"	"B1"	8172
1728	2016	"Kern"	"B2"	7931
1728	2016	"Kern"	"B3"	7644
1728	2016	"Kern"	"B4"	9005
1730	2016	"Kern"	"B1"	7576
1730	2016	"Kern"	"B2"	7697
1730	2016	"Kern"	"B3"	5746
1730	2016	"Kern"	"B4"	6993
1731	2016	"Kern"	"B1"	7323
1731	2016	"Kern"	"B2"	6880
1731	2016	"Kern"	"B3"	5558
1731	2016	"Kern"	"B4"	6524
1743	2016	"Kern"	"B1"	6946
1743	2016	"Kern"	"B2"	6472
1743	2016	"Kern"	"B3"	6672
1743	2016	"Kern"	"B4"	7239
1745	2016	"Kern"	"B1"	7328
1745	2016	"Kern"	"B2"	6937
1745	2016	"Kern"	"B3"	6258
1745	2016	"Kern"	"B4"	6817
1748	2016	"Kern"	"B1"	7274
1748	2016	"Kern"	"B2"	8162
1748	2016	"Kern"	"B3"	7626
1748	2016	"Kern"	"B4"	8392
1749	2016	"Kern"	"B1"	7773
1749	2016	"Kern"	"B2"	7105
1749	2016	"Kern"	"B3"	7246
1749	2016	"Kern"	"B4"	8694
1750	2016	"Kern"	"B1"	8506
1750	2016	"Kern"	"B2"	8463
1750	2016	"Kern"	"B3"	8577
1750	2016	"Kern"	"B4"	9016
1751	2016	"Kern"	"B1"	5661
1751	2016	"Kern"	"B2"	6676
1751	2016	"Kern"	"B3"	6795
1751	2016	"Kern"	"B4"	3801
1766	2016	"Kern"	"B1"	2902
1766	2016	"Kern"	"B2"	2537
1766	2016	"Kern"	"B3"	2561
1766	2016	"Kern"	"B4"	3023
1778	2016	"Kern"	"B1"	2724
1778	2016	"Kern"	"B2"	2803
1778	2016	"Kern"	"B3"	3906
1778	2016	"Kern"	"B4"	5068
1802	2016	"Kern"	"B1"	7030
1802	2016	"Kern"	"B2"	5940
1802	2016	"Kern"	"B3"	4288
1802	2016	"Kern"	"B4"	5738
1807	2016	"Kern"	"B1"	9508
1807	2016	"Kern"	"B2"	8847
1807	2016	"Kern"	"B3"	8438
1807	2016	"Kern"	"B4"	8936
1814	2016	"Kern"	"B1"	7143
1814	2016	"Kern"	"B2"	7468
1814	2016	"Kern"	"B3"	6789
1814	2016	"Kern"	"B4"	6806
1815	2016	"Kern"	"B1"	6940
1815	2016	"Kern"	"B2"	7994
1815	2016	"Kern"	"B3"	7697
1815	2016	"Kern"	"B4"	7041
1816	2016	"Kern"	"B1"	8204
1816	2016	"Kern"	"B2"	7787
1816	2016	"Kern"	"B3"	8473
1816	2016	"Kern"	"B4"	6990
1817	2016	"Kern"	"B1"	7980
1817	2016	"Kern"	"B2"	8227
1817	2016	"Kern"	"B3"	8401
1817	2016	"Kern"	"B4"	8283
1818	2016	"Kern"	"B1"	5897
1818	2016	"Kern"	"B2"	7128
1818	2016	"Kern"	"B3"	7259
1818	2016	"Kern"	"B4"	6852
1819	2016	"Kern"	"B1"	8518
1819	2016	"Kern"	"B2"	7159
1819	2016	"Kern"	"B3"	7978
1819	2016	"Kern"	"B4"	7313
1820	2016	"Kern"	"B1"	6452
1820	2016	"Kern"	"B2"	5731
1820	2016	"Kern"	"B3"	5405
1820	2016	"Kern"	"B4"	6002
1821	2016	"Kern"	"B1"	7574
1821	2016	"Kern"	"B2"	7966
1821	2016	"Kern"	"B3"	7603
1821	2016	"Kern"	"B4"	6845
1828	2016	"Kern"	"B1"	5851
1828	2016	"Kern"	"B2"	6334
1828	2016	"Kern"	"B3"	6083
1828	2016	"Kern"	"B4"	7300
1829	2016	"Kern"	"B1"	7022
1829	2016	"Kern"	"B2"	7519
1829	2016	"Kern"	"B3"	6939
1829	2016	"Kern"	"B4"	5615
1830	2016	"Kern"	"B1"	6288
1830	2016	"Kern"	"B2"	6932
1830	2016	"Kern"	"B3"	7237
1830	2016	"Kern"	"B4"	5245
1831	2016	"Kern"	"B1"	8436
1831	2016	"Kern"	"B2"	6381
1831	2016	"Kern"	"B3"	6282
1831	2016	"Kern"	"B4"	7462
20	2016	"Kern"	"B1"	6161
20	2016	"Kern"	"B2"	6062
20	2016	"Kern"	"B3"	5754
20	2016	"Kern"	"B4"	4190
112	2017	"Kern"	"B1"	8949
112	2017	"Kern"	"B2"	9732
112	2017	"Kern"	"B3"	8444
112	2017	"Kern"	"B4"	8788
1478	2017	"Kern"	"B1"	10239
1478	2017	"Kern"	"B2"	10882
1478	2017	"Kern"	"B3"	12113
1478	2017	"Kern"	"B4"	11147
1495	2017	"Kern"	"B1"	9681
1495	2017	"Kern"	"B2"	9971
1495	2017	"Kern"	"B3"	11242
1495	2017	"Kern"	"B4"	11408
1521	2017	"Kern"	"B1"	10571
1521	2017	"Kern"	"B2"	9930
1521	2017	"Kern"	"B3"	11815
1521	2017	"Kern"	"B4"	11186
1522	2017	"Kern"	"B1"	10457
1522	2017	"Kern"	"B2"	10153
1522	2017	"Kern"	"B3"	11090
1522	2017	"Kern"	"B4"	11002
1590	2017	"Kern"	"B1"	10867
1590	2017	"Kern"	"B2"	10895
1590	2017	"Kern"	"B3"	8495
1590	2017	"Kern"	"B4"	11110
1608	2017	"Kern"	"B1"	7628
1608	2017	"Kern"	"B2"	8500
1608	2017	"Kern"	"B3"	9159
1608	2017	"Kern"	"B4"	9797
1657	2017	"Kern"	"B1"	9849
1657	2017	"Kern"	"B2"	11806
1657	2017	"Kern"	"B3"	11014
1657	2017	"Kern"	"B4"	11151
1658	2017	"Kern"	"B1"	10783
1658	2017	"Kern"	"B2"	11169
1658	2017	"Kern"	"B3"	11274
1658	2017	"Kern"	"B4"	11498
1660	2017	"Kern"	"B1"	NA
1660	2017	"Kern"	"B2"	11782
1660	2017	"Kern"	"B3"	10973
1660	2017	"Kern"	"B4"	10623
1667	2017	"Kern"	"B1"	4690
1667	2017	"Kern"	"B2"	3917
1667	2017	"Kern"	"B3"	4835
1667	2017	"Kern"	"B4"	6326
1680	2017	"Kern"	"B1"	NA
1680	2017	"Kern"	"B2"	10283
1680	2017	"Kern"	"B3"	11831
1680	2017	"Kern"	"B4"	11236
1688	2017	"Kern"	"B1"	9918
1688	2017	"Kern"	"B2"	9364
1688	2017	"Kern"	"B3"	7906
1688	2017	"Kern"	"B4"	8113
1723	2017	"Kern"	"B1"	11282
1723	2017	"Kern"	"B2"	11804
1723	2017	"Kern"	"B3"	11427
1723	2017	"Kern"	"B4"	12323
1728	2017	"Kern"	"B1"	8990
1728	2017	"Kern"	"B2"	8427
1728	2017	"Kern"	"B3"	9083
1728	2017	"Kern"	"B4"	9369
1730	2017	"Kern"	"B1"	8175
1730	2017	"Kern"	"B2"	6199
1730	2017	"Kern"	"B3"	9836
1730	2017	"Kern"	"B4"	9564
1731	2017	"Kern"	"B1"	11332
1731	2017	"Kern"	"B2"	9003
1731	2017	"Kern"	"B3"	11388
1731	2017	"Kern"	"B4"	9446
1743	2017	"Kern"	"B1"	11124
1743	2017	"Kern"	"B2"	11739
1743	2017	"Kern"	"B3"	11087
1743	2017	"Kern"	"B4"	11853
1745	2017	"Kern"	"B1"	8097
1745	2017	"Kern"	"B2"	8634
1745	2017	"Kern"	"B3"	8148
1745	2017	"Kern"	"B4"	11113
1748	2017	"Kern"	"B1"	NA
1748	2017	"Kern"	"B2"	9220
1748	2017	"Kern"	"B3"	8662
1748	2017	"Kern"	"B4"	10938
1751	2017	"Kern"	"B1"	9111
1751	2017	"Kern"	"B2"	9976
1751	2017	"Kern"	"B3"	11915
1751	2017	"Kern"	"B4"	10225
1766	2017	"Kern"	"B1"	7348
1766	2017	"Kern"	"B2"	7404
1766	2017	"Kern"	"B3"	6948
1766	2017	"Kern"	"B4"	7532
1778	2017	"Kern"	"B1"	NA
1778	2017	"Kern"	"B2"	9732
1778	2017	"Kern"	"B3"	9328
1778	2017	"Kern"	"B4"	8216
1802	2017	"Kern"	"B1"	10472
1802	2017	"Kern"	"B2"	10233
1802	2017	"Kern"	"B3"	10133
1802	2017	"Kern"	"B4"	11005
1815	2017	"Kern"	"B1"	12201
1815	2017	"Kern"	"B2"	11859
1815	2017	"Kern"	"B3"	13188
1815	2017	"Kern"	"B4"	11294
1817	2017	"Kern"	"B1"	NA
1817	2017	"Kern"	"B2"	11110
1817	2017	"Kern"	"B3"	11157
1817	2017	"Kern"	"B4"	10142
1819	2017	"Kern"	"B1"	11476
1819	2017	"Kern"	"B2"	11657
1819	2017	"Kern"	"B3"	11968
1819	2017	"Kern"	"B4"	12191
1828	2017	"Kern"	"B1"	10491
1828	2017	"Kern"	"B2"	11132
1828	2017	"Kern"	"B3"	11124
1828	2017	"Kern"	"B4"	10871
1830	2017	"Kern"	"B1"	9580
1830	2017	"Kern"	"B2"	10199
1830	2017	"Kern"	"B3"	11273
1830	2017	"Kern"	"B4"	10661
1831	2017	"Kern"	"B1"	11466
1831	2017	"Kern"	"B2"	10423
1831	2017	"Kern"	"B3"	11277
1831	2017	"Kern"	"B4"	12406
1834	2017	"Kern"	"B1"	11303
1834	2017	"Kern"	"B2"	10100
1834	2017	"Kern"	"B3"	10794
1834	2017	"Kern"	"B4"	10704
1835	2017	"Kern"	"B1"	10610
1835	2017	"Kern"	"B2"	10433
1835	2017	"Kern"	"B3"	12678
1835	2017	"Kern"	"B4"	11128
1836	2017	"Kern"	"B1"	9575
1836	2017	"Kern"	"B2"	8688
1836	2017	"Kern"	"B3"	9046
1836	2017	"Kern"	"B4"	7668
1837	2017	"Kern"	"B1"	8676
1837	2017	"Kern"	"B2"	8567
1837	2017	"Kern"	"B3"	8654
1837	2017	"Kern"	"B4"	9044
1838	2017	"Kern"	"B1"	10084
1838	2017	"Kern"	"B2"	9881
1838	2017	"Kern"	"B3"	10207
1838	2017	"Kern"	"B4"	10146
1839	2017	"Kern"	"B1"	10245
1839	2017	"Kern"	"B2"	12317
1839	2017	"Kern"	"B3"	12432
1839	2017	"Kern"	"B4"	11449
1840	2017	"Kern"	"B1"	9854
1840	2017	"Kern"	"B2"	10340
1840	2017	"Kern"	"B3"	11294
1840	2017	"Kern"	"B4"	10665
1841	2017	"Kern"	"B1"	9970
1841	2017	"Kern"	"B2"	8985
1841	2017	"Kern"	"B3"	10974
1841	2017	"Kern"	"B4"	10944
1842	2017	"Kern"	"B1"	NA
1842	2017	"Kern"	"B2"	11319
1842	2017	"Kern"	"B3"	11370
1842	2017	"Kern"	"B4"	11094
1843	2017	"Kern"	"B1"	11373
1843	2017	"Kern"	"B2"	11870
1843	2017	"Kern"	"B3"	13301
1843	2017	"Kern"	"B4"	13520
1844	2017	"Kern"	"B1"	11759
1844	2017	"Kern"	"B2"	11137
1844	2017	"Kern"	"B3"	13256
1844	2017	"Kern"	"B4"	11896
1845	2017	"Kern"	"B1"	11577
1845	2017	"Kern"	"B2"	12109
1845	2017	"Kern"	"B3"	11297
1845	2017	"Kern"	"B4"	11915
1846	2017	"Kern"	"B1"	11440
1846	2017	"Kern"	"B2"	11897
1846	2017	"Kern"	"B3"	12112
1846	2017	"Kern"	"B4"	11427
1847	2017	"Kern"	"B1"	11273
1847	2017	"Kern"	"B2"	11452
