"zone"	"loc"	"rep"	"alpha"	"gen"	"yield"
"north"	"07bm38"	"R1"	"A3"	"G27125"	1065.0926
"north"	"07bm38"	"R2"	"A4"	"G27125"	931.956
"north"	"07bm38"	"R1"	"A1"	"G27130"	957.0164
"north"	"07bm38"	"R2"	"A3"	"G27130"	952.0833
"north"	"07bm38"	"R1"	"A4"	"G27543"	1020.1931
"north"	"07bm38"	"R2"	"A2"	"G27543"	966.2406
"north"	"07bm38"	"R1"	"A3"	"G27546"	983.8944
"north"	"07bm38"	"R2"	"A6"	"G27546"	900.2634
"north"	"07bm38"	"R1"	"A2"	"G27548"	952.979
"north"	"07bm38"	"R2"	"A4"	"G27548"	830.1724
"north"	"07bm38"	"R1"	"A5"	"G27590"	936.0363
"north"	"07bm38"	"R2"	"A4"	"G27590"	891.9299
"north"	"07bm38"	"R1"	"A6"	"G27592"	1007.744
"north"	"07bm38"	"R2"	"A5"	"G27592"	929.0908
"north"	"07bm38"	"R1"	"A3"	"G27593"	1041.1583
"north"	"07bm38"	"R2"	"A3"	"G27593"	927.6671
"north"	"07bm38"	"R1"	"A3"	"G27599"	1033.3325
"north"	"07bm38"	"R2"	"A1"	"G27599"	1003.8087
"north"	"07bm38"	"R1"	"A1"	"G27600"	833.7998
"north"	"07bm38"	"R2"	"A1"	"G27600"	971.1316
"north"	"07bm38"	"R1"	"A4"	"G27605"	1024.2759
"north"	"07bm38"	"R2"	"A5"	"G27605"	872.3498
"north"	"07bm38"	"R1"	"A2"	"G27609"	984.5204
"north"	"07bm38"	"R2"	"A5"	"G27609"	886.0683
"north"	"07bm38"	"R1"	"A1"	"G27669"	1005.7263
"north"	"07bm38"	"R2"	"A6"	"G27669"	912.0557
"north"	"07bm38"	"R1"	"A4"	"G28128"	1061.1629
"north"	"07bm38"	"R2"	"A3"	"G28128"	967.3857
"north"	"07bm38"	"R1"	"A5"	"G28209"	990.6661
"north"	"07bm38"	"R2"	"A2"	"G28209"	1034.5872
"north"	"07bm38"	"R1"	"A5"	"G28949"	1077.4554
"north"	"07bm38"	"R2"	"A5"	"G28949"	993.8173
"north"	"07bm38"	"R1"	"A2"	"G28950"	995.1821
"north"	"07bm38"	"R2"	"A1"	"G28950"	1059.2284
"north"	"07bm38"	"R1"	"A6"	"G28954"	893.7093
"north"	"07bm38"	"R2"	"A3"	"G28954"	815.1414
"middle"	"07bm39"	"R1"	"A1"	"G22455"	1145.7818
"middle"	"07bm39"	"R2"	"A2"	"G22455"	1133.5492
"middle"	"07bm39"	"R1"	"A5"	"G23286"	1099.6956
"middle"	"07bm39"	"R2"	"A3"	"G23286"	1117.8327
"middle"	"07bm39"	"R1"	"A4"	"G23524"	1199.564
"middle"	"07bm39"	"R2"	"A1"	"G23524"	1191.611
"middle"	"07bm39"	"R1"	"A4"	"G24054"	1341.052
"middle"	"07bm39"	"R2"	"A4"	"G24054"	1267.3654
"middle"	"07bm39"	"R1"	"A5"	"G24521"	1192.882
"middle"	"07bm39"	"R2"	"A1"	"G24521"	1178.9187
"middle"	"07bm39"	"R1"	"A6"	"G24984"	1211.0662
"middle"	"07bm39"	"R2"	"A5"	"G24984"	1255.4843
"middle"	"07bm39"	"R1"	"A6"	"G25512"	1185.3151
"middle"	"07bm39"	"R2"	"A4"	"G25512"	1167.5591
"middle"	"07bm39"	"R1"	"A3"	"G25965"	1225.8808
"middle"	"07bm39"	"R2"	"A6"	"G25965"	1293.4922
"middle"	"07bm39"	"R1"	"A3"	"G26362"	1274.6901
"middle"	"07bm39"	"R2"	"A2"	"G26362"	1168.3713
"middle"	"07bm39"	"R1"	"A1"	"G26742"	1136.4649
"middle"	"07bm39"	"R2"	"A1"	"G26742"	1202.8711
"middle"	"07bm39"	"R1"	"A3"	"G26777"	1244.0348
"middle"	"07bm39"	"R2"	"A5"	"G26777"	1205.9505
"middle"	"07bm39"	"R1"	"A2"	"G27110"	1248.8493
"middle"	"07bm39"	"R2"	"A4"	"G27110"	1237.9888
"middle"	"07bm39"	"R1"	"A2"	"G27125"	1256.7511
"middle"	"07bm39"	"R2"	"A6"	"G27125"	1207.9063
"middle"	"07bm39"	"R1"	"A3"	"G27130"	1248.8904
"middle"	"07bm39"	"R2"	"A4"	"G27130"	1263.9516
"middle"	"07bm39"	"R1"	"A4"	"G27543"	1066.2678
"middle"	"07bm39"	"R2"	"A3"	"G27543"	1105.6603
"middle"	"07bm39"	"R1"	"A6"	"G27546"	1187.6499
"middle"	"07bm39"	"R2"	"A2"	"G27546"	1188.5481
"middle"	"07bm39"	"R1"	"A5"	"G27548"	1166.5517
"middle"	"07bm39"	"R2"	"A5"	"G27548"	1169.4882
"middle"	"07bm39"	"R1"	"A1"	"G27590"	1180.8762
"middle"	"07bm39"	"R2"	"A3"	"G27590"	1234.7731
"middle"	"07bm39"	"R1"	"A2"	"G27592"	1206.3984
"middle"	"07bm39"	"R2"	"A5"	"G27592"	1178.5771
"middle"	"07bm39"	"R1"	"A1"	"G27593"	1187.0773
"middle"	"07bm39"	"R2"	"A5"	"G27593"	1195.7752
"middle"	"07bm39"	"R1"	"A4"	"G27599"	1237.7353
"middle"	"07bm39"	"R2"	"A5"	"G27599"	1223.8884
"middle"	"07bm39"	"R1"	"A2"	"G27600"	1183.4103
"middle"	"07bm39"	"R2"	"A1"	"G27600"	1213.9695
"middle"	"07bm39"	"R1"	"A5"	"G27605"	1133.5459
"middle"	"07bm39"	"R2"	"A6"	"G27605"	1147.4982
"middle"	"07bm39"	"R1"	"A3"	"G27609"	1256.032
"middle"	"07bm39"	"R2"	"A3"	"G27609"	1270.8387
"middle"	"07bm39"	"R1"	"A5"	"G27669"	1195.4497
"middle"	"07bm39"	"R2"	"A4"	"G27669"	1187.9835
"middle"	"07bm39"	"R1"	"A4"	"G28128"	1228.4534
"middle"	"07bm39"	"R2"	"A6"	"G28128"	1314.9562
"middle"	"07bm39"	"R1"	"A1"	"G28209"	1280.2065
"middle"	"07bm39"	"R2"	"A6"	"G28209"	1206.5568
"middle"	"07bm39"	"R1"	"A6"	"G28949"	1286.3497
"middle"	"07bm39"	"R2"	"A1"	"G28949"	1310.7443
"middle"	"07bm39"	"R1"	"A2"	"G28950"	1319.2708
"middle"	"07bm39"	"R2"	"A2"	"G28950"	1287.1904
"middle"	"07bm39"	"R1"	"A6"	"G28954"	1213.3364
"middle"	"07bm39"	"R2"	"A3"	"G28954"	1214.7907
"north"	"07bm40"	"R1"	"A2"	"G22455"	754.1164
"north"	"07bm40"	"R2"	"A3"	"G22455"	683.0615
"north"	"07bm40"	"R1"	"A4"	"G23286"	807.9155
"north"	"07bm40"	"R2"	"A5"	"G23286"	775.3043
"north"	"07bm40"	"R1"	"A6"	"G23524"	671.7081
"north"	"07bm40"	"R2"	"A4"	"G23524"	677.5214
"north"	"07bm40"	"R1"	"A1"	"G24054"	803.8051
"north"	"07bm40"	"R2"	"A6"	"G24054"	831.0883
"north"	"07bm40"	"R1"	"A3"	"G24521"	853.7184
"north"	"07bm40"	"R2"	"A4"	"G24521"	737.3262
"north"	"07bm40"	"R1"	"A4"	"G24984"	828.4827
"north"	"07bm40"	"R2"	"A1"	"G24984"	905.5264
"north"	"07bm40"	"R1"	"A3"	"G25512"	795.9042
"north"	"07bm40"	"R2"	"A6"	"G25512"	718.4452
"north"	"07bm40"	"R1"	"A6"	"G25965"	732.9555
"north"	"07bm40"	"R2"	"A1"	"G25965"	960.1505
"north"	"07bm40"	"R1"	"A3"	"G26362"	793.6519
"north"	"07bm40"	"R2"	"A1"	"G26362"	876.5708
"north"	"07bm40"	"R1"	"A1"	"G26742"	773.9077
"north"	"07bm40"	"R2"	"A4"	"G26742"	813.0203
"north"	"07bm40"	"R1"	"A1"	"G26777"	735.209
"north"	"07bm40"	"R2"	"A3"	"G26777"	752.0861
"north"	"07bm40"	"R1"	"A5"	"G27110"	772.8934
"north"	"07bm40"	"R2"	"A6"	"G27110"	718.0669
"north"	"07bm40"	"R1"	"A2"	"G27125"	776.8068
"north"	"07bm40"	"R2"	"A6"	"G27125"	850.8634
"north"	"07bm40"	"R1"	"A5"	"G27130"	787.6371
"north"	"07bm40"	"R2"	"A5"	"G27130"	835.4523
"north"	"07bm40"	"R1"	"A1"	"G27543"	797.7993
"north"	"07bm40"	"R2"	"A2"	"G27543"	832.1349
"north"	"07bm40"	"R1"	"A3"	"G27546"	767.1929
"north"	"07bm40"	"R2"	"A5"	"G27546"	771.8773
"north"	"07bm40"	"R1"	"A1"	"G27548"	704.9474
"north"	"07bm40"	"R2"	"A1"	"G27548"	929.4862
"north"	"07bm40"	"R1"	"A2"	"G27590"	717.1058
"north"	"07bm40"	"R2"	"A2"	"G27590"	759.1968
"north"	"07bm40"	"R1"	"A5"	"G27592"	755.8966
"north"	"07bm40"	"R2"	"A4"	"G27592"	733.7728
"north"	"07bm40"	"R1"	"A6"	"G27593"	760.508
"north"	"07bm40"	"R2"	"A3"	"G27593"	718.5778
"north"	"07bm40"	"R1"	"A6"	"G27599"	812.126
"north"	"07bm40"	"R2"	"A5"	"G27599"	845.8134
"north"	"07bm40"	"R1"	"A5"	"G27600"	686.0075
"north"	"07bm40"	"R2"	"A2"	"G27600"	782.0071
"north"	"07bm40"	"R1"	"A1"	"G27605"	716.4749
"north"	"07bm40"	"R2"	"A5"	"G27605"	778.5483
"north"	"07bm40"	"R1"	"A4"	"G27609"	838.0706
"north"	"07bm40"	"R2"	"A6"	"G27609"	803.0651
"north"	"07bm40"	"R1"	"A2"	"G27669"	730.1855
"north"	"07bm40"	"R2"	"A1"	"G27669"	947.2392
"north"	"07bm40"	"R1"	"A2"	"G28128"	755.2169
"north"	"07bm40"	"R2"	"A4"	"G28128"	757.3147
"north"	"07bm40"	"R1"	"A4"	"G28209"	906.7811
"north"	"07bm40"	"R2"	"A2"	"G28209"	927.2271
"north"	"07bm40"	"R1"	"A6"	"G28949"	790.8603
"north"	"07bm40"	"R2"	"A2"	"G28949"	926.4066
"north"	"07bm40"	"R1"	"A3"	"G28950"	851.1403
"north"	"07bm40"	"R2"	"A3"	"G28950"	745.4742
"north"	"07bm40"	"R1"	"A5"	"G28954"	768.6542
"north"	"07bm40"	"R2"	"A3"	"G28954"	685.6983
"north"	"07bm41"	"R1"	"A6"	"G22455"	904.5432
"north"	"07bm41"	"R2"	"A2"	"G22455"	861.6964
"north"	"07bm41"	"R1"	"A5"	"G23286"	908.8877
"north"	"07bm41"	"R2"	"A3"	"G23286"	918.4049
"north"	"07bm41"	"R1"	"A2"	"G23524"	862.5361
"north"	"07bm41"	"R2"	"A4"	"G23524"	924.1458
"north"	"07bm41"	"R1"	"A3"	"G24054"	880.4003
"north"	"07bm41"	"R2"	"A6"	"G24054"	946.3126
"north"	"07bm41"	"R1"	"A4"	"G24521"	918.7473
"north"	"07bm41"	"R2"	"A3"	"G24521"	966.1054
"north"	"07bm41"	"R1"	"A5"	"G24984"	1010.38
"north"	"07bm41"	"R2"	"A4"	"G24984"	1020.0027
"north"	"07bm41"	"R1"	"A4"	"G25512"	868.0104
"north"	"07bm41"	"R2"	"A4"	"G25512"	924.9291
"north"	"07bm41"	"R1"	"A1"	"G25965"	862.1046
"north"	"07bm41"	"R2"	"A4"	"G25965"	953.1046
"north"	"07bm41"	"R1"	"A5"	"G26362"	1030.1498
"north"	"07bm41"	"R2"	"A5"	"G26362"	1034.919
"north"	"07bm41"	"R1"	"A2"	"G26742"	879.3119
"north"	"07bm41"	"R2"	"A3"	"G26742"	950.2242
"north"	"07bm41"	"R1"	"A6"	"G26777"	961.856
"north"	"07bm41"	"R2"	"A1"	"G26777"	961.856
"north"	"07bm41"	"R1"	"A3"	"G27110"	871.6056
"north"	"07bm41"	"R2"	"A2"	"G27110"	908.8935
"north"	"07bm41"	"R1"	"A3"	"G27125"	922.5012
"north"	"07bm41"	"R2"	"A1"	"G27125"	1013.3174
"north"	"07bm41"	"R1"	"A1"	"G27130"	779.385
"north"	"07bm41"	"R2"	"A3"	"G27130"	926.7078
"north"	"07bm41"	"R1"	"A5"	"G27543"	904.9481
"north"	"07bm41"	"R2"	"A1"	"G27543"	923.8998
"north"	"07bm41"	"R1"	"A2"	"G27546"	892.707
"north"	"07bm41"	"R1"	"A6"	"G27548"	960.1654
"north"	"07bm41"	"R2"	"A6"	"G27548"	955.3885
"north"	"07bm41"	"R1"	"A6"	"G27590"	976.8157
"north"	"07bm41"	"R2"	"A3"	"G27590"	938.5092
"north"	"07bm41"	"R1"	"A4"	"G27592"	812.0844
"north"	"07bm41"	"R2"	"A1"	"G27592"	926.7316
"north"	"07bm41"	"R1"	"A4"	"G27593"	863.7743
"north"	"07bm41"	"R2"	"A5"	"G27593"	982.4246
"north"	"07bm41"	"R1"	"A2"	"G27599"	876.2602
"north"	"07bm41"	"R2"	"A2"	"G27599"	933.0987
"north"	"07bm41"	"R1"	"A5"	"G27600"	913.51
"north"	"07bm41"	"R2"	"A2"	"G27600"	927.7836
"north"	"07bm41"	"R1"	"A2"	"G27605"	874.7533
"north"	"07bm41"	"R2"	"A5"	"G27605"	997.6915
"north"	"07bm41"	"R1"	"A1"	"G27609"	811.5975
"north"	"07bm41"	"R2"	"A5"	"G27609"	995.6225
"north"	"07bm41"	"R1"	"A3"	"G27669"	901.7775
"north"	"07bm41"	"R2"	"A4"	"G27669"	944.9477
"north"	"07bm41"	"R1"	"A3"	"G28128"	957.0184
"north"	"07bm41"	"R2"	"A5"	"G28128"	1028.7948
"north"	"07bm41"	"R1"	"A5"	"G28209"	901.6835
"north"	"07bm41"	"R2"	"A6"	"G28209"	1010.8346
"north"	"07bm41"	"R1"	"A4"	"G28949"	831.6461
"north"	"07bm41"	"R1"	"A6"	"G28950"	1062.4921
"north"	"07bm41"	"R2"	"A4"	"G28950"	1086.4221
"north"	"07bm41"	"R1"	"A1"	"G28954"	803.378
"north"	"07bm41"	"R2"	"A1"	"G28954"	874.2642
