"row"	"col"	"plot"	"year"	"crop"	"yield"
61	2	372	1928	"oats"	32.2096
62	2	373	1928	"oats"	33.0952
63	2	374	1928	"oats"	38.3104
64	2	375	1928	"oats"	36.6048
65	2	376	1928	"oats"	32.4064
66	2	377	1928	"oats"	33.4888
67	2	378	1928	"oats"	33.784
68	2	379	1928	"oats"	24.9936
69	2	380	1928	"oats"	25.7152
70	2	381	1928	"oats"	28.208
71	2	382	1928	"oats"	31.3896
72	2	383	1928	"oats"	32.1112
73	2	384	1928	"oats"	33.1936
74	2	385	1928	"oats"	35.3912
75	2	386	1928	"oats"	30.1104
76	2	387	1928	"oats"	30.2088
77	2	388	1928	"oats"	30.2088
78	2	389	1928	"oats"	32.5048
79	2	390	1928	"oats"	24.6
80	2	391	1928	"oats"	29.192
81	2	392	1928	"oats"	22.1072
82	2	393	1928	"oats"	24.4032
83	2	394	1928	"oats"	27.0928
84	2	395	1928	"oats"	38.4088
1	3	601	1928	"oats"	42.4104
2	3	602	1928	"oats"	45.6904
3	3	603	1928	"oats"	40.4096
4	3	604	1928	"oats"	45.4936
5	3	605	1928	"oats"	24.9936
6	3	606	1928	"oats"	30.504
7	3	607	1928	"oats"	24.9936
8	3	608	1928	"oats"	22.796
9	3	609	1928	"oats"	23.3864
10	3	610	1928	"oats"	25.2888
11	3	611	1928	"oats"	23.3864
12	3	612	1928	"oats"	30.4056
13	3	NA	1928	"oats"	NA
14	3	NA	1928	"oats"	NA
15	3	NA	1928	"oats"	NA
16	3	NA	1928	"oats"	NA
17	3	NA	1928	"oats"	NA
18	3	NA	1928	"oats"	NA
19	3	NA	1928	"oats"	NA
20	3	NA	1928	"oats"	NA
21	3	NA	1928	"oats"	NA
22	3	NA	1928	"oats"	NA
23	3	NA	1928	"oats"	NA
24	3	NA	1928	"oats"	NA
25	3	625	1928	"oats"	47.6912
26	3	626	1928	"oats"	42.1152
27	3	627	1928	"oats"	41.984
28	3	628	1928	"oats"	36.6048
29	3	629	1928	"oats"	30.8976
30	3	630	1928	"oats"	35.7848
31	3	631	1928	"oats"	35.1944
32	3	632	1928	"oats"	31.6848
33	3	633	1928	"oats"	40.1144
34	3	634	1928	"oats"	39.196
35	3	635	1928	"oats"	31.816
36	3	636	1928	"oats"	32.8
37	3	637	1928	"oats"	41.8856
38	3	638	1928	"oats"	39.196
39	3	639	1928	"oats"	39.7864
40	3	401	1928	"oats"	45.1984
41	3	402	1928	"oats"	40.8032
42	3	403	1928	"oats"	44.4112
43	3	404	1928	"oats"	40.7048
44	3	405	1928	"oats"	41
45	3	406	1928	"oats"	31.2912
46	3	407	1928	"oats"	33.3904
47	3	408	1928	"oats"	37.7856
48	3	409	1928	"oats"	37.1952
49	3	410	1928	"oats"	34.9976
50	3	411	1928	"oats"	37.5888
51	3	412	1928	"oats"	29.0936
52	3	413	1928	"oats"	35.1944
53	3	414	1928	"oats"	32.2096
54	3	415	1928	"oats"	43.9848
55	3	416	1928	"oats"	44.9032
56	3	417	1928	"oats"	38.212
57	3	418	1928	"oats"	36.408
58	3	419	1928	"oats"	38.6056
59	3	420	1928	"oats"	33.4888
60	3	421	1928	"oats"	38.4088
61	3	422	1928	"oats"	31.5864
62	3	423	1928	"oats"	37.7856
63	3	424	1928	"oats"	27.388
64	3	425	1928	"oats"	41.5904
65	3	426	1928	"oats"	41.2952
66	3	427	1928	"oats"	40.3112
67	3	428	1928	"oats"	38.6056
68	3	429	1928	"oats"	36.9984
69	3	430	1928	"oats"	33.5872
70	3	431	1928	"oats"	31.816
71	3	432	1928	"oats"	25.7152
72	3	433	1928	"oats"	28.6016
73	3	434	1928	"oats"	32.7016
74	3	435	1928	"oats"	34.8992
75	3	436	1928	"oats"	36.2112
76	3	437	1928	"oats"	34.5056
77	3	438	1928	"oats"	26.6008
78	3	439	1928	"oats"	28.4048
79	3	440	1928	"oats"	27.0928
80	3	441	1928	"oats"	32.5048
81	3	442	1928	"oats"	26.6992
82	3	443	1928	"oats"	27.9128
83	3	444	1928	"oats"	21.9104
84	3	445	1928	"oats"	23.3864
1	4	651	1928	"oats"	39.688
2	4	652	1928	"oats"	43.3616
3	4	653	1928	"oats"	40.9016
4	4	654	1928	"oats"	35.3912
5	4	655	1928	"oats"	33.5872
6	4	656	1928	"oats"	32.1112
7	4	657	1928	"oats"	35.6864
8	4	658	1928	"oats"	29.8152
9	4	659	1928	"oats"	29.0936
10	4	660	1928	"oats"	32.2096
11	4	661	1928	"oats"	27.716
12	4	662	1928	"oats"	26.9944
13	4	NA	1928	"oats"	NA
14	4	NA	1928	"oats"	NA
15	4	NA	1928	"oats"	NA
16	4	NA	1928	"oats"	NA
17	4	NA	1928	"oats"	NA
18	4	NA	1928	"oats"	NA
19	4	NA	1928	"oats"	NA
20	4	NA	1928	"oats"	NA
21	4	NA	1928	"oats"	NA
22	4	NA	1928	"oats"	NA
23	4	NA	1928	"oats"	NA
24	4	NA	1928	"oats"	NA
25	4	675	1928	"oats"	43.4928
26	4	676	1928	"oats"	33.1936
27	4	677	1928	"oats"	40.2128
28	4	678	1928	"oats"	46.904
29	4	679	1928	"oats"	36.408
30	4	680	1928	"oats"	30.7008
31	4	681	1928	"oats"	23.288
32	4	682	1928	"oats"	27.8144
33	4	683	1928	"oats"	35.3912
34	4	684	1928	"oats"	33.1936
35	4	685	1928	"oats"	36.9984
36	4	686	1928	"oats"	33.784
37	4	687	1928	"oats"	29.9136
38	4	688	1928	"oats"	35.588
39	4	689	1928	"oats"	30.504
40	4	451	1928	"oats"	41.0984
41	4	452	1928	"oats"	42.4104
42	4	453	1928	"oats"	39.196
43	4	454	1928	"oats"	37.5888
44	4	455	1928	"oats"	32.9968
45	4	456	1928	"oats"	36.8016
46	4	457	1928	"oats"	34.4072
47	4	458	1928	"oats"	31.2912
48	4	459	1928	"oats"	38.3104
49	4	460	1928	"oats"	34.8008
50	4	461	1928	"oats"	30.2088
51	4	462	1928	"oats"	32.0128
52	4	463	1928	"oats"	26.0104
53	4	464	1928	"oats"	34.4072
54	4	465	1928	"oats"	36.408
55	4	466	1928	"oats"	35.7848
56	4	467	1928	"oats"	33.1936
57	4	468	1928	"oats"	30.996
58	4	469	1928	"oats"	37.1952
59	4	470	1928	"oats"	30.504
60	4	471	1928	"oats"	32.9968
61	4	472	1928	"oats"	29.0936
62	4	473	1928	"oats"	30.3072
63	4	474	1928	"oats"	30.996
64	4	475	1928	"oats"	32.8
65	4	476	1928	"oats"	32.7016
66	4	477	1928	"oats"	31.488
67	4	478	1928	"oats"	34.8008
68	4	479	1928	"oats"	31.488
69	4	480	1928	"oats"	29.2904
70	4	481	1928	"oats"	31.488
71	4	482	1928	"oats"	35.916
72	4	483	1928	"oats"	30.996
73	4	484	1928	"oats"	28.4048
74	4	485	1928	"oats"	28.6016
75	4	486	1928	"oats"	26.6992
76	4	487	1928	"oats"	32.5048
77	4	488	1928	"oats"	28.208
78	4	489	1928	"oats"	24.108
79	4	490	1928	"oats"	24.2064
80	4	491	1928	"oats"	29.8152
81	4	492	1928	"oats"	30.3072
82	4	493	1928	"oats"	24.0096
83	4	494	1928	"oats"	26.896
84	4	495	1928	"oats"	26.9944
1	5	701	1928	"oats"	35.096
2	5	702	1928	"oats"	41.0984
3	5	703	1928	"oats"	39.688
4	5	704	1928	"oats"	46.5104
5	5	705	1928	"oats"	36.9984
6	5	706	1928	"oats"	27.4864
7	5	707	1928	"oats"	35.6864
8	5	708	1928	"oats"	34.604
9	5	709	1928	"oats"	32.5048
10	5	710	1928	"oats"	32.2096
11	5	711	1928	"oats"	33.9152
12	5	712	1928	"oats"	34.8008
13	5	NA	1928	"oats"	NA
14	5	NA	1928	"oats"	NA
15	5	NA	1928	"oats"	NA
16	5	NA	1928	"oats"	NA
17	5	NA	1928	"oats"	NA
18	5	NA	1928	"oats"	NA
19	5	NA	1928	"oats"	NA
20	5	NA	1928	"oats"	NA
21	5	NA	1928	"oats"	NA
22	5	NA	1928	"oats"	NA
23	5	NA	1928	"oats"	NA
24	5	NA	1928	"oats"	NA
25	5	725	1928	"oats"	49.7904
26	5	726	1928	"oats"	39.8848
27	5	727	1928	"oats"	25.3872
28	5	728	1928	"oats"	28.7
29	5	729	1928	"oats"	30.8976
30	5	730	1928	"oats"	34.2104
31	5	731	1928	"oats"	27.8144
32	5	732	1928	"oats"	31.1928
33	5	733	1928	"oats"	41.2952
34	5	734	1928	"oats"	33.1936
35	5	735	1928	"oats"	45.9856
36	5	736	1928	"oats"	28.5032
37	5	737	1928	"oats"	27.8144
38	5	738	1928	"oats"	27.2896
39	5	739	1928	"oats"	26.1088
40	5	NA	1928	"oats"	NA
41	5	NA	1928	"oats"	NA
42	5	NA	1928	"oats"	NA
43	5	NA	1928	"oats"	NA
44	5	NA	1928	"oats"	NA
45	5	NA	1928	"oats"	NA
46	5	NA	1928	"oats"	NA
47	5	NA	1928	"oats"	NA
48	5	NA	1928	"oats"	NA
49	5	NA	1928	"oats"	NA
50	5	NA	1928	"oats"	NA
51	5	NA	1928	"oats"	NA
52	5	NA	1928	"oats"	NA
53	5	NA	1928	"oats"	NA
54	5	NA	1928	"oats"	NA
55	5	NA	1928	"oats"	NA
56	5	NA	1928	"oats"	NA
57	5	NA	1928	"oats"	NA
58	5	NA	1928	"oats"	NA
59	5	NA	1928	"oats"	NA
60	5	NA	1928	"oats"	NA
61	5	NA	1928	"oats"	NA
62	5	NA	1928	"oats"	NA
63	5	NA	1928	"oats"	NA
64	5	NA	1928	"oats"	NA
65	5	NA	1928	"oats"	NA
66	5	NA	1928	"oats"	NA
67	5	NA	1928	"oats"	NA
68	5	NA	1928	"oats"	NA
69	5	NA	1928	"oats"	NA
70	5	NA	1928	"oats"	NA
71	5	NA	1928	"oats"	NA
72	5	NA	1928	"oats"	NA
73	5	NA	1928	"oats"	NA
74	5	NA	1928	"oats"	NA
75	5	NA	1928	"oats"	NA
76	5	NA	1928	"oats"	NA
77	5	NA	1928	"oats"	NA
78	5	NA	1928	"oats"	NA
79	5	NA	1928	"oats"	NA
80	5	NA	1928	"oats"	NA
81	5	NA	1928	"oats"	NA
82	5	NA	1928	"oats"	NA
83	5	NA	1928	"oats"	NA
84	5	NA	1928	"oats"	NA
1	6	751	1928	"oats"	38.9992
2	6	752	1928	"oats"	32.5048
3	6	753	1928	"oats"	38.5072
4	6	754	1928	"oats"	36.408
5	6	755	1928	"oats"	35.1944
6	6	756	1928	"oats"	35.4896
7	6	757	1928	"oats"	23.288
8	6	758	1928	"oats"	28.0112
9	6	759	1928	"oats"	24.6
10	6	760	1928	"oats"	27.4864
11	6	761	1928	"oats"	26.6008
12	6	762	1928	"oats"	29.8152
13	6	NA	1928	"oats"	NA
14	6	NA	1928	"oats"	NA
15	6	NA	1928	"oats"	NA
16	6	NA	1928	"oats"	NA
17	6	NA	1928	"oats"	NA
18	6	NA	1928	"oats"	NA
19	6	NA	1928	"oats"	NA
20	6	NA	1928	"oats"	NA
21	6	NA	1928	"oats"	NA
22	6	NA	1928	"oats"	NA
23	6	NA	1928	"oats"	NA
24	6	NA	1928	"oats"	NA
25	6	775	1928	"oats"	37.2936
26	6	776	1928	"oats"	35.1944
27	6	777	1928	"oats"	27.388
28	6	778	1928	"oats"	26.896
29	6	779	1928	"oats"	26.5024
30	6	780	1928	"oats"	29.8152
31	6	781	1928	"oats"	23.9112
32	6	782	1928	"oats"	30.6024
33	6	783	1928	"oats"	38.704
34	6	784	1928	"oats"	27.4864
35	6	785	1928	"oats"	24.8952
36	6	786	1928	"oats"	28.0112
37	6	787	1928	"oats"	25.3872
38	6	788	1928	"oats"	23.7144
39	6	789	1928	"oats"	22.5992
40	6	NA	1928	"oats"	NA
41	6	NA	1928	"oats"	NA
42	6	NA	1928	"oats"	NA
43	6	NA	1928	"oats"	NA
44	6	NA	1928	"oats"	NA
45	6	NA	1928	"oats"	NA
46	6	NA	1928	"oats"	NA
47	6	NA	1928	"oats"	NA
48	6	NA	1928	"oats"	NA
49	6	NA	1928	"oats"	NA
50	6	NA	1928	"oats"	NA
51	6	NA	1928	"oats"	NA
52	6	NA	1928	"oats"	NA
53	6	NA	1928	"oats"	NA
54	6	NA	1928	"oats"	NA
55	6	NA	1928	"oats"	NA
56	6	NA	1928	"oats"	NA
57	6	NA	1928	"oats"	NA
58	6	NA	1928	"oats"	NA
59	6	NA	1928	"oats"	NA
60	6	NA	1928	"oats"	NA
61	6	NA	1928	"oats"	NA
62	6	NA	1928	"oats"	NA
63	6	NA	1928	"oats"	NA
64	6	NA	1928	"oats"	NA
65	6	NA	1928	"oats"	NA
66	6	NA	1928	"oats"	NA
67	6	NA	1928	"oats"	NA
68	6	NA	1928	"oats"	NA
69	6	NA	1928	"oats"	NA
70	6	NA	1928	"oats"	NA
71	6	NA	1928	"oats"	NA
72	6	NA	1928	"oats"	NA
73	6	NA	1928	"oats"	NA
74	6	NA	1928	"oats"	NA
75	6	NA	1928	"oats"	NA
76	6	NA	1928	"oats"	NA
77	6	NA	1928	"oats"	NA
78	6	NA	1928	"oats"	NA
79	6	NA	1928	"oats"	NA
80	6	NA	1928	"oats"	NA
81	6	NA	1928	"oats"	NA
82	6	NA	1928	"oats"	NA
83	6	NA	1928	"oats"	NA
84	6	NA	1928	"oats"	NA
1	7	801	1928	"oats"	41
2	7	802	1928	"oats"	36.9984
3	7	803	1928	"oats"	30.3072
4	7	804	1928	"oats"	33.6856
5	7	805	1928	"oats"	40.7048
6	7	806	1928	"oats"	38.5072
7	7	807	1928	"oats"	20.8936
8	7	808	1928	"oats"	26.2072
9	7	809	1928	"oats"	21.812
10	7	810	1928	"oats"	19.3848
11	7	811	1928	"oats"	25.912
12	7	812	1928	"oats"	31.0944
13	7	NA	1928	"oats"	NA
14	7	NA	1928	"oats"	NA
15	7	NA	1928	"oats"	NA
16	7	NA	1928	"oats"	NA
17	7	NA	1928	"oats"	NA
18	7	NA	1928	"oats"	NA
19	7	NA	1928	"oats"	NA
20	7	NA	1928	"oats"	NA
21	7	NA	1928	"oats"	NA
22	7	NA	1928	"oats"	NA
23	7	NA	1928	"oats"	NA
24	7	NA	1928	"oats"	NA
25	7	825	1928	"oats"	44.2144
26	7	826	1928	"oats"	34.604
27	7	827	1928	"oats"	26.1088
28	7	NA	1928	"oats"	21.1888
29	7	NA	1928	"oats"	32.0128
30	7	NA	1928	"oats"	19.516
31	7	NA	1928	"oats"	NA
32	7	NA	1928	"oats"	NA
33	7	NA	1928	"oats"	NA
34	7	NA	1928	"oats"	NA
35	7	NA	1928	"oats"	NA
36	7	NA	1928	"oats"	NA
37	7	NA	1928	"oats"	NA
38	7	NA	1928	"oats"	NA
39	7	NA	1928	"oats"	NA
40	7	NA	1928	"oats"	NA
41	7	NA	1928	"oats"	NA
42	7	NA	1928	"oats"	NA
43	7	NA	1928	"oats"	NA
44	7	NA	1928	"oats"	NA
45	7	NA	1928	"oats"	NA
46	7	NA	1928	"oats"	NA
47	7	NA	1928	"oats"	NA
48	7	NA	1928	"oats"	NA
49	7	NA	1928	"oats"	NA
50	7	NA	1928	"oats"	NA
51	7	NA	1928	"oats"	NA
52	7	NA	1928	"oats"	NA
53	7	NA	1928	"oats"	NA
54	7	NA	1928	"oats"	NA
55	7	NA	1928	"oats"	NA
56	7	NA	1928	"oats"	NA
57	7	NA	1928	"oats"	NA
58	7	NA	1928	"oats"	NA
59	7	NA	1928	"oats"	NA
60	7	NA	1928	"oats"	NA
61	7	NA	1928	"oats"	NA
62	7	NA	1928	"oats"	NA
63	7	NA	1928	"oats"	NA
64	7	NA	1928	"oats"	NA
65	7	NA	1928	"oats"	NA
66	7	NA	1928	"oats"	NA
67	7	NA	1928	"oats"	NA
68	7	NA	1928	"oats"	NA
69	7	NA	1928	"oats"	NA
70	7	NA	1928	"oats"	NA
71	7	NA	1928	"oats"	NA
72	7	NA	1928	"oats"	NA
73	7	NA	1928	"oats"	NA
74	7	NA	1928	"oats"	NA
75	7	NA	1928	"oats"	NA
76	7	NA	1928	"oats"	NA
77	7	NA	1928	"oats"	NA
78	7	NA	1928	"oats"	NA
79	7	NA	1928	"oats"	NA
80	7	NA	1928	"oats"	NA
81	7	NA	1928	"oats"	NA
82	7	NA	1928	"oats"	NA
83	7	NA	1928	"oats"	NA
84	7	NA	1928	"oats"	NA
1	8	851	1928	"oats"	39.7864
2	8	852	1928	"oats"	40.7048
3	8	853	1928	"oats"	31.816
4	8	854	1928	"oats"	37.0968
5	8	855	1928	"oats"	38.704
6	8	856	1928	"oats"	30.504
7	8	857	1928	"oats"	16.5968
8	8	858	1928	"oats"	30.2088
9	8	859	1928	"oats"	27.2896
10	8	860	1928	"oats"	21.3856
11	8	861	1928	"oats"	24.8952
12	8	862	1928	"oats"	24.2064
13	8	NA	1928	"oats"	NA
14	8	NA	1928	"oats"	NA
15	8	NA	1928	"oats"	NA
16	8	NA	1928	"oats"	NA
17	8	NA	1928	"oats"	NA
18	8	NA	1928	"oats"	NA
19	8	NA	1928	"oats"	NA
20	8	NA	1928	"oats"	NA
21	8	NA	1928	"oats"	NA
22	8	NA	1928	"oats"	NA
23	8	NA	1928	"oats"	NA
24	8	NA	1928	"oats"	NA
25	8	875	1928	"oats"	34.112
26	8	876	1928	"oats"	39.2944
27	8	877	1928	"oats"	28.7984
28	8	NA	1928	"oats"	36.0144
29	8	NA	1928	"oats"	32.2096
30	8	NA	1928	"oats"	26.404
31	8	NA	1928	"oats"	NA
32	8	NA	1928	"oats"	NA
33	8	NA	1928	"oats"	NA
34	8	NA	1928	"oats"	NA
35	8	NA	1928	"oats"	NA
36	8	NA	1928	"oats"	NA
37	8	NA	1928	"oats"	NA
38	8	NA	1928	"oats"	NA
39	8	NA	1928	"oats"	NA
40	8	NA	1928	"oats"	NA
41	8	NA	1928	"oats"	NA
42	8	NA	1928	"oats"	NA
43	8	NA	1928	"oats"	NA
44	8	NA	1928	"oats"	NA
45	8	NA	1928	"oats"	NA
46	8	NA	1928	"oats"	NA
47	8	NA	1928	"oats"	NA
48	8	NA	1928	"oats"	NA
49	8	NA	1928	"oats"	NA
50	8	NA	1928	"oats"	NA
51	8	NA	1928	"oats"	NA
52	8	NA	1928	"oats"	NA
53	8	NA	1928	"oats"	NA
54	8	NA	1928	"oats"	NA
55	8	NA	1928	"oats"	NA
56	8	NA	1928	"oats"	NA
57	8	NA	1928	"oats"	NA
58	8	NA	1928	"oats"	NA
59	8	NA	1928	"oats"	NA
60	8	NA	1928	"oats"	NA
61	8	NA	1928	"oats"	NA
62	8	NA	1928	"oats"	NA
63	8	NA	1928	"oats"	NA
64	8	NA	1928	"oats"	NA
65	8	NA	1928	"oats"	NA
66	8	NA	1928	"oats"	NA
67	8	NA	1928	"oats"	NA
68	8	NA	1928	"oats"	NA
69	8	NA	1928	"oats"	NA
70	8	NA	1928	"oats"	NA
71	8	NA	1928	"oats"	NA
72	8	NA	1928	"oats"	NA
73	8	NA	1928	"oats"	NA
74	8	NA	1928	"oats"	NA
75	8	NA	1928	"oats"	NA
76	8	NA	1928	"oats"	NA
77	8	NA	1928	"oats"	NA
78	8	NA	1928	"oats"	NA
79	8	NA	1928	"oats"	NA
80	8	NA	1928	"oats"	NA
81	8	NA	1928	"oats"	NA
82	8	NA	1928	"oats"	NA
83	8	NA	1928	"oats"	NA
84	8	NA	1928	"oats"	NA
1	9	901	1928	"oats"	29.9136
2	9	902	1928	"oats"	33.784
3	9	903	1928	"oats"	38.9008
4	9	904	1928	"oats"	32.6032
5	9	905	1928	"oats"	26.5024
6	9	906	1928	"oats"	24.2064
7	9	907	1928	"oats"	21.7136
8	9	908	1928	"oats"	30.2088
9	9	909	1928	"oats"	27.716
10	9	910	1928	"oats"	16.892
11	9	911	1928	"oats"	26.896
12	9	912	1928	"oats"	31.2912
13	9	913	1928	"oats"	29.5856
14	9	914	1928	"oats"	22.5008
15	9	915	1928	"oats"	27.4864
16	9	916	1928	"oats"	19.3848
17	9	917	1928	"oats"	19.7128
18	9	918	1928	"oats"	18.8928
19	9	919	1928	"oats"	19.516
20	9	920	1928	"oats"	23.7144
21	9	921	1928	"oats"	23.616
22	9	922	1928	"oats"	22.796
23	9	923	1928	"oats"	25.912
24	9	924	1928	"oats"	28.1096
25	9	925	1928	"oats"	37.884
26	9	926	1928	"oats"	34.4072
27	9	927	1928	"oats"	28.5032
28	9	NA	1928	"oats"	34.0136
29	9	NA	1928	"oats"	27.2896
30	9	NA	1928	"oats"	25.7152
31	9	NA	1928	"oats"	NA
32	9	NA	1928	"oats"	NA
33	9	NA	1928	"oats"	NA
34	9	NA	1928	"oats"	NA
35	9	NA	1928	"oats"	NA
36	9	NA	1928	"oats"	NA
37	9	NA	1928	"oats"	NA
38	9	NA	1928	"oats"	NA
39	9	NA	1928	"oats"	NA
40	9	NA	1928	"oats"	NA
41	9	NA	1928	"oats"	NA
42	9	NA	1928	"oats"	NA
43	9	NA	1928	"oats"	NA
44	9	NA	1928	"oats"	NA
45	9	NA	1928	"oats"	NA
46	9	NA	1928	"oats"	NA
47	9	NA	1928	"oats"	NA
48	9	NA	1928	"oats"	NA
49	9	NA	1928	"oats"	NA
50	9	NA	1928	"oats"	NA
51	9	NA	1928	"oats"	NA
52	9	NA	1928	"oats"	NA
53	9	NA	1928	"oats"	NA
54	9	NA	1928	"oats"	NA
55	9	NA	1928	"oats"	NA
56	9	NA	1928	"oats"	NA
57	9	NA	1928	"oats"	NA
58	9	NA	1928	"oats"	NA
59	9	NA	1928	"oats"	NA
60	9	NA	1928	"oats"	NA
61	9	NA	1928	"oats"	NA
62	9	NA	1928	"oats"	NA
63	9	NA	1928	"oats"	NA
64	9	NA	1928	"oats"	NA
65	9	NA	1928	"oats"	NA
66	9	NA	1928	"oats"	NA
67	9	NA	1928	"oats"	NA
68	9	NA	1928	"oats"	NA
69	9	NA	1928	"oats"	NA
70	9	NA	1928	"oats"	NA
71	9	NA	1928	"oats"	NA
72	9	NA	1928	"oats"	NA
73	9	NA	1928	"oats"	NA
74	9	NA	1928	"oats"	NA
75	9	NA	1928	"oats"	NA
76	9	NA	1928	"oats"	NA
77	9	NA	1928	"oats"	NA
78	9	NA	1928	"oats"	NA
79	9	NA	1928	"oats"	NA
80	9	NA	1928	"oats"	NA
81	9	NA	1928	"oats"	NA
82	9	NA	1928	"oats"	NA
83	9	NA	1928	"oats"	NA
84	9	NA	1928	"oats"	NA
1	10	951	1928	"oats"	35.7848
2	10	952	1928	"oats"	33.5216
3	10	953	1928	"oats"	43.3944
4	10	954	1928	"oats"	37.7856
5	10	955	1928	"oats"	28.3064
6	10	956	1928	"oats"	27.5848
7	10	957	1928	"oats"	20.008
8	10	958	1928	"oats"	23.0912
9	10	959	1928	"oats"	31.2912
10	10	960	1928	"oats"	24.6
11	10	961	1928	"oats"	27.4864
12	10	962	1928	"oats"	32.5048
13	10	963	1928	"oats"	27.8144
14	10	964	1928	"oats"	31.0944
15	10	965	1928	"oats"	30.6024
16	10	966	1928	"oats"	24.3048
17	10	967	1928	"oats"	22.1072
18	10	968	1928	"oats"	23.288
19	10	969	1928	"oats"	22.6976
20	10	970	1928	"oats"	18.7944
21	10	971	1928	"oats"	20.5984
22	10	972	1928	"oats"	24.5016
23	10	973	1928	"oats"	28.8968
24	10	974	1928	"oats"	26.896
25	10	975	1928	"oats"	33.4888
26	10	976	1928	"oats"	28.4048
27	10	977	1928	"oats"	29.8152
28	10	NA	1928	"oats"	33.4888
29	10	NA	1928	"oats"	32.8
30	10	NA	1928	"oats"	39.0976
31	10	NA	1928	"oats"	NA
32	10	NA	1928	"oats"	NA
33	10	NA	1928	"oats"	NA
34	10	NA	1928	"oats"	NA
35	10	NA	1928	"oats"	NA
36	10	NA	1928	"oats"	NA
37	10	NA	1928	"oats"	NA
38	10	NA	1928	"oats"	NA
39	10	NA	1928	"oats"	NA
40	10	NA	1928	"oats"	NA
41	10	NA	1928	"oats"	NA
42	10	NA	1928	"oats"	NA
43	10	NA	1928	"oats"	NA
44	10	NA	1928	"oats"	NA
45	10	NA	1928	"oats"	NA
46	10	NA	1928	"oats"	NA
47	10	NA	1928	"oats"	NA
48	10	NA	1928	"oats"	NA
49	10	NA	1928	"oats"	NA
50	10	NA	1928	"oats"	NA
51	10	NA	1928	"oats"	NA
52	10	NA	1928	"oats"	NA
53	10	NA	1928	"oats"	NA
54	10	NA	1928	"oats"	NA
55	10	NA	1928	"oats"	NA
56	10	NA	1928	"oats"	NA
57	10	NA	1928	"oats"	NA
58	10	NA	1928	"oats"	NA
59	10	NA	1928	"oats"	NA
60	10	NA	1928	"oats"	NA
61	10	NA	1928	"oats"	NA
62	10	NA	1928	"oats"	NA
63	10	NA	1928	"oats"	NA
64	10	NA	1928	"oats"	NA
65	10	NA	1928	"oats"	NA
66	10	NA	1928	"oats"	NA
67	10	NA	1928	"oats"	NA
68	10	NA	1928	"oats"	NA
69	10	NA	1928	"oats"	NA
70	10	NA	1928	"oats"	NA
71	10	NA	1928	"oats"	NA
72	10	NA	1928	"oats"	NA
73	10	NA	1928	"oats"	NA
74	10	NA	1928	"oats"	NA
75	10	NA	1928	"oats"	NA
76	10	NA	1928	"oats"	NA
77	10	NA	1928	"oats"	NA
78	10	NA	1928	"oats"	NA
79	10	NA	1928	"oats"	NA
80	10	NA	1928	"oats"	NA
81	10	NA	1928	"oats"	NA
82	10	NA	1928	"oats"	NA
83	10	NA	1928	"oats"	NA
84	10	NA	1928	"oats"	NA
1	1	NA	1929	"wheat"	NA
2	1	NA	1929	"wheat"	NA
3	1	NA	1929	"wheat"	NA
4	1	NA	1929	"wheat"	NA
5	1	NA	1929	"wheat"	NA
6	1	NA	1929	"wheat"	NA
7	1	NA	1929	"wheat"	NA
8	1	NA	1929	"wheat"	NA
9	1	NA	1929	"wheat"	NA
10	1	510	1929	"wheat"	25.3946
11	1	511	1929	"wheat"	20.6998
12	1	512	1929	"wheat"	21.5922
13	1	513	1929	"wheat"	22.407
14	1	514	1929	"wheat"	19.8074
15	1	515	1929	"wheat"	22.1936
16	1	516	1929	"wheat"	19.497
17	1	517	1929	"wheat"	16.8974
18	1	518	1929	"wheat"	16.8974
19	1	519	1929	"wheat"	22.0966
20	1	520	1929	"wheat"	22.795
21	1	521	1929	"wheat"	22.504
22	1	522	1929	"wheat"	24.7932
23	1	523	1929	"wheat"	26.5974
24	1	524	1929	"wheat"	29.6044
25	1	525	1929	"wheat"	26.093
26	1	526	1929	"wheat"	21.9026
27	1	527	1929	"wheat"	22.892
28	1	528	1929	"wheat"	23.5904
29	1	529	1929	"wheat"	23.1054
30	1	530	1929	"wheat"	22.504
31	1	531	1929	"wheat"	22.1936
32	1	532	1929	"wheat"	27.8972
33	1	533	1929	"wheat"	27.7032
34	1	534	1929	"wheat"	25.3946
35	1	535	1929	"wheat"	24.7932
36	1	536	1929	"wheat"	23.8038
37	1	537	1929	"wheat"	25.802
38	1	538	1929	"wheat"	23.1054
39	1	539	1929	"wheat"	18.2942
40	1	301	1929	"wheat"	25.2976
41	1	302	1929	"wheat"	25.705
42	1	303	1929	"wheat"	24.5992
43	1	304	1929	"wheat"	24.9096
44	1	305	1929	"wheat"	24.9096
45	1	306	1929	"wheat"	18.2942
46	1	307	1929	"wheat"	15.6946
47	1	308	1929	"wheat"	16.005
48	1	309	1929	"wheat"	13.8904
49	1	310	1929	"wheat"	18.0032
50	1	311	1929	"wheat"	18.7986
51	1	312	1929	"wheat"	15.5006
52	1	313	1929	"wheat"	18.0032
53	1	314	1929	"wheat"	17.4018
54	1	315	1929	"wheat"	17.5958
55	1	316	1929	"wheat"	19.206
56	1	317	1929	"wheat"	15.7916
57	1	318	1929	"wheat"	16.8974
58	1	319	1929	"wheat"	18.2942
59	1	320	1929	"wheat"	20.0014
60	1	321	1929	"wheat"	23.2024
