"northing"	"easting"	"resistivity"	"is.ns"	"track"
1.3216	0.2255	84.45	F	15
1.3217	0.2164	91.23	F	15
1.3218	0.2073	100.13	F	15
1.3218	0.1983	111.02	F	15
1.3219	0.1892	118.86	F	15
1.3221	0.1802	116.91	F	15
1.3222	0.1711	102.00	F	15
1.3223	0.1620	77.49	F	15
1.3224	0.1530	51.96	F	15
1.3225	0.1439	34.13	F	15
1.3226	0.1349	27.17	F	15
1.3227	0.1258	27.60	F	15
1.3228	0.1167	29.75	F	15
1.3229	0.1077	30.51	F	15
1.3230	0.0986	30.03	F	15
1.3231	0.0896	29.51	F	15
1.3232	0.0805	29.52	F	15
1.3233	0.0714	29.89	F	15
1.3234	0.0624	30.33	F	15
1.3235	0.0533	30.69	F	15
1.3236	0.0442	30.89	F	15
1.3237	0.0352	31.13	F	15
1.3238	0.0261	31.98	F	15
1.3239	0.0171	33.78	F	15
1.3240	0.0080	35.96	F	15
1.4020	0.8950	104.06	F	15
1.4021	0.8995	101.27	F	15
1.4022	0.9041	96.37	F	15
1.4023	0.9087	91.28	F	15
1.4025	0.9132	87.65	F	15
1.4026	0.9178	85.48	F	15
1.4027	0.9223	84.08	F	15
1.4028	0.9269	83.39	F	15
1.4029	0.9315	83.69	F	15
1.4031	0.9360	84.60	F	15
1.4032	0.9406	85.17	F	15
1.4033	0.9451	84.94	F	15
1.4034	0.9497	84.87	F	15
1.4035	0.9543	86.92	F	15
1.4036	0.9588	92.17	F	15
1.4038	0.9634	99.10	F	15
1.4039	0.9679	104.19	F	15
1.4040	0.9725	104.80	F	15
1.4041	0.9770	101.15	F	15
1.4042	0.9816	95.45	F	15
1.4043	0.9862	89.84	F	15
1.4045	0.9907	85.35	F	15
1.4046	0.9953	82.34	F	15
1.4047	0.9998	80.82	F	15
1.4048	1.0044	79.96	F	15
1.4049	1.0090	78.07	F	15
1.4051	1.0135	74.09	F	15
1.4052	1.0181	68.86	F	15
1.4053	1.0226	64.29	F	15
1.4054	1.0272	60.89	F	15
1.4055	1.0318	57.54	F	15
1.4056	1.0363	53.66	F	15
1.4058	1.0409	50.43	F	15
1.4059	1.0454	49.03	F	15
1.4060	1.0500	49.14	F	15
1.3840	1.3790	30.61	F	15
1.3843	1.3745	31.54	F	15
1.3847	1.3700	32.43	F	15
1.3850	1.3655	32.75	F	15
1.3853	1.3610	32.33	F	15
1.3857	1.3565	31.49	F	15
1.3860	1.3520	30.68	F	15
1.3864	1.3475	30.06	F	15
1.3867	1.3431	29.45	F	15
1.3870	1.3386	28.66	F	15
1.3874	1.3341	27.77	F	15
1.3877	1.3296	27.05	F	15
1.3881	1.3251	26.58	F	15
1.3884	1.3206	26.13	F	15
1.3887	1.3161	25.36	F	15
1.3891	1.3116	24.23	F	15
1.3894	1.3071	23.08	F	15
1.3897	1.3026	22.36	F	15
1.3901	1.2981	22.22	F	15
1.3904	1.2936	22.44	F	15
1.3908	1.2891	22.67	F	15
1.3911	1.2846	22.71	F	15
1.3914	1.2802	22.73	F	15
1.3918	1.2757	23.10	F	15
1.3921	1.2712	23.93	F	15
1.3924	1.2667	24.86	F	15
1.3928	1.2622	25.43	F	15
1.3931	1.2577	25.57	F	15
1.3935	1.2532	25.54	F	15
1.3938	1.2487	25.66	F	15
1.3941	1.2442	26.13	F	15
1.3945	1.2397	26.98	F	15
1.3948	1.2352	28.01	F	15
1.3952	1.2307	28.82	F	15
1.3955	1.2262	29.10	F	15
1.3958	1.2217	28.88	F	15
1.3962	1.2173	28.48	F	15
1.3965	1.2128	28.20	F	15
1.3968	1.2083	28.09	F	15
1.3972	1.2038	28.03	F	15
1.3975	1.1993	27.90	F	15
1.3978	1.1948	27.69	F	15
1.3982	1.1903	27.47	F	15
1.3985	1.1858	27.38	F	15
1.3989	1.1813	27.56	F	15
1.3992	1.1768	28.01	F	15
1.3995	1.1723	28.54	F	15
1.3999	1.1678	28.98	F	15
1.4002	1.1633	29.39	F	15
1.4006	1.1588	30.05	F	15
1.4009	1.1543	31.23	F	15
1.4012	1.1498	32.93	F	15
1.4016	1.1454	34.86	F	15
1.4019	1.1409	36.63	F	15
1.4023	1.1364	38.04	F	15
1.4026	1.1319	39.17	F	15
1.4029	1.1274	40.24	F	15
1.4033	1.1229	41.47	F	15
1.4036	1.1184	43.54	F	15
1.4039	1.1139	48.17	F	15
1.4043	1.1094	57.16	F	15
1.4046	1.1049	69.63	F	15
1.4049	1.1004	80.67	F	15
1.4053	1.0959	84.36	F	15
1.4056	1.0914	78.70	F	15
1.4060	1.0869	67.18	F	15
1.4063	1.0825	55.42	F	15
1.4066	1.0780	47.13	F	15
1.4070	1.0735	43.23	F	15
1.4073	1.0690	43.19	F	15
1.4077	1.0645	45.79	F	15
1.4080	1.0600	49.10	F	15
1.4174	0.6261	72.50	F	16
1.4174	0.6207	73.85	F	16
1.4175	0.6153	73.53	F	16
1.4175	0.6099	69.41	F	16
1.4175	0.6045	62.80	F	16
1.4175	0.5991	57.88	F	16
1.4175	0.5937	57.25	F	16
1.4176	0.5883	59.62	F	16
1.4176	0.5829	62.29	F	16
1.4176	0.5775	64.23	F	16
1.4176	0.5721	65.99	F	16
1.4176	0.5667	67.95	F	16
1.4176	0.5613	69.96	F	16
1.4177	0.5559	72.11	F	16
1.4177	0.5505	74.83	F	16
1.4177	0.5451	77.96	F	16
1.4177	0.5397	80.44	F	16
1.4177	0.5343	81.30	F	16
1.4177	0.5289	80.85	F	16
1.4178	0.5235	80.40	F	16
1.4178	0.5182	80.77	F	16
1.4178	0.5128	81.59	F	16
1.4178	0.5074	82.25	F	16
1.4178	0.5020	82.98	F	16
1.4178	0.4966	84.33	F	16
1.4179	0.4912	85.97	F	16
1.4179	0.4858	87.01	F	16
1.4179	0.4804	87.13	F	16
1.4179	0.4750	86.81	F	16
1.4179	0.4696	86.09	F	16
1.4179	0.4642	84.36	F	16
1.4180	0.4588	81.44	F	16
1.4180	0.4534	78.30	F	16
1.4180	0.4480	76.16	F	16
1.3980	0.8560	116.73	F	15
1.3997	0.8485	117.16	F	15
1.4014	0.8409	117.67	F	15
1.4032	0.8334	117.53	F	15
1.4049	0.8258	115.70	F	15
1.4066	0.8183	111.56	F	15
1.4084	0.8107	105.55	F	15
1.4101	0.8032	99.01	F	16
1.4118	0.7956	92.97	F	16
1.4135	0.7881	87.59	F	16
1.4153	0.7805	82.96	F	16
1.4170	0.7730	79.79	F	16
1.4240	0.0070	29.08	F	16
1.4281	0.0146	29.86	F	16
1.4322	0.0222	31.06	F	16
1.4363	0.0298	32.40	F	16
1.4404	0.0374	33.76	F	16
1.4445	0.0450	35.35	F	16
1.4486	0.0526	37.21	F	16
1.4527	0.0602	38.92	F	16
1.4568	0.0678	39.89	F	16
1.4609	0.0754	39.97	F	16
1.4650	0.0830	39.45	F	16
1.4638	0.0920	39.09	F	16
1.4626	0.1009	40.41	F	16
1.4614	0.1099	44.88	F	16
1.4602	0.1189	51.88	F	16
1.4590	0.1279	58.07	F	16
1.4578	0.1369	60.16	F	16
1.4566	0.1458	58.09	F	16
1.4554	0.1548	54.76	F	16
1.4542	0.1638	52.93	F	16
1.4530	0.1728	53.10	F	16
1.4518	0.1817	54.00	F	16
1.4506	0.1907	53.93	F	16
1.4494	0.1997	51.96	F	16
1.4482	0.2086	48.60	F	16
1.4470	0.2176	45.39	F	16
1.4458	0.2266	43.56	F	16
1.4446	0.2356	43.19	F	16
1.4434	0.2446	43.95	F	16
1.4422	0.2535	45.96	F	16
1.4410	0.2625	49.39	F	16
1.4398	0.2715	53.45	F	16
1.4386	0.2805	56.31	F	16
1.4374	0.2894	56.19	F	16
1.4362	0.2984	52.71	F	16
1.4350	0.3074	47.26	F	16
1.4338	0.3164	42.03	F	16
1.4326	0.3253	38.55	F	16
1.4314	0.3343	37.23	F	16
1.4302	0.3433	37.61	F	16
1.4290	0.3523	38.69	F	16
1.4278	0.3612	39.19	F	16
1.4266	0.3702	38.58	F	16
1.4254	0.3792	37.82	F	16
1.4242	0.3881	38.41	F	16
1.4230	0.3971	40.51	F	16
1.4218	0.4061	42.86	F	16
1.4206	0.4151	44.77	F	16
1.4194	0.4240	47.08	F	16
1.4182	0.4330	50.51	F	16
1.4170	0.4420	54.09	F	16
1.4990	1.0080	112.21	F	16
1.4990	1.0031	114.50	F	16
1.4990	0.9981	112.53	F	16
1.4990	0.9932	105.48	F	16
1.4990	0.9883	96.71	F	16
1.4990	0.9833	90.04	F	16
1.4990	0.9784	86.25	F	16
1.4990	0.9735	83.76	F	16
1.4990	0.9686	81.44	F	16
1.4990	0.9636	79.51	F	16
1.4990	0.9587	78.30	F	16
1.4990	0.9538	77.23	F	16
1.4990	0.9488	75.19	F	16
1.4990	0.9439	71.60	F	16
1.4990	0.9390	67.13	F	16
1.4990	0.9341	63.28	F	16
1.4990	0.9291	61.10	F	16
1.4990	0.9242	60.50	F	16
1.4990	0.9193	60.67	F	16
1.4990	0.9143	61.00	F	16
1.4990	0.9094	61.43	F	16
1.4990	0.9045	62.19	F	16
1.4990	0.8996	63.78	F	16
1.4990	0.8946	67.01	F	16
1.4990	0.8897	72.21	F	16
1.4990	0.8848	78.21	F	16
1.4990	0.8798	82.86	F	16
1.4990	0.8749	84.81	F	16
1.4990	0.8700	84.71	F	16
1.4980	1.0790	53.48	F	16
1.4979	1.0834	52.95	F	16
1.4979	1.0878	51.47	F	16
1.4979	1.0923	49.08	F	16
1.4978	1.0967	46.29	F	16
1.4978	1.1011	43.75	F	16
1.4978	1.1055	41.67	F	16
1.4977	1.1099	39.76	F	16
1.4977	1.1143	37.71	F	16
1.4976	1.1188	35.60	F	16
1.4976	1.1232	33.83	F	16
1.4975	1.1276	32.66	F	16
1.4975	1.1320	32.04	F	16
1.4974	1.1364	31.72	F	16
1.4974	1.1408	31.57	F	16
1.4974	1.1453	31.64	F	16
1.4973	1.1497	31.93	F	16
1.4973	1.1541	32.27	F	16
1.4973	1.1585	32.55	F	16
1.4972	1.1629	32.85	F	16
1.4972	1.1673	33.26	F	16
1.4971	1.1718	33.73	F	16
1.4971	1.1762	34.01	F	16
1.4970	1.1806	33.98	F	16
1.4970	1.1850	33.66	F	16
1.4969	1.1894	33.19	F	16
1.4969	1.1938	32.67	F	16
1.4969	1.1983	32.11	F	16
1.4968	1.2027	31.45	F	16
1.4968	1.2071	30.76	F	16
1.4968	1.2115	30.17	F	16
1.4967	1.2159	29.72	F	16
1.4967	1.2203	29.33	F	16
1.4966	1.2248	28.87	F	16
1.4966	1.2292	28.21	F	16
1.4965	1.2336	27.35	F	16
1.4965	1.2380	26.43	F	16
1.4964	1.2424	25.80	F	16
1.4964	1.2468	25.85	F	16
1.4964	1.2513	26.70	F	16
1.4963	1.2557	27.97	F	16
1.4963	1.2601	29.06	F	16
1.4963	1.2645	29.59	F	16
1.4962	1.2689	29.63	F	16
1.4962	1.2733	29.34	F	16
1.4961	1.2778	28.77	F	16
1.4961	1.2822	28.05	F	16
1.4960	1.2866	27.50	F	16
1.4960	1.2910	27.27	F	16
1.4959	1.2954	27.29	F	16
1.4959	1.2998	27.64	F	16
1.4959	1.3043	28.87	F	16
1.4958	1.3087	31.36	F	16
1.4958	1.3131	34.43	F	16
1.4958	1.3175	36.61	F	16
1.4957	1.3219	36.97	F	16
1.4957	1.3263	35.74	F	16
1.4956	1.3308	33.68	F	16
1.4956	1.3352	31.42	F	16
1.4955	1.3396	29.44	F	16
1.4955	1.3440	28.20	F	16
1.4954	1.3484	27.89	F	16
1.4954	1.3528	28.25	F	16
1.4954	1.3573	28.79	F	16
1.4953	1.3617	29.02	F	16
1.4953	1.3661	28.59	F	16
1.4953	1.3705	27.50	F	16
1.4952	1.3749	26.31	F	16
1.4952	1.3793	25.78	F	16
1.4951	1.3838	26.07	F	16
1.4951	1.3882	26.41	F	16
1.4950	1.3926	25.93	F	16
1.4950	1.3970	24.72	F	16
1.5190	0.4980	83.29	F	17
1.5185	0.5071	81.89	F	17
1.5181	0.5162	78.43	F	17
1.5176	0.5253	73.18	F	17
1.5172	0.5343	68.04	F	17
1.5167	0.5434	65.83	F	17
1.5163	0.5525	68.31	F	17
1.5158	0.5616	74.26	F	17
1.5153	0.5707	79.68	F	17
1.5149	0.5798	81.08	F	17
1.5144	0.5888	78.56	F	17
1.5139	0.5979	75.17	F	17
1.5135	0.6070	73.57	F	17
1.5130	0.6161	74.31	F	17
1.5126	0.6252	76.74	F	17
1.5121	0.6343	79.76	F	17
1.5117	0.6433	81.57	F	17
1.5112	0.6524	80.49	F	17
1.5108	0.6615	76.89	F	17
1.5103	0.6706	73.20	F	17
1.5098	0.6797	71.31	F	17
1.5094	0.6888	70.92	F	17
1.5089	0.6978	70.68	F	17
1.5084	0.7069	70.06	F	17
1.5080	0.7160	69.45	F	17
1.5200	0.4880	55.18	F	17
1.5200	0.4788	58.19	F	17
1.5201	0.4697	58.72	F	17
1.5201	0.4605	56.63	F	17
1.5202	0.4514	54.25	F	17
1.5202	0.4422	53.24	F	17
1.5203	0.4331	52.81	F	17
1.5203	0.4239	51.46	F	17
1.5203	0.4148	48.99	F	17
1.5204	0.4056	46.30	F	17
1.5204	0.3965	44.19	F	17
1.5205	0.3873	43.25	F	17
1.5205	0.3782	44.00	F	17
1.5206	0.3690	46.35	F	17
1.5206	0.3599	49.14	F	17
1.5207	0.3507	50.95	F	17
1.5207	0.3416	51.27	F	17
1.5207	0.3324	50.48	F	17
1.5208	0.3233	49.07	F	17
1.5208	0.3141	47.61	F	17
1.5209	0.3050	46.95	F	17
1.5209	0.2958	47.75	F	17
1.5209	0.2866	49.61	F	17
1.5210	0.2775	51.42	F	17
1.5210	0.2683	52.45	F	17
1.5211	0.2592	52.78	F	17
1.5211	0.2500	52.82	F	17
1.5212	0.2409	53.24	F	17
1.5212	0.2317	54.93	F	17
1.5213	0.2226	58.07	F	17
1.5213	0.2134	61.22	F	17
1.5213	0.2043	62.18	F	17
1.5214	0.1951	60.02	F	17
1.5214	0.1860	55.79	F	17
1.5215	0.1768	51.14	F	17
1.5215	0.1677	47.06	F	17
1.5216	0.1585	43.83	F	17
1.5216	0.1494	41.62	F	17
1.5217	0.1402	40.50	F	17
1.5217	0.1311	40.08	F	17
1.5217	0.1219	39.93	F	17
1.5218	0.1128	40.08	F	17
1.5218	0.1036	40.90	F	17
1.5219	0.0944	42.13	F	17
1.5219	0.0853	42.75	F	17
1.5219	0.0762	41.97	F	17
1.5220	0.0670	40.32	F	17
1.4980	0.8630	73.87	F	16
1.4989	0.8535	74.34	F	16
1.4998	0.8440	77.69	F	16
1.5008	0.8345	84.97	F	16
1.5017	0.8250	93.94	F	16
1.5026	0.8155	100.66	F	16
1.5036	0.8060	102.68	F	16
1.5045	0.7965	99.29	F	16
1.5054	0.7870	90.44	F	16
1.5063	0.7775	77.82	F	16
1.5073	0.7680	65.54	F	17
1.5082	0.7585	56.91	F	17
1.5091	0.7490	51.44	F	17
1.5101	0.7395	46.89	F	17
1.5110	0.7300	42.92	F	17
2.0000	1.5460	39.86	T	8
2.0098	1.5461	29.60	T	8
2.0196	1.5461	19.90	T	8
2.0293	1.5462	13.75	T	8
2.0391	1.5462	10.53	T	8
2.0489	1.5463	8.51	T	8
2.0587	1.5463	7.28	T	8
2.0685	1.5464	7.04	T	8
2.0783	1.5465	7.45	T	8
2.0880	1.5465	8.04	T	8
2.0978	1.5466	8.77	T	8
2.1076	1.5467	9.57	T	8
2.1174	1.5467	9.95	T	8
2.1272	1.5468	9.53	T	8
2.1369	1.5468	8.65	T	8
2.1467	1.5469	8.00	T	8
2.1565	1.5469	7.83	T	8
2.1663	1.5470	7.94	T	8
2.1761	1.5471	8.04	T	8
2.1859	1.5471	8.03	T	8
2.1956	1.5472	7.96	T	8
2.2054	1.5472	7.92	T	8
2.2152	1.5473	8.03	T	8
2.2250	1.5473	8.37	T	8
2.2348	1.5474	8.69	T	8
2.2445	1.5475	8.69	T	8
2.2543	1.5475	8.38	T	8
2.2641	1.5476	8.07	T	8
2.2739	1.5477	7.96	T	8
2.2837	1.5477	7.91	T	8
2.2934	1.5478	7.79	T	8
2.3032	1.5478	7.93	T	8
2.3130	1.5479	9.08	T	8
2.3228	1.5479	11.33	T	8
2.3326	1.5480	13.24	T	8
2.3424	1.5481	12.80	T	8
2.3521	1.5481	9.70	T	8
2.3619	1.5482	5.92	T	8
2.3717	1.5482	3.72	T	8
2.3815	1.5483	3.42	T	8
2.3913	1.5484	3.88	T	8
2.4011	1.5484	4.12	T	8
2.4108	1.5485	4.09	T	8
2.4206	1.5485	4.05	T	8
2.4304	1.5486	4.02	T	8
2.4402	1.5487	3.89	T	8
2.4500	1.5487	3.81	T	8
2.4597	1.5488	4.18	T	8
2.4695	1.5488	5.40	T	8
2.4793	1.5489	7.39	T	8
2.4891	1.5489	9.59	T	8
2.4989	1.5490	11.37	T	8
2.5086	1.5491	12.30	T	8
2.5184	1.5491	12.26	T	8
2.5282	1.5492	11.32	T	8
2.5380	1.5493	9.67	T	8
2.5478	1.5493	7.68	T	8
2.5576	1.5494	5.80	T	8
2.5673	1.5494	4.47	T	8
2.5771	1.5495	3.89	T	8
2.5869	1.5495	3.85	T	8
2.5967	1.5496	3.98	T	8
2.6065	1.5497	4.04	T	8
2.6163	1.5497	4.03	T	8
2.6260	1.5498	4.01	T	8
2.6358	1.5498	4.01	T	8
2.6456	1.5499	3.97	T	8
2.6554	1.5499	3.93	T	8
2.6652	1.5500	4.01	T	8
2.6749	1.5501	4.31	T	8
2.6847	1.5501	4.72	T	8
2.6945	1.5502	4.97	T	8
2.7043	1.5503	4.97	T	8
2.7141	1.5503	4.97	T	8
2.7239	1.5504	5.35	T	8
2.7336	1.5504	6.13	T	8
2.7434	1.5505	6.83	T	8
2.7532	1.5506	6.85	T	8
2.7630	1.5506	6.44	T	8
2.7728	1.5507	7.54	T	8
2.7825	1.5507	13.07	T	8
2.7923	1.5508	24.07	T	8
2.8021	1.5508	37.23	T	8
2.8119	1.5509	46.74	T	8
2.8217	1.5510	49.89	T	8
2.8314	1.5510	49.73	T	8
2.8412	1.5511	50.80	T	8
2.8510	1.5511	52.94	T	8
2.8608	1.5512	51.35	T	8
2.8706	1.5513	42.90	T	8
2.8804	1.5513	30.29	T	8
2.8901	1.5514	19.20	T	8
2.8999	1.5514	12.96	T	8
2.9097	1.5515	10.89	T	8
2.9195	1.5516	10.43	T	8
2.9293	1.5516	9.47	T	8
2.9391	1.5517	8.14	T	8
2.9488	1.5517	9.69	T	8
2.9586	1.5518	17.73	T	8
2.9684	1.5518	30.84	T	8
2.9782	1.5519	41.55	T	8
2.9880	1.5520	42.99	T	8
2.9977	1.5520	35.51	T	8
3.0075	1.5521	25.12	T	8
3.0173	1.5521	16.99	T	8
3.0271	1.5522	12.32	T	8
3.0369	1.5523	10.13	T	8
3.0466	1.5523	9.64	T	8
3.0564	1.5524	10.55	T	8
3.0662	1.5524	12.19	T	8
3.0760	1.5525	13.45	T	8
3.0864	1.5522	13.58	T	8
3.0968	1.5519	12.82	T	8
3.1072	1.5516	11.96	T	8
3.1176	1.5513	11.60	T	8
3.1280	1.5510	11.95	T	8
3.1384	1.5507	12.92	T	8
3.1488	1.5503	14.13	T	8
3.1592	1.5500	14.97	T	8
3.1696	1.5497	15.21	T	8
3.1800	1.5494	15.09	T	8
3.1904	1.5491	14.99	T	8
3.2008	1.5488	14.96	T	8
3.2112	1.5485	14.91	T	8
3.2216	1.5482	14.92	T	8
3.2320	1.5479	15.24	T	8
3.2424	1.5476	16.01	T	8
3.2528	1.5473	16.99	T	8
3.2632	1.5470	17.75	T	8
3.2736	1.5467	18.08	T	8
3.2840	1.5463	18.11	T	8
3.2944	1.5461	18.06	T	8
3.3048	1.5457	17.93	T	8
3.3152	1.5454	17.68	T	8
3.3256	1.5451	17.41	T	8
3.3360	1.5448	17.18	T	8
3.3464	1.5445	16.69	T	8
3.3568	1.5442	15.64	T	8
3.3672	1.5439	14.24	T	8
3.3776	1.5436	13.26	T	8
3.3880	1.5433	13.19	T	8
3.3984	1.5430	13.79	T	8
3.4088	1.5427	14.18	T	8
3.4192	1.5424	13.68	T	8
3.4296	1.5421	12.94	T	8
3.4400	1.5418	14.34	T	8
3.4504	1.5414	20.22	T	8
3.4608	1.5411	30.04	T	8
3.4712	1.5408	40.05	T	8
3.4816	1.5405	46.22	T	8
3.4920	1.5402	47.04	T	8
3.5024	1.5399	43.57	T	8
3.5128	1.5396	37.71	T	8
3.5232	1.5393	31.00	T	8
3.5336	1.5390	24.47	T	8
3.5440	1.5387	19.05	T	8
3.5544	1.5384	15.73	T	8
3.5648	1.5381	14.93	T	8
3.5752	1.5378	16.17	T	8
3.5856	1.5374	18.50	T	8
3.5960	1.5371	20.78	T	8
3.6064	1.5368	21.64	T	8
3.6168	1.5365	20.10	T	8
3.6272	1.5362	16.76	T	8
3.6376	1.5359	13.82	T	8
3.6480	1.5356	13.50	T	8
3.6584	1.5353	16.31	T	8
3.6688	1.5350	20.75	T	8
3.6792	1.5347	24.15	T	8
3.6896	1.5344	24.58	T	8
3.7000	1.5341	22.40	T	8
3.7104	1.5338	20.46	T	8
3.7208	1.5334	21.95	T	8
3.7312	1.5332	27.51	T	8
3.7416	1.5328	34.30	T	8
3.7520	1.5325	38.79	T	8
3.7624	1.5322	40.14	T	8
3.7728	1.5319	39.95	T	8
3.7832	1.5316	39.49	T	8
3.7936	1.5313	38.62	T	8
3.8040	1.5310	37.24	T	8
1.6040	0.8440	68.20	F	17
1.6039	0.8495	66.71	F	17
1.6037	0.8550	64.61	F	17
1.6036	0.8605	62.74	F	17
1.6034	0.8660	61.56	F	17
1.6033	0.8715	60.82	F	17
1.6032	0.8770	60.12	F	17
1.6030	0.8825	59.47	F	17
1.6029	0.8880	59.12	F	17
1.6028	0.8935	59.09	F	17
1.6026	0.8990	59.02	F	17
1.6025	0.9045	58.51	F	17
1.6024	0.9100	57.48	F	17
1.6022	0.9155	56.42	F	17
1.6021	0.9210	56.48	F	17
1.6019	0.9265	59.16	F	17
1.6018	0.9320	65.34	F	17
1.6017	0.9375	74.17	F	17
1.6015	0.9430	83.16	F	17
1.6014	0.9485	90.02	F	17
1.6013	0.9540	94.26	F	17
1.6011	0.9595	96.92	F	17
1.6010	0.9650	98.83	F	17
1.6050	0.9750	76.52	F	18
1.6050	0.9787	67.79	F	18
1.6051	0.9824	59.71	F	18
1.6051	0.9861	55.49	F	18
1.6051	0.9898	54.90	F	18
1.6052	0.9934	55.74	F	18
1.6052	0.9971	56.40	F	18
1.6052	1.0008	56.36	F	18
1.6053	1.0045	55.47	F	18
1.6053	1.0082	53.82	F	18
1.6053	1.0119	51.93	F	18
1.6053	1.0156	50.44	F	18
1.6054	1.0193	49.61	F	18
1.6054	1.0229	49.29	F	18
1.6054	1.0266	49.25	F	18
1.6055	1.0303	49.35	F	18
1.6055	1.0340	49.35	F	18
1.6055	1.0377	48.78	F	18
1.6056	1.0414	47.29	F	18
1.6056	1.0451	45.02	F	18
1.6056	1.0488	42.57	F	18
1.6057	1.0524	40.62	F	18
1.6057	1.0561	39.49	F	18
1.6057	1.0598	39.22	F	18
1.6058	1.0635	39.66	F	18
1.6058	1.0672	40.69	F	18
1.6058	1.0709	42.17	F	18
1.6058	1.0746	43.71	F	18
1.6059	1.0783	44.59	F	18
1.6059	1.0819	44.05	F	18
1.6059	1.0856	42.02	F	18
1.6060	1.0893	39.41	F	18
1.6060	1.0930	37.44	F	18
1.6000	1.1110	32.28	F	17
1.5999	1.1164	30.63	F	17
1.5997	1.1218	29.87	F	17
1.5996	1.1272	29.74	F	17
1.5994	1.1327	29.70	F	17
1.5993	1.1381	29.50	F	17
1.5992	1.1435	29.24	F	17
1.5990	1.1489	29.21	F	17
1.5989	1.1543	29.63	F	17
1.5988	1.1597	30.60	F	17
1.5986	1.1651	32.01	F	17
1.5985	1.1706	33.42	F	17
1.5983	1.1760	34.42	F	17
1.5982	1.1814	34.94	F	17
1.5981	1.1868	35.38	F	17
1.5979	1.1922	36.02	F	17
1.5978	1.1976	36.60	F	17
1.5977	1.2030	36.52	F	17
1.5975	1.2084	35.40	F	17
1.5974	1.2139	33.51	F	17
1.5972	1.2193	31.61	F	17
1.5971	1.2247	30.38	F	17
1.5970	1.2301	30.00	F	17
1.5968	1.2355	30.34	F	17
1.5967	1.2409	31.40	F	17
1.5966	1.2463	33.31	F	17
1.5964	1.2518	35.90	F	17
1.5963	1.2572	38.49	F	17
1.5961	1.2626	40.27	F	17
1.5960	1.2680	40.99	F	17
1.6170	0.0100	32.18	F	18
1.6168	0.0189	34.58	F	18
1.6167	0.0279	37.69	F	18
1.6165	0.0368	39.54	F	18
1.6164	0.0458	38.42	F	18
1.6162	0.0547	34.61	F	18
1.6161	0.0637	30.36	F	18
1.6159	0.0726	27.80	F	18
1.6158	0.0816	27.26	F	18
1.6156	0.0905	27.83	F	18
1.6155	0.0995	28.59	F	18
1.6153	0.1084	29.11	F	18
1.6152	0.1174	29.31	F	18
1.6150	0.1263	29.52	F	18
1.6149	0.1353	30.30	F	18
1.6147	0.1442	31.92	F	18
1.6146	0.1532	34.04	F	18
1.6144	0.1621	36.07	F	18
1.6143	0.1711	37.52	F	18
1.6141	0.1800	38.10	F	18
1.6139	0.1890	37.92	F	18
1.6138	0.1979	37.95	F	18
1.6136	0.2069	39.70	F	18
1.6135	0.2158	43.96	F	18
1.6133	0.2248	49.61	F	18
1.6132	0.2337	54.44	F	18
1.6130	0.2427	57.02	F	18
1.6129	0.2516	57.72	F	18
1.6127	0.2606	57.73	F	18
1.6126	0.2695	57.63	F	18
1.6124	0.2785	57.12	F	18
1.6123	0.2874	56.02	F	18
1.6121	0.2964	54.80	F	18
1.6120	0.3053	54.03	F	18
1.6118	0.3143	53.51	F	18
1.6117	0.3232	52.65	F	18
1.6115	0.3322	51.34	F	18
1.6113	0.3411	50.38	F	18
1.6112	0.3501	50.62	F	18
1.6111	0.3590	52.00	F	18
1.6109	0.3680	53.47	F	18
1.6107	0.3769	53.81	F	18
1.6106	0.3859	52.75	F	18
1.6104	0.3948	51.13	F	18
1.6103	0.4038	50.13	F	18
1.6101	0.4127	50.33	F	18
1.6100	0.4217	51.40	F	18
1.6098	0.4306	52.79	F	18
1.6097	0.4395	54.38	F	18
1.6095	0.4485	56.25	F	18
1.6094	0.4575	58.24	F	18
1.6092	0.4664	60.59	F	18
1.6091	0.4754	64.43	F	18
1.6089	0.4843	70.32	F	18
1.6088	0.4933	76.48	F	18
1.6086	0.5022	79.98	F	18
1.6084	0.5111	79.91	F	18
1.6083	0.5201	78.10	F	18
1.6082	0.5290	76.67	F	18
1.6080	0.5380	76.22	F	18
1.6070	0.6090	54.63	F	18
1.6069	0.6187	55.95	F	18
1.6067	0.6283	60.30	F	18
1.6066	0.6380	67.22	F	18
1.6065	0.6476	73.31	F	18
1.6063	0.6573	75.21	F	18
1.6062	0.6669	73.14	F	18
1.6061	0.6766	70.26	F	18
1.6059	0.6862	68.98	F	18
1.6058	0.6959	69.64	F	18
1.6057	0.7055	72.03	F	18
1.6056	0.7152	76.14	F	18
1.6054	0.7248	81.31	F	18
1.6053	0.7345	86.18	F	18
1.6052	0.7441	89.80	F	18
1.6050	0.7538	92.30	F	18
1.6049	0.7634	94.77	F	18
1.6048	0.7731	99.12	F	18
1.6047	0.7827	106.45	F	18
1.6045	0.7924	114.21	F	18
1.6044	0.8020	116.18	F	17
1.6043	0.8117	107.92	F	17
1.6041	0.8213	92.47	F	17
1.6040	0.8310	78.54	F	17
1.7120	0.9160	134.84	F	19
1.7117	0.9210	134.94	F	19
1.7114	0.9260	132.33	F	19
1.7111	0.9311	125.66	F	19
1.7108	0.9361	115.25	F	19
1.7104	0.9411	102.44	F	19
1.7101	0.9461	88.91	F	19
