"plot"	"row"	"col"	"year"	"yield"
96	26	30	"Y3"	6.2
97	25	30	"Y3"	4.1
98	24	30	"Y3"	3.9
99	23	30	"Y3"	8.2
100	22	30	"Y3"	1.6
101	21	30	"Y3"	4.3
102	20	30	"Y3"	4.6
103	19	30	"Y3"	0.3
104	18	30	"Y3"	2.2
105	17	30	"Y3"	5.7
106	16	30	"Y3"	1.8
107	15	30	"Y3"	4.1
108	14	30	"Y3"	2.8
109	13	30	"Y3"	4
110	12	30	"Y3"	2.7
111	11	30	"Y3"	0.7
112	10	30	"Y3"	2.2
113	9	30	"Y3"	3.6
114	8	30	"Y3"	5.4
115	7	30	"Y3"	4.5
116	6	30	"Y3"	5
117	5	30	"Y3"	7.6
118	4	30	"Y3"	2.1
119	3	30	"Y3"	3
120	3	29	"Y3"	2.3
121	4	29	"Y3"	3
122	5	29	"Y3"	4.2
123	6	29	"Y3"	2.1
124	7	29	"Y3"	3.3
125	8	29	"Y3"	2.4
126	9	29	"Y3"	2
127	10	29	"Y3"	2.8
128	11	29	"Y3"	10.3
129	12	29	"Y3"	2.5
130	13	29	"Y3"	2.8
131	14	29	"Y3"	4.3
132	15	29	"Y3"	2.2
133	16	29	"Y3"	4.8
134	17	29	"Y3"	5.3
135	18	29	"Y3"	6.2
136	19	29	"Y3"	4.1
137	20	29	"Y3"	6.8
138	21	29	"Y3"	4.6
139	22	29	"Y3"	7.8
140	23	29	"Y3"	3.6
141	24	29	"Y3"	6.8
142	25	29	"Y3"	7
143	26	29	"Y3"	3.6
144	27	29	"Y3"	5.7
145	28	29	"Y3"	4
146	29	29	"Y3"	4.9
147	30	29	"Y3"	1.5
148	31	29	"Y3"	2.4
149	32	29	"Y3"	3
150	33	29	"Y3"	3.1
151	34	28	"Y3"	1.1
152	33	28	"Y3"	2.2
153	32	28	"Y3"	1.3
154	31	28	"Y3"	0.4
155	30	28	"Y3"	6.8
156	29	28	"Y3"	3.2
157	28	28	"Y3"	0.5
158	27	28	"Y3"	1.8
159	26	28	"Y3"	6
160	25	28	"Y3"	1
161	24	28	"Y3"	3.1
162	23	28	"Y3"	6.6
163	22	28	"Y3"	0.8
164	21	28	"Y3"	1.8
165	20	28	"Y3"	3.6
166	19	28	"Y3"	1.5
167	18	28	"Y3"	3.3
168	17	28	"Y3"	1
169	16	28	"Y3"	3.7
170	15	28	"Y3"	3.6
171	14	28	"Y3"	2.7
172	13	28	"Y3"	2.2
173	12	28	"Y3"	2.1
174	11	28	"Y3"	1.8
175	10	28	"Y3"	0.8
176	9	28	"Y3"	1.4
177	8	28	"Y3"	1.9
178	7	28	"Y3"	3.9
179	6	28	"Y3"	5.1
180	5	28	"Y3"	0.6
181	4	28	"Y3"	11.6
182	5	27	"Y3"	7.3
183	6	27	"Y3"	9.9
184	7	27	"Y3"	0.1
185	8	27	"Y3"	13.8
186	9	27	"Y3"	1.4
187	10	27	"Y3"	0.5
188	11	27	"Y3"	1.7
189	12	27	"Y3"	1.9
190	13	27	"Y3"	1.8
191	14	27	"Y3"	1.5
192	15	27	"Y3"	2.2
193	16	27	"Y3"	5.3
194	17	27	"Y3"	4.5
195	18	27	"Y3"	1.3
196	19	27	"Y3"	1.3
197	20	27	"Y3"	3.8
198	21	27	"Y3"	0.6
199	22	27	"Y3"	3.8
200	23	27	"Y3"	3.7
201	24	27	"Y3"	5
202	25	27	"Y3"	2.7
203	26	27	"Y3"	1.3
204	27	27	"Y3"	7
205	28	27	"Y3"	2.6
206	29	27	"Y3"	1.7
207	30	27	"Y3"	1.8
208	31	27	"Y3"	1.2
209	32	27	"Y3"	3
210	33	27	"Y3"	3.9
211	34	27	"Y3"	1.6
212	35	26	"Y3"	4.5
213	34	26	"Y3"	4.2
214	33	26	"Y3"	6.8
215	32	26	"Y3"	1.2
216	31	26	"Y3"	1.5
217	30	26	"Y3"	4.2
218	29	26	"Y3"	3.2
219	28	26	"Y3"	14.9
220	27	26	"Y3"	2
221	26	26	"Y3"	5.2
222	25	26	"Y3"	3.6
223	24	26	"Y3"	20.6
224	23	26	"Y3"	1.6
225	22	26	"Y3"	0.5
226	21	26	"Y3"	0.5
227	20	26	"Y3"	2.9
228	19	26	"Y3"	7.1
229	18	26	"Y3"	7
230	17	26	"Y3"	4.1
231	16	26	"Y3"	0.8
232	15	26	"Y3"	3.4
233	14	26	"Y3"	2.8
234	13	26	"Y3"	0.9
235	12	26	"Y3"	1.7
236	11	26	"Y3"	3.1
237	10	26	"Y3"	6.1
238	9	26	"Y3"	4.1
239	8	26	"Y3"	2.6
240	7	26	"Y3"	4.9
241	6	26	"Y3"	1.2
242	5	26	"Y3"	5
243	6	25	"Y3"	7.5
244	7	25	"Y3"	2.2
245	8	25	"Y3"	4.9
246	9	25	"Y3"	5.5
247	10	25	"Y3"	6.2
248	11	25	"Y3"	4.5
249	12	25	"Y3"	2.1
250	13	25	"Y3"	6.4
251	14	25	"Y3"	5.1
252	15	25	"Y3"	3.7
253	16	25	"Y3"	4.1
254	17	25	"Y3"	1.1
255	18	25	"Y3"	5.3
256	19	25	"Y3"	6
257	20	25	"Y3"	3.8
258	21	25	"Y3"	2.7
259	22	25	"Y3"	1
260	23	25	"Y3"	1.4
261	24	25	"Y3"	5.4
262	25	25	"Y3"	7.4
263	26	25	"Y3"	4.8
264	27	25	"Y3"	3.3
265	28	25	"Y3"	15.4
266	29	25	"Y3"	13.6
267	30	25	"Y3"	18.8
268	31	25	"Y3"	14.2
269	32	25	"Y3"	10.3
270	33	25	"Y3"	9.9
271	34	25	"Y3"	7.4
272	35	25	"Y3"	6.9
273	36	24	"Y3"	7.8
274	35	24	"Y3"	14.5
275	34	24	"Y3"	7.1
276	33	24	"Y3"	3.5
277	32	24	"Y3"	2
278	31	24	"Y3"	2
279	30	24	"Y3"	3.6
280	29	24	"Y3"	5.8
281	28	24	"Y3"	3.5
282	27	24	"Y3"	1.2
283	26	24	"Y3"	2.4
284	25	24	"Y3"	3.3
285	24	24	"Y3"	3.1
286	23	24	"Y3"	2.8
287	22	24	"Y3"	6
288	21	24	"Y3"	1.4
289	20	24	"Y3"	5.5
290	19	24	"Y3"	1.8
291	18	24	"Y3"	0.6
292	17	24	"Y3"	4.5
293	16	24	"Y3"	3.3
294	15	24	"Y3"	2.4
295	14	24	"Y3"	5.3
296	13	24	"Y3"	0.6
297	12	24	"Y3"	4.1
298	11	24	"Y3"	1.9
299	10	24	"Y3"	0.5
300	9	24	"Y3"	0.7
301	8	24	"Y3"	2.3
302	7	24	"Y3"	4.2
303	7	23	"Y3"	2.8
304	8	23	"Y3"	1.2
305	9	23	"Y3"	1
306	10	23	"Y3"	1.2
307	11	23	"Y3"	3.6
308	12	23	"Y3"	2.3
309	13	23	"Y3"	1.2
310	15	23	"Y3"	0.8
311	16	23	"Y3"	1.2
312	17	23	"Y3"	1.5
313	18	23	"Y3"	1.6
314	19	23	"Y3"	1.4
315	20	23	"Y3"	1.5
316	21	23	"Y3"	12.1
317	22	23	"Y3"	5.3
318	23	23	"Y3"	6.4
319	24	23	"Y3"	7.9
320	25	23	"Y3"	5.7
321	26	23	"Y3"	7.6
322	27	23	"Y3"	9.5
323	28	23	"Y3"	5.4
324	29	23	"Y3"	15
325	30	23	"Y3"	7.3
326	31	23	"Y3"	3.2
327	32	23	"Y3"	4.8
328	33	23	"Y3"	8.9
329	34	23	"Y3"	8.5
330	35	23	"Y3"	7.6
331	36	23	"Y3"	9.3
332	36	22	"Y3"	1.1
333	35	22	"Y3"	5.8
334	34	22	"Y3"	8.1
335	33	22	"Y3"	2.4
336	32	22	"Y3"	1.4
337	31	22	"Y3"	1.2
338	30	22	"Y3"	0.7
339	29	22	"Y3"	2
340	28	22	"Y3"	0.2
341	27	22	"Y3"	0.2
342	26	22	"Y3"	2.8
343	25	22	"Y3"	0.3
344	24	22	"Y3"	0.6
345	23	22	"Y3"	1.9
346	22	22	"Y3"	0.4
347	21	22	"Y3"	0.7
348	20	22	"Y3"	1.6
349	19	22	"Y3"	2.2
350	18	22	"Y3"	2.5
351	17	22	"Y3"	3.7
352	16	22	"Y3"	1.2
353	15	22	"Y3"	2.3
354	14	22	"Y3"	0.5
355	13	22	"Y3"	3.7
356	12	22	"Y3"	1.4
357	11	22	"Y3"	1.8
358	10	22	"Y3"	7.4
359	9	22	"Y3"	1.8
360	8	22	"Y3"	1.4
361	9	21	"Y3"	4.7
362	10	21	"Y3"	12.2
363	11	21	"Y3"	0.7
364	12	21	"Y3"	4.9
365	13	21	"Y3"	3.6
366	14	21	"Y3"	7.1
367	15	21	"Y3"	10.4
368	16	21	"Y3"	5.5
369	17	21	"Y3"	6.7
370	18	21	"Y3"	2.7
371	19	21	"Y3"	0.8
372	20	21	"Y3"	6
373	21	21	"Y3"	6.6
374	22	21	"Y3"	9.7
375	23	21	"Y3"	6.1
376	24	21	"Y3"	4.2
377	25	21	"Y3"	4.9
378	26	21	"Y3"	4.6
379	27	21	"Y3"	7.4
380	28	21	"Y3"	1.8
381	29	21	"Y3"	1.8
382	30	21	"Y3"	4.2
383	31	21	"Y3"	5.2
384	32	21	"Y3"	4.9
385	33	21	"Y3"	3.4
386	34	21	"Y3"	1
387	35	21	"Y3"	3.8
388	36	21	"Y3"	1.2
389	36	20	"Y3"	2.9
390	35	20	"Y3"	2.5
391	34	20	"Y3"	3.8
392	33	20	"Y3"	0.4
393	32	20	"Y3"	1
394	31	20	"Y3"	2.7
395	30	20	"Y3"	3.2
396	29	20	"Y3"	8.9
397	28	20	"Y3"	1.1
398	27	20	"Y3"	1.3
399	26	20	"Y3"	1.8
400	25	20	"Y3"	2.4
401	24	20	"Y3"	3.7
402	23	20	"Y3"	1.6
403	22	20	"Y3"	1.9
404	21	20	"Y3"	8.2
405	20	20	"Y3"	2.6
406	19	20	"Y3"	7.2
407	18	20	"Y3"	5.9
408	17	20	"Y3"	4.7
409	16	20	"Y3"	6.1
410	15	20	"Y3"	8.5
411	14	20	"Y3"	2.1
412	13	20	"Y3"	10.2
413	12	20	"Y3"	4.1
414	11	20	"Y3"	12.8
415	10	20	"Y3"	8.4
416	9	20	"Y3"	1.9
417	11	19	"Y3"	4.1
418	12	19	"Y3"	4
419	13	19	"Y3"	7.5
420	14	19	"Y3"	4.7
421	15	19	"Y3"	4.6
422	16	19	"Y3"	2
423	17	19	"Y3"	3.1
424	18	19	"Y3"	4
425	19	19	"Y3"	5
426	20	19	"Y3"	6.8
427	21	19	"Y3"	5.1
428	22	19	"Y3"	11.3
429	23	19	"Y3"	11.7
430	24	19	"Y3"	6.6
431	25	19	"Y3"	7.6
432	26	19	"Y3"	6.1
433	27	19	"Y3"	3.4
434	28	19	"Y3"	2.9
435	29	19	"Y3"	4.7
436	30	19	"Y3"	2
437	31	19	"Y3"	2.6
438	32	19	"Y3"	6.6
439	33	19	"Y3"	10.9
440	34	19	"Y3"	7.4
441	35	19	"Y3"	4.7
442	36	19	"Y3"	3.7
443	37	18	"Y3"	7.3
444	36	18	"Y3"	5
445	35	18	"Y3"	4.5
446	34	18	"Y3"	3
447	33	18	"Y3"	2.3
448	32	18	"Y3"	7.1
449	31	18	"Y3"	2.9
450	30	18	"Y3"	1.4
451	29	18	"Y3"	5.2
452	28	18	"Y3"	4.4
453	27	18	"Y3"	5.7
454	26	18	"Y3"	8.1
455	25	18	"Y3"	6.2
456	24	18	"Y3"	5.2
457	23	18	"Y3"	1.1
458	22	18	"Y3"	1.7
459	21	18	"Y3"	8.3
460	20	18	"Y3"	3.5
461	19	18	"Y3"	4.4
462	18	18	"Y3"	6.3
463	17	18	"Y3"	2.4
464	16	18	"Y3"	4.6
465	15	18	"Y3"	2.3
466	14	18	"Y3"	9.3
467	13	18	"Y3"	1.1
468	12	18	"Y3"	5.4
469	11	18	"Y3"	2.6
470	12	17	"Y3"	3.6
471	13	17	"Y3"	2.4
472	14	17	"Y3"	2.2
473	15	17	"Y3"	9.3
474	16	17	"Y3"	6.2
475	17	17	"Y3"	4.3
476	18	17	"Y3"	3.9
477	19	17	"Y3"	7.5
478	20	17	"Y3"	6.7
479	21	17	"Y3"	4.6
480	22	17	"Y3"	10.5
481	23	17	"Y3"	7.8
482	24	17	"Y3"	4.2
483	25	17	"Y3"	3.4
484	26	17	"Y3"	4.4
485	27	17	"Y3"	7.2
486	28	17	"Y3"	5
487	29	17	"Y3"	5.8
488	30	17	"Y3"	3.9
489	31	17	"Y3"	11.9
490	32	17	"Y3"	15.7
491	33	17	"Y3"	3.5
492	34	17	"Y3"	3.4
493	35	17	"Y3"	10.9
494	36	17	"Y3"	11.9
495	37	17	"Y3"	8.3
496	37	16	"Y3"	8.2
497	36	16	"Y3"	3.2
498	35	16	"Y3"	0.7
499	34	16	"Y3"	3.3
500	33	16	"Y3"	9.4
501	32	16	"Y3"	8.8
502	31	16	"Y3"	8.8
503	30	16	"Y3"	8.9
504	29	16	"Y3"	6.6
505	27	16	"Y3"	1.4
506	26	16	"Y3"	3.1
507	25	16	"Y3"	3.6
508	24	16	"Y3"	2.7
509	23	16	"Y3"	4.1
510	22	16	"Y3"	0
511	21	16	"Y3"	10.6
512	20	16	"Y3"	2.4
513	19	16	"Y3"	4.9
514	18	16	"Y3"	1.7
515	17	16	"Y3"	7.5
516	16	16	"Y3"	2.8
517	15	16	"Y3"	2.9
518	14	16	"Y3"	3.1
519	13	16	"Y3"	5.6
520	12	16	"Y3"	3.1
521	13	15	"Y3"	1.8
522	14	15	"Y3"	3.5
523	15	15	"Y3"	3.4
524	16	15	"Y3"	1.9
525	17	15	"Y3"	1.7
526	18	15	"Y3"	3.7
527	19	15	"Y3"	9.4
528	20	15	"Y3"	7.4
529	21	15	"Y3"	12.4
530	22	15	"Y3"	9.4
531	23	15	"Y3"	13.3
532	24	15	"Y3"	7.5
533	25	15	"Y3"	7.9
534	26	15	"Y3"	8
535	27	15	"Y3"	6
536	29	15	"Y3"	4.6
537	30	15	"Y3"	10.3
538	31	15	"Y3"	8.1
539	32	15	"Y3"	0.7
540	33	15	"Y3"	5.1
541	34	15	"Y3"	10.9
542	35	15	"Y3"	10.1
543	36	15	"Y3"	10.9
544	37	15	"Y3"	11.5
545	37	14	"Y3"	9.5
546	36	14	"Y3"	4.3
547	35	14	"Y3"	4.9
548	34	14	"Y3"	7.7
549	33	14	"Y3"	5.5
550	32	14	"Y3"	6.5
551	31	14	"Y3"	6.2
552	30	14	"Y3"	3.9
553	29	14	"Y3"	3.7
554	28	14	"Y3"	10.5
555	27	14	"Y3"	2.2
556	26	14	"Y3"	4.3
557	25	14	"Y3"	1.3
558	24	14	"Y3"	7.2
559	23	14	"Y3"	16.6
560	22	14	"Y3"	4.7
561	21	14	"Y3"	5.9
562	20	14	"Y3"	9
563	19	14	"Y3"	7.9
564	18	14	"Y3"	8.5
565	17	14	"Y3"	12.3
566	16	14	"Y3"	5.1
567	15	14	"Y3"	1.5
568	14	14	"Y3"	9.3
569	14	13	"Y3"	6.6
570	15	13	"Y3"	4.9
571	16	13	"Y3"	1.8
572	17	13	"Y3"	4.7
573	18	13	"Y3"	14.7
574	19	13	"Y3"	10.8
575	20	13	"Y3"	9.2
576	21	13	"Y3"	7
577	22	13	"Y3"	13.8
578	23	13	"Y3"	12.8
579	24	13	"Y3"	8.3
580	25	13	"Y3"	4.9
581	26	13	"Y3"	8.8
582	27	13	"Y3"	3.2
583	28	13	"Y3"	7.9
584	29	13	"Y3"	8.1
585	30	13	"Y3"	6.9
586	31	13	"Y3"	4.3
587	32	13	"Y3"	0.8
588	33	13	"Y3"	3.9
589	34	13	"Y3"	2.8
590	35	13	"Y3"	17.2
591	36	13	"Y3"	8.7
592	37	13	"Y3"	9.1
593	38	12	"Y3"	3.6
594	37	12	"Y3"	1.5
595	36	12	"Y3"	4.5
596	34	12	"Y3"	8.7
597	33	12	"Y3"	1.1
598	32	12	"Y3"	4.9
599	31	12	"Y3"	2.2
600	30	12	"Y3"	6.4
601	29	12	"Y3"	5.6
602	28	12	"Y3"	6.1
603	27	12	"Y3"	5.3
604	26	12	"Y3"	2.5
605	25	12	"Y3"	3.7
606	24	12	"Y3"	2.5
607	23	12	"Y3"	5.2
608	22	12	"Y3"	4
609	21	12	"Y3"	3.1
610	20	12	"Y3"	2.5
611	19	12	"Y3"	7.6
612	18	12	"Y3"	10.4
613	17	12	"Y3"	6.4
614	16	12	"Y3"	2.7
615	16	11	"Y3"	8.4
616	17	11	"Y3"	6.8
617	18	11	"Y3"	2.5
618	19	11	"Y3"	11.4
619	20	11	"Y3"	10.7
620	21	11	"Y3"	6.4
621	22	11	"Y3"	7.3
622	23	11	"Y3"	8.2
623	24	11	"Y3"	6.5
624	25	11	"Y3"	2.6
625	26	11	"Y3"	5.7
626	27	11	"Y3"	4.5
627	28	11	"Y3"	7.3
628	29	11	"Y3"	2.9
629	30	11	"Y3"	10.9
630	31	11	"Y3"	2.7
631	32	11	"Y3"	4.1
632	33	11	"Y3"	1.6
633	34	11	"Y3"	4.7
634	35	11	"Y3"	1.7
635	36	11	"Y3"	1.6
636	37	11	"Y3"	4.4
637	38	11	"Y3"	3.3
638	39	10	"Y3"	4.7
639	38	10	"Y3"	2.8
640	37	10	"Y3"	4.7
641	36	10	"Y3"	6.5
642	35	10	"Y3"	12
643	34	10	"Y3"	1.9
644	33	10	"Y3"	4
645	32	10	"Y3"	2.6
646	31	10	"Y3"	2.5
647	30	10	"Y3"	4
648	29	10	"Y3"	3
649	28	10	"Y3"	5.1
650	27	10	"Y3"	7.4
651	26	10	"Y3"	7.3
652	25	10	"Y3"	5.7
653	24	10	"Y3"	5.4
654	23	10	"Y3"	10.5
655	22	10	"Y3"	3
656	21	10	"Y3"	1.8
657	20	10	"Y3"	2.5
658	19	10	"Y3"	1.4
659	18	10	"Y3"	3.4
660	17	10	"Y3"	1.7
661	16	10	"Y3"	1
662	17	9	"Y3"	3.7
663	18	9	"Y3"	2.1
664	19	9	"Y3"	5.1
665	20	9	"Y3"	2.4
666	21	9	"Y3"	2.4
667	22	9	"Y3"	1.3
668	23	9	"Y3"	2.6
669	24	9	"Y3"	2.4
670	25	9	"Y3"	2
671	26	9	"Y3"	6.3
672	27	9	"Y3"	1.5
673	28	9	"Y3"	3.1
674	29	9	"Y3"	2.8
675	30	9	"Y3"	4.4
676	31	9	"Y3"	11.1
677	32	9	"Y3"	1.8
678	33	9	"Y3"	3.5
679	34	9	"Y3"	6
680	35	9	"Y3"	3.5
681	36	9	"Y3"	14.7
682	37	9	"Y3"	9.7
683	38	9	"Y3"	9.8
684	39	9	"Y3"	5.2
685	39	8	"Y3"	3.2
686	38	8	"Y3"	4.8
687	37	8	"Y3"	3.6
688	36	8	"Y3"	4
689	35	8	"Y3"	3.4
690	34	8	"Y3"	6.6
691	33	8	"Y3"	4.7
692	32	8	"Y3"	2
693	31	8	"Y3"	1.7
694	30	8	"Y3"	2.5
695	29	8	"Y3"	4
696	28	8	"Y3"	1.9
697	27	8	"Y3"	2
698	26	8	"Y3"	2.1
699	25	8	"Y3"	4.2
700	24	8	"Y3"	8.8
701	23	8	"Y3"	4.6
702	22	8	"Y3"	3.4
703	21	8	"Y3"	3.7
704	20	8	"Y3"	1.8
705	19	8	"Y3"	1.1
706	18	8	"Y3"	2.6
707	18	7	"Y3"	7.9
708	19	7	"Y3"	6.8
709	20	7	"Y3"	7.5
710	21	7	"Y3"	6.6
711	22	7	"Y3"	3.5
712	23	7	"Y3"	4.5
713	24	7	"Y3"	3.6
714	25	7	"Y3"	4.6
715	26	7	"Y3"	2.5
716	27	7	"Y3"	2.9
717	28	7	"Y3"	1.7
718	29	7	"Y3"	1.4
719	30	7	"Y3"	1
720	31	7	"Y3"	2.2
721	32	7	"Y3"	0.6
722	33	7	"Y3"	1.8
723	34	7	"Y3"	1.7
724	35	7	"Y3"	2.2
725	36	7	"Y3"	3.1
726	37	7	"Y3"	2.2
727	38	7	"Y3"	2.6
728	39	7	"Y3"	NA
729	39	6	"Y3"	5.3
730	38	6	"Y3"	NA
731	37	6	"Y3"	0.8
732	36	6	"Y3"	6.8
733	35	6	"Y3"	2.9
734	34	6	"Y3"	4.4
735	33	6	"Y3"	3.9
736	32	6	"Y3"	3.5
737	31	6	"Y3"	NA
738	30	6	"Y3"	3.6
739	29	6	"Y3"	4
740	28	6	"Y3"	3.8
741	27	6	"Y3"	4.1
742	26	6	"Y3"	NA
743	25	6	"Y3"	3.2
744	24	6	"Y3"	NA
745	23	6	"Y3"	3
746	22	6	"Y3"	0.8
747	21	6	"Y3"	3
748	20	6	"Y3"	2.3
749	19	6	"Y3"	2.8
750	20	5	"Y3"	3
751	21	5	"Y3"	NA
752	22	5	"Y3"	NA
753	23	5	"Y3"	NA
754	24	5	"Y3"	NA
755	25	5	"Y3"	1.3
756	26	5	"Y3"	1.1
757	27	5	"Y3"	1.5
758	28	5	"Y3"	NA
759	29	5	"Y3"	6.3
760	30	5	"Y3"	7
761	31	5	"Y3"	5.7
762	32	5	"Y3"	6.1
763	33	5	"Y3"	1.8
764	34	5	"Y3"	NA
765	35	5	"Y3"	0.9
766	36	5	"Y3"	5.2
767	37	5	"Y3"	9.5
768	38	5	"Y3"	4.1
769	39	5	"Y3"	NA
770	40	4	"Y3"	1.4
771	39	4	"Y3"	9.8
772	38	4	"Y3"	3.8
773	37	4	"Y3"	5.5
774	36	4	"Y3"	4.4
775	35	4	"Y3"	4
776	34	4	"Y3"	1.8
777	33	4	"Y3"	0.2
778	32	4	"Y3"	NA
779	31	4	"Y3"	2.5
780	30	4	"Y3"	5.4
781	29	4	"Y3"	NA
782	28	4	"Y3"	9.1
783	27	4	"Y3"	5.1
784	26	4	"Y3"	4.4
785	25	4	"Y3"	5.4
786	24	4	"Y3"	7.6
787	23	4	"Y3"	6.5
788	22	4	"Y3"	6.2
789	21	4	"Y3"	3.6
790	20	4	"Y3"	4.5
791	21	3	"Y3"	2.8
792	22	3	"Y3"	9.3
793	23	3	"Y3"	7.6
794	24	3	"Y3"	7.5
795	25	3	"Y3"	5.3
796	26	3	"Y3"	5.3
797	27	3	"Y3"	4.1
798	28	3	"Y3"	NA
799	29	3	"Y3"	2.7
800	30	3	"Y3"	5.6
801	31	3	"Y3"	NA
802	32	3	"Y3"	5
803	33	3	"Y3"	7.6
804	34	3	"Y3"	NA
805	35	3	"Y3"	NA
806	36	3	"Y3"	2.1
807	37	3	"Y3"	0.9
808	38	3	"Y3"	NA
809	39	3	"Y3"	0.1
810	40	3	"Y3"	7.9
811	41	2	"Y3"	5.9
812	40	2	"Y3"	2.9
813	39	2	"Y3"	NA
814	38	2	"Y3"	4.5
815	37	2	"Y3"	3.6
816	36	2	"Y3"	NA
817	35	2	"Y3"	4.4
818	34	2	"Y3"	4.7
819	33	2	"Y3"	2.7
820	32	2	"Y3"	2.4
821	31	2	"Y3"	2.8
822	30	2	"Y3"	NA
823	29	2	"Y3"	NA
824	28	2	"Y3"	1.5
825	27	2	"Y3"	NA
826	26	2	"Y3"	NA
827	25	2	"Y3"	4
828	24	2	"Y3"	0.5
829	23	2	"Y3"	1.7
830	22	2	"Y3"	1.8
831	35	1	"Y3"	2.6
832	36	1	"Y3"	1.8
833	37	1	"Y3"	4.3
834	38	1	"Y3"	2.9
835	39	1	"Y3"	3.9
836	40	1	"Y3"	1
837	41	1	"Y3"	0.9
838	42	1	"Y3"	4.6
1	3	33	"Y4"	9.2
2	4	33	"Y4"	7.8
3	5	33	"Y4"	10.1
4	6	33	"Y4"	7.7
5	7	33	"Y4"	7.5
6	8	33	"Y4"	9.3
7	9	33	"Y4"	5
8	10	33	"Y4"	8.6
9	11	33	"Y4"	5
10	12	33	"Y4"	6.8
11	13	33	"Y4"	8.3
12	14	33	"Y4"	14.9
3	15	33	"Y4"	7.7
15	16	33	"Y4"	6.6
15	17	33	"Y4"	9.9
16	18	33	"Y4"	4.4
17	21	33	"Y4"	6.5
18	22	33	"Y4"	8.9
19	23	33	"Y4"	12
20	24	33	"Y4"	9.1
21	25	33	"Y4"	7.8
22	26	33	"Y4"	2.5
25	27	33	"Y4"	8.2
25	28	33	"Y4"	7.1
25	29	33	"Y4"	9
26	30	33	"Y4"	7
27	31	33	"Y4"	4.9
28	31	32	"Y4"	5.2
29	30	32	"Y4"	7.3
30	29	32	"Y4"	6
31	28	32	"Y4"	10.8
32	27	32	"Y4"	7
33	26	32	"Y4"	3.4
34	25	32	"Y4"	6.6
35	24	32	"Y4"	9.8
36	23	32	"Y4"	9.3
37	22	32	"Y4"	5.8
38	21	32	"Y4"	3.6
39	20	32	"Y4"	4.2
40	19	32	"Y4"	4.9
41	18	32	"Y4"	8.9
42	17	32	"Y4"	0.5
43	16	32	"Y4"	10.9
44	15	32	"Y4"	9.2
45	14	32	"Y4"	2.5
46	13	32	"Y4"	6.5
47	12	32	"Y4"	8.8
48	11	32	"Y4"	1.3
49	10	32	"Y4"	6.9
50	9	32	"Y4"	5.7
51	8	32	"Y4"	9.4
52	7	32	"Y4"	5.3
53	6	32	"Y4"	3.9
54	5	32	"Y4"	2.2
55	4	32	"Y4"	6
56	3	32	"Y4"	4.6
57	2	32	"Y4"	3.9
58	1	32	"Y4"	0.8
59	2	31	"Y4"	2.1
60	3	31	"Y4"	3.8
61	4	31	"Y4"	5.3
62	5	31	"Y4"	8.2
63	6	31	"Y4"	7.5
64	7	31	"Y4"	6.7
65	8	31	"Y4"	0.3
66	9	31	"Y4"	5.5
67	10	31	"Y4"	0.5
68	11	31	"Y4"	6.9
69	12	31	"Y4"	3.4
70	13	31	"Y4"	5.3
71	14	31	"Y4"	5.2
72	15	31	"Y4"	2
73	16	31	"Y4"	3.9
74	17	31	"Y4"	0.8
75	18	31	"Y4"	5.6
76	19	31	"Y4"	5.2
77	20	31	"Y4"	3.5
78	21	31	"Y4"	4.4
79	22	31	"Y4"	1.9
80	23	31	"Y4"	7
81	24	31	"Y4"	7.1
82	25	31	"Y4"	4.9
83	26	31	"Y4"	2
84	27	31	"Y4"	7.6
85	28	31	"Y4"	1.7
86	29	31	"Y4"	6.2
87	30	31	"Y4"	3.2
88	31	31	"Y4"	10.2
89	32	31	"Y4"	5.5
90	32	30	"Y4"	10.8
91	31	30	"Y4"	7.6
92	30	30	"Y4"	3.3
93	29	30	"Y4"	13.4
94	28	30	"Y4"	6.3
95	27	30	"Y4"	9.3
96	26	30	"Y4"	1
97	25	30	"Y4"	4.5
98	24	30	"Y4"	5.2
99	23	30	"Y4"	6.4
100	22	30	"Y4"	1.1
101	21	30	"Y4"	3.6
102	20	30	"Y4"	4.1
103	19	30	"Y4"	1.9
104	18	30	"Y4"	6.8
105	17	30	"Y4"	4.4
106	16	30	"Y4"	1.6
107	15	30	"Y4"	2.5
108	14	30	"Y4"	3.2
109	13	30	"Y4"	4.9
110	12	30	"Y4"	2.4
111	11	30	"Y4"	2.9
112	10	30	"Y4"	1.2
113	9	30	"Y4"	2
114	8	30	"Y4"	6.2
115	7	30	"Y4"	5.8
116	6	30	"Y4"	4.8
117	5	30	"Y4"	4.6
118	4	30	"Y4"	6.2
119	3	30	"Y4"	4.3
120	3	29	"Y4"	1.1
121	4	29	"Y4"	3
122	5	29	"Y4"	5.1
123	6	29	"Y4"	2
124	7	29	"Y4"	3.6
125	8	29	"Y4"	1
126	9	29	"Y4"	3
127	10	29	"Y4"	6.2
128	11	29	"Y4"	3.9
129	12	29	"Y4"	2.4
130	13	29	"Y4"	1.5
131	14	29	"Y4"	4
132	15	29	"Y4"	3.6
133	16	29	"Y4"	4.8
134	17	29	"Y4"	2.7
135	18	29	"Y4"	3.2
136	19	29	"Y4"	3.1
137	20	29	"Y4"	3.3
138	21	29	"Y4"	2.5
139	22	29	"Y4"	5.8
140	23	29	"Y4"	6.9
141	24	29	"Y4"	10.4
142	25	29	"Y4"	6.9
