"year"	"gen"	"col"	"row"	"rep"	"date"	"y"
1995	"602.5"	2	25	5	1995-12-08	7
1995	"282.9"	3	1	1	1995-12-08	6
1995	"645.4"	3	2	1	1995-12-08	6
1995	"2371.3"	3	3	1	1995-12-08	8
1995	"KAIMAI"	3	4	1	1995-12-08	6
1995	"2495.1"	3	5	1	1995-12-08	4
1995	"672.6"	3	6	2	1995-12-08	8
1995	"2690.8"	3	7	2	1995-12-08	6
1995	"MOONLIGHT"	3	8	2	1995-12-08	9
1995	"2578.7"	3	9	2	1995-12-08	6
1995	"KIWITEA"	3	10	2	1995-12-08	5
1995	"HORIZON"	3	11	3	1995-12-08	3
1995	"602.5"	3	12	3	1995-12-08	7
1995	"R.RASCAL"	3	13	3	1995-12-08	8
1995	"2675.6"	3	14	3	1995-12-08	4
1995	"354.5"	3	15	3	1995-12-08	6
1995	"R.BURBANK"	3	16	4	1995-12-08	1
1995	"2581.3"	3	17	4	1995-12-08	9
1995	"653.14"	3	18	4	1995-12-08	6
1995	"578.37"	3	19	4	1995-12-08	7
1995	"2287.20"	3	20	4	1995-12-08	8
1995	"676.2"	3	21	5	1995-12-08	8
1995	"W.DELIGHT"	3	22	5	1995-12-08	8
1995	"2756.2"	3	23	5	1995-12-08	4
1995	"RUA"	3	24	5	1995-12-08	7
1995	"DAWN"	3	25	5	1995-12-08	8
1995	"2578.7"	4	1	1	1995-12-08	9
1995	"578.37"	4	2	1	1995-12-08	9
1995	"2756.2"	4	3	1	1995-12-08	5
1995	"R.BURBANK"	4	4	1	1995-12-08	2
1995	"676.2"	4	5	1	1995-12-08	8
1995	"HORIZON"	4	6	2	1995-12-08	5
1995	"2675.6"	4	7	2	1995-12-08	5
1995	"653.8"	4	8	2	1995-12-08	5
1995	"I.HARDY"	4	9	2	1995-12-08	5
1995	"282.9"	4	10	2	1995-12-08	5
1995	"KAIMAI"	4	11	3	1995-12-08	7
1995	"2581.3"	4	12	3	1995-12-08	9
1995	"2371.3"	4	13	3	1995-12-08	7
1995	"W.DELIGHT"	4	14	3	1995-12-08	8
1995	"672.6"	4	15	3	1995-12-08	8
1995	"MOONLIGHT"	4	16	4	1995-12-08	9
1995	"DAWN"	4	17	4	1995-12-08	8
1995	"2690.8"	4	18	4	1995-12-08	6
1995	"645.4"	4	19	4	1995-12-08	6
1995	"R.RASCAL"	4	20	4	1995-12-08	8
1995	"2570.15"	4	21	5	1995-12-08	3
1995	"SUMMIT"	4	22	5	1995-12-08	5
1995	"2655.1"	4	23	5	1995-12-08	5
1995	"KIWITEA"	4	24	5	1995-12-08	6
1995	"653.14"	4	25	5	1995-12-08	6
1995	"W.DELIGHT"	5	1	1	1995-12-08	9
1995	"602.5"	5	2	1	1995-12-08	6
1995	"I.HARDY"	5	3	1	1995-12-08	4
1995	"DAWN"	5	4	1	1995-12-08	9
1995	"2690.8"	5	5	1	1995-12-08	6
1995	"354.5"	5	6	2	1995-12-08	7
1995	"KAIMAI"	5	7	2	1995-12-08	7
1995	"2570.15"	5	8	2	1995-12-08	5
1995	"653.14"	5	9	2	1995-12-08	6
1995	"2756.2"	5	10	2	1995-12-08	6
1995	"KIWITEA"	5	11	3	1995-12-08	7
1995	"676.2"	5	12	3	1995-12-08	7
1995	"2655.1"	5	13	3	1995-12-08	6
1995	"2287.20"	5	14	3	1995-12-08	7
1995	"282.9"	5	15	3	1995-12-08	6
1995	"2495.1"	5	16	4	1995-12-08	5
1995	"2371.3"	5	17	4	1995-12-08	8
1995	"RUA"	5	18	4	1995-12-08	7
1995	"653.8"	5	19	4	1995-12-08	6
1995	"SUMMIT"	5	20	4	1995-12-08	5
1995	"2578.7"	5	21	5	1995-12-08	7
1995	"578.37"	5	22	5	1995-12-08	7
1995	"2675.6"	5	23	5	1995-12-08	4
1995	"R.RASCAL"	5	24	5	1995-12-08	8
1995	"672.6"	5	25	5	1995-12-08	7
1995	"2570.15"	6	1	1	1995-12-08	6
1995	"SUMMIT"	6	2	1	1995-12-08	4
1995	"2675.6"	6	3	1	1995-12-08	4
1995	"RUA"	6	4	1	1995-12-08	7
1995	"672.6"	6	5	1	1995-12-08	8
1995	"R.BURBANK"	6	6	2	1995-12-08	3
1995	"2287.20"	6	7	2	1995-12-08	8
1995	"2655.1"	6	8	2	1995-12-08	5
1995	"645.4"	6	9	2	1995-12-08	6
1995	"W.DELIGHT"	6	10	2	1995-12-08	7
1995	"2495.1"	6	11	3	1995-12-08	4
1995	"I.HARDY"	6	12	3	1995-12-08	4
1995	"578.37"	6	13	3	1995-12-08	7
1995	"653.14"	6	14	3	1995-12-08	5
1995	"DAWN"	6	15	3	1995-12-08	8
1995	"KIWITEA"	6	16	4	1995-12-08	8
1995	"2578.7"	6	17	4	1995-12-08	7
1995	"2756.2"	6	18	4	1995-12-08	5
1995	"354.5"	6	19	4	1995-12-08	5
1995	"602.5"	6	20	4	1995-12-08	6
1995	"HORIZON"	6	21	5	1995-12-08	4
1995	"MOONLIGHT"	6	22	5	1995-12-08	9
1995	"2581.3"	6	23	5	1995-12-08	9
1995	"KAIMAI"	6	24	5	1995-12-08	7
1995	"653.8"	6	25	5	1995-12-08	6
1995	"R.RASCAL"	1	1	1	1995-12-14	8
1995	"HORIZON"	1	2	1	1995-12-14	4
1995	"MOONLIGHT"	1	3	1	1995-12-14	9
1995	"2655.1"	1	4	1	1995-12-14	6
1995	"653.14"	1	5	1	1995-12-14	6
1995	"2371.3"	1	6	2	1995-12-14	8
1995	"578.37"	1	7	2	1995-12-14	8
1995	"602.5"	1	8	2	1995-12-14	7
1995	"RUA"	1	9	2	1995-12-14	8
1995	"2581.3"	1	10	2	1995-12-14	9
1995	"2578.7"	1	11	3	1995-12-14	7
1995	"SUMMIT"	1	12	3	1995-12-14	6
1995	"2690.8"	1	13	3	1995-12-14	7
1995	"653.8"	1	14	3	1995-12-14	5
1995	"R.BURBANK"	1	15	3	1995-12-14	1
1995	"2675.6"	1	16	4	1995-12-14	2
1995	"2570.15"	1	17	4	1995-12-14	3
1995	"282.9"	1	18	4	1995-12-14	5
1995	"676.2"	1	19	4	1995-12-14	8
1995	"KAIMAI"	1	20	4	1995-12-14	8
1995	"2287.20"	1	21	5	1995-12-14	8
1995	"354.5"	1	22	5	1995-12-14	7
1995	"2495.1"	1	23	5	1995-12-14	6
1995	"I.HARDY"	1	24	5	1995-12-14	4
1995	"645.4"	1	25	5	1995-12-14	6
1995	"653.8"	2	1	1	1995-12-14	8
1995	"KIWITEA"	2	2	1	1995-12-14	8
1995	"2287.20"	2	3	1	1995-12-14	9
1995	"354.5"	2	4	1	1995-12-14	5
1995	"2581.3"	2	5	1	1995-12-14	9
1995	"676.2"	2	6	2	1995-12-14	8
1995	"DAWN"	2	7	2	1995-12-14	9
1995	"2495.1"	2	8	2	1995-12-14	3
1995	"SUMMIT"	2	9	2	1995-12-14	4
1995	"R.RASCAL"	2	10	2	1995-12-14	8
1995	"645.4"	2	11	3	1995-12-14	5
1995	"MOONLIGHT"	2	12	3	1995-12-14	9
1995	"2756.2"	2	13	3	1995-12-14	3
1995	"RUA"	2	14	3	1995-12-14	8
1995	"2570.15"	2	15	3	1995-12-14	2
1995	"W.DELIGHT"	2	16	4	1995-12-14	8
1995	"I.HARDY"	2	17	4	1995-12-14	4
1995	"HORIZON"	2	18	4	1995-12-14	4
1995	"2655.1"	2	19	4	1995-12-14	5
1995	"672.6"	2	20	4	1995-12-14	8
1995	"2371.3"	2	21	5	1995-12-14	7
1995	"282.9"	2	22	5	1995-12-14	5
1995	"2690.8"	2	23	5	1995-12-14	5
1995	"R.BURBANK"	2	24	5	1995-12-14	1
1995	"602.5"	2	25	5	1995-12-14	6
1995	"282.9"	3	1	1	1995-12-14	5
1995	"645.4"	3	2	1	1995-12-14	6
1995	"2371.3"	3	3	1	1995-12-14	8
1995	"KAIMAI"	3	4	1	1995-12-14	5
1995	"2495.1"	3	5	1	1995-12-14	3
1995	"672.6"	3	6	2	1995-12-14	8
1995	"2690.8"	3	7	2	1995-12-14	5
1995	"MOONLIGHT"	3	8	2	1995-12-14	9
1995	"2578.7"	3	9	2	1995-12-14	6
1995	"KIWITEA"	3	10	2	1995-12-14	5
1995	"HORIZON"	3	11	3	1995-12-14	2
1995	"602.5"	3	12	3	1995-12-14	7
1995	"R.RASCAL"	3	13	3	1995-12-14	8
1995	"2675.6"	3	14	3	1995-12-14	3
1995	"354.5"	3	15	3	1995-12-14	5
1995	"R.BURBANK"	3	16	4	1995-12-14	1
1995	"2581.3"	3	17	4	1995-12-14	9
1995	"653.14"	3	18	4	1995-12-14	5
1995	"578.37"	3	19	4	1995-12-14	7
1995	"2287.20"	3	20	4	1995-12-14	8
1995	"676.2"	3	21	5	1995-12-14	8
1995	"W.DELIGHT"	3	22	5	1995-12-14	8
1995	"2756.2"	3	23	5	1995-12-14	2
1995	"RUA"	3	24	5	1995-12-14	7
1995	"DAWN"	3	25	5	1995-12-14	8
1995	"2578.7"	4	1	1	1995-12-14	9
1995	"578.37"	4	2	1	1995-12-14	9
1995	"2756.2"	4	3	1	1995-12-14	3
1995	"R.BURBANK"	4	4	1	1995-12-14	NA
1995	"676.2"	4	5	1	1995-12-14	8
1995	"HORIZON"	4	6	2	1995-12-14	3
1995	"2675.6"	4	7	2	1995-12-14	3
1995	"653.8"	4	8	2	1995-12-14	4
1995	"I.HARDY"	4	9	2	1995-12-14	4
1995	"282.9"	4	10	2	1995-12-14	4
1995	"KAIMAI"	4	11	3	1995-12-14	7
1995	"2581.3"	4	12	3	1995-12-14	9
1995	"2371.3"	4	13	3	1995-12-14	7
1995	"W.DELIGHT"	4	14	3	1995-12-14	8
1995	"672.6"	4	15	3	1995-12-14	8
1995	"MOONLIGHT"	4	16	4	1995-12-14	9
1995	"DAWN"	4	17	4	1995-12-14	8
1995	"2690.8"	4	18	4	1995-12-14	5
1995	"645.4"	4	19	4	1995-12-14	5
1995	"R.RASCAL"	4	20	4	1995-12-14	8
1995	"2570.15"	4	21	5	1995-12-14	2
1995	"SUMMIT"	4	22	5	1995-12-14	5
1995	"2655.1"	4	23	5	1995-12-14	5
1995	"KIWITEA"	4	24	5	1995-12-14	5
1995	"653.14"	4	25	5	1995-12-14	5
1995	"W.DELIGHT"	5	1	1	1995-12-14	9
1995	"602.5"	5	2	1	1995-12-14	5
1995	"I.HARDY"	5	3	1	1995-12-14	4
1995	"DAWN"	5	4	1	1995-12-14	9
1995	"2690.8"	5	5	1	1995-12-14	7
1995	"354.5"	5	6	2	1995-12-14	6
1995	"KAIMAI"	5	7	2	1995-12-14	7
1995	"2570.15"	5	8	2	1995-12-14	5
1995	"653.14"	5	9	2	1995-12-14	4
1995	"2756.2"	5	10	2	1995-12-14	5
1995	"KIWITEA"	5	11	3	1995-12-14	7
1995	"676.2"	5	12	3	1995-12-14	5
1995	"2655.1"	5	13	3	1995-12-14	7
1995	"2287.20"	5	14	3	1995-12-14	6
1995	"282.9"	5	15	3	1995-12-14	4
1995	"2495.1"	5	16	4	1995-12-14	6
1995	"2371.3"	5	17	4	1995-12-14	8
1995	"RUA"	5	18	4	1995-12-14	6
1995	"653.8"	5	19	4	1995-12-14	4
1995	"SUMMIT"	5	20	4	1995-12-14	4
1995	"2578.7"	5	21	5	1995-12-14	7
1995	"578.37"	5	22	5	1995-12-14	7
1995	"2675.6"	5	23	5	1995-12-14	3
1995	"R.RASCAL"	5	24	5	1995-12-14	8
1995	"672.6"	5	25	5	1995-12-14	7
1995	"2570.15"	6	1	1	1995-12-14	6
1995	"SUMMIT"	6	2	1	1995-12-14	3
1995	"2675.6"	6	3	1	1995-12-14	3
1995	"RUA"	6	4	1	1995-12-14	7
1995	"672.6"	6	5	1	1995-12-14	8
1995	"R.BURBANK"	6	6	2	1995-12-14	1
1995	"2287.20"	6	7	2	1995-12-14	8
1995	"2655.1"	6	8	2	1995-12-14	4
1995	"645.4"	6	9	2	1995-12-14	5
1995	"W.DELIGHT"	6	10	2	1995-12-14	7
1995	"2495.1"	6	11	3	1995-12-14	3
1995	"I.HARDY"	6	12	3	1995-12-14	2
1995	"578.37"	6	13	3	1995-12-14	7
1995	"653.14"	6	14	3	1995-12-14	4
1995	"DAWN"	6	15	3	1995-12-14	8
1995	"KIWITEA"	6	16	4	1995-12-14	8
1995	"2578.7"	6	17	4	1995-12-14	7
1995	"2756.2"	6	18	4	1995-12-14	3
1995	"354.5"	6	19	4	1995-12-14	5
1995	"602.5"	6	20	4	1995-12-14	6
1995	"HORIZON"	6	21	5	1995-12-14	3
1995	"MOONLIGHT"	6	22	5	1995-12-14	9
1995	"2581.3"	6	23	5	1995-12-14	9
1995	"KAIMAI"	6	24	5	1995-12-14	7
1995	"653.8"	6	25	5	1995-12-14	5
1995	"R.RASCAL"	1	1	1	1995-12-22	7
1995	"HORIZON"	1	2	1	1995-12-22	2
1995	"MOONLIGHT"	1	3	1	1995-12-22	9
1995	"2655.1"	1	4	1	1995-12-22	4
1995	"653.14"	1	5	1	1995-12-22	4
1995	"2371.3"	1	6	2	1995-12-22	6
1995	"578.37"	1	7	2	1995-12-22	6
1995	"602.5"	1	8	2	1995-12-22	6
1995	"RUA"	1	9	2	1995-12-22	7
1995	"2581.3"	1	10	2	1995-12-22	9
1995	"2578.7"	1	11	3	1995-12-22	3
1995	"SUMMIT"	1	12	3	1995-12-22	3
1995	"2690.8"	1	13	3	1995-12-22	6
1995	"653.8"	1	14	3	1995-12-22	5
1995	"R.BURBANK"	1	15	3	1995-12-22	1
1995	"2675.6"	1	16	4	1995-12-22	2
1995	"2570.15"	1	17	4	1995-12-22	2
1995	"282.9"	1	18	4	1995-12-22	5
1995	"676.2"	1	19	4	1995-12-22	7
1995	"KAIMAI"	1	20	4	1995-12-22	6
1995	"2287.20"	1	21	5	1995-12-22	6
1995	"354.5"	1	22	5	1995-12-22	4
1995	"2495.1"	1	23	5	1995-12-22	2
1995	"I.HARDY"	1	24	5	1995-12-22	2
1995	"645.4"	1	25	5	1995-12-22	5
1995	"653.8"	2	1	1	1995-12-22	7
1995	"KIWITEA"	2	2	1	1995-12-22	8
1995	"2287.20"	2	3	1	1995-12-22	8
1995	"354.5"	2	4	1	1995-12-22	4
1995	"2581.3"	2	5	1	1995-12-22	9
1995	"676.2"	2	6	2	1995-12-22	8
1995	"DAWN"	2	7	2	1995-12-22	8
1995	"2495.1"	2	8	2	1995-12-22	1
1995	"SUMMIT"	2	9	2	1995-12-22	2
1995	"R.RASCAL"	2	10	2	1995-12-22	8
1995	"645.4"	2	11	3	1995-12-22	5
1995	"MOONLIGHT"	2	12	3	1995-12-22	9
1995	"2756.2"	2	13	3	1995-12-22	2
1995	"RUA"	2	14	3	1995-12-22	7
1995	"2570.15"	2	15	3	1995-12-22	1
1995	"W.DELIGHT"	2	16	4	1995-12-22	7
1995	"I.HARDY"	2	17	4	1995-12-22	2
1995	"HORIZON"	2	18	4	1995-12-22	2
1995	"2655.1"	2	19	4	1995-12-22	5
1995	"672.6"	2	20	4	1995-12-22	7
1995	"2371.3"	2	21	5	1995-12-22	2
1995	"282.9"	2	22	5	1995-12-22	3
1995	"2690.8"	2	23	5	1995-12-22	4
1995	"R.BURBANK"	2	24	5	1995-12-22	1
1995	"602.5"	2	25	5	1995-12-22	6
1995	"282.9"	3	1	1	1995-12-22	4
1995	"645.4"	3	2	1	1995-12-22	5
1995	"2371.3"	3	3	1	1995-12-22	7
1995	"KAIMAI"	3	4	1	1995-12-22	4
1995	"2495.1"	3	5	1	1995-12-22	2
1995	"672.6"	3	6	2	1995-12-22	8
1995	"2690.8"	3	7	2	1995-12-22	4
1995	"MOONLIGHT"	3	8	2	1995-12-22	9
1995	"2578.7"	3	9	2	1995-12-22	2
1995	"KIWITEA"	3	10	2	1995-12-22	3
1995	"HORIZON"	3	11	3	1995-12-22	2
1995	"602.5"	3	12	3	1995-12-22	6
1995	"R.RASCAL"	3	13	3	1995-12-22	8
1995	"2675.6"	3	14	3	1995-12-22	1
1995	"354.5"	3	15	3	1995-12-22	1
1995	"R.BURBANK"	3	16	4	1995-12-22	1
1995	"2581.3"	3	17	4	1995-12-22	9
1995	"653.14"	3	18	4	1995-12-22	4
1995	"578.37"	3	19	4	1995-12-22	6
1995	"2287.20"	3	20	4	1995-12-22	6
1995	"676.2"	3	21	5	1995-12-22	6
1995	"W.DELIGHT"	3	22	5	1995-12-22	6
1995	"2756.2"	3	23	5	1995-12-22	1
1995	"RUA"	3	24	5	1995-12-22	7
1995	"DAWN"	3	25	5	1995-12-22	7
1995	"2578.7"	4	1	1	1995-12-22	7
1995	"578.37"	4	2	1	1995-12-22	8
1995	"2756.2"	4	3	1	1995-12-22	1
1995	"R.BURBANK"	4	4	1	1995-12-22	1
1995	"676.2"	4	5	1	1995-12-22	7
1995	"HORIZON"	4	6	2	1995-12-22	1
1995	"2675.6"	4	7	2	1995-12-22	1
1995	"653.8"	4	8	2	1995-12-22	3
1995	"I.HARDY"	4	9	2	1995-12-22	1
1995	"282.9"	4	10	2	1995-12-22	2
1995	"KAIMAI"	4	11	3	1995-12-22	5
1995	"2581.3"	4	12	3	1995-12-22	9
1995	"2371.3"	4	13	3	1995-12-22	3
1995	"W.DELIGHT"	4	14	3	1995-12-22	7
1995	"672.6"	4	15	3	1995-12-22	8
1995	"MOONLIGHT"	4	16	4	1995-12-22	9
1995	"DAWN"	4	17	4	1995-12-22	7
1995	"2690.8"	4	18	4	1995-12-22	2
1995	"645.4"	4	19	4	1995-12-22	4
1995	"R.RASCAL"	4	20	4	1995-12-22	7
1995	"2570.15"	4	21	5	1995-12-22	1
1995	"SUMMIT"	4	22	5	1995-12-22	1
1995	"2655.1"	4	23	5	1995-12-22	2
1995	"KIWITEA"	4	24	5	1995-12-22	3
1995	"653.14"	4	25	5	1995-12-22	4
1995	"W.DELIGHT"	5	1	1	1995-12-22	8
1995	"602.5"	5	2	1	1995-12-22	3
1995	"I.HARDY"	5	3	1	1995-12-22	1
1995	"DAWN"	5	4	1	1995-12-22	9
1995	"2690.8"	5	5	1	1995-12-22	4
1995	"354.5"	5	6	2	1995-12-22	3
1995	"KAIMAI"	5	7	2	1995-12-22	5
1995	"2570.15"	5	8	2	1995-12-22	1
1995	"653.14"	5	9	2	1995-12-22	2
1995	"2756.2"	5	10	2	1995-12-22	1
1995	"KIWITEA"	5	11	3	1995-12-22	3
1995	"676.2"	5	12	3	1995-12-22	5
1995	"2655.1"	5	13	3	1995-12-22	2
1995	"2287.20"	5	14	3	1995-12-22	6
1995	"282.9"	5	15	3	1995-12-22	2
1995	"2495.1"	5	16	4	1995-12-22	1
1995	"2371.3"	5	17	4	1995-12-22	4
1995	"RUA"	5	18	4	1995-12-22	6
1995	"653.8"	5	19	4	1995-12-22	3
1995	"SUMMIT"	5	20	4	1995-12-22	2
1995	"2578.7"	5	21	5	1995-12-22	2
1995	"578.37"	5	22	5	1995-12-22	6
1995	"2675.6"	5	23	5	1995-12-22	1
1995	"R.RASCAL"	5	24	5	1995-12-22	7
1995	"672.6"	5	25	5	1995-12-22	7
1995	"2570.15"	6	1	1	1995-12-22	2
1995	"SUMMIT"	6	2	1	1995-12-22	1
1995	"2675.6"	6	3	1	1995-12-22	1
1995	"RUA"	6	4	1	1995-12-22	7
1995	"672.6"	6	5	1	1995-12-22	8
1995	"R.BURBANK"	6	6	2	1995-12-22	1
1995	"2287.20"	6	7	2	1995-12-22	8
1995	"2655.1"	6	8	2	1995-12-22	3
1995	"645.4"	6	9	2	1995-12-22	3
1995	"W.DELIGHT"	6	10	2	1995-12-22	5
1995	"2495.1"	6	11	3	1995-12-22	1
1995	"I.HARDY"	6	12	3	1995-12-22	1
1995	"578.37"	6	13	3	1995-12-22	5
1995	"653.14"	6	14	3	1995-12-22	3
1995	"DAWN"	6	15	3	1995-12-22	7
1995	"KIWITEA"	6	16	4	1995-12-22	6
1995	"2578.7"	6	17	4	1995-12-22	3
1995	"2756.2"	6	18	4	1995-12-22	1
1995	"354.5"	6	19	4	1995-12-22	3
1995	"602.5"	6	20	4	1995-12-22	5
1995	"HORIZON"	6	21	5	1995-12-22	1
1995	"MOONLIGHT"	6	22	5	1995-12-22	9
1995	"2581.3"	6	23	5	1995-12-22	9
1995	"KAIMAI"	6	24	5	1995-12-22	6
1995	"653.8"	6	25	5	1995-12-22	4
1997	"813.28"	1	1	1	1997-11-04	9
1997	"I.HARDY"	1	2	1	1997-11-04	8
1997	"R.BURBANK"	1	3	1	1997-11-04	9
1997	"CROP17"	1	4	1	1997-11-04	9
1997	"2886.6"	1	5	1	1997-11-04	NA
1997	"2903.8"	1	6	1	1997-11-04	9
1997	"HORIZON"	1	7	2	1997-11-04	NA
1997	"FILLA"	1	8	2	1997-11-04	9
1997	"676.2"	1	9	2	1997-11-04	9
1997	"810.7"	1	10	2	1997-11-04	9
1997	"2910.8"	1	11	2	1997-11-04	9
1997	"2571.27"	1	12	2	1997-11-04	9
1997	"2895.5"	1	13	3	1997-11-04	9
1997	"817.10"	1	14	3	1997-11-04	9
1997	"P.DELL"	1	15	3	1997-11-04	9
1997	"1961.2"	1	16	3	1997-11-04	9
1997	"R.RASCAL"	1	17	3	1997-11-04	9
1997	"718.6"	1	18	3	1997-11-04	9
1997	"2889.2"	1	19	4	1997-11-04	9
1997	"578.37"	1	20	4	1997-11-04	9
1997	"759.3"	1	21	4	1997-11-04	9
1997	"2912.7"	1	22	4	1997-11-04	9
1997	"763.7"	1	23	4	1997-11-04	9
1997	"710.11"	1	24	4	1997-11-04	9
1997	"KIWITEA"	2	1	1	1997-11-04	9
1997	"RUA"	2	2	1	1997-11-04	9
1997	"676.2"	2	3	1	1997-11-04	NA
1997	"2889.6"	2	4	1	1997-11-04	9
1997	"786.7"	2	5	1	1997-11-04	NA
1997	"759.3"	2	6	1	1997-11-04	NA
1997	"2910.5"	2	7	2	1997-11-04	9
1997	"FRASER"	2	8	2	1997-11-04	9
1997	"2554.24"	2	9	2	1997-11-04	9
1997	"MOONLIGHT"	2	10	2	1997-11-04	9
1997	"793.12"	2	11	2	1997-11-04	8
1997	"2895.5"	2	12	2	1997-11-04	9
1997	"SUMMIT"	2	13	3	1997-11-04	8
1997	"I.HARDY"	2	14	3	1997-11-04	8
1997	"2895.12"	2	15	3	1997-11-04	9
1997	"782.2"	2	16	3	1997-11-04	9
1997	"2889.2"	2	17	3	1997-11-04	9
1997	"2848.2"	2	18	3	1997-11-04	9
1997	"2904.4"	2	19	4	1997-11-04	9
1997	"1961.2"	2	20	4	1997-11-04	9
1997	"R.RUSSET"	2	21	4	1997-11-04	9
1997	"FILLB"	2	22	4	1997-11-04	9
1997	"2850.6"	2	23	4	1997-11-04	9
1997	"2880.2"	2	24	4	1997-11-04	9
1997	"2880.2"	3	1	1	1997-11-04	9
1997	"SUMMIT"	3	2	1	1997-11-04	9
1997	"2554.24"	3	3	1	1997-11-04	9
1997	"2912.7"	3	4	1	1997-11-04	9
1997	"743.6"	3	5	1	1997-11-04	NA
1997	"2571.27"	3	6	1	1997-11-04	9
1997	"2849.2"	3	7	2	1997-11-04	9
1997	"P.DELL"	3	8	2	1997-11-04	9
1997	"2903.8"	3	9	2	1997-11-04	9
1997	"782.2"	3	10	2	1997-11-04	9
1997	"R.RUSSET"	3	11	2	1997-11-04	8
1997	"763.7"	3	12	2	1997-11-04	9
1997	"R.BURBANK"	3	13	3	1997-11-04	8
1997	"793.12"	3	14	3	1997-11-04	9
1997	"DAWN"	3	15	3	1997-11-04	9
1997	"2885.6"	3	16	3	1997-11-04	9
1997	"710.11"	3	17	3	1997-11-04	8
1997	"724.22"	3	18	3	1997-11-04	9
1997	"2756.21"	3	19	4	1997-11-04	9
1997	"CROP16"	3	20	4	1997-11-04	9
1997	"KIWITEA"	3	21	4	1997-11-04	9
1997	"2895.5"	3	22	4	1997-11-04	9
1997	"2895.12"	3	23	4	1997-11-04	9
1997	"HORIZON"	3	24	4	1997-11-04	9
1997	"2850.6"	4	1	1	1997-11-04	9
1997	"2885.6"	4	2	1	1997-11-04	9
1997	"P.DELL"	4	3	1	1997-11-04	9
1997	"810.7"	4	4	1	1997-11-04	9
1997	"578.37"	4	5	1	1997-11-04	9
1997	"KARAKA"	4	6	1	1997-11-04	9
1997	"DAWN"	4	7	2	1997-11-04	9
1997	"KIWITEA"	4	8	2	1997-11-04	9
1997	"W.DELIGHT"	4	9	2	1997-11-04	9
1997	"2852.6"	4	10	2	1997-11-04	8
1997	"I.HARDY"	4	11	2	1997-11-04	9
1997	"2904.4"	4	12	2	1997-11-04	9
1997	"CROP17"	4	13	3	1997-11-04	9
1997	"2756.21"	4	14	3	1997-11-04	9
1997	"RUA"	4	15	3	1997-11-04	9
1997	"2581.3"	4	16	3	1997-11-04	9
1997	"R.RUSSET"	4	17	3	1997-11-04	8
1997	"2554.24"	4	18	3	1997-11-04	8
1997	"2889.6"	4	19	4	1997-11-04	9
1997	"2903.8"	4	20	4	1997-11-04	9
1997	"2884.1"	4	21	4	1997-11-04	9
1997	"MOONLIGHT"	4	22	4	1997-11-04	9
1997	"743.6"	4	23	4	1997-11-04	9
1997	"2910.3"	4	24	4	1997-11-04	9
1997	"2910.8"	5	1	1	1997-11-04	9
1997	"1961.2"	5	2	1	1997-11-04	9
1997	"2884.1"	5	3	1	1997-11-04	9
1997	"W.DELIGHT"	5	4	1	1997-11-04	NA
1997	"793.12"	5	5	1	1997-11-04	9
1997	"2889.2"	5	6	1	1997-11-04	9
1997	"786.7"	5	7	2	1997-11-04	9
1997	"2581.3"	5	8	2	1997-11-04	9
1997	"817.10"	5	9	2	1997-11-04	9
1997	"2912.7"	5	10	2	1997-11-04	9
1997	"733.12"	5	11	2	1997-11-04	8
1997	"CROP22"	5	12	2	1997-11-04	9
1997	"810.7"	5	13	3	1997-11-04	9
1997	"WHA"	5	14	3	1997-11-04	9
1997	"CROP15"	5	15	3	1997-11-04	9
1997	"2849.2"	5	16	3	1997-11-04	9
1997	"CROP16"	5	17	3	1997-11-04	9
1997	"2889.6"	5	18	3	1997-11-04	8
1997	"2571.27"	5	19	4	1997-11-04	9
1997	"2886.6"	5	20	4	1997-11-04	9
1997	"2890.1"	5	21	4	1997-11-04	9
1997	"RUA"	5	22	4	1997-11-04	9
1997	"R.RASCAL"	5	23	4	1997-11-04	9
1997	"724.22"	5	24	4	1997-11-04	9
1997	"R.RASCAL"	6	1	1	1997-11-04	9
1997	"HORIZON"	6	2	1	1997-11-04	9
1997	"2581.3"	6	3	1	1997-11-04	NA
1997	"FILLB"	6	4	1	1997-11-04	9
1997	"782.2"	6	5	1	1997-11-04	9
1997	"DAWN"	6	6	1	1997-11-04	9
1997	"2890.1"	6	7	2	1997-11-04	9
1997	"710.11"	6	8	2	1997-11-04	9
1997	"2895.12"	6	9	2	1997-11-04	9
1997	"1961.2"	6	10	2	1997-11-04	9
1997	"KARAKA"	6	11	2	1997-11-04	9
1997	"2889.6"	6	12	2	1997-11-04	9
1997	"2884.1"	6	13	3	1997-11-04	9
1997	"763.7"	6	14	3	1997-11-04	8
1997	"2886.6"	6	15	3	1997-11-04	9
1997	"2910.5"	6	16	3	1997-11-04	9
1997	"676.2"	6	17	3	1997-11-04	9
1997	"2852.6"	6	18	3	1997-11-04	9
1997	"2885.6"	6	19	4	1997-11-04	9
1997	"2554.24"	6	20	4	1997-11-04	9
1997	"FILLA"	6	21	4	1997-11-04	9
1997	"2849.2"	6	22	4	1997-11-04	9
1997	"733.12"	6	23	4	1997-11-04	9
1997	"I.HARDY"	6	24	4	1997-11-04	9
1997	"710.11"	7	1	1	1997-11-04	9
1997	"CROP15"	7	2	1	1997-11-04	9
1997	"2848.2"	7	3	1	1997-11-04	9
1997	"2910.5"	7	4	1	1997-11-04	9
1997	"2756.21"	7	5	1	1997-11-04	NA
