"col"	"row"	"yield"	"range"	"year"	"crop"
35	11	3605	"R3"	1923	"oats"
1	7	2974	"R3"	1926	"oats"
2	7	3180	"R3"	1926	"oats"
3	7	3029	"R3"	1926	"oats"
4	7	2643	"R3"	1926	"oats"
5	7	2678	"R3"	1926	"oats"
6	7	2500	"R3"	1926	"oats"
7	7	3891	"R3"	1926	"oats"
8	7	4200	"R3"	1926	"oats"
9	7	4880	"R3"	1926	"oats"
10	7	3968	"R3"	1926	"oats"
11	7	3390	"R3"	1926	"oats"
12	7	3175	"R3"	1926	"oats"
13	7	3400	"R3"	1926	"oats"
14	7	3414	"R3"	1926	"oats"
15	7	3243	"R3"	1926	"oats"
16	7	2925	"R3"	1926	"oats"
17	7	2782	"R3"	1926	"oats"
18	7	2940	"R3"	1926	"oats"
19	7	3096	"R3"	1926	"oats"
20	7	3513	"R3"	1926	"oats"
21	7	3908	"R3"	1926	"oats"
22	7	3874	"R3"	1926	"oats"
23	7	3832	"R3"	1926	"oats"
24	7	4120	"R3"	1926	"oats"
25	7	3937	"R3"	1926	"oats"
26	7	3921	"R3"	1926	"oats"
27	7	3879	"R3"	1926	"oats"
28	7	3909	"R3"	1926	"oats"
29	7	4213	"R3"	1926	"oats"
30	7	4463	"R3"	1926	"oats"
31	7	5084	"R3"	1926	"oats"
32	7	5385	"R3"	1926	"oats"
33	7	5553	"R3"	1926	"oats"
34	7	5532	"R3"	1926	"oats"
35	7	5358	"R3"	1926	"oats"
1	8	3979	"R3"	1926	"oats"
2	8	4382	"R3"	1926	"oats"
3	8	4044	"R3"	1926	"oats"
4	8	4315	"R3"	1926	"oats"
5	8	4000	"R3"	1926	"oats"
6	8	4424	"R3"	1926	"oats"
7	8	4497	"R3"	1926	"oats"
8	8	4825	"R3"	1926	"oats"
9	8	5337	"R3"	1926	"oats"
10	8	5146	"R3"	1926	"oats"
11	8	4911	"R3"	1926	"oats"
12	8	4451	"R3"	1926	"oats"
13	8	4252	"R3"	1926	"oats"
14	8	4500	"R3"	1926	"oats"
15	8	4035	"R3"	1926	"oats"
16	8	3995	"R3"	1926	"oats"
17	8	3714	"R3"	1926	"oats"
18	8	3760	"R3"	1926	"oats"
19	8	3997	"R3"	1926	"oats"
20	8	4095	"R3"	1926	"oats"
21	8	3834	"R3"	1926	"oats"
22	8	4203	"R3"	1926	"oats"
23	8	4170	"R3"	1926	"oats"
24	8	3834	"R3"	1926	"oats"
25	8	4167	"R3"	1926	"oats"
26	8	4117	"R3"	1926	"oats"
27	8	4349	"R3"	1926	"oats"
28	8	4238	"R3"	1926	"oats"
29	8	5087	"R3"	1926	"oats"
30	8	5534	"R3"	1926	"oats"
31	8	5087	"R3"	1926	"oats"
32	8	5427	"R3"	1926	"oats"
33	8	5614	"R3"	1926	"oats"
34	8	5324	"R3"	1926	"oats"
35	8	5373	"R3"	1926	"oats"
1	9	4219	"R3"	1926	"oats"
2	9	4113	"R3"	1926	"oats"
3	9	4228	"R3"	1926	"oats"
4	9	4101	"R3"	1926	"oats"
5	9	3785	"R3"	1926	"oats"
6	9	4850	"R3"	1926	"oats"
7	9	4766	"R3"	1926	"oats"
8	9	4355	"R3"	1926	"oats"
9	9	5163	"R3"	1926	"oats"
10	9	4507	"R3"	1926	"oats"
11	9	4197	"R3"	1926	"oats"
12	9	4145	"R3"	1926	"oats"
13	9	3888	"R3"	1926	"oats"
14	9	4163	"R3"	1926	"oats"
15	9	3850	"R3"	1926	"oats"
16	9	4017	"R3"	1926	"oats"
17	9	3835	"R3"	1926	"oats"
18	9	3586	"R3"	1926	"oats"
19	9	3997	"R3"	1926	"oats"
20	9	4121	"R3"	1926	"oats"
21	9	4057	"R3"	1926	"oats"
22	9	4330	"R3"	1926	"oats"
23	9	4015	"R3"	1926	"oats"
24	9	4399	"R3"	1926	"oats"
25	9	4821	"R3"	1926	"oats"
26	9	4119	"R3"	1926	"oats"
27	9	4579	"R3"	1926	"oats"
28	9	4841	"R3"	1926	"oats"
29	9	4498	"R3"	1926	"oats"
30	9	4956	"R3"	1926	"oats"
31	9	4756	"R3"	1926	"oats"
32	9	4873	"R3"	1926	"oats"
33	9	4902	"R3"	1926	"oats"
34	9	5228	"R3"	1926	"oats"
35	9	4974	"R3"	1926	"oats"
1	10	4327	"R3"	1926	"oats"
2	10	4579	"R3"	1926	"oats"
3	10	4293	"R3"	1926	"oats"
4	10	4466	"R3"	1926	"oats"
5	10	4185	"R3"	1926	"oats"
6	10	4837	"R3"	1926	"oats"
7	10	5374	"R3"	1926	"oats"
8	10	4919	"R3"	1926	"oats"
9	10	5210	"R3"	1926	"oats"
10	10	4584	"R3"	1926	"oats"
11	10	4600	"R3"	1926	"oats"
12	10	4087	"R3"	1926	"oats"
13	10	3603	"R3"	1926	"oats"
14	10	4325	"R3"	1926	"oats"
15	10	3778	"R3"	1926	"oats"
16	10	3928	"R3"	1926	"oats"
17	10	3822	"R3"	1926	"oats"
18	10	3777	"R3"	1926	"oats"
19	10	3954	"R3"	1926	"oats"
20	10	4187	"R3"	1926	"oats"
21	10	4627	"R3"	1926	"oats"
22	10	5140	"R3"	1926	"oats"
23	10	4675	"R3"	1926	"oats"
24	10	4781	"R3"	1926	"oats"
25	10	4656	"R3"	1926	"oats"
26	10	4296	"R3"	1926	"oats"
27	10	5261	"R3"	1926	"oats"
28	10	5700	"R3"	1926	"oats"
29	10	5060	"R3"	1926	"oats"
30	10	5104	"R3"	1926	"oats"
31	10	5171	"R3"	1926	"oats"
32	10	5414	"R3"	1926	"oats"
33	10	5046	"R3"	1926	"oats"
34	10	4838	"R3"	1926	"oats"
35	10	5289	"R3"	1926	"oats"
1	11	3729	"R3"	1926	"oats"
2	11	4571	"R3"	1926	"oats"
3	11	5061	"R3"	1926	"oats"
4	11	4835	"R3"	1926	"oats"
5	11	4148	"R3"	1926	"oats"
6	11	4566	"R3"	1926	"oats"
7	11	4616	"R3"	1926	"oats"
8	11	5114	"R3"	1926	"oats"
9	11	5221	"R3"	1926	"oats"
10	11	4510	"R3"	1926	"oats"
11	11	4000	"R3"	1926	"oats"
12	11	3369	"R3"	1926	"oats"
13	11	3985	"R3"	1926	"oats"
14	11	3897	"R3"	1926	"oats"
15	11	4002	"R3"	1926	"oats"
16	11	3600	"R3"	1926	"oats"
17	11	3148	"R3"	1926	"oats"
18	11	3033	"R3"	1926	"oats"
19	11	3194	"R3"	1926	"oats"
20	11	4028	"R3"	1926	"oats"
21	11	4175	"R3"	1926	"oats"
22	11	4500	"R3"	1926	"oats"
23	11	4100	"R3"	1926	"oats"
24	11	4077	"R3"	1926	"oats"
25	11	4070	"R3"	1926	"oats"
26	11	4296	"R3"	1926	"oats"
27	11	5100	"R3"	1926	"oats"
28	11	5048	"R3"	1926	"oats"
29	11	5213	"R3"	1926	"oats"
30	11	5352	"R3"	1926	"oats"
31	11	4940	"R3"	1926	"oats"
32	11	4843	"R3"	1926	"oats"
33	11	5208	"R3"	1926	"oats"
34	11	5361	"R3"	1926	"oats"
35	11	5205	"R3"	1926	"oats"
1	13	30.87	"R4"	1925	"alfalfa"
2	13	28.75	"R4"	1925	"alfalfa"
3	13	32.44	"R4"	1925	"alfalfa"
4	13	29.5	"R4"	1925	"alfalfa"
5	13	28.5	"R4"	1925	"alfalfa"
6	13	30.75	"R4"	1925	"alfalfa"
7	13	31.5	"R4"	1925	"alfalfa"
8	13	33.06	"R4"	1925	"alfalfa"
9	13	32.12	"R4"	1925	"alfalfa"
10	13	32.5	"R4"	1925	"alfalfa"
11	13	35	"R4"	1925	"alfalfa"
12	13	35.25	"R4"	1925	"alfalfa"
13	13	34.75	"R4"	1925	"alfalfa"
14	13	35	"R4"	1925	"alfalfa"
15	13	34.5	"R4"	1925	"alfalfa"
16	13	34.75	"R4"	1925	"alfalfa"
17	13	38.75	"R4"	1925	"alfalfa"
18	13	38	"R4"	1925	"alfalfa"
19	13	38.75	"R4"	1925	"alfalfa"
20	13	38.5	"R4"	1925	"alfalfa"
21	13	38	"R4"	1925	"alfalfa"
22	13	40	"R4"	1925	"alfalfa"
23	13	39.75	"R4"	1925	"alfalfa"
24	13	38.25	"R4"	1925	"alfalfa"
25	13	37.75	"R4"	1925	"alfalfa"
26	13	39.5	"R4"	1925	"alfalfa"
27	13	38.5	"R4"	1925	"alfalfa"
28	13	35.25	"R4"	1925	"alfalfa"
29	13	38.5	"R4"	1925	"alfalfa"
30	13	41.5	"R4"	1925	"alfalfa"
31	13	41.5	"R4"	1925	"alfalfa"
32	13	42.75	"R4"	1925	"alfalfa"
33	13	42.5	"R4"	1925	"alfalfa"
34	13	41.75	"R4"	1925	"alfalfa"
35	13	43.75	"R4"	1925	"alfalfa"
1	14	27.56	"R4"	1925	"alfalfa"
2	14	31.44	"R4"	1925	"alfalfa"
3	14	32	"R4"	1925	"alfalfa"
4	14	28.5	"R4"	1925	"alfalfa"
5	14	30.81	"R4"	1925	"alfalfa"
6	14	30.81	"R4"	1925	"alfalfa"
7	14	29.75	"R4"	1925	"alfalfa"
8	14	31.12	"R4"	1925	"alfalfa"
9	14	30.81	"R4"	1925	"alfalfa"
10	14	32.12	"R4"	1925	"alfalfa"
11	14	31.81	"R4"	1925	"alfalfa"
12	14	35.31	"R4"	1925	"alfalfa"
13	14	33.5	"R4"	1925	"alfalfa"
14	14	33.5	"R4"	1925	"alfalfa"
15	14	33	"R4"	1925	"alfalfa"
16	14	35.75	"R4"	1925	"alfalfa"
17	14	34.25	"R4"	1925	"alfalfa"
18	14	39.25	"R4"	1925	"alfalfa"
19	14	36	"R4"	1925	"alfalfa"
20	14	34.5	"R4"	1925	"alfalfa"
21	14	34.75	"R4"	1925	"alfalfa"
22	14	39.75	"R4"	1925	"alfalfa"
23	14	38.25	"R4"	1925	"alfalfa"
24	14	40	"R4"	1925	"alfalfa"
25	14	38.5	"R4"	1925	"alfalfa"
26	14	40.5	"R4"	1925	"alfalfa"
27	14	39.25	"R4"	1925	"alfalfa"
28	14	38.25	"R4"	1925	"alfalfa"
29	14	39	"R4"	1925	"alfalfa"
30	14	36.25	"R4"	1925	"alfalfa"
31	14	38.3	"R4"	1925	"alfalfa"
32	14	35.25	"R4"	1925	"alfalfa"
33	14	36.75	"R4"	1925	"alfalfa"
34	14	37.75	"R4"	1925	"alfalfa"
35	14	38.75	"R4"	1925	"alfalfa"
1	15	29.5	"R4"	1925	"alfalfa"
2	15	34.69	"R4"	1925	"alfalfa"
3	15	31.75	"R4"	1925	"alfalfa"
4	15	28.25	"R4"	1925	"alfalfa"
5	15	28	"R4"	1925	"alfalfa"
6	15	31.25	"R4"	1925	"alfalfa"
7	15	28.75	"R4"	1925	"alfalfa"
8	15	31	"R4"	1925	"alfalfa"
9	15	30	"R4"	1925	"alfalfa"
10	15	31	"R4"	1925	"alfalfa"
11	15	32.5	"R4"	1925	"alfalfa"
12	15	31.75	"R4"	1925	"alfalfa"
13	15	31.25	"R4"	1925	"alfalfa"
14	15	33	"R4"	1925	"alfalfa"
15	15	33.75	"R4"	1925	"alfalfa"
16	15	33	"R4"	1925	"alfalfa"
17	15	36.5	"R4"	1925	"alfalfa"
18	15	35.75	"R4"	1925	"alfalfa"
19	15	33.75	"R4"	1925	"alfalfa"
20	15	30.75	"R4"	1925	"alfalfa"
21	15	33	"R4"	1925	"alfalfa"
22	15	36	"R4"	1925	"alfalfa"
23	15	36.25	"R4"	1925	"alfalfa"
24	15	36.25	"R4"	1925	"alfalfa"
25	15	38.25	"R4"	1925	"alfalfa"
26	15	38.75	"R4"	1925	"alfalfa"
27	15	38.75	"R4"	1925	"alfalfa"
28	15	34.25	"R4"	1925	"alfalfa"
29	15	36.75	"R4"	1925	"alfalfa"
30	15	39	"R4"	1925	"alfalfa"
31	15	36.25	"R4"	1925	"alfalfa"
32	15	32.25	"R4"	1925	"alfalfa"
33	15	34.5	"R4"	1925	"alfalfa"
34	15	34.25	"R4"	1925	"alfalfa"
35	15	37.25	"R4"	1925	"alfalfa"
1	16	27.87	"R4"	1925	"alfalfa"
2	16	30.25	"R4"	1925	"alfalfa"
3	16	28.62	"R4"	1925	"alfalfa"
4	16	28.5	"R4"	1925	"alfalfa"
5	16	29.25	"R4"	1925	"alfalfa"
6	16	32	"R4"	1925	"alfalfa"
7	16	30.93	"R4"	1925	"alfalfa"
8	16	31.44	"R4"	1925	"alfalfa"
9	16	32.31	"R4"	1925	"alfalfa"
10	16	32.19	"R4"	1925	"alfalfa"
11	16	32.62	"R4"	1925	"alfalfa"
12	16	34.44	"R4"	1925	"alfalfa"
13	16	33.5	"R4"	1925	"alfalfa"
14	16	38	"R4"	1925	"alfalfa"
15	16	34	"R4"	1925	"alfalfa"
16	16	35	"R4"	1925	"alfalfa"
17	16	33.75	"R4"	1925	"alfalfa"
18	16	33.5	"R4"	1925	"alfalfa"
19	16	30	"R4"	1925	"alfalfa"
20	16	30.5	"R4"	1925	"alfalfa"
21	16	33	"R4"	1925	"alfalfa"
22	16	37.25	"R4"	1925	"alfalfa"
23	16	36.25	"R4"	1925	"alfalfa"
24	16	38	"R4"	1925	"alfalfa"
25	16	36.75	"R4"	1925	"alfalfa"
26	16	39.75	"R4"	1925	"alfalfa"
27	16	36.75	"R4"	1925	"alfalfa"
28	16	36.75	"R4"	1925	"alfalfa"
29	16	38	"R4"	1925	"alfalfa"
30	16	36.5	"R4"	1925	"alfalfa"
31	16	37.25	"R4"	1925	"alfalfa"
32	16	37.75	"R4"	1925	"alfalfa"
33	16	34.25	"R4"	1925	"alfalfa"
34	16	36.25	"R4"	1925	"alfalfa"
35	16	39	"R4"	1925	"alfalfa"
1	17	26.06	"R4"	1925	"alfalfa"
2	17	29.62	"R4"	1925	"alfalfa"
3	17	31.75	"R4"	1925	"alfalfa"
4	17	31.37	"R4"	1925	"alfalfa"
5	17	33.5	"R4"	1925	"alfalfa"
6	17	33.31	"R4"	1925	"alfalfa"
7	17	33.75	"R4"	1925	"alfalfa"
8	17	32.62	"R4"	1925	"alfalfa"
9	17	32.75	"R4"	1925	"alfalfa"
10	17	35.37	"R4"	1925	"alfalfa"
11	17	35.25	"R4"	1925	"alfalfa"
12	17	35.56	"R4"	1925	"alfalfa"
13	17	33.25	"R4"	1925	"alfalfa"
14	17	34.25	"R4"	1925	"alfalfa"
15	17	34.75	"R4"	1925	"alfalfa"
16	17	34.5	"R4"	1925	"alfalfa"
17	17	34.25	"R4"	1925	"alfalfa"
18	17	33.5	"R4"	1925	"alfalfa"
19	17	33.75	"R4"	1925	"alfalfa"
20	17	29.5	"R4"	1925	"alfalfa"
21	17	33.75	"R4"	1925	"alfalfa"
22	17	35	"R4"	1925	"alfalfa"
23	17	40.5	"R4"	1925	"alfalfa"
24	17	41.75	"R4"	1925	"alfalfa"
25	17	41.75	"R4"	1925	"alfalfa"
26	17	39.5	"R4"	1925	"alfalfa"
27	17	37.5	"R4"	1925	"alfalfa"
28	17	37.25	"R4"	1925	"alfalfa"
29	17	40.25	"R4"	1925	"alfalfa"
30	17	38.5	"R4"	1925	"alfalfa"
31	17	42	"R4"	1925	"alfalfa"
32	17	40.75	"R4"	1925	"alfalfa"
33	17	39.75	"R4"	1925	"alfalfa"
34	17	41.5	"R4"	1925	"alfalfa"
35	17	40.75	"R4"	1925	"alfalfa"
1	13	42.5	"R4"	1924	"alfalfa"
2	13	38.5	"R4"	1924	"alfalfa"
3	13	37.5	"R4"	1924	"alfalfa"
4	13	38	"R4"	1924	"alfalfa"
5	13	34.5	"R4"	1924	"alfalfa"
6	13	39.5	"R4"	1924	"alfalfa"
7	13	39.5	"R4"	1924	"alfalfa"
8	13	40.5	"R4"	1924	"alfalfa"
9	13	39.5	"R4"	1924	"alfalfa"
10	13	40.5	"R4"	1924	"alfalfa"
11	13	42.5	"R4"	1924	"alfalfa"
12	13	49.5	"R4"	1924	"alfalfa"
13	13	50	"R4"	1924	"alfalfa"
14	13	46.5	"R4"	1924	"alfalfa"
15	13	45.5	"R4"	1924	"alfalfa"
16	13	47.5	"R4"	1924	"alfalfa"
17	13	51	"R4"	1924	"alfalfa"
18	13	51.5	"R4"	1924	"alfalfa"
19	13	50	"R4"	1924	"alfalfa"
20	13	49.5	"R4"	1924	"alfalfa"
21	13	48.5	"R4"	1924	"alfalfa"
22	13	44	"R4"	1924	"alfalfa"
23	13	44.5	"R4"	1924	"alfalfa"
24	13	48.5	"R4"	1924	"alfalfa"
25	13	49	"R4"	1924	"alfalfa"
26	13	50.5	"R4"	1924	"alfalfa"
27	13	46.5	"R4"	1924	"alfalfa"
28	13	44	"R4"	1924	"alfalfa"
29	13	44.5	"R4"	1924	"alfalfa"
30	13	49	"R4"	1924	"alfalfa"
31	13	46.5	"R4"	1924	"alfalfa"
32	13	48	"R4"	1924	"alfalfa"
33	13	51	"R4"	1924	"alfalfa"
34	13	52	"R4"	1924	"alfalfa"
35	13	55	"R4"	1924	"alfalfa"
1	14	44	"R4"	1924	"alfalfa"
2	14	39	"R4"	1924	"alfalfa"
3	14	40	"R4"	1924	"alfalfa"
4	14	38	"R4"	1924	"alfalfa"
5	14	35.5	"R4"	1924	"alfalfa"
6	14	37.5	"R4"	1924	"alfalfa"
7	14	33.5	"R4"	1924	"alfalfa"
8	14	36.5	"R4"	1924	"alfalfa"
9	14	38	"R4"	1924	"alfalfa"
10	14	38.5	"R4"	1924	"alfalfa"
11	14	43	"R4"	1924	"alfalfa"
12	14	46	"R4"	1924	"alfalfa"
13	14	44.5	"R4"	1924	"alfalfa"
14	14	44.5	"R4"	1924	"alfalfa"
15	14	43.5	"R4"	1924	"alfalfa"
16	14	44.5	"R4"	1924	"alfalfa"
17	14	48	"R4"	1924	"alfalfa"
18	14	48	"R4"	1924	"alfalfa"
19	14	45	"R4"	1924	"alfalfa"
20	14	45	"R4"	1924	"alfalfa"
21	14	47.5	"R4"	1924	"alfalfa"
22	14	45.5	"R4"	1924	"alfalfa"
23	14	44	"R4"	1924	"alfalfa"
24	14	47	"R4"	1924	"alfalfa"
25	14	45	"R4"	1924	"alfalfa"
26	14	45.5	"R4"	1924	"alfalfa"
27	14	44	"R4"	1924	"alfalfa"
28	14	45	"R4"	1924	"alfalfa"
29	14	47.5	"R4"	1924	"alfalfa"
30	14	50.5	"R4"	1924	"alfalfa"
31	14	40.5	"R4"	1924	"alfalfa"
32	14	39.5	"R4"	1924	"alfalfa"
33	14	42	"R4"	1924	"alfalfa"
34	14	44.5	"R4"	1924	"alfalfa"
35	14	47	"R4"	1924	"alfalfa"
1	15	43.5	"R4"	1924	"alfalfa"
2	15	41	"R4"	1924	"alfalfa"
3	15	39.5	"R4"	1924	"alfalfa"
4	15	39	"R4"	1924	"alfalfa"
5	15	34.5	"R4"	1924	"alfalfa"
6	15	37	"R4"	1924	"alfalfa"
7	15	35	"R4"	1924	"alfalfa"
8	15	36	"R4"	1924	"alfalfa"
9	15	36.5	"R4"	1924	"alfalfa"
10	15	37.5	"R4"	1924	"alfalfa"
11	15	41.5	"R4"	1924	"alfalfa"
12	15	46	"R4"	1924	"alfalfa"
13	15	44	"R4"	1924	"alfalfa"
14	15	45	"R4"	1924	"alfalfa"
15	15	43.5	"R4"	1924	"alfalfa"
16	15	46	"R4"	1924	"alfalfa"
17	15	42	"R4"	1924	"alfalfa"
18	15	44	"R4"	1924	"alfalfa"
19	15	42.5	"R4"	1924	"alfalfa"
20	15	44	"R4"	1924	"alfalfa"
21	15	45	"R4"	1924	"alfalfa"
22	15	44	"R4"	1924	"alfalfa"
23	15	44.5	"R4"	1924	"alfalfa"
24	15	46	"R4"	1924	"alfalfa"
25	15	46	"R4"	1924	"alfalfa"
26	15	42.5	"R4"	1924	"alfalfa"
27	15	43	"R4"	1924	"alfalfa"
28	15	46.5	"R4"	1924	"alfalfa"
29	15	45.5	"R4"	1924	"alfalfa"
30	15	48	"R4"	1924	"alfalfa"
31	15	39.5	"R4"	1924	"alfalfa"
32	15	31	"R4"	1924	"alfalfa"
33	15	35.5	"R4"	1924	"alfalfa"
34	15	37	"R4"	1924	"alfalfa"
35	15	45.5	"R4"	1924	"alfalfa"
1	16	43.5	"R4"	1924	"alfalfa"
2	16	42.5	"R4"	1924	"alfalfa"
3	16	38.5	"R4"	1924	"alfalfa"
4	16	36.5	"R4"	1924	"alfalfa"
5	16	37.5	"R4"	1924	"alfalfa"
6	16	39	"R4"	1924	"alfalfa"
7	16	37.5	"R4"	1924	"alfalfa"
8	16	37.5	"R4"	1924	"alfalfa"
9	16	38.5	"R4"	1924	"alfalfa"
10	16	39	"R4"	1924	"alfalfa"
11	16	42	"R4"	1924	"alfalfa"
12	16	46.5	"R4"	1924	"alfalfa"
13	16	44.5	"R4"	1924	"alfalfa"
14	16	45	"R4"	1924	"alfalfa"
15	16	46	"R4"	1924	"alfalfa"
16	16	44.5	"R4"	1924	"alfalfa"
17	16	43	"R4"	1924	"alfalfa"
18	16	44	"R4"	1924	"alfalfa"
19	16	41.5	"R4"	1924	"alfalfa"
20	16	42	"R4"	1924	"alfalfa"
21	16	46.5	"R4"	1924	"alfalfa"
22	16	43	"R4"	1924	"alfalfa"
23	16	44.5	"R4"	1924	"alfalfa"
24	16	48	"R4"	1924	"alfalfa"
25	16	44	"R4"	1924	"alfalfa"
26	16	42.5	"R4"	1924	"alfalfa"
27	16	46	"R4"	1924	"alfalfa"
28	16	44.5	"R4"	1924	"alfalfa"
29	16	45	"R4"	1924	"alfalfa"
30	16	45.5	"R4"	1924	"alfalfa"
31	16	41.5	"R4"	1924	"alfalfa"
32	16	42	"R4"	1924	"alfalfa"
33	16	37	"R4"	1924	"alfalfa"
34	16	37.5	"R4"	1924	"alfalfa"
35	16	44	"R4"	1924	"alfalfa"
1	17	43	"R4"	1924	"alfalfa"
2	17	40.5	"R4"	1924	"alfalfa"
3	17	40.5	"R4"	1924	"alfalfa"
4	17	43	"R4"	1924	"alfalfa"
5	17	41.5	"R4"	1924	"alfalfa"
6	17	42.5	"R4"	1924	"alfalfa"
7	17	39.5	"R4"	1924	"alfalfa"
8	17	39	"R4"	1924	"alfalfa"
9	17	39.5	"R4"	1924	"alfalfa"
10	17	44	"R4"	1924	"alfalfa"
11	17	47.5	"R4"	1924	"alfalfa"
12	17	51.5	"R4"	1924	"alfalfa"
13	17	46	"R4"	1924	"alfalfa"
14	17	46	"R4"	1924	"alfalfa"
15	17	46.5	"R4"	1924	"alfalfa"
16	17	48	"R4"	1924	"alfalfa"
17	17	47	"R4"	1924	"alfalfa"
18	17	47	"R4"	1924	"alfalfa"
19	17	44	"R4"	1924	"alfalfa"
20	17	46.5	"R4"	1924	"alfalfa"
21	17	48.5	"R4"	1924	"alfalfa"
22	17	44	"R4"	1924	"alfalfa"
23	17	47.5	"R4"	1924	"alfalfa"
24	17	51.5	"R4"	1924	"alfalfa"
25	17	47.5	"R4"	1924	"alfalfa"
26	17	48	"R4"	1924	"alfalfa"
27	17	51	"R4"	1924	"alfalfa"
28	17	50	"R4"	1924	"alfalfa"
29	17	48	"R4"	1924	"alfalfa"
30	17	51	"R4"	1924	"alfalfa"
31	17	48	"R4"	1924	"alfalfa"
32	17	51	"R4"	1924	"alfalfa"
33	17	40	"R4"	1924	"alfalfa"
34	17	41	"R4"	1924	"alfalfa"
35	17	46.5	"R4"	1924	"alfalfa"
1	13	30.87	"R4"	1926	"mangels"
2	13	28.75	"R4"	1926	"mangels"
3	13	32.44	"R4"	1926	"mangels"
4	13	29.5	"R4"	1926	"mangels"
5	13	28.5	"R4"	1926	"mangels"
6	13	30.75	"R4"	1926	"mangels"
7	13	31.5	"R4"	1926	"mangels"
8	13	33.06	"R4"	1926	"mangels"
9	13	32.12	"R4"	1926	"mangels"
10	13	32.5	"R4"	1926	"mangels"
11	13	35	"R4"	1926	"mangels"
12	13	35.25	"R4"	1926	"mangels"
13	13	34.75	"R4"	1926	"mangels"
14	13	35	"R4"	1926	"mangels"
15	13	34.5	"R4"	1926	"mangels"
16	13	34.75	"R4"	1926	"mangels"
17	13	38.75	"R4"	1926	"mangels"
18	13	38	"R4"	1926	"mangels"
19	13	38.75	"R4"	1926	"mangels"
20	13	38.5	"R4"	1926	"mangels"
21	13	38	"R4"	1926	"mangels"
22	13	40	"R4"	1926	"mangels"
23	13	39.75	"R4"	1926	"mangels"
24	13	38.25	"R4"	1926	"mangels"
25	13	37.75	"R4"	1926	"mangels"
26	13	39.5	"R4"	1926	"mangels"
27	13	38.5	"R4"	1926	"mangels"
28	13	35.25	"R4"	1926	"mangels"
29	13	38.5	"R4"	1926	"mangels"
30	13	41.5	"R4"	1926	"mangels"
31	13	41.5	"R4"	1926	"mangels"
32	13	42.75	"R4"	1926	"mangels"
33	13	42.5	"R4"	1926	"mangels"
34	13	41.75	"R4"	1926	"mangels"
35	13	43.75	"R4"	1926	"mangels"
1	14	27.56	"R4"	1926	"mangels"
2	14	31.44	"R4"	1926	"mangels"
3	14	32	"R4"	1926	"mangels"
4	14	28.5	"R4"	1926	"mangels"
5	14	30.81	"R4"	1926	"mangels"
6	14	30.81	"R4"	1926	"mangels"
7	14	29.75	"R4"	1926	"mangels"
8	14	31.12	"R4"	1926	"mangels"
9	14	30.81	"R4"	1926	"mangels"
10	14	32.12	"R4"	1926	"mangels"
11	14	31.81	"R4"	1926	"mangels"
12	14	35.31	"R4"	1926	"mangels"
13	14	33.5	"R4"	1926	"mangels"
14	14	33.5	"R4"	1926	"mangels"
15	14	33	"R4"	1926	"mangels"
16	14	35.75	"R4"	1926	"mangels"
17	14	34.25	"R4"	1926	"mangels"
18	14	39.25	"R4"	1926	"mangels"
19	14	36	"R4"	1926	"mangels"
20	14	34.5	"R4"	1926	"mangels"
21	14	34.75	"R4"	1926	"mangels"
22	14	39.75	"R4"	1926	"mangels"
23	14	38.25	"R4"	1926	"mangels"
24	14	40	"R4"	1926	"mangels"
25	14	38.5	"R4"	1926	"mangels"
26	14	40.5	"R4"	1926	"mangels"
27	14	39.25	"R4"	1926	"mangels"
28	14	38.25	"R4"	1926	"mangels"
29	14	39	"R4"	1926	"mangels"
30	14	36.25	"R4"	1926	"mangels"
31	14	38.3	"R4"	1926	"mangels"
32	14	35.25	"R4"	1926	"mangels"
33	14	36.75	"R4"	1926	"mangels"
34	14	37.75	"R4"	1926	"mangels"
35	14	38.75	"R4"	1926	"mangels"
1	15	29.5	"R4"	1926	"mangels"
2	15	34.69	"R4"	1926	"mangels"
3	15	31.75	"R4"	1926	"mangels"
4	15	28.25	"R4"	1926	"mangels"
5	15	28	"R4"	1926	"mangels"
6	15	31.25	"R4"	1926	"mangels"
7	15	28.75	"R4"	1926	"mangels"
8	15	31	"R4"	1926	"mangels"
9	15	30	"R4"	1926	"mangels"
10	15	31	"R4"	1926	"mangels"
11	15	32.5	"R4"	1926	"mangels"
12	15	31.75	"R4"	1926	"mangels"
13	15	31.25	"R4"	1926	"mangels"
14	15	33	"R4"	1926	"mangels"
15	15	33.75	"R4"	1926	"mangels"
16	15	33	"R4"	1926	"mangels"
17	15	36.5	"R4"	1926	"mangels"
18	15	35.75	"R4"	1926	"mangels"
19	15	33.75	"R4"	1926	"mangels"
20	15	30.75	"R4"	1926	"mangels"
21	15	33	"R4"	1926	"mangels"
22	15	36	"R4"	1926	"mangels"
23	15	36.25	"R4"	1926	"mangels"
24	15	36.25	"R4"	1926	"mangels"
25	15	38.25	"R4"	1926	"mangels"
26	15	38.75	"R4"	1926	"mangels"
27	15	38.75	"R4"	1926	"mangels"
28	15	34.25	"R4"	1926	"mangels"
29	15	36.75	"R4"	1926	"mangels"
30	15	39	"R4"	1926	"mangels"
31	15	36.25	"R4"	1926	"mangels"
32	15	32.25	"R4"	1926	"mangels"
33	15	34.5	"R4"	1926	"mangels"
34	15	34.25	"R4"	1926	"mangels"
35	15	37.25	"R4"	1926	"mangels"
