"yield"	"rep"	"gen"	"env"	"year"	"loc"
3966	"R3"	"Evan"	"G82"	"82"	"Geneseo"
3566	"R3"	"Wilk"	"G82"	"82"	"Geneseo"
2786	"R3"	"Chip"	"G82"	"82"	"Geneseo"
3632	"R3"	"Hodg"	"G82"	"82"	"Geneseo"
3897	"R3"	"S200"	"G82"	"82"	"Geneseo"
4309	"R3"	"Cors"	"G82"	"82"	"Geneseo"
3195	"R3"	"Well"	"G82"	"82"	"Geneseo"
2130	"R3"	"Evan"	"V82"	"82"	"Valatie"
1895	"R3"	"Wilk"	"V82"	"82"	"Valatie"
1251	"R3"	"Chip"	"V82"	"82"	"Valatie"
1463	"R3"	"Hodg"	"V82"	"82"	"Valatie"
1222	"R3"	"S200"	"V82"	"82"	"Valatie"
1245	"R3"	"Cors"	"V82"	"82"	"Valatie"
2091	"R3"	"Well"	"V82"	"82"	"Valatie"
1717	"R3"	"Evan"	"A83"	"83"	"Aurora"
1416	"R3"	"Wilk"	"A83"	"83"	"Aurora"
2194	"R3"	"Chip"	"A83"	"83"	"Aurora"
2583	"R3"	"Hodg"	"A83"	"83"	"Aurora"
2386	"R3"	"S200"	"A83"	"83"	"Aurora"
1831	"R3"	"Cors"	"A83"	"83"	"Aurora"
2079	"R3"	"Well"	"A83"	"83"	"Aurora"
885	"R3"	"Evan"	"I83"	"83"	"Itica"
954	"R3"	"Wilk"	"I83"	"83"	"Itica"
1650	"R3"	"Chip"	"I83"	"83"	"Itica"
1952	"R3"	"Hodg"	"I83"	"83"	"Itica"
2192	"R3"	"S200"	"I83"	"83"	"Itica"
2229	"R3"	"Cors"	"I83"	"83"	"Itica"
2184	"R3"	"Well"	"I83"	"83"	"Itica"
4394	"R3"	"Evan"	"G83"	"83"	"Geneseo"
3950	"R3"	"Wilk"	"G83"	"83"	"Geneseo"
3009	"R3"	"Chip"	"G83"	"83"	"Geneseo"
4729	"R3"	"Hodg"	"G83"	"83"	"Geneseo"
3810	"R3"	"S200"	"G83"	"83"	"Geneseo"
4237	"R3"	"Cors"	"G83"	"83"	"Geneseo"
3521	"R3"	"Well"	"G83"	"83"	"Geneseo"
3274	"R3"	"Evan"	"A84"	"84"	"Aurora"
3037	"R3"	"Wilk"	"A84"	"84"	"Aurora"
3255	"R3"	"Chip"	"A84"	"84"	"Aurora"
3947	"R3"	"Hodg"	"A84"	"84"	"Aurora"
3666	"R3"	"S200"	"A84"	"84"	"Aurora"
3565	"R3"	"Cors"	"A84"	"84"	"Aurora"
2957	"R3"	"Well"	"A84"	"84"	"Aurora"
2928	"R3"	"Evan"	"N84"	"84"	"Canton"
2618	"R3"	"Wilk"	"N84"	"84"	"Canton"
2534	"R3"	"Chip"	"N84"	"84"	"Canton"
3025	"R3"	"Hodg"	"N84"	"84"	"Canton"
3573	"R3"	"S200"	"N84"	"84"	"Canton"
2944	"R3"	"Cors"	"N84"	"84"	"Canton"
2646	"R3"	"Well"	"N84"	"84"	"Canton"
3016	"R3"	"Evan"	"C84"	"84"	"Chazy"
2736	"R3"	"Wilk"	"C84"	"84"	"Chazy"
2363	"R3"	"Chip"	"C84"	"84"	"Chazy"
3148	"R3"	"Hodg"	"C84"	"84"	"Chazy"
2612	"R3"	"S200"	"C84"	"84"	"Chazy"
2429	"R3"	"Cors"	"C84"	"84"	"Chazy"
2746	"R3"	"Well"	"C84"	"84"	"Chazy"
2106	"R3"	"Evan"	"I84"	"84"	"Itica"
2067	"R3"	"Wilk"	"I84"	"84"	"Itica"
2156	"R3"	"Chip"	"I84"	"84"	"Itica"
2237	"R3"	"Hodg"	"I84"	"84"	"Itica"
2291	"R3"	"S200"	"I84"	"84"	"Itica"
2130	"R3"	"Cors"	"I84"	"84"	"Itica"
2102	"R3"	"Well"	"I84"	"84"	"Itica"
3031	"R3"	"Chip"	"G84"	"84"	"Geneseo"
4071	"R3"	"Hodg"	"G84"	"84"	"Geneseo"
4290	"R3"	"S200"	"G84"	"84"	"Geneseo"
4272	"R3"	"Cors"	"G84"	"84"	"Geneseo"
3598	"R3"	"Well"	"G84"	"84"	"Geneseo"
1236	"R3"	"Evan"	"A85"	"85"	"Aurora"
951	"R3"	"Chip"	"A85"	"85"	"Aurora"
1455	"R3"	"Hodg"	"A85"	"85"	"Aurora"
1072	"R3"	"S200"	"A85"	"85"	"Aurora"
837	"R3"	"Cors"	"A85"	"85"	"Aurora"
1043	"R3"	"Well"	"A85"	"85"	"Aurora"
2196	"R3"	"Evan"	"N85"	"85"	"Canton"
1521	"R3"	"Wilk"	"N85"	"85"	"Canton"
2296	"R3"	"Chip"	"N85"	"85"	"Canton"
2105	"R3"	"Hodg"	"N85"	"85"	"Canton"
2548	"R3"	"S200"	"N85"	"85"	"Canton"
2662	"R3"	"Cors"	"N85"	"85"	"Canton"
2168	"R3"	"Well"	"N85"	"85"	"Canton"
3022	"R3"	"Evan"	"C85"	"85"	"Chazy"
3097	"R3"	"Wilk"	"C85"	"85"	"Chazy"
2610	"R3"	"Chip"	"C85"	"85"	"Chazy"
2841	"R3"	"Hodg"	"C85"	"85"	"Chazy"
3238	"R3"	"S200"	"C85"	"85"	"Chazy"
2957	"R3"	"Cors"	"C85"	"85"	"Chazy"
2482	"R3"	"Well"	"C85"	"85"	"Chazy"
1609	"R3"	"Evan"	"I85"	"85"	"Itica"
1416	"R3"	"Wilk"	"I85"	"85"	"Itica"
1591	"R3"	"Chip"	"I85"	"85"	"Itica"
1825	"R3"	"Hodg"	"I85"	"85"	"Itica"
1414	"R3"	"S200"	"I85"	"85"	"Itica"
1615	"R3"	"Cors"	"I85"	"85"	"Itica"
1508	"R3"	"Well"	"I85"	"85"	"Itica"
3489	"R3"	"Evan"	"G85"	"85"	"Geneseo"
3263	"R3"	"Wilk"	"G85"	"85"	"Geneseo"
2742	"R3"	"Chip"	"G85"	"85"	"Geneseo"
3213	"R3"	"Hodg"	"G85"	"85"	"Geneseo"
3569	"R3"	"S200"	"G85"	"85"	"Geneseo"
3275	"R3"	"Cors"	"G85"	"85"	"Geneseo"
3305	"R3"	"Well"	"G85"	"85"	"Geneseo"
3105	"R3"	"Evan"	"A86"	"86"	"Aurora"
2835	"R3"	"Wilk"	"A86"	"86"	"Aurora"
2815	"R3"	"Chip"	"A86"	"86"	"Aurora"
3276	"R3"	"Hodg"	"A86"	"86"	"Aurora"
3188	"R3"	"S200"	"A86"	"86"	"Aurora"
3613	"R3"	"Cors"	"A86"	"86"	"Aurora"
3353	"R3"	"Well"	"A86"	"86"	"Aurora"
2812	"R3"	"Evan"	"C86"	"86"	"Chazy"
2434	"R3"	"Wilk"	"C86"	"86"	"Chazy"
1970	"R3"	"Chip"	"C86"	"86"	"Chazy"
2143	"R3"	"Hodg"	"C86"	"86"	"Chazy"
1860	"R3"	"S200"	"C86"	"86"	"Chazy"
1713	"R3"	"Cors"	"C86"	"86"	"Chazy"
1639	"R3"	"Well"	"C86"	"86"	"Chazy"
3561	"R3"	"Evan"	"G86"	"86"	"Geneseo"
3035	"R3"	"Wilk"	"G86"	"86"	"Geneseo"
3161	"R3"	"Chip"	"G86"	"86"	"Geneseo"
3490	"R3"	"Hodg"	"G86"	"86"	"Geneseo"
2963	"R3"	"S200"	"G86"	"86"	"Geneseo"
3066	"R3"	"Cors"	"G86"	"86"	"Geneseo"
3342	"R3"	"Well"	"G86"	"86"	"Geneseo"
2239	"R3"	"Evan"	"E86"	"86"	"Etna"
1741	"R3"	"Wilk"	"E86"	"86"	"Etna"
2412	"R3"	"Chip"	"E86"	"86"	"Etna"
2979	"R3"	"Hodg"	"E86"	"86"	"Etna"
2411	"R3"	"S200"	"E86"	"86"	"Etna"
3079	"R3"	"Cors"	"E86"	"86"	"Etna"
2875	"R3"	"Well"	"E86"	"86"	"Etna"
2550	"R3"	"Evan"	"N86"	"86"	"Canton"
2128	"R3"	"Wilk"	"N86"	"86"	"Canton"
2873	"R3"	"Chip"	"N86"	"86"	"Canton"
2308	"R3"	"Hodg"	"N86"	"86"	"Canton"
1517	"R3"	"S200"	"N86"	"86"	"Canton"
1866	"R3"	"Cors"	"N86"	"86"	"Canton"
1703	"R3"	"Well"	"N86"	"86"	"Canton"
2872	"R3"	"Evan"	"A87"	"87"	"Aurora"
2122	"R3"	"Wilk"	"A87"	"87"	"Aurora"
2316	"R3"	"Chip"	"A87"	"87"	"Aurora"
2188	"R3"	"Hodg"	"A87"	"87"	"Aurora"
2762	"R3"	"S200"	"A87"	"87"	"Aurora"
2544	"R3"	"Cors"	"A87"	"87"	"Aurora"
2709	"R3"	"Well"	"A87"	"87"	"Aurora"
2495	"R3"	"Evan"	"N87"	"87"	"Canton"
2138	"R3"	"Wilk"	"N87"	"87"	"Canton"
2443	"R3"	"Chip"	"N87"	"87"	"Canton"
2941	"R3"	"Hodg"	"N87"	"87"	"Canton"
2786	"R3"	"S200"	"N87"	"87"	"Canton"
3067	"R3"	"Cors"	"N87"	"87"	"Canton"
2580	"R3"	"Well"	"N87"	"87"	"Canton"
3470	"R3"	"Evan"	"C87"	"87"	"Chazy"
3169	"R3"	"Wilk"	"C87"	"87"	"Chazy"
2357	"R3"	"Chip"	"C87"	"87"	"Chazy"
2302	"R3"	"Hodg"	"C87"	"87"	"Chazy"
1257	"R3"	"S200"	"C87"	"87"	"Chazy"
1998	"R3"	"Cors"	"C87"	"87"	"Chazy"
1577	"R3"	"Well"	"C87"	"87"	"Chazy"
3150	"R3"	"Evan"	"E87"	"87"	"Etna"
2104	"R3"	"Wilk"	"E87"	"87"	"Etna"
2748	"R3"	"Chip"	"E87"	"87"	"Etna"
2946	"R3"	"Hodg"	"E87"	"87"	"Etna"
2753	"R3"	"S200"	"E87"	"87"	"Etna"
2578	"R3"	"Cors"	"E87"	"87"	"Etna"
1680	"R3"	"Well"	"E87"	"87"	"Etna"
3063	"R3"	"Evan"	"G87"	"87"	"Geneseo"
3081	"R3"	"Wilk"	"G87"	"87"	"Geneseo"
2866	"R3"	"Chip"	"G87"	"87"	"Geneseo"
3307	"R3"	"Hodg"	"G87"	"87"	"Geneseo"
1876	"R3"	"S200"	"G87"	"87"	"Geneseo"
1513	"R3"	"Cors"	"G87"	"87"	"Geneseo"
2605	"R3"	"Well"	"G87"	"87"	"Geneseo"
2947	"R3"	"Evan"	"A88"	"88"	"Aurora"
2104	"R3"	"Wilk"	"A88"	"88"	"Aurora"
2712	"R3"	"Chip"	"A88"	"88"	"Aurora"
3205	"R3"	"Hodg"	"A88"	"88"	"Aurora"
3455	"R3"	"S200"	"A88"	"88"	"Aurora"
2791	"R3"	"Cors"	"A88"	"88"	"Aurora"
2991	"R3"	"Well"	"A88"	"88"	"Aurora"
3283	"R3"	"Evan"	"N88"	"88"	"Canton"
3063	"R3"	"Wilk"	"N88"	"88"	"Canton"
2363	"R3"	"Chip"	"N88"	"88"	"Canton"
3529	"R3"	"Hodg"	"N88"	"88"	"Canton"
3391	"R3"	"S200"	"N88"	"88"	"Canton"
4208	"R3"	"Cors"	"N88"	"88"	"Canton"
3315	"R3"	"Well"	"N88"	"88"	"Canton"
3818	"R3"	"Evan"	"C88"	"88"	"Chazy"
3532	"R3"	"Wilk"	"C88"	"88"	"Chazy"
3042	"R3"	"Chip"	"C88"	"88"	"Chazy"
3362	"R3"	"Hodg"	"C88"	"88"	"Chazy"
2353	"R3"	"S200"	"C88"	"88"	"Chazy"
2666	"R3"	"Cors"	"C88"	"88"	"Chazy"
3005	"R3"	"Well"	"C88"	"88"	"Chazy"
2888	"R3"	"Evan"	"E88"	"88"	"Etna"
2781	"R3"	"Wilk"	"E88"	"88"	"Etna"
2737	"R3"	"Chip"	"E88"	"88"	"Etna"
2894	"R3"	"Hodg"	"E88"	"88"	"Etna"
2022	"R3"	"S200"	"E88"	"88"	"Etna"
2073	"R3"	"Cors"	"E88"	"88"	"Etna"
2405	"R3"	"Well"	"E88"	"88"	"Etna"
4273	"R3"	"Evan"	"G88"	"88"	"Geneseo"
4749	"R3"	"Wilk"	"G88"	"88"	"Geneseo"
3492	"R3"	"Chip"	"G88"	"88"	"Geneseo"
5522	"R3"	"Hodg"	"G88"	"88"	"Geneseo"
4243	"R3"	"S200"	"G88"	"88"	"Geneseo"
3790	"R3"	"Cors"	"G88"	"88"	"Geneseo"
2750	"R3"	"Well"	"G88"	"88"	"Geneseo"
2832	"R4"	"Evan"	"A77"	"77"	"Aurora"
2528	"R4"	"Wilk"	"A77"	"77"	"Aurora"
2079	"R4"	"Chip"	"A77"	"77"	"Aurora"
3218	"R4"	"Hodg"	"A77"	"77"	"Aurora"
2641	"R4"	"S200"	"A77"	"77"	"Aurora"
2823	"R4"	"Cors"	"A77"	"77"	"Aurora"
2866	"R4"	"Well"	"A77"	"77"	"Aurora"
2732	"R4"	"Evan"	"C77"	"77"	"Chazy"
2839	"R4"	"Wilk"	"C77"	"77"	"Chazy"
1757	"R4"	"Chip"	"C77"	"77"	"Chazy"
2483	"R4"	"Hodg"	"C77"	"77"	"Chazy"
1114	"R4"	"S200"	"C77"	"77"	"Chazy"
1453	"R4"	"Cors"	"C77"	"77"	"Chazy"
1137	"R4"	"Well"	"C77"	"77"	"Chazy"
1613	"R4"	"Evan"	"V78"	"78"	"Valatie"
1377	"R4"	"Wilk"	"V78"	"78"	"Valatie"
1341	"R4"	"Chip"	"V78"	"78"	"Valatie"
1663	"R4"	"Hodg"	"V78"	"78"	"Valatie"
2520	"R4"	"S200"	"V78"	"78"	"Valatie"
2335	"R4"	"Cors"	"V78"	"78"	"Valatie"
1924	"R4"	"Well"	"V78"	"78"	"Valatie"
3274	"R4"	"Evan"	"A79"	"79"	"Aurora"
2473	"R4"	"Chip"	"A79"	"79"	"Aurora"
3516	"R4"	"Hodg"	"A79"	"79"	"Aurora"
3683	"R4"	"S200"	"A79"	"79"	"Aurora"
2817	"R4"	"Well"	"A79"	"79"	"Aurora"
2759	"R4"	"Evan"	"C79"	"79"	"Chazy"
2571	"R4"	"Wilk"	"C79"	"79"	"Chazy"
2109	"R4"	"Hodg"	"C79"	"79"	"Chazy"
2266	"R4"	"S200"	"C79"	"79"	"Chazy"
1856	"R4"	"Cors"	"C79"	"79"	"Chazy"
1280	"R4"	"Well"	"C79"	"79"	"Chazy"
3469	"R4"	"Evan"	"G79"	"79"	"Geneseo"
2038	"R4"	"Wilk"	"G79"	"79"	"Geneseo"
3310	"R4"	"Hodg"	"G79"	"79"	"Geneseo"
1404	"R4"	"Evan"	"R79"	"79"	"Romulus"
813	"R4"	"Wilk"	"R79"	"79"	"Romulus"
1749	"R4"	"Chip"	"R79"	"79"	"Romulus"
2198	"R4"	"Hodg"	"R79"	"79"	"Romulus"
2131	"R4"	"S200"	"R79"	"79"	"Romulus"
1917	"R4"	"Cors"	"R79"	"79"	"Romulus"
1995	"R4"	"Well"	"R79"	"79"	"Romulus"
1004	"R4"	"Evan"	"V79"	"79"	"Valatie"
616	"R4"	"Wilk"	"V79"	"79"	"Valatie"
1178	"R4"	"Chip"	"V79"	"79"	"Valatie"
1568	"R4"	"Hodg"	"V79"	"79"	"Valatie"
1486	"R4"	"S200"	"V79"	"79"	"Valatie"
981	"R4"	"Cors"	"V79"	"79"	"Valatie"
1472	"R4"	"Well"	"V79"	"79"	"Valatie"
3098	"R4"	"Evan"	"A80"	"80"	"Aurora"
2771	"R4"	"Wilk"	"A80"	"80"	"Aurora"
2309	"R4"	"Chip"	"A80"	"80"	"Aurora"
3495	"R4"	"Hodg"	"A80"	"80"	"Aurora"
3104	"R4"	"S200"	"A80"	"80"	"Aurora"
3164	"R4"	"Cors"	"A80"	"80"	"Aurora"
1930	"R4"	"Well"	"A80"	"80"	"Aurora"
4061	"R4"	"Evan"	"G80"	"80"	"Geneseo"
2960	"R4"	"Wilk"	"G80"	"80"	"Geneseo"
3204	"R4"	"Chip"	"G80"	"80"	"Geneseo"
4241	"R4"	"Hodg"	"G80"	"80"	"Geneseo"
4112	"R4"	"S200"	"G80"	"80"	"Geneseo"
3993	"R4"	"Cors"	"G80"	"80"	"Geneseo"
3501	"R4"	"Well"	"G80"	"80"	"Geneseo"
2073	"R4"	"Evan"	"D80"	"80"	"Riverhead"
1326	"R4"	"Wilk"	"D80"	"80"	"Riverhead"
1671	"R4"	"Chip"	"D80"	"80"	"Riverhead"
2279	"R4"	"Hodg"	"D80"	"80"	"Riverhead"
2170	"R4"	"S200"	"D80"	"80"	"Riverhead"
1990	"R4"	"Cors"	"D80"	"80"	"Riverhead"
2848	"R4"	"Well"	"D80"	"80"	"Riverhead"
2419	"R4"	"Evan"	"V80"	"80"	"Valatie"
2442	"R4"	"Wilk"	"V80"	"80"	"Valatie"
1871	"R4"	"Chip"	"V80"	"80"	"Valatie"
1944	"R4"	"Hodg"	"V80"	"80"	"Valatie"
1821	"R4"	"S200"	"V80"	"80"	"Valatie"
1898	"R4"	"Cors"	"V80"	"80"	"Valatie"
2076	"R4"	"Well"	"V80"	"80"	"Valatie"
2545	"R4"	"Evan"	"A81"	"81"	"Aurora"
2404	"R4"	"Wilk"	"A81"	"81"	"Aurora"
2535	"R4"	"Chip"	"A81"	"81"	"Aurora"
3555	"R4"	"Hodg"	"A81"	"81"	"Aurora"
2798	"R4"	"S200"	"A81"	"81"	"Aurora"
3487	"R4"	"Cors"	"A81"	"81"	"Aurora"
2785	"R4"	"Well"	"A81"	"81"	"Aurora"
3144	"R4"	"Evan"	"C81"	"81"	"Chazy"
3170	"R4"	"Wilk"	"C81"	"81"	"Chazy"
1431	"R4"	"Chip"	"C81"	"81"	"Chazy"
2677	"R4"	"Hodg"	"C81"	"81"	"Chazy"
1707	"R4"	"S200"	"C81"	"81"	"Chazy"
2470	"R4"	"Cors"	"C81"	"81"	"Chazy"
1441	"R4"	"Well"	"C81"	"81"	"Chazy"
2661	"R4"	"Evan"	"G81"	"81"	"Geneseo"
2415	"R4"	"Wilk"	"G81"	"81"	"Geneseo"
3273	"R4"	"Chip"	"G81"	"81"	"Geneseo"
3915	"R4"	"Hodg"	"G81"	"81"	"Geneseo"
3961	"R4"	"S200"	"G81"	"81"	"Geneseo"
4221	"R4"	"Cors"	"G81"	"81"	"Geneseo"
2966	"R4"	"Well"	"G81"	"81"	"Geneseo"
3310	"R4"	"Evan"	"L81"	"81"	"Lockport"
2654	"R4"	"Wilk"	"L81"	"81"	"Lockport"
2585	"R4"	"Chip"	"L81"	"81"	"Lockport"
2742	"R4"	"Hodg"	"L81"	"81"	"Lockport"
2671	"R4"	"S200"	"L81"	"81"	"Lockport"
2957	"R4"	"Cors"	"L81"	"81"	"Lockport"
2716	"R4"	"Well"	"L81"	"81"	"Lockport"
2642	"R4"	"Evan"	"D81"	"81"	"Riverhead"
2333	"R4"	"Wilk"	"D81"	"81"	"Riverhead"
2968	"R4"	"Chip"	"D81"	"81"	"Riverhead"
2845	"R4"	"Hodg"	"D81"	"81"	"Riverhead"
2467	"R4"	"Cors"	"D81"	"81"	"Riverhead"
2255	"R4"	"Well"	"D81"	"81"	"Riverhead"
2309	"R4"	"Evan"	"R81"	"81"	"Romulus"
1545	"R4"	"Wilk"	"R81"	"81"	"Romulus"
1920	"R4"	"Chip"	"R81"	"81"	"Romulus"
3028	"R4"	"Hodg"	"R81"	"81"	"Romulus"
2650	"R4"	"S200"	"R81"	"81"	"Romulus"
3750	"R4"	"Cors"	"R81"	"81"	"Romulus"
2757	"R4"	"Well"	"R81"	"81"	"Romulus"
2912	"R4"	"Evan"	"V81"	"81"	"Valatie"
3807	"R4"	"Wilk"	"V81"	"81"	"Valatie"
2452	"R4"	"Chip"	"V81"	"81"	"Valatie"
1921	"R4"	"Hodg"	"V81"	"81"	"Valatie"
2580	"R4"	"S200"	"V81"	"81"	"Valatie"
2279	"R4"	"Cors"	"V81"	"81"	"Valatie"
1697	"R4"	"Well"	"V81"	"81"	"Valatie"
2285	"R4"	"Evan"	"A82"	"82"	"Aurora"
1770	"R4"	"Wilk"	"A82"	"82"	"Aurora"
1765	"R4"	"Chip"	"A82"	"82"	"Aurora"
2413	"R4"	"Hodg"	"A82"	"82"	"Aurora"
2556	"R4"	"Cors"	"A82"	"82"	"Aurora"
2605	"R4"	"Well"	"A82"	"82"	"Aurora"
3897	"R4"	"Evan"	"G82"	"82"	"Geneseo"
3159	"R4"	"Wilk"	"G82"	"82"	"Geneseo"
2738	"R4"	"Chip"	"G82"	"82"	"Geneseo"
3797	"R4"	"Hodg"	"G82"	"82"	"Geneseo"
4204	"R4"	"S200"	"G82"	"82"	"Geneseo"
3905	"R4"	"Cors"	"G82"	"82"	"Geneseo"
3134	"R4"	"Well"	"G82"	"82"	"Geneseo"
1812	"R4"	"Evan"	"V82"	"82"	"Valatie"
1579	"R4"	"Wilk"	"V82"	"82"	"Valatie"
2447	"R4"	"Hodg"	"V82"	"82"	"Valatie"
1190	"R4"	"S200"	"V82"	"82"	"Valatie"
1384	"R4"	"Cors"	"V82"	"82"	"Valatie"
1083	"R4"	"Well"	"V82"	"82"	"Valatie"
3432	"R4"	"Evan"	"A83"	"83"	"Aurora"
2272	"R4"	"Wilk"	"A83"	"83"	"Aurora"
1808	"R4"	"Chip"	"A83"	"83"	"Aurora"
2305	"R4"	"Hodg"	"A83"	"83"	"Aurora"
2074	"R4"	"S200"	"A83"	"83"	"Aurora"
2045	"R4"	"Cors"	"A83"	"83"	"Aurora"
1866	"R4"	"Well"	"A83"	"83"	"Aurora"
1602	"R4"	"Evan"	"I83"	"83"	"Itica"
1032	"R4"	"Wilk"	"I83"	"83"	"Itica"
2222	"R4"	"Chip"	"I83"	"83"	"Itica"
1536	"R4"	"Hodg"	"I83"	"83"	"Itica"
2130	"R4"	"S200"	"I83"	"83"	"Itica"
1789	"R4"	"Cors"	"I83"	"83"	"Itica"
1925	"R4"	"Well"	"I83"	"83"	"Itica"
4778	"R4"	"Evan"	"G83"	"83"	"Geneseo"
3881	"R4"	"Wilk"	"G83"	"83"	"Geneseo"
3529	"R4"	"Chip"	"G83"	"83"	"Geneseo"
4402	"R4"	"Hodg"	"G83"	"83"	"Geneseo"
3564	"R4"	"S200"	"G83"	"83"	"Geneseo"
3506	"R4"	"Cors"	"G83"	"83"	"Geneseo"
3409	"R4"	"Well"	"G83"	"83"	"Geneseo"
2898	"R4"	"Evan"	"A84"	"84"	"Aurora"
2764	"R4"	"Wilk"	"A84"	"84"	"Aurora"
3255	"R4"	"Chip"	"A84"	"84"	"Aurora"
3682	"R4"	"Hodg"	"A84"	"84"	"Aurora"
3239	"R4"	"S200"	"A84"	"84"	"Aurora"
3719	"R4"	"Cors"	"A84"	"84"	"Aurora"
3681	"R4"	"Well"	"A84"	"84"	"Aurora"
3010	"R4"	"Evan"	"N84"	"84"	"Canton"
2627	"R4"	"Wilk"	"N84"	"84"	"Canton"
2828	"R4"	"Chip"	"N84"	"84"	"Canton"
3107	"R4"	"Hodg"	"N84"	"84"	"Canton"
3241	"R4"	"S200"	"N84"	"84"	"Canton"
3422	"R4"	"Cors"	"N84"	"84"	"Canton"
2601	"R4"	"Well"	"N84"	"84"	"Canton"
2983	"R4"	"Evan"	"C84"	"84"	"Chazy"
2834	"R4"	"Wilk"	"C84"	"84"	"Chazy"
2375	"R4"	"Chip"	"C84"	"84"	"Chazy"
2989	"R4"	"Hodg"	"C84"	"84"	"Chazy"
2930	"R4"	"S200"	"C84"	"84"	"Chazy"
2721	"R4"	"Cors"	"C84"	"84"	"Chazy"
2244	"R4"	"Well"	"C84"	"84"	"Chazy"
1450	"R4"	"Evan"	"I84"	"84"	"Itica"
1449	"R4"	"Wilk"	"I84"	"84"	"Itica"
2112	"R4"	"Chip"	"I84"	"84"	"Itica"
2297	"R4"	"Hodg"	"I84"	"84"	"Itica"
1997	"R4"	"S200"	"I84"	"84"	"Itica"
2305	"R4"	"Cors"	"I84"	"84"	"Itica"
2179	"R4"	"Well"	"I84"	"84"	"Itica"
4557	"R4"	"S200"	"G84"	"84"	"Geneseo"
4006	"R4"	"Cors"	"G84"	"84"	"Geneseo"
3996	"R4"	"Well"	"G84"	"84"	"Geneseo"
838	"R4"	"Evan"	"A85"	"85"	"Aurora"
2279	"R4"	"Evan"	"N85"	"85"	"Canton"
1529	"R4"	"Wilk"	"N85"	"85"	"Canton"
1827	"R4"	"Chip"	"N85"	"85"	"Canton"
2326	"R4"	"Hodg"	"N85"	"85"	"Canton"
2498	"R4"	"S200"	"N85"	"85"	"Canton"
2504	"R4"	"Cors"	"N85"	"85"	"Canton"
2128	"R4"	"Well"	"N85"	"85"	"Canton"
3304	"R4"	"Evan"	"C85"	"85"	"Chazy"
2734	"R4"	"Wilk"	"C85"	"85"	"Chazy"
3023	"R4"	"Chip"	"C85"	"85"	"Chazy"
2786	"R4"	"Hodg"	"C85"	"85"	"Chazy"
2377	"R4"	"S200"	"C85"	"85"	"Chazy"
2479	"R4"	"Well"	"C85"	"85"	"Chazy"
1593	"R4"	"Evan"	"I85"	"85"	"Itica"
1574	"R4"	"Wilk"	"I85"	"85"	"Itica"
1637	"R4"	"Chip"	"I85"	"85"	"Itica"
1870	"R4"	"Hodg"	"I85"	"85"	"Itica"
1262	"R4"	"S200"	"I85"	"85"	"Itica"
1797	"R4"	"Cors"	"I85"	"85"	"Itica"
1593	"R4"	"Well"	"I85"	"85"	"Itica"
3263	"R4"	"Evan"	"G85"	"85"	"Geneseo"
3121	"R4"	"Wilk"	"G85"	"85"	"Geneseo"
3207	"R4"	"Chip"	"G85"	"85"	"Geneseo"
3709	"R4"	"Hodg"	"G85"	"85"	"Geneseo"
3589	"R4"	"S200"	"G85"	"85"	"Geneseo"
3207	"R4"	"Cors"	"G85"	"85"	"Geneseo"
2992	"R4"	"Well"	"G85"	"85"	"Geneseo"
2922	"R4"	"Evan"	"A86"	"86"	"Aurora"
2570	"R4"	"Wilk"	"A86"	"86"	"Aurora"
2794	"R4"	"Chip"	"A86"	"86"	"Aurora"
3727	"R4"	"Hodg"	"A86"	"86"	"Aurora"
3367	"R4"	"S200"	"A86"	"86"	"Aurora"
3677	"R4"	"Cors"	"A86"	"86"	"Aurora"
3650	"R4"	"Well"	"A86"	"86"	"Aurora"
2965	"R4"	"Evan"	"C86"	"86"	"Chazy"
2309	"R4"	"Wilk"	"C86"	"86"	"Chazy"
2145	"R4"	"Chip"	"C86"	"86"	"Chazy"
2461	"R4"	"Hodg"	"C86"	"86"	"Chazy"
1617	"R4"	"S200"	"C86"	"86"	"Chazy"
1900	"R4"	"Cors"	"C86"	"86"	"Chazy"
1973	"R4"	"Well"	"C86"	"86"	"Chazy"
3799	"R4"	"Wilk"	"G86"	"86"	"Geneseo"
3010	"R4"	"Hodg"	"G86"	"86"	"Geneseo"
2916	"R4"	"S200"	"G86"	"86"	"Geneseo"
2236	"R4"	"Cors"	"G86"	"86"	"Geneseo"
3222	"R4"	"Well"	"G86"	"86"	"Geneseo"
1934	"R4"	"Evan"	"E86"	"86"	"Etna"
2415	"R4"	"Chip"	"E86"	"86"	"Etna"
3172	"R4"	"Hodg"	"E86"	"86"	"Etna"
2358	"R4"	"Evan"	"N86"	"86"	"Canton"
2571	"R4"	"Wilk"	"N86"	"86"	"Canton"
1925	"R4"	"Chip"	"N86"	"86"	"Canton"
2110	"R4"	"Hodg"	"N86"	"86"	"Canton"
1593	"R4"	"S200"	"N86"	"86"	"Canton"
2118	"R4"	"Cors"	"N86"	"86"	"Canton"
1718	"R4"	"Well"	"N86"	"86"	"Canton"
2383	"R4"	"Evan"	"A87"	"87"	"Aurora"
2225	"R4"	"Wilk"	"A87"	"87"	"Aurora"
2424	"R4"	"Chip"	"A87"	"87"	"Aurora"
3827	"R4"	"Hodg"	"A87"	"87"	"Aurora"
2786	"R4"	"S200"	"A87"	"87"	"Aurora"
2496	"R4"	"Cors"	"A87"	"87"	"Aurora"
