"energy"	"weight"	"gen"	"rod"	"damage"	"count"
"E2"	"W1"	"G4"	"R2"	"D4"	2
"E2"	"W1"	"G4"	"R3"	"D4"	7
"E2"	"W1"	"G4"	"R4"	"D4"	15
"E2"	"W1"	"G4"	"R5"	"D4"	0
"E2"	"W1"	"G4"	"R6"	"D4"	0
"E2"	"W1"	"G4"	"R7"	"D4"	0
"E2"	"W1"	"G4"	"R8"	"D4"	0
"E2"	"W1"	"G5"	"R1"	"D4"	2
"E2"	"W1"	"G5"	"R2"	"D4"	0
"E2"	"W1"	"G5"	"R3"	"D4"	5
"E2"	"W1"	"G5"	"R4"	"D4"	11
"E2"	"W1"	"G5"	"R5"	"D4"	1
"E2"	"W1"	"G5"	"R6"	"D4"	0
"E2"	"W1"	"G5"	"R7"	"D4"	0
"E2"	"W1"	"G5"	"R8"	"D4"	0
"E2"	"W1"	"G6"	"R1"	"D4"	0
"E2"	"W1"	"G6"	"R2"	"D4"	0
"E2"	"W1"	"G6"	"R3"	"D4"	2
"E2"	"W1"	"G6"	"R4"	"D4"	2
"E2"	"W1"	"G6"	"R5"	"D4"	1
"E2"	"W1"	"G6"	"R6"	"D4"	0
"E2"	"W1"	"G6"	"R7"	"D4"	0
"E2"	"W1"	"G6"	"R8"	"D4"	0
"E2"	"W2"	"G1"	"R1"	"D4"	0
"E2"	"W2"	"G1"	"R2"	"D4"	0
"E2"	"W2"	"G1"	"R3"	"D4"	3
"E2"	"W2"	"G1"	"R4"	"D4"	13
"E2"	"W2"	"G1"	"R5"	"D4"	0
"E2"	"W2"	"G1"	"R6"	"D4"	1
"E2"	"W2"	"G1"	"R7"	"D4"	0
"E2"	"W2"	"G1"	"R8"	"D4"	0
"E2"	"W2"	"G2"	"R1"	"D4"	9
"E2"	"W2"	"G2"	"R2"	"D4"	1
"E2"	"W2"	"G2"	"R3"	"D4"	5
"E2"	"W2"	"G2"	"R4"	"D4"	12
"E2"	"W2"	"G2"	"R5"	"D4"	0
"E2"	"W2"	"G2"	"R6"	"D4"	0
"E2"	"W2"	"G2"	"R7"	"D4"	0
"E2"	"W2"	"G2"	"R8"	"D4"	0
"E2"	"W2"	"G3"	"R1"	"D4"	16
"E2"	"W2"	"G3"	"R2"	"D4"	1
"E2"	"W2"	"G3"	"R3"	"D4"	8
"E2"	"W2"	"G3"	"R4"	"D4"	18
"E2"	"W2"	"G3"	"R5"	"D4"	0
"E2"	"W2"	"G3"	"R6"	"D4"	1
"E2"	"W2"	"G3"	"R7"	"D4"	0
"E2"	"W2"	"G3"	"R8"	"D4"	0
"E2"	"W2"	"G4"	"R1"	"D4"	12
"E2"	"W2"	"G4"	"R2"	"D4"	0
"E2"	"W2"	"G4"	"R3"	"D4"	0
"E2"	"W2"	"G4"	"R4"	"D4"	6
"E2"	"W2"	"G4"	"R5"	"D4"	0
"E2"	"W2"	"G4"	"R6"	"D4"	0
"E2"	"W2"	"G4"	"R7"	"D4"	0
"E2"	"W2"	"G4"	"R8"	"D4"	0
"E2"	"W2"	"G5"	"R1"	"D4"	0
"E2"	"W2"	"G5"	"R2"	"D4"	0
"E2"	"W2"	"G5"	"R3"	"D4"	0
"E2"	"W2"	"G5"	"R4"	"D4"	6
"E2"	"W2"	"G5"	"R5"	"D4"	0
"E2"	"W2"	"G5"	"R6"	"D4"	0
"E2"	"W2"	"G5"	"R7"	"D4"	0
"E2"	"W2"	"G5"	"R8"	"D4"	0
"E2"	"W2"	"G6"	"R1"	"D4"	0
"E2"	"W2"	"G6"	"R2"	"D4"	0
"E2"	"W2"	"G6"	"R3"	"D4"	1
"E2"	"W2"	"G6"	"R4"	"D4"	0
"E2"	"W2"	"G6"	"R5"	"D4"	0
"E2"	"W2"	"G6"	"R6"	"D4"	0
"E2"	"W2"	"G6"	"R7"	"D4"	0
"E2"	"W2"	"G6"	"R8"	"D4"	0
"E2"	"W3"	"G1"	"R1"	"D4"	0
"E2"	"W3"	"G1"	"R2"	"D4"	0
"E2"	"W3"	"G1"	"R3"	"D4"	2
"E2"	"W3"	"G1"	"R4"	"D4"	4
"E2"	"W3"	"G1"	"R5"	"D4"	0
"E2"	"W3"	"G1"	"R6"	"D4"	0
"E2"	"W3"	"G1"	"R7"	"D4"	0
"E2"	"W3"	"G1"	"R8"	"D4"	0
"E2"	"W3"	"G2"	"R1"	"D4"	6
"E2"	"W3"	"G2"	"R2"	"D4"	0
"E2"	"W3"	"G2"	"R3"	"D4"	1
"E2"	"W3"	"G2"	"R4"	"D4"	1
"E2"	"W3"	"G2"	"R5"	"D4"	0
"E2"	"W3"	"G2"	"R6"	"D4"	0
"E2"	"W3"	"G2"	"R7"	"D4"	0
"E2"	"W3"	"G2"	"R8"	"D4"	0
"E2"	"W3"	"G3"	"R1"	"D4"	6
"E2"	"W3"	"G3"	"R2"	"D4"	0
"E2"	"W3"	"G3"	"R3"	"D4"	2
"E2"	"W3"	"G3"	"R4"	"D4"	12
"E2"	"W3"	"G3"	"R5"	"D4"	0
"E2"	"W3"	"G3"	"R6"	"D4"	0
"E2"	"W3"	"G3"	"R7"	"D4"	0
"E2"	"W3"	"G3"	"R8"	"D4"	0
"E2"	"W3"	"G4"	"R1"	"D4"	2
"E2"	"W3"	"G4"	"R2"	"D4"	1
"E2"	"W3"	"G4"	"R3"	"D4"	2
"E2"	"W3"	"G4"	"R4"	"D4"	8
"E2"	"W3"	"G4"	"R5"	"D4"	0
"E2"	"W3"	"G4"	"R6"	"D4"	0
"E2"	"W3"	"G4"	"R7"	"D4"	0
"E2"	"W3"	"G4"	"R8"	"D4"	0
"E2"	"W3"	"G5"	"R1"	"D4"	0
"E2"	"W3"	"G5"	"R2"	"D4"	0
"E2"	"W3"	"G5"	"R3"	"D4"	0
"E2"	"W3"	"G5"	"R4"	"D4"	2
"E2"	"W3"	"G5"	"R5"	"D4"	0
"E2"	"W3"	"G5"	"R6"	"D4"	0
"E2"	"W3"	"G5"	"R7"	"D4"	0
"E2"	"W3"	"G5"	"R8"	"D4"	0
"E2"	"W3"	"G6"	"R1"	"D4"	0
"E2"	"W3"	"G6"	"R2"	"D4"	0
"E2"	"W3"	"G6"	"R3"	"D4"	0
"E2"	"W3"	"G6"	"R4"	"D4"	0
"E2"	"W3"	"G6"	"R5"	"D4"	0
"E2"	"W3"	"G6"	"R6"	"D4"	0
"E2"	"W3"	"G6"	"R7"	"D4"	0
"E2"	"W3"	"G6"	"R8"	"D4"	0
