site	gen_name	gen	year	yield
GrandRapids	ManSA4667	4667	1930	33.4
GrandRapids	Peatland	5267	1930	38.9
GrandRapids	Colsess	2792	1930	28.4
GrandRapids	Manchuria	2330	1930	31.8
GrandRapids	SAxMan	5998	1930	38.9
GrandRapids	No474	5999	1930	37.4
GrandRapids	No475	6000	1930	40.6
Morris	Manchuria	2330	1930	19.3
Morris	Glabron	4577	1930	23.9
Morris	Svansota	1907	1930	26.4
Morris	Velvet	4252	1930	28.1
Morris	Trebi	936	1930	28.4
Morris	ManSA4667	4667	1930	21.9
Morris	SAxMan	5998	1930	34.1
Morris	Peatland	5267	1930	26
Morris	Colsess	2792	1930	22
Morris	No474	5999	1930	27.5
Morris	No475	6000	1930	35.9
Crookston	Manchuria	2330	1930	34
Crookston	Glabron	4577	1930	35.7
Crookston	Velvet	4252	1930	36.7
Crookston	Trebi	936	1930	32.5
Crookston	ManSA4667	4667	1930	35.9
Crookston	SAxMan	5998	1930	35.2
Crookston	Peatland	5267	1930	29
Crookston	Svansota	1907	1930	38.6
Crookston	Colsess	2792	1930	27.9
Crookston	No474	5999	1930	32.1
Crookston	No475	6000	1930	36.7
StPaul	Manchuria	2330	1931	27
StPaul	Glabron	4577	1931	43.1
StPaul	Svansota	1907	1931	35.1
StPaul	Velvet	4252	1931	39.9
StPaul	Trebi	936	1931	36.6
StPaul	ManSA4667	4667	1931	43.3
StPaul	SAxMan	5998	1931	36.6
StPaul	Peatland	5267	1931	32.8
StPaul	Colsess	2792	1931	33.5
StPaul	Heinrichs	-1	1931	28.9
StPaul	No474	5999	1931	30
StPaul	Minsturdi	1556	1931	28.5
StPaul	CompCross	4116	1931	32.1
StPaul	MechMixture	4115	1931	35.2
StPaul	WisconsinBarbless	5105	1931	39.3
StPaul	Jeans	-1	1931	26.8
Duluth	Manchuria	2330	1931	29
Duluth	Glabron	4577	1931	29.7
Duluth	Svansota	1907	1931	25.7
Duluth	Velvet	4252	1931	26.3
Duluth	Trebi	936	1931	33.9
Duluth	ManSA4667	4667	1931	33.6
Duluth	SAxMan	5998	1931	28.1
Duluth	Peatland	5267	1931	32
Duluth	Colsess	2792	1931	21
Duluth	No475	6000	1931	33.1
Duluth	WisconsinBarbless	5105	1931	31.6
Waseca	Manchuria	2330	1931	48.9
Waseca	Glabron	4577	1931	55.2
Waseca	Svansota	1907	1931	47.3
Waseca	Velvet	4252	1931	50.2
Waseca	Trebi	936	1931	63.8
Waseca	ManSA4667	4667	1931	58.1
Waseca	SAxMan	5998	1931	65.8
Waseca	Peatland	5267	1931	48.6
Waseca	Colsess	2792	1931	47.2
Waseca	Heinrichs	-1	1931	41.4
Waseca	No474	5999	1931	46.5
Waseca	No475	6000	1931	46.8
Waseca	Minsturdi	1556	1931	48.2
Waseca	WisconsinBarbless	5105	1931	58.8
GrandRapids	Glabron	4577	1931	29.1
GrandRapids	Svansota	1907	1931	29.7
GrandRapids	Velvet	4252	1931	23
GrandRapids	Trebi	936	1931	29.8
GrandRapids	ManSA4667	4667	1931	32.2
GrandRapids	Peatland	5267	1931	34.7
GrandRapids	Colsess	2792	1931	28.8
GrandRapids	Manchuria	2330	1931	33
GrandRapids	SAxMan	5998	1931	24.9
GrandRapids	No474	5999	1931	21.3
GrandRapids	No475	6000	1931	19.7
GrandRapids	Heinrichs	-1	1931	23.2
GrandRapids	WisconsinBarbless	5105	1931	34.5
Morris	Manchuria	2330	1931	27.4
Morris	Glabron	4577	1931	28.8
Morris	Svansota	1907	1931	25.8
Morris	Velvet	4252	1931	26.1
Morris	Trebi	936	1931	43.8
Morris	ManSA4667	4667	1931	28.7
Morris	SAxMan	5998	1931	30.4
Morris	Peatland	5267	1931	29.9
Morris	Colsess	2792	1931	26.2
Morris	No474	5999	1931	19.4
Morris	No475	6000	1931	22.6
Morris	Heinrichs	-1	1931	20.4
Morris	WisconsinBarbless	5105	1931	29.5
Crookston	Manchuria	2330	1931	39.9
Crookston	Glabron	4577	1931	38.1
Crookston	Velvet	4252	1931	41.3
Crookston	Trebi	936	1931	46.9
Crookston	ManSA4667	4667	1931	45.7
Crookston	SAxMan	5998	1931	48.6
Crookston	Peatland	5267	1931	41.6
Crookston	Svansota	1907	1931	40.5
Crookston	Colsess	2792	1931	36.5
Crookston	No474	5999	1931	37.6
Crookston	No475	6000	1931	44.1
Crookston	Heinrichs	-1	1931	33.3
Crookston	WisconsinBarbless	5105	1931	49.9
StPaul	Manchuria	2330	1932	26.9
StPaul	Velvet	4252	1932	26.8
StPaul	WisconsinBarbless	5105	1932	38
StPaul	Trebi	936	1932	29.1
StPaul	Minsturdi	1556	1932	25.8
StPaul	Peatland	5267	1932	28.1
StPaul	Svansota	1907	1932	27.4
StPaul	Spartan	5027	1932	25.9
StPaul	SAxMan	5998	1932	25.6
StPaul	ManSA4667	4667	1932	26.4
StPaul	No474	5999	1932	30.9
Waseca	Manchuria	2330	1932	33.5
Waseca	Velvet	4252	1932	37.4
Waseca	Glabron	4577	1932	37.7
Waseca	WisconsinBarbless	5105	1932	58.2
Waseca	Trebi	936	1932	49.2
Waseca	Minsturdi	1556	1932	41
Waseca	Peatland	5267	1932	36
Waseca	No474	5999	1932	36.7
Waseca	Spartan	5027	1932	33.2
Waseca	SAxMan	5998	1932	44.7
Waseca	ManSA4667	4667	1932	42.2
Waseca	Svansota	1907	1932	38.5
Morris	Manchuria	2330	1932	34.4
Morris	Velvet	4252	1932	38.8
Morris	Glabron	4577	1932	35.1
Morris	WisconsinBarbless	5105	1932	47.2
Morris	Trebi	936	1932	46.6
Morris	Peatland	5267	1932	43.2
Morris	SAxMan	5998	1932	47
Morris	ManSA4667	4667	1932	43.5
Morris	No474	5999	1932	43.8
Crookston	Manchuria	2330	1932	33
Crookston	Velvet	4252	1932	32.1
Crookston	Glabron	4577	1932	26.2
Crookston	WisconsinBarbless	5105	1932	35.9
Crookston	Trebi	936	1932	41.8
Crookston	Peatland	5267	1932	25.2
Crookston	SAxMan	5998	1932	30.5
Crookston	ManSA4667	4667	1932	34.3
Crookston	No474	5999	1932	32
Crookston	Svansota	1907	1932	20.6
GrandRapids	Manchuria	2330	1932	22.1
GrandRapids	Velvet	4252	1932	32.2
GrandRapids	Glabron	4577	1932	14.4
GrandRapids	WisconsinBarbless	5105	1932	20.7
GrandRapids	Trebi	936	1932	20.7
GrandRapids	Peatland	5267	1932	26.8
GrandRapids	SAxMan	5998	1932	19.9
GrandRapids	ManSA4667	4667	1932	19.5
GrandRapids	No474	5999	1932	18.6
GrandRapids	Svansota	1907	1932	16.6
Duluth	Manchuria	2330	1932	22.6
Duluth	Velvet	4252	1932	22.5
Duluth	Glabron	4577	1932	25.9
Duluth	WisconsinBarbless	5105	1932	29.3
Duluth	Trebi	936	1932	30.6
Duluth	Peatland	5267	1932	31.4
Duluth	Svansota	1907	1932	22.2
Duluth	SAxMan	5998	1932	22.5
Duluth	ManSA4667	4667	1932	22.7
StPaul	Manchuria	2330	1933	27.1
StPaul	Velvet	4252	1933	38.2
StPaul	WisconsinBarbless	5105	1933	38.8
StPaul	Trebi	936	1933	45.9
StPaul	Minsturdi	1556	1933	40.4
StPaul	Peatland	5267	1933	31
StPaul	Svansota	1907	1933	36.2
StPaul	Spartan	5027	1933	43.3
StPaul	SAxMan	5998	1933	34.8
StPaul	ManSA4667	4667	1933	40.8
StPaul	No474	5999	1933	30.9
StPaul	Glabron	4577	1933	34.4
StPaul	Oderbrucker	4666	1933	26
StPaul	Odessa	182	1933	32.9
StPaul	LionManchuria	6001	1933	41.1
Waseca	Manchuria	2330	1933	44.8
Waseca	Velvet	4252	1933	53.5
Waseca	Glabron	4577	1933	59.6
Waseca	WisconsinBarbless	5105	1933	65.9
Waseca	Trebi	936	1933	62.1
Waseca	Minsturdi	1556	1933	54.7
Waseca	Peatland	5267	1933	59.1
Waseca	No474	5999	1933	46.9
Waseca	Spartan	5027	1933	56.8
Waseca	SAxMan	5998	1933	58.4
Waseca	ManSA4667	4667	1933	57.8
Waseca	Oderbrucker	4666	1933	46.4
Waseca	Odessa	182	1933	62
Waseca	LionManchuria	6001	1933	58
Crookston	Manchuria	2330	1933	26.2
Crookston	Velvet	4252	1933	35.6
Crookston	Glabron	4577	1933	28.4
Crookston	WisconsinBarbless	5105	1933	44.5
Crookston	Trebi	936	1933	22.8
Crookston	Peatland	5267	1933	35.3
Crookston	SAxMan	5998	1933	31.3
Crookston	ManSA4667	4667	1933	27.6
Crookston	No474	5999	1933	36.1
Crookston	Oderbrucker	4666	1933	34.7
Crookston	Odessa	182	1933	33.3
Crookston	LionManchuria	6001	1933	8.8
GrandRapids	Manchuria	2330	1933	10.1
GrandRapids	Velvet	4252	1933	8
GrandRapids	Glabron	4577	1933	14.2
GrandRapids	WisconsinBarbless	5105	1933	10.6
GrandRapids	Trebi	936	1933	15.5
GrandRapids	Peatland	5267	1933	14.4
GrandRapids	SAxMan	5998	1933	10.9
GrandRapids	ManSA4667	4667	1933	12.7
GrandRapids	No474	5999	1933	9.8
GrandRapids	Oderbrucker	4666	1933	10.1
GrandRapids	Odessa	182	1933	14
Duluth	Manchuria	2330	1933	38.4
Duluth	Velvet	4252	1933	30.4
Duluth	Glabron	4577	1933	36.3
Duluth	WisconsinBarbless	5105	1933	60.1
Duluth	Trebi	936	1933	35.8
Duluth	Peatland	5267	1933	41.7
Duluth	Svansota	1907	1933	33.5
Duluth	SAxMan	5998	1933	34.7
Duluth	ManSA4667	4667	1933	21.6
Duluth	Oderbrucker	4666	1933	32.9
Duluth	Odessa	182	1933	44.1
Duluth	No474	5999	1933	34.1
StPaul	Manchuria	2330	1934	12.7
StPaul	Velvet	4252	1934	15
StPaul	WisconsinBarbless	5105	1934	5.5
StPaul	Trebi	936	1934	14.6
StPaul	Minsturdi	1556	1934	16.3
StPaul	Peatland	5267	1934	5.4
StPaul	Svansota	1907	1934	2.9
StPaul	Spartan	5027	1934	9.3
StPaul	SAxMan	5998	1934	12
StPaul	ManSA4667	4667	1934	19.6
StPaul	No474	5999	1934	6.6
StPaul	Glabron	4577	1934	13.6
StPaul	Oderbrucker	4666	1934	6.1
StPaul	Odessa	182	1934	13.8
StPaul	LionManchuria	6001	1934	10.1
Waseca	Manchuria	2330	1934	18.9
Waseca	Velvet	4252	1934	18.5
Waseca	Glabron	4577	1934	22.6
Waseca	WisconsinBarbless	5105	1934	22.1
Waseca	Trebi	936	1934	25.3
Waseca	Minsturdi	1556	1934	19.9
Waseca	Peatland	5267	1934	11.3
Waseca	No474	5999	1934	27.7
Waseca	Spartan	5027	1934	8.8
Waseca	SAxMan	5998	1934	23
Waseca	ManSA4667	4667	1934	26.8
Waseca	Oderbrucker	4666	1934	13.8
Waseca	Odessa	182	1934	17.4
Waseca	LionManchuria	6001	1934	13.3
Waseca	Manchuria	2947	1934	15.8
Crookston	Manchuria	2330	1934	49.4
Crookston	Velvet	4252	1934	47.2
Crookston	Glabron	4577	1934	52.1
Crookston	WisconsinBarbless	5105	1934	51.4
Crookston	Trebi	936	1934	65.1
Crookston	Peatland	5267	1934	44.7
Crookston	SAxMan	5998	1934	60.5
Crookston	ManSA4667	4667	1934	57.6
Crookston	No474	5999	1934	51.5
Crookston	Oderbrucker	4666	1934	48.2
Crookston	Odessa	182	1934	59.3
Crookston	LionManchuria	6001	1934	56.8
GrandRapids	Manchuria	2330	1934	29.3
GrandRapids	Velvet	4252	1934	40.4
GrandRapids	Glabron	4577	1934	37.3
GrandRapids	WisconsinBarbless	5105	1934	43.3
GrandRapids	Trebi	936	1934	42.6
GrandRapids	Peatland	5267	1934	43.2
GrandRapids	SAxMan	5998	1934	39.5
GrandRapids	ManSA4667	4667	1934	35.5
GrandRapids	No474	5999	1934	44.5
GrandRapids	Oderbrucker	4666	1934	26.7
GrandRapids	Odessa	182	1934	42.5
GrandRapids	LionManchuria	6001	1934	31.8
Duluth	Manchuria	2330	1934	55.7
Duluth	Velvet	4252	1934	51.8
Duluth	Glabron	4577	1934	50.3
Duluth	WisconsinBarbless	5105	1934	73.4
Duluth	Trebi	936	1934	75.5
Duluth	Peatland	5267	1934	50.7
Duluth	Svansota	1907	1934	54.7
Duluth	SAxMan	5998	1934	64
Duluth	ManSA4667	4667	1934	58
Duluth	Oderbrucker	4666	1934	38.8
Duluth	Odessa	182	1934	54.5
Duluth	LionManchuria	6001	1934	51.2
Duluth	No474	5999	1934	48.4
StPaul	Manchuria	2330	1935	51.9
StPaul	Velvet	4252	1935	57
StPaul	WisconsinBarbless	5105	1935	63.3
StPaul	Trebi	936	1935	62.1
StPaul	Minsturdi	1556	1935	62.1
StPaul	Peatland	5267	1935	51.9
StPaul	Svansota	1907	1935	56.7
StPaul	Spartan	5027	1935	64.4
StPaul	SAxMan	5998	1935	49.4
StPaul	ManSA4667	4667	1935	60
StPaul	No474	5999	1935	58.9
StPaul	Glabron	4577	1935	46
StPaul	Oderbrucker	4666	1935	43.3
StPaul	Odessa	182	1935	53.6
StPaul	LionManchuria	6001	1935	61.1
Waseca	Manchuria	2330	1935	53.5
Waseca	Velvet	4252	1935	56.5
Waseca	Glabron	4577	1935	59
Waseca	WisconsinBarbless	5105	1935	72.3
Waseca	Trebi	936	1935	66.9
Waseca	Minsturdi	1556	1935	61.3
Waseca	Peatland	5267	1935	47.8
Waseca	No474	5999	1935	63.7
Waseca	Spartan	5027	1935	61.3
Waseca	SAxMan	5998	1935	57.8
Waseca	ManSA4667	4667	1935	51.1
Waseca	Oderbrucker	4666	1935	40.4
Waseca	Odessa	182	1935	61.2
Waseca	LionManchuria	6001	1935	54.5
Waseca	Manchuria	2947	1935	40.7
Morris	Manchuria	2330	1935	34.2
Morris	Velvet	4252	1935	36.7
Morris	Glabron	4577	1935	33.8
Morris	WisconsinBarbless	5105	1935	55.2
Morris	Trebi	936	1935	43.8
Morris	Peatland	5267	1935	49.1
Morris	SAxMan	5998	1935	34
Morris	ManSA4667	4667	1935	31.5
Morris	No474	5999	1935	48.9
Morris	Oderbrucker	4666	1935	34.3
Morris	Odessa	182	1935	41.9
Morris	LionManchuria	6001	1935	35.1
Crookston	Manchuria	2330	1935	40
Crookston	Velvet	4252	1935	40.6
Crookston	Glabron	4577	1935	32.9
Crookston	WisconsinBarbless	5105	1935	45.2
Crookston	Trebi	936	1935	56.5
Crookston	Peatland	5267	1935	52
Crookston	SAxMan	5998	1935	37.3
Crookston	ManSA4667	4667	1935	43
Crookston	No474	5999	1935	40.6
Crookston	Oderbrucker	4666	1935	32.5
Crookston	Odessa	182	1935	44
Crookston	LionManchuria	6001	1935	42
GrandRapids	Manchuria	2330	1935	28.6
GrandRapids	Velvet	4252	1935	26
GrandRapids	Glabron	4577	1935	21.4
GrandRapids	WisconsinBarbless	5105	1935	25.1
GrandRapids	Trebi	936	1935	33.5
GrandRapids	Peatland	5267	1935	35.6
GrandRapids	SAxMan	5998	1935	31.5
GrandRapids	ManSA4667	4667	1935	29.7
GrandRapids	No474	5999	1935	24.5
GrandRapids	Oderbrucker	4666	1935	23.8
GrandRapids	Odessa	182	1935	28
GrandRapids	LionManchuria	6001	1935	25.9
Duluth	Manchuria	2330	1935	24.6
Duluth	Velvet	4252	1935	27.5
Duluth	Glabron	4577	1935	21.4
Duluth	WisconsinBarbless	5105	1935	40.5
Duluth	Trebi	936	1935	30.5
Duluth	Peatland	5267	1935	33
Duluth	Svansota	1907	1935	23
Duluth	SAxMan	5998	1935	17.9
Duluth	ManSA4667	4667	1935	24.5
Duluth	Oderbrucker	4666	1935	19.2
Duluth	Odessa	182	1935	33
Duluth	LionManchuria	6001	1935	27
Duluth	No474	5999	1935	24.5
StPaul	Manchuria	2330	1936	22.7
StPaul	Velvet	4252	1936	17
StPaul	WisconsinBarbless	5105	1936	18.3
StPaul	Trebi	936	1936	25.3
StPaul	Minsturdi	1556	1936	30.9
StPaul	Peatland	5267	1936	11
StPaul	Glabron	4577	1936	24
StPaul	Oderbrucker	4666	1936	10.3
StPaul	Odessa	182	1936	21.7
StPaul	LionManchuria	6001	1936	31.8
Waseca	Manchuria	2330	1936	38
Waseca	Velvet	4252	1936	39.4
Waseca	Glabron	4577	1936	42.8
Waseca	WisconsinBarbless	5105	1936	45
Waseca	Trebi	936	1936	55.9
Waseca	Minsturdi	1556	1936	46.6
Waseca	Peatland	5267	1936	38.5
Waseca	Oderbrucker	4666	1936	36.5
Waseca	Odessa	182	1936	39.3
Waseca	LionManchuria	6001	1936	48
Morris	Manchuria	2330	1936	23.3
Morris	Velvet	4252	1936	21.1
Morris	Glabron	4577	1936	23.8
Morris	WisconsinBarbless	5105	1936	20.1
Morris	Trebi	936	1936	26.1
Morris	Peatland	5267	1936	18.1
Morris	Oderbrucker	4666	1936	19
Morris	Odessa	182	1936	25.7
Morris	LionManchuria	6001	1936	20.1
Crookston	Manchuria	2330	1936	8.2
Crookston	Velvet	4252	1936	12.6
Crookston	Glabron	4577	1936	11.5
Crookston	WisconsinBarbless	5105	1936	8.8
Crookston	Trebi	936	1936	23.1
Crookston	Peatland	5267	1936	6.7
Crookston	Oderbrucker	4666	1936	4.1
Crookston	Odessa	182	1936	17.2
Crookston	LionManchuria	6001	1936	13.9
GrandRapids	Manchuria	2330	1936	18
GrandRapids	Velvet	4252	1936	7.7
GrandRapids	Glabron	4577	1936	12.8
GrandRapids	WisconsinBarbless	5105	1936	9
GrandRapids	Trebi	936	1936	19
GrandRapids	Peatland	5267	1936	16.5
GrandRapids	Oderbrucker	4666	1936	13
GrandRapids	Odessa	182	1936	14.4
GrandRapids	LionManchuria	6001	1936	15
Duluth	Manchuria	2330	1936	12
Duluth	Velvet	4252	1936	8.9
Duluth	Glabron	4577	1936	12.9
Duluth	WisconsinBarbless	5105	1936	10.3
Duluth	Trebi	936	1936	21.2
Duluth	Peatland	5267	1936	17.5
Duluth	Oderbrucker	4666	1936	9.2
Duluth	Odessa	182	1936	17.4
Duluth	LionManchuria	6001	1936	14.2
StPaul	Manchuria	2330	1937	27.9
StPaul	Peatland	5267	1937	33
StPaul	Velvet	4252	1937	34
StPaul	Minsturdi	1556	1937	42
StPaul	WisconsinBarbless	5105	1937	30.5
StPaul	Glabron	4577	1937	37.9
StPaul	Trebi	936	1937	46
StPaul	Oderbrucker	4666	1937	18.8
StPaul	Odessa	182	1937	34.6
StPaul	LionManchuria	6001	1937	47.6
Waseca	Manchuria	2330	1937	47.7
Waseca	Peatland	5267	1937	48.3
Waseca	Velvet	4252	1937	44.6
Waseca	Minsturdi	1556	1937	54.1
Waseca	WisconsinBarbless	5105	1937	57.1
Waseca	Glabron	4577	1937	39
Waseca	Trebi	936	1937	67.3
Waseca	Oderbrucker	4666	1937	38.3
Waseca	Odessa	182	1937	52.4
Waseca	LionManchuria	6001	1937	46.4
Morris	Manchuria	2330	1937	31.5
Morris	Peatland	5267	1937	31.8
Morris	Velvet	4252	1937	34.3
Morris	WisconsinBarbless	5105	1937	43.4
Morris	Glabron	4577	1937	30.5
Morris	Trebi	936	1937	42.9
Morris	Oderbrucker	4666	1937	24.1
Morris	Odessa	182	1937	34.8
Morris	LionManchuria	6001	1937	37.5
Crookston	Manchuria	2330	1937	25.2
Crookston	Peatland	5267	1937	43.1
Crookston	Velvet	4252	1937	38.6
Crookston	WisconsinBarbless	5105	1937	40.2
Crookston	OAC21	1470	1937	34.1
Crookston	Glabron	4577	1937	33.4
Crookston	Trebi	936	1937	39
Crookston	Oderbrucker	4666	1937	28.4
Crookston	Odessa	182	1937	35.5
Crookston	LionManchuria	6001	1937	29.6
GrandRapids	Manchuria	2330	1937	24.1
GrandRapids	Peatland	5267	1937	45.5
GrandRapids	Velvet	4252	1937	25.8
GrandRapids	WisconsinBarbless	5105	1937	33.8
GrandRapids	Glabron	4577	1937	21.3
GrandRapids	Trebi	936	1937	32.7
GrandRapids	Oderbrucker	4666	1937	22.4
GrandRapids	Odessa	182	1937	38.3
GrandRapids	LionManchuria	6001	1937	27.1
Duluth	Manchuria	2330	1937	12.3
Duluth	Peatland	5267	1937	27.9
Duluth	Velvet	4252	1937	14
Duluth	WisconsinBarbless	5105	1937	11.6
Duluth	Glabron	4577	1937	19.8
Duluth	Trebi	936	1937	20.5
Duluth	Oderbrucker	4666	1937	7.4
Duluth	Odessa	182	1937	20.3
Duluth	LionManchuria	6001	1937	12.4
StPaul	Manchuria	2330	1938	41.1
StPaul	Peatland	5267	1938	50.6
StPaul	Velvet	4252	1938	42.2
StPaul	Minsturdi	1556	1938	58.3
StPaul	WisconsinBarbless	5105	1938	54.8
StPaul	Glabron	4577	1938	45.9
StPaul	Trebi	936	1938	58.4
StPaul	Ioglos	6239	1938	56.8
StPaul	Oderbrucker	4666	1938	42.4
StPaul	Odessa	182	1938	42.4
StPaul	LionManchuria	6001	1938	46.1
Waseca	Manchuria	2330	1938	41.5
Waseca	Peatland	5267	1938	44
Waseca	Velvet	4252	1938	47.7
Waseca	Minsturdi	1556	1938	47.4
Waseca	WisconsinBarbless	5105	1938	56.8
Waseca	Glabron	4577	1938	44.4
Waseca	Trebi	936	1938	50.3
Waseca	Oderbrucker	4666	1938	43.7
Waseca	Ioglos	6239	1938	45.1
Morris	Manchuria	2330	1938	49
Morris	Peatland	5267	1938	48.8
Morris	Velvet	4252	1938	50.9
Morris	WisconsinBarbless	5105	1938	64.6
Morris	Glabron	4577	1938	30.5
Morris	Trebi	936	1938	42.9
Morris	Oderbrucker	4666	1938	24.1
Morris	Odessa	182	1938	34.8
Morris	LionManchuria	6001	1938	37.5
Crookston	Manchuria	2330	1938	29.7
Crookston	Peatland	5267	1938	44.3
Crookston	Velvet	4252	1938	33.7
Crookston	WisconsinBarbless	5105	1938	45.7
Crookston	OAC21	1470	1938	48.3
Crookston	Glabron	4577	1938	39.8
Crookston	Trebi	936	1938	37.5
Crookston	Ioglos	6239	1938	34.1
Crookston	Oderbrucker	4666	1938	25.7
Crookston	Odessa	182	1938	35.1
GrandRapids	Manchuria	2330	1938	19.8
GrandRapids	Peatland	5267	1938	16.8
GrandRapids	Velvet	4252	1938	16.6
GrandRapids	Glabron	4577	1938	16.1
GrandRapids	Trebi	936	1938	19
GrandRapids	Ioglos	6239	1938	15.2
GrandRapids	Oderbrucker	4666	1938	17.6
Duluth	Manchuria	2330	1938	30
Duluth	Peatland	5267	1938	28.5
Duluth	Velvet	4252	1938	27.7
Duluth	WisconsinBarbless	5105	1938	36.3
Duluth	Glabron	4577	1938	24.2
Duluth	Trebi	936	1938	27.6
Duluth	Ioglos	6239	1938	28.4
Duluth	Oderbrucker	4666	1938	26.5
StPaul	Manchuria	2330	1939	33.5
StPaul	Peatland	5267	1939	51.6
StPaul	Velvet	4252	1939	44.4
StPaul	Minsturdi	1556	1939	42
StPaul	WisconsinBarbless	5105	1939	49.6
StPaul	OAC21	1470	1939	56.7
StPaul	Gartons	7016	1939	52
StPaul	Glabron	4577	1939	45.7
StPaul	Trebi	936	1939	48.7
StPaul	Ioglos	6239	1939	37.2
Waseca	Manchuria	2330	1939	48.8
Waseca	Peatland	5267	1939	58.2
Waseca	Velvet	4252	1939	61.7
Waseca	Minsturdi	1556	1939	52.7
Waseca	Glabron	4577	1939	53.7
Waseca	Trebi	936	1939	64.8
Waseca	Oderbrucker	4666	1939	60.4
Waseca	Ioglos	6239	1939	59.5
Morris	Manchuria	2330	1939	31.1
Morris	Peatland	5267	1939	41.7
Morris	Velvet	4252	1939	48.6
Morris	WisconsinBarbless	5105	1939	55.1
Morris	Gartons	7016	1939	44
Morris	Glabron	4577	1939	46.8
Morris	Trebi	936	1939	44.6
Morris	Ioglos	6239	1939	46.7
Crookston	Manchuria	2330	1939	35
Crookston	Peatland	5267	1939	43.1
Crookston	Velvet	4252	1939	41.2
Crookston	WisconsinBarbless	5105	1939	42.9
Crookston	OAC21	1470	1939	47.2
Crookston	Gartons	7016	1939	42.9
Crookston	Glabron	4577	1939	41.4
Crookston	Trebi	936	1939	56.3
Crookston	Ioglos	6239	1939	43.8
GrandRapids	Manchuria	2330	1939	30.2
GrandRapids	Peatland	5267	1939	26.8
GrandRapids	Velvet	4252	1939	38.4
GrandRapids	WisconsinBarbless	5105	1939	49.7
GrandRapids	Glabron	4577	1939	32.8
GrandRapids	Trebi	936	1939	42.7
GrandRapids	Ioglos	6239	1939	30
Duluth	Manchuria	2330	1939	35.9
Duluth	Peatland	5267	1939	33.5
Duluth	Velvet	4252	1939	39
Duluth	WisconsinBarbless	5105	1939	45.4
Duluth	Glabron	4577	1939	30.5
Duluth	Trebi	936	1939	49.4
Duluth	Ioglos	6239	1939	43.1
StPaul	Manchuria	2330	1940	55.5
StPaul	Peatland	5267	1940	73.3
StPaul	Velvet	4252	1940	73.3
StPaul	Minsturdi	1556	1940	68.9
StPaul	WisconsinBarbless	5105	1940	77.8
StPaul	OAC21	1470	1940	71.8
StPaul	Gartons	7016	1940	71.2
StPaul	Spartan	5027	1940	77
StPaul	Glabron	4577	1940	69.7
StPaul	Trebi	936	1940	71.5
StPaul	Ioglos	6239	1940	65.7
Waseca	Manchuria	2330	1940	53.4
Waseca	Peatland	5267	1940	83.7
Waseca	Velvet	4252	1940	61.3
Waseca	Minsturdi	1556	1940	66.2
Waseca	WisconsinBarbless	5105	1940	103.4
Waseca	Spartan	5027	1940	62.9
Waseca	Glabron	4577	1940	61.6
Waseca	Trebi	936	1940	84.2
Waseca	Oderbrucker	4666	1940	53.2
Waseca	Ioglos	6239	1940	66.9
Morris	Manchuria	2330	1940	51.2
Morris	Peatland	5267	1940	59.6
Morris	Velvet	4252	1940	52.7
Morris	WisconsinBarbless	5105	1940	72.4
Morris	Gartons	7016	1940	61.2
Morris	Glabron	4577	1940	58.9
Morris	Trebi	936	1940	70.4
Morris	Ioglos	6239	1940	65.1
Crookston	Manchuria	2330	1940	42.2
Crookston	Peatland	5267	1940	42.8
Crookston	Velvet	4252	1940	40
Crookston	WisconsinBarbless	5105	1940	58.5
Crookston	OAC21	1470	1940	35.7
Crookston	Gartons	7016	1940	52
Crookston	Spartan	5027	1940	46.2
Crookston	Glabron	4577	1940	42.2
Crookston	Trebi	936	1940	43.9
Crookston	Ioglos	6239	1940	45.9
GrandRapids	Manchuria	2330	1940	36
GrandRapids	Peatland	5267	1940	39.4
GrandRapids	Velvet	4252	1940	44.5
GrandRapids	WisconsinBarbless	5105	1940	60.7
GrandRapids	Glabron	4577	1940	43.3
GrandRapids	Trebi	936	1940	58.7
GrandRapids	Ioglos	6239	1940	41.9
Duluth	Manchuria	2330	1940	28.9
Duluth	Peatland	5267	1940	29.3
Duluth	Velvet	4252	1940	29
Duluth	WisconsinBarbless	5105	1940	38.3
Duluth	Spartan	5027	1940	25.9
Duluth	Glabron	4577	1940	29.9
Duluth	Trebi	936	1940	39.8
Duluth	Ioglos	6239	1940	32.1
StPaul	Manchuria	2330	1941	46.5
StPaul	Peatland	5267	1941	54.9
StPaul	Velvet	4252	1941	54.7
StPaul	Minsturdi	1556	1941	61
StPaul	WisconsinBarbless	5105	1941	64.7
StPaul	OAC21	1470	1941	65.5
StPaul	Gartons	7016	1941	42.4
StPaul	Spartan	5027	1941	58.4
StPaul	Minn462xPeatland7010	7010	1941	52.8
StPaul	Minn462xPeatland7011	7011	1941	55.4
StPaul	Minn462xPeatland7012	7012	1941	52.1
StPaul	Minn462xPeatland7013	7013	1941	52.2
StPaul	Minn462xPeatland7014	7014	1941	53.3
StPaul	Mars	7015	1941	62.4
Waseca	Manchuria	2330	1941	35.9
Waseca	Peatland	5267	1941	34.5
Waseca	Velvet	4252	1941	35.1
Waseca	Minsturdi	1556	1941	36.5
Waseca	WisconsinBarbless	5105	1941	43.3
Waseca	Spartan	5027	1941	46.9
Waseca	Minn462xPeatland7010	7010	1941	41.5
Waseca	Minn462xPeatland7011	7011	1941	42.4
