"row"	"col"	"grain"	"straw"
8	25	57.8	127.2
8	26	62.6	125.4
8	27	55.4	121.6
8	28	39.8	88.2
8	29	45.8	101.2
8	3	43.6	85.4
8	30	48.8	90.2
8	31	22.2	47.8
8	4	62.7	134.3
8	5	58.9	120.1
8	6	60	121
8	7	41	88
8	8	34.9	81.1
8	9	19	54
80	1	30.8	75.2
80	10	48.5	105.6
80	11	43.1	79.9
80	12	37.5	71.5
80	13	51.3	101.7
80	14	87.1	181.9
80	15	36.7	80.3
80	16	51.6	103.4
80	17	33.1	74.9
80	18	47.3	90.7
80	19	39.7	72.3
80	2	43.7	102.3
80	20	45.7	84.3
80	21	46.4	90.6
80	22	53.6	113.4
80	23	61.3	112.7
80	24	55.1	108.9
80	25	60.3	87.7
80	26	44.3	94.7
80	27	69.3	129.7
80	28	49.3	112.7
80	29	63.8	122.2
80	3	40.2	82.8
80	30	48.7	92.3
80	31	70	129
80	4	44.7	91.3
80	5	44	90
80	6	31.5	71.5
80	7	35.2	89.8
80	8	28	62
80	9	56	84
81	1	40	74
81	10	26.3	65.7
81	11	46.2	95.8
81	12	34.2	66.8
81	13	49.4	103.6
81	14	45.6	109.4
81	15	64.2	124.8
81	16	59.5	145.5
81	17	40.9	90.1
81	18	34.5	71.5
81	19	39.1	79.9
81	2	76.7	148.3
81	20	28.3	58.7
81	21	63.9	118.1
81	22	48.4	92.6
81	23	39.2	82.8
81	24	39.6	83.4
81	25	33.8	57.2
81	26	38	77
81	27	41	85
81	28	66.6	128.4
81	29	74	136
81	3	57.4	122.6
81	30	75.2	140.8
81	31	36.6	76.4
81	4	37.5	89.5
81	5	62.4	115.6
81	6	53.2	114.8
81	7	42.6	84.4
81	8	42.8	106.2
81	9	40.8	81.2
82	1	44.5	96.5
82	10	37.5	102.5
82	11	28.1	59.5
82	12	39.6	81.4
82	13	31.3	79.7
82	14	53.1	174.9
82	15	40	92.4
82	16	43.6	57.2
82	17	33.2	77.8
82	18	87.4	116.6
82	19	25.1	52.9
82	2	27.1	54.9
82	20	20	43
82	21	59.6	106.4
82	22	22.5	55.5
82	23	77.9	142.1
82	24	41.1	85.9
82	25	41.1	80.9
82	26	23.6	47.4
82	27	30.3	58.7
82	28	36.6	72.4
82	29	22.3	53.7
82	3	24.7	60.3
82	30	65.5	132.5
82	31	58.1	115.9
82	4	38.2	82.8
82	5	20	48
82	6	82.5	166.5
82	7	59.8	114.2
82	8	36.4	73.6
82	9	35.5	74.5
83	1	40.1	91.9
83	10	59.5	125.2
83	11	73.1	123.9
83	12	44.2	82.8
83	13	61.4	125.6
83	14	60.1	143.9
83	15	42.3	79.7
83	16	53.6	126.4
83	17	43.4	116.6
83	18	42.4	94.6
83	19	54.4	85.6
83	2	23.3	45.7
83	20	46.9	86.1
83	21	41.1	80.9
83	22	33.7	77.3
83	23	72.6	143.4
83	24	40.1	82.9
83	25	31.9	67.1
83	26	73.6	116.4
83	27	29	53
83	28	63.1	130.9
83	29	64.7	122.3
83	3	64.6	134.4
83	30	59.8	119.2
83	31	50	108
83	4	52.2	117.8
83	5	41.3	92.7
83	6	48.8	107.2
83	7	68.9	129.1
83	8	51.1	107.9
83	9	57.2	101.8
84	1	33.2	81.8
84	10	34.3	81.7
84	11	48.1	85.9
84	12	28.7	57.3
84	13	54.1	85.9
84	14	67.9	148.1
84	15	51.3	95.7
84	16	48	112
84	17	63.1	106.9
84	18	40.5	93.5
84	19	54.2	110.8
84	2	17.4	46.6
84	20	45.2	87.8
84	21	67.8	127.2
84	22	68.6	138.6
84	23	52.2	99.8
84	24	87.7	171.3
84	25	77.1	147.9
84	26	40.8	87.2
84	27	68.7	121.3
84	28	60.9	122.1
84	29	59	102
84	3	35.8	88.2
84	30	49.6	93.4
84	31	56.7	112.3
84	4	35.6	76.4
84	5	41.5	101.5
84	6	47.7	107.3
84	7	32.9	73.1
84	8	34.2	69.8
84	9	29.4	65.6
85	1	31.2	76.8
85	10	19.6	41.4
85	11	38	79
85	12	81.1	120.9
85	13	18.2	41.8
85	14	40	84
85	15	49.5	89.5
85	16	59.8	130.2
85	17	66.7	129.3
85	18	52.6	112.4
85	19	33.2	66.8
85	2	31.3	78.7
85	20	47.8	91.2
85	21	18.8	49.2
85	22	45.1	86.9
85	23	51	88
85	24	56.3	113.7
85	25	84.8	156.2
85	26	59.5	115.5
85	27	39	81
85	28	50.6	99.4
85	29	53.1	98.9
85	3	20	50
85	30	27.8	60.2
85	31	82.6	166.4
85	4	47	90
85	5	56	106
85	6	61.4	122.6
85	7	55.1	101.9
85	8	50.4	102.6
85	9	59.6	85.4
86	1	32.1	66.9
86	10	22.4	58.6
86	11	49.2	82.8
86	12	21.6	38.9
86	13	65.7	121.3
86	14	67	130
86	15	24.1	57.9
86	16	56.8	151.2
86	17	49.4	90.6
86	18	39.8	89.2
86	19	56.4	118.6
86	2	42	80
86	20	16.9	43.1
86	21	51.4	96.6
86	22	64.7	125.3
86	23	41.7	78.3
86	24	46.9	87.1
86	25	28.8	63.2
86	26	59.6	118.4
86	27	57	112
86	28	63.7	125.3
86	29	56.8	109.2
86	3	47.5	114.5
86	30	50	87
86	31	56.1	113.9
86	4	21.2	42.8
86	5	41.4	90.6
86	6	42.5	89.5
86	7	29.7	59.3
86	8	21.9	49.1
86	9	31.7	69.3
87	1	41.2	90.8
87	10	41.6	81.5
87	11	34.9	64.1
87	12	37	57
87	13	20.3	46.7
87	14	32.1	69.9
87	15	84	164
87	16	38.1	86.9
87	17	37.8	73.2
87	18	37.1	77.9
87	19	30.6	72.4
87	2	42.6	90.4
87	20	26.7	64.3
87	21	31	64
87	22	47.1	90.1
87	23	64.1	122.9
87	24	35.7	67.3
87	25	35.2	69.8
87	26	26.5	65.5
87	27	59.1	120.9
87	28	20.4	45.6
87	29	42.4	79.6
87	3	43.1	95.9
87	30	21	122
87	31	34	70
87	4	68.8	123.2
87	5	53.5	101.5
87	6	73.2	146.8
87	7	67.3	128.8
87	8	43.4	82.6
87	9	60.1	115.1
88	1	56.5	113.5
88	10	50	106
88	11	28.1	59.8
88	12	38.6	68.4
88	13	37.5	73.5
88	14	35.6	72.4
88	15	53.9	74.1
88	16	32.9	84.1
88	17	45.1	82.9
88	18	82.6	160.4
88	19	30	63
88	2	71.6	137.4
88	20	32.9	70.1
88	21	26.3	60.7
88	22	35.1	81.9
88	23	30.4	67.6
88	24	57.9	111.1
88	25	63.5	115.5
88	26	33.5	75.5
88	27	33.6	67.4
88	28	93.5	183.5
88	29	90.9	166.1
88	3	67.4	124.6
88	30	62.5	118.5
88	31	26.1	55.9
88	4	32.8	67.2
88	5	65.4	140.6
88	6	50.8	99.2
88	7	45.1	89.9
88	8	26	62
88	9	46.5	86.5
89	1	45.7	94.3
89	10	48.8	99.2
89	11	48.6	83.4
89	12	37.1	70.9
89	13	32.7	68.3
89	14	48.5	96.5
89	15	72.1	140.9
89	16	40.7	103.3
89	17	51.7	92.3
89	18	26.5	63.5
89	19	28	60
89	2	62.9	114.1
89	20	36	73
89	21	28.1	79.9
89	22	58.8	88.2
89	23	38.4	75.6
89	24	26.8	59.2
89	25	35.3	73.7
89	26	23.8	61.5
89	27	54.1	114.9
89	28	38.3	80.7
89	29	32.5	65.5
89	3	30.2	73.8
89	30	68.1	126.9
89	31	49.2	109.8
89	4	32.7	70.3
89	5	49.1	103.9
89	6	36.7	78.3
89	7	33.9	71.1
89	8	39.2	77.8
89	9	50.7	93.3
9	1	24.6	51.4
9	10	70.8	139.2
9	11	56.6	127.4
9	12	28	57
9	13	37	86
9	14	41.7	84.3
9	15	32.7	73.5
9	16	48.6	117.4
9	17	39.1	88.9
9	18	39.1	84.9
9	19	35.8	77.7
9	2	84.5	127.5
9	20	48.8	93.2
9	21	37.5	76.5
9	22	38.9	84.1
9	23	21.3	53.7
9	24	23.5	61.5
9	25	41.8	86.2
9	26	42.7	98.3
9	27	16.7	51.3
9	28	42.7	93.3
9	29	29.5	78.5
9	3	49.6	101.4
9	30	33	67
9	31	53.3	103.7
9	4	27.2	70.8
9	5	33.9	79.1
9	6	51	118
9	7	34.7	86.3
9	8	16.3	56.7
9	9	35.9	83.1
90	1	19.4	55.6
90	10	41.5	94.5
90	11	52.2	91.8
90	12	32.8	57.2
90	13	38.7	74.3
90	14	32.2	66.8
90	15	49.2	107.8
90	16	34.1	74.9
90	17	54.1	94.9
90	18	32.2	69.8
90	19	39.2	82.7
90	2	28.7	61.3
90	20	18.1	40.9
90	21	30	65
90	22	32.5	67.5
90	23	42.5	81.5
90	24	47.7	92.3
90	25	46	93
90	26	45.4	93.6
90	27	49.7	100.3
90	28	13.8	35.2
90	29	27.5	56.5
90	3	39.2	92.8
90	30	66	125
90	31	43.8	100.2
90	4	38	90
90	5	25.3	57.7
90	6	45.1	93.9
90	7	40	79
90	8	42.3	84.7
90	9	39.5	90.5
91	1	58.2	117.8
91	10	63.2	118.8
91	11	34.8	76.2
91	12	45	90
91	13	36.1	82.9
91	14	36.9	96.1
91	15	33.5	72.5
91	16	34.8	69.2
91	17	48.4	91.6
91	18	53.2	110.8
91	19	49.7	101.3
91	2	34.9	79.1
91	20	41.8	83.2
91	21	52.7	111.3
91	22	50.6	102.4
91	23	55	102
91	24	60.2	116.8
91	25	31.2	70.8
91	26	45.2	88.8
91	27	27.8	49.2
91	28	58.7	115.3
91	29	60.8	123.2
91	3	41.8	82.2
91	30	55.3	97.7
91	31	58.4	130.6
91	4	44.8	90.2
91	5	36.3	76.7
91	6	45.1	89.9
91	7	41.9	83.1
91	8	42.1	75.9
91	9	63.5	120.5
92	1	55.1	105.9
92	10	58.5	122.5
92	11	49.2	85.8
92	12	52	88
92	13	17	42
92	14	14.4	41.6
92	15	33.4	60.6
92	16	62	145
92	17	47.3	91.7
92	18	39.3	79.7
92	19	70.8	127.2
92	2	75.7	139.3
92	20	41	83
92	21	55.8	111.2
92	22	40.7	78.3
92	23	25.6	53.4
92	24	56.7	119.1
92	25	39.5	79.5
92	26	38.2	79.8
92	27	56.9	112.1
92	28	26.7	67.3
92	29	31.2	62.8
92	3	40.7	98.3
92	30	45.6	92.4
92	31	48.1	95.9
92	4	43.2	88.8
92	5	62.2	126.8
92	6	68.3	139.7
92	7	95.8	151.2
92	8	61.1	107.9
92	9	59.2	105.8
93	1	61.4	116.6
93	10	42.8	94.2
93	11	40	79
93	12	43.1	83.9
93	13	45.8	92.2
93	14	47.2	86.8
93	15	60.5	104.5
93	16	35.5	77.5
93	17	26.1	60.9
93	18	57.1	117.9
93	19	37.3	70.7
93	2	26.6	57.4
93	20	30.3	64
93	21	28.2	60.8
93	22	56.6	109.4
93	23	40.5	71.5
93	24	50.4	98.6
93	25	39.1	88.9
93	26	14.7	37.3
93	27	39.6	78.4
93	28	9.2	35.8
93	29	16.3	77.7
93	3	49.9	102.1
93	30	18.8	51.2
93	31	41.2	96.8
93	4	48	91
93	5	45.4	102.6
93	6	45	97
93	7	37	76
93	8	39	80
93	9	71.1	116.9
94	1	49	105
94	10	41.7	85.3
94	11	52.2	96.8
94	12	58.8	99.2
94	13	49.6	100.4
94	14	50.1	101.9
94	15	53.1	103.9
94	16	47.4	117.6
94	17	27.5	73.5
94	18	38.4	87.6
94	19	52.8	129.2
94	2	56.2	108.8
94	20	61.1	113.9
94	21	43.9	91.9
94	22	34.8	68.2
94	23	20.2	49.8
94	24	52.5	108.5
94	25	69	129
94	26	77.9	144.1
94	27	57.1	116.9
94	28	42.2	88.6
94	29	41.6	92.4
94	3	37.8	90.2
94	30	22.1	48.9
94	31	25.2	56.8
94	4	64.6	120.4
94	5	48	94
94	6	60.7	110.3
94	7	57.1	111.9
94	8	55.4	106.6
94	9	58.8	104.2
95	1	35.7	90.3
95	10	41.6	100.4
95	11	55	113
95	12	46.3	93.7
95	13	37.7	75.3
95	14	32.6	70.4
95	15	49	90
95	16	35.2	77.8
95	17	47.7	97.3
95	18	30.8	69.2
95	19	40.7	76.3
95	2	34.4	85.6
95	20	33.9	62.1
95	21	29.5	58.5
95	22	18.7	47.3
95	23	26.8	69.2
95	24	19.5	42.5
95	25	33.1	65.9
95	26	43.2	98.8
95	27	41.4	83.6
95	28	82.5	157.5
95	29	59.7	118.3
95	3	47.1	98.9
95	30	54.9	139.1
95	31	66.9	133.1
95	4	58	113
95	5	46.6	103.4
95	6	49	98
95	7	29.7	68.3
95	8	34.1	73.9
95	9	27.5	55.5
96	1	37.8	76.2
96	10	13.3	41.7
96	11	68.1	132.9
96	12	38.6	75.4
96	13	41	88
96	14	31.5	66.4
96	15	36.1	74.9
96	16	13.3	36.7
96	17	50.6	104.5
96	18	46.4	80.6
96	19	35.3	65.7
96	2	20.5	45.5
96	20	31.4	65.6
96	21	45.2	84.8
96	22	35	72
96	23	28.1	67.9
96	24	47.7	93.3
96	25	21.2	51.8
96	26	18.6	55.4
96	27	51.6	102.6
96	28	46.4	90.6
96	29	43.5	81.5
96	3	35.7	76.3
96	30	55	105
96	31	57.8	111.2
96	4	39.2	70.8
96	5	16.6	72.4
96	6	24.1	58.9
96	7	29.6	58.4
96	8	30.5	59.5
96	9	51.6	91.4
97	1	30.8	74.2
97	10	44.3	103.7
97	11	36.4	72.6
97	12	25.5	48.5
97	13	25.6	48.4
97	14	50.1	101.9
97	15	64.8	146.2
97	16	51.3	122.7
97	17	58.7	112.5
97	18	17.1	47.9
97	19	42.8	89.2
97	2	33.3	75.7
97	20	17.1	29.9
97	21	43.3	81.7
97	22	34.1	70.9
97	23	48.3	94.7
97	24	45.6	90.4
97	25	32.3	63.7
97	26	33.2	67.9
97	27	41.3	78.7
97	28	33.5	81.5
97	29	56.4	108.6
97	3	32.1	68.9
97	30	51.8	95.2
97	31	50.9	98.1
97	4	40	81
97	5	91.8	180.2
97	6	60	123
97	7	64.8	124.2
97	8	63.7	125.3
97	9	43	85
98	10	71.6	148.4
98	11	68.8	118.2
98	12	73.1	123.9
98	13	67.6	129.4
98	14	43.4	84.6
98	15	28.5	68.5
98	16	25.2	65.8
98	17	86.1	165.9
98	18	73.9	153.1
98	19	43.4	82.6
98	2	65.1	131.9
98	20	79	148
98	21	58.6	104.4
98	22	54.7	113.3
98	23	72.7	123.3
98	24	43	93
98	25	29.3	67.7
98	26	56.2	99.8
98	27	35.9	78.1
98	28	49.8	102.2
98	29	56.2	108.8
98	3	60	90
98	30	32.4	71.6
98	31	36	76.6
98	4	65.4	114.6
98	5	51.4	106.6
98	6	49.9	68.1
98	7	42.2	81.8
98	8	40	88
98	9	51.8	93.2
99	1	32.2	67.8
99	10	62.5	127.5
99	11	41.8	73.2
99	12	39.2	74.8
99	13	37	72
99	14	34.6	89.4
99	15	51.8	101.2
99	16	71.5	153.5
99	17	53.1	103.9
99	18	94.3	199.7
99	19	49.5	93.5
99	2	51.7	108.3
99	20	50.4	94.6
99	21	39.6	68.5
99	22	69.1	118.9
99	23	50.4	92.6
99	24	54.2	71.8
99	25	42.2	88.8
99	26	46	102
99	27	39.3	79.7
99	28	61.9	118.1
99	29	38.2	72.8
99	3	41.2	83.8
99	30	45.1	97.9
99	31	32.7	72.3
99	4	58.7	111.3
99	5	57.3	110.7
99	6	54.1	111.9
99	7	46.7	83.3
99	8	77.4	148.6
99	9	59.8	106.2
