"env"	"rep"	"gen"	"yield"
"E9"	"R26"	"G31"	9.716
"E9"	"R26"	"G32"	8.9063
"E9"	"R26"	"G33"	9.0237
"E9"	"R26"	"G34"	6.7087
"E9"	"R26"	"G35"	8.7805
"E9"	"R26"	"G36"	5.552
"E9"	"R26"	"G37"	9.2533
"E9"	"R26"	"G38"	9.483
"E9"	"R26"	"G39"	9.7211
"E9"	"R26"	"G40"	6.4722
"E9"	"R26"	"G41"	7.634
"E9"	"R26"	"G42"	9.022
"E9"	"R26"	"G43"	8.5509
"E9"	"R26"	"G44"	4.2848
"E9"	"R26"	"G45"	7.2853
"E9"	"R26"	"G46"	9.7194
"E9"	"R26"	"G47"	9.716
"E9"	"R26"	"G48"	8.9063
"E9"	"R26"	"G49"	11.5667
"E9"	"R26"	"G50"	9.2533
"E9"	"R26"	"G51"	6.94
"E9"	"R26"	"G52"	10.2943
"E9"	"R26"	"G53"	9.2533
"E9"	"R26"	"G54"	8.5542
"E9"	"R26"	"G55"	9.2533
"E9"	"R27"	"G01"	10.41
"E9"	"R27"	"G02"	9.4847
"E9"	"R27"	"G03"	9.8317
"E9"	"R27"	"G04"	9.022
"E9"	"R27"	"G05"	10.1787
"E9"	"R27"	"G06"	13.4173
"E9"	"R27"	"G07"	9.4847
"E9"	"R27"	"G08"	10.41
"E9"	"R27"	"G09"	9.2533
"E9"	"R27"	"G10"	7.5149
"E9"	"R27"	"G11"	8.7856
"E9"	"R27"	"G12"	8.0967
"E9"	"R27"	"G13"	8.0967
"E9"	"R27"	"G14"	7.4027
"E9"	"R27"	"G15"	9.2533
"E9"	"R27"	"G16"	7.981
"E9"	"R27"	"G17"	11.6823
"E9"	"R27"	"G18"	8.328
"E9"	"R27"	"G19"	4.6182
"E9"	"R27"	"G20"	6.4705
"E9"	"R27"	"G21"	8.0967
"E9"	"R27"	"G22"	6.4773
"E9"	"R27"	"G23"	9.716
"E9"	"R27"	"G24"	10.2875
"E9"	"R27"	"G25"	8.561
"E9"	"R27"	"G26"	9.4847
"E9"	"R27"	"G27"	9.4813
"E9"	"R27"	"G28"	6.0147
"E9"	"R27"	"G29"	6.4773
"E9"	"R27"	"G30"	9.022
"E9"	"R27"	"G31"	9.022
"E9"	"R27"	"G32"	10.2943
"E9"	"R27"	"G33"	6.6985
"E9"	"R27"	"G34"	8.7907
"E9"	"R27"	"G35"	6.6968
"E9"	"R27"	"G36"	8.7907
"E9"	"R27"	"G37"	5.7833
"E9"	"R27"	"G38"	8.0967
"E9"	"R27"	"G39"	9.8266
"E9"	"R27"	"G40"	6.2392
"E9"	"R27"	"G41"	7.4027
"E9"	"R27"	"G42"	6.0147
"E9"	"R27"	"G43"	8.6716
"E9"	"R27"	"G44"	9.2465
"E9"	"R27"	"G45"	9.7126
"E9"	"R27"	"G46"	9.9405
"E9"	"R27"	"G47"	9.2533
"E9"	"R27"	"G48"	11.3353
"E9"	"R27"	"G49"	9.6003
"E9"	"R27"	"G50"	5.0893
"E9"	"R27"	"G51"	6.94
"E9"	"R27"	"G52"	8.5593
"E9"	"R27"	"G53"	9.369
"E9"	"R27"	"G54"	10.3964
"E9"	"R27"	"G55"	9.022
