env,year,loc,block,plot,ent,gen,yield,testwt
nas1998,1998,Nas,2,10,11,Ida,74.1455,26.6475
nas1998,1998,Nas,2,11,31,IAR56-5,108.3665,35.34
nas1998,1998,Nas,2,12,35,OH1086,83.776,29.7825
nas1998,1998,Nas,2,13,5,Chaps,99.7645,31.4925
nas1998,1998,Nas,2,14,29,IAL24-5-1,75.361,29.925
nas1998,1998,Nas,2,15,37,OH1149,57.596,27.2175
nas1998,1998,Nas,2,16,4,Burton,70.499,30.21
nas1998,1998,Nas,2,17,24,Rodeo,97.3335,31.7775
nas1998,1998,Nas,2,18,19,Ogle,90.508,29.4975
nas1998,1998,Nas,2,19,16,Jud,93.687,34.485
nas1998,1998,Nas,2,20,2,Blaze,95.744,34.3425
nas1998,1998,Nas,2,21,1,Belle,64.9825,33.06
nas1998,1998,Nas,2,23,38,Starter/Amag,78.6335,33.2025
nas1998,1998,Nas,2,24,34,Richard,65.5435,31.065
nas1998,1998,Nas,2,25,8,Dane,82.9345,24.9375
nas1998,1998,Nas,2,26,33,IAR66-6,81.906,30.21
nas1998,1998,Nas,2,27,9,Don,85.272,29.2125
nas1998,1998,Nas,2,28,23,Riser,90.321,32.49
nas1998,1998,Nas,2,29,30,IAN979-5-1-22,74.1455,30.9225
nas1998,1998,Nas,2,31,12,IN09201,102.0085,30.9225
nas1998,1998,Nas,2,32,26,Starter,84.6175,32.9175
nas1998,1998,Nas,2,33,27,Troy,69.564,34.77
nas1998,1998,Nas,2,34,21,Prairie,88.5445,26.9325
nas1998,1998,Nas,2,35,10,Gem,93.2195,31.92
nas1998,1998,Nas,2,36,15,Jim,92.4715,28.5
nas1998,1998,Nas,2,37,32,IAR56-8,88.9185,33.2025
nas1998,1998,Nas,2,38,40,WIX6356-1,85.9265,34.9125
nas1998,1998,Nas,2,39,13,Jay,109.3015,33.915
nas1998,1998,Nas,2,40,3,Brawn,83.028,31.2075
nas1998,1998,Nas,3,1,1,Belle,65.076,32.9175
nas1998,1998,Nas,3,2,17,Milton,79.7555,32.0625
nas1998,1998,Nas,3,3,32,IAR56-8,86.1135,34.0575
nas1998,1998,Nas,3,4,21,Prairie,93.0325,28.785
nas1998,1998,Nas,3,5,14,Jerry,77.8855,33.345
nas1998,1998,Nas,3,7,24,Rodeo,90.882,30.6375
nas1998,1998,Nas,3,8,37,OH1149,67.507,29.4975
nas1998,1998,Nas,3,9,26,Starter,78.914,32.775
nas1998,1998,Nas,3,11,3,Brawn,74.5195,28.215
nas1998,1998,Nas,3,12,25,Sheldon,98.8295,30.6375
nas1998,1998,Nas,3,13,7,Classic,96.0245,32.9175
nas1998,1998,Nas,3,15,28,Valley,71.3405,34.6275
nas1998,1998,Nas,3,16,2,Blaze,95.744,33.915
nas1998,1998,Nas,3,17,13,Jay,90.882,31.92
nas1998,1998,Nas,3,19,16,Jud,83.028,34.77
nas1998,1998,Nas,3,20,30,IAN979-5-1-22,70.2185,30.495
nas1998,1998,Nas,3,21,38,Starter/Amag,79.5685,32.3475
nas1998,1998,Nas,3,22,5,Chaps,89.6665,31.2075
nas1998,1998,Nas,3,24,40,WIX6356-1,84.337,32.9175
nas1998,1998,Nas,3,25,15,Jim,80.223,28.6425
nas1998,1998,Nas,3,26,36,OH1128,62.5515,24.225
nas1998,1998,Nas,3,27,8,Dane,90.4145,26.9325
nas1998,1998,Nas,3,28,31,IAR56-5,100.5125,35.1975
nas1998,1998,Nas,3,29,11,Ida,82.28,27.645
nas1998,1998,Nas,3,30,35,OH1086,84.15,29.64
nas1998,1998,Nas,3,31,9,Don,80.6905,28.5
nas1998,1998,Nas,3,32,10,Gem,95.931,33.915
nas1998,1998,Nas,3,33,23,Riser,96.492,32.3475
nas1998,1998,Nas,3,34,12,IN09201,87.6095,28.9275
nas1998,1998,Nas,3,35,4,Burton,67.6005,31.35
nas1998,1998,Nas,3,36,34,Richard,61.71,30.78
nas1998,1998,Nas,3,37,27,Troy,55.352,34.3425
nas1998,1998,Nas,3,38,33,IAR66-6,92.6585,32.205
nas1998,1998,Nas,3,39,39,Vista,79.7555,31.92
nas1998,1998,Nas,3,40,19,Ogle,93.9675,29.2125
ame1999,1999,Ame,1,1,24,Sheldon,123.607,31.4925
ame1999,1999,Ame,1,2,12,IN09201,126.8795,33.345
ame1999,1999,Ame,1,3,19,Ogle,90.695,33.2025
ame1999,1999,Ame,1,6,38,Killdeer,96.866,33.345
ame1999,1999,Ame,1,7,14,Jerry,81.2515,35.4825
ame1999,1999,Ame,1,8,1,Belle,71.247,33.4875
ame1999,1999,Ame,1,9,23,Rodeo,135.388,33.345
ame1999,1999,Ame,1,10,4,Burton,109.6755,33.4875
ame1999,1999,Ame,1,11,16,Jud,111.265,34.2
ame1999,1999,Ame,1,12,39,Loyal,90.321,33.4875
ame1999,1999,Ame,1,13,34,IAH61-3-3-4,97.614,30.78
ame1999,1999,Ame,1,14,31,IAR66-6,110.6105,32.9175
ame1999,1999,Ame,1,15,17,Milton,99.297,30.0675
ame1999,1999,Ame,1,16,3,Brawn,149.1325,34.485
ame1999,1999,Ame,1,17,13,Jay,136.697,34.6275
ame1999,1999,Ame,1,18,11,Ida,126.786,32.49
ame1999,1999,Ame,1,19,22,Riser,66.8525,34.9125
ame1999,1999,Ame,1,20,33,IA91483-7-18-2,98.923,35.34
ame1999,1999,Ame,1,21,27,Valley,116.314,35.4825
ame1999,1999,Ame,1,22,2,Blaze,130.4325,35.34
ame1999,1999,Ame,1,23,36,Youngs,112.6675,33.2025
ame1999,1999,Ame,1,24,35,Richard,137.9125,34.2
ame1999,1999,Ame,1,25,8,Dane,74.613,32.205
ame1999,1999,Ame,1,26,28,Vista,68.255,31.92
ame1999,1999,Ame,1,27,15,Jim,104.4395,33.7725
ame1999,1999,Ame,1,29,5,Chaps,114.5375,35.91
ame1999,1999,Ame,1,30,9,Don,97.1465,34.9125
ame1999,1999,Ame,1,31,7,Classic,112.761,32.3475
ame1999,1999,Ame,1,32,37,Ebeltoft,143.3355,33.915
ame1999,1999,Ame,1,33,30,IAR56-5,109.582,35.34
ame1999,1999,Ame,1,34,26,Troy,87.89,33.63
ame1999,1999,Ame,1,35,25,Starter,100.1385,35.1975
ame1999,1999,Ame,1,37,40,Moraine,123.607,35.91
ame1999,1999,Ame,1,38,29,IAN979-5-1-22,129.404,33.7725
ame1999,1999,Ame,1,39,32,IA91462-4-1-6,120.3345,34.6275
ame1999,1999,Ame,1,40,10,Gem,100.8865,35.1975
ame1999,1999,Ame,2,1,37,Ebeltoft,141.2785,33.345
ame1999,1999,Ame,2,2,23,Rodeo,120.428,32.0625
ame1999,1999,Ame,2,3,1,Belle,57.035,32.775
ame1999,1999,Ame,2,4,27,Valley,122.7655,34.77
ame1999,1999,Ame,2,5,25,Starter,93.126,35.7675
ame1999,1999,Ame,2,6,35,Richard,117.436,33.915
ame1999,1999,Ame,2,7,38,Killdeer,142.307,33.345
ame1999,1999,Ame,2,8,14,Jerry,116.875,35.4825
ame1999,1999,Ame,2,9,11,Ida,115.379,30.21
ame1999,1999,Ame,2,10,31,IAR66-6,137.632,34.3425
ame1999,1999,Ame,2,12,4,Burton,123.7005,34.2
ame1999,1999,Ame,2,13,13,Jay,138.2865,35.4825
ame1999,1999,Ame,2,15,30,IAR56-5,130.9935,37.7625
ame1999,1999,Ame,2,17,39,Loyal,88.9185,32.9175
ame1999,1999,Ame,2,18,17,Milton,107.2445,32.3475
ame1999,1999,Ame,2,19,3,Brawn,160.3525,32.3475
ame1999,1999,Ame,2,20,24,Sheldon,93.9675,31.7775
ame1999,1999,Ame,2,21,10,Gem,111.639,35.1975
ame1999,1999,Ame,2,22,40,Moraine,118.932,35.7675
ame1999,1999,Ame,2,23,9,Don,98.549,35.625
ame1999,1999,Ame,2,24,28,Vista,104.8135,35.34
ame1999,1999,Ame,2,25,12,IN09201,117.249,34.6275
ame1999,1999,Ame,2,26,16,Jud,115.0985,37.05
ame1999,1999,Ame,2,27,22,Riser,85.459,35.625
ame1999,1999,Ame,2,28,36,Youngs,135.6685,33.4875
ame1999,1999,Ame,2,29,32,IA91462-4-1-6,108.1795,35.7675
ame1999,1999,Ame,2,30,7,Classic,118.2775,33.345
ame1999,1999,Ame,2,31,8,Dane,100.419,32.6325
ame1999,1999,Ame,2,32,26,Troy,105.3745,36.0525
ame1999,1999,Ame,2,33,34,IAH61-3-3-4,130.526,32.205
ame1999,1999,Ame,2,34,2,Blaze,118.4645,35.91
ame1999,1999,Ame,2,36,15,Jim,129.03,35.7675
ame1999,1999,Ame,2,37,29,IAN979-5-1-22,138.38,33.2025
ame1999,1999,Ame,2,38,33,IA91483-7-18-2,109.956,34.6275
ame1999,1999,Ame,2,39,5,Chaps,136.9775,34.0575
ame1999,1999,Ame,2,40,19,Ogle,138.2865,33.915
ame1999,1999,Ame,3,1,35,Richard,95.0895,33.06
ame1999,1999,Ame,3,2,40,Moraine,108.273,35.91
ame1999,1999,Ame,3,3,16,Jud,110.9845,34.77
ame1999,1999,Ame,3,4,15,Jim,120.054,35.1975
ame1999,1999,Ame,3,5,3,Brawn,138.754,34.3425
ame1999,1999,Ame,3,6,33,IA91483-7-18-2,103.1305,33.4875
ame1999,1999,Ame,3,7,31,IAR66-6,140.5305,35.055
ame1999,1999,Ame,3,8,38,Killdeer,143.242,32.775
ame1999,1999,Ame,3,9,13,Jay,135.2945,35.055
ame1999,1999,Ame,3,10,1,Belle,105.5615,34.485
ame1999,1999,Ame,3,11,34,IAH61-3-3-4,140.437,33.915
ame1999,1999,Ame,3,12,10,Gem,126.5055,35.1975
ame1999,1999,Ame,3,13,2,Blaze,152.405,34.485
ame1999,1999,Ame,3,14,36,Youngs,138.006,32.0625
ame1999,1999,Ame,3,15,7,Classic,135.8555,34.77
ame1999,1999,Ame,3,16,5,Chaps,129.6845,33.4875
ame1999,1999,Ame,3,18,28,Vista,113.2285,33.2025
ame1999,1999,Ame,3,19,30,IAR56-5,136.4165,37.1925
ame1999,1999,Ame,3,20,8,Dane,123.8875,33.63
ame1999,1999,Ame,3,21,12,IN09201,143.1485,35.34
ame1999,1999,Ame,3,22,17,Milton,121.176,32.9175
ame1999,1999,Ame,3,23,22,Riser,97.3335,34.3425
ame1999,1999,Ame,3,24,32,IA91462-4-1-6,115.4725,33.915
ame1999,1999,Ame,3,25,24,Sheldon,96.3985,32.205
ame1999,1999,Ame,3,26,23,Rodeo,106.59,31.4925
ame1999,1999,Ame,3,27,9,Don,106.216,34.9125
ame1999,1999,Ame,3,28,25,Starter,94.996,34.0575
ame1999,1999,Ame,3,29,11,Ida,125.477,31.35
ame1999,1999,Ame,3,31,19,Ogle,126.3185,32.205
ame1999,1999,Ame,3,32,37,Ebeltoft,129.404,33.7725
ame1999,1999,Ame,3,33,39,Loyal,97.5205,33.63
ame1999,1999,Ame,3,34,27,Valley,69.2835,30.78
ame1999,1999,Ame,3,35,26,Troy,104.4395,33.2025
ame1999,1999,Ame,3,36,4,Burton,108.086,34.2
ame1999,1999,Ame,3,38,14,Jerry,121.0825,36.0525
ame1999,1999,Ame,3,39,29,IAN979-5-1-22,137.5385,33.63
cal1999,1999,Sut,1,1,13,Jay,132.957,36.195
cal1999,1999,Sut,1,2,23,Rodeo,145.299,33.63
cal1999,1999,Sut,1,3,9,Don,109.1145,35.7675
cal1999,1999,Sut,1,4,15,Jim,137.3515,34.3425
cal1999,1999,Sut,1,5,39,Loyal,121.2695,35.7675
cal1999,1999,Sut,1,6,17,Milton,118.6515,30.78
cal1999,1999,Sut,1,7,36,Youngs,140.063,33.345
cal1999,1999,Sut,1,8,27,Valley,100.045,31.35
cal1999,1999,Sut,1,9,5,Chaps,145.112,33.63
cal1999,1999,Sut,1,10,24,Sheldon,107.151,33.06
cal1999,1999,Sut,1,11,29,IAN979-5-1-22,125.103,33.4875
cal1999,1999,Sut,1,12,32,IA91462-4-1-6,111.826,34.3425
cal1999,1999,Sut,1,13,35,Richard,118.6515,34.3425
cal1999,1999,Sut,1,14,16,Jud,126.599,35.7675
cal1999,1999,Sut,1,16,12,IN09201,142.2135,37.62
cal1999,1999,Sut,1,17,34,IAH61-3-3-4,143.242,34.0575
cal1999,1999,Sut,1,18,14,Jerry,119.867,36.48
cal1999,1999,Sut,1,19,2,Blaze,120.1475,36.0525
cal1999,1999,Sut,1,20,1,Belle,135.201,36.0525
cal1999,1999,Sut,1,21,19,Ogle,127.2535,32.3475
cal1999,1999,Sut,1,22,22,Riser,117.9035,36.6225
cal1999,1999,Sut,1,23,28,Vista,128.1885,37.335
cal1999,1999,Sut,1,24,26,Troy,120.615,31.35
cal1999,1999,Sut,1,25,33,IA91483-7-18-2,130.9935,34.3425
cal1999,1999,Sut,1,27,3,Brawn,134.9205,35.1975
cal1999,1999,Sut,1,28,25,Starter,99.9515,37.335
cal1999,1999,Sut,1,29,11,Ida,127.4405,32.775
cal1999,1999,Sut,1,30,4,Burton,124.916,34.2
cal1999,1999,Sut,1,31,10,Gem,145.7665,36.3375
cal1999,1999,Sut,1,32,37,Ebeltoft,156.0515,33.345
cal1999,1999,Sut,1,33,31,IAR66-6,164.4665,35.34
cal1999,1999,Sut,1,34,7,Classic,132.209,35.055
cal1999,1999,Sut,1,35,38,Killdeer,150.348,34.6275
cal1999,1999,Sut,1,36,8,Dane,140.3435,33.915
cal1999,1999,Sut,1,37,40,Moraine,127.347,36.765
cal1999,1999,Sut,1,40,30,IAR56-5,132.3025,36.48
cal1999,1999,Sut,2,1,27,Valley,110.704,33.345
cal1999,1999,Sut,2,2,8,Dane,136.136,34.3425
cal1999,1999,Sut,2,4,14,Jerry,111.452,36.9075
cal1999,1999,Sut,2,5,35,Richard,144.2705,34.3425
cal1999,1999,Sut,2,6,36,Youngs,133.144,32.775
cal1999,1999,Sut,2,7,29,IAN979-5-1-22,126.412,34.2
cal1999,1999,Sut,2,9,15,Jim,145.9535,35.7675
cal1999,1999,Sut,2,10,30,IAR56-5,123.607,37.05
cal1999,1999,Sut,2,11,13,Jay,136.51,36.6225
cal1999,1999,Sut,2,12,4,Burton,108.9275,31.92
cal1999,1999,Sut,2,13,10,Gem,131.461,36.9075
cal1999,1999,Sut,2,14,17,Milton,114.818,31.35
cal1999,1999,Sut,2,15,24,Sheldon,105.094,32.775
cal1999,1999,Sut,2,16,12,IN09201,137.3515,37.1925
cal1999,1999,Sut,2,17,23,Rodeo,131.9285,31.35
cal1999,1999,Sut,2,19,11,Ida,130.9,32.6325
cal1999,1999,Sut,2,20,16,Jud,133.6115,36.6225
cal1999,1999,Sut,2,21,9,Don,108.647,35.625
cal1999,1999,Sut,2,22,38,Killdeer,134.5465,35.625
cal1999,1999,Sut,2,23,40,Moraine,128.656,36.765
cal1999,1999,Sut,2,24,26,Troy,127.908,33.915
cal1999,1999,Sut,2,25,22,Riser,116.875,36.765
cal1999,1999,Sut,2,26,19,Ogle,122.111,33.06
cal1999,1999,Sut,2,27,34,IAH61-3-3-4,125.0095,34.77
cal1999,1999,Sut,2,28,31,IAR66-6,126.973,34.6275
cal1999,1999,Sut,2,29,25,Starter,95.8375,37.05
cal1999,1999,Sut,2,30,1,Belle,135.762,36.9075
cal1999,1999,Sut,2,31,5,Chaps,139.689,34.6275
cal1999,1999,Sut,2,32,33,IA91483-7-18-2,132.209,35.7675
cal1999,1999,Sut,2,33,7,Classic,135.8555,36.765
cal1999,1999,Sut,2,34,2,Blaze,131.648,36.6225
cal1999,1999,Sut,2,35,3,Brawn,153.6205,33.915
cal1999,1999,Sut,2,36,32,IA91462-4-1-6,112.761,34.3425
cal1999,1999,Sut,2,38,37,Ebeltoft,147.543,32.9175
cal1999,1999,Sut,2,39,39,Loyal,140.7175,35.625
cal1999,1999,Sut,2,40,28,Vista,134.266,35.1975
cal1999,1999,Sut,3,1,38,Killdeer,152.966,34.6275
cal1999,1999,Sut,3,2,12,IN09201,165.869,35.91
cal1999,1999,Sut,3,3,25,Starter,116.501,36.195
cal1999,1999,Sut,3,4,1,Belle,154.462,35.4825
cal1999,1999,Sut,3,5,17,Milton,130.713,31.4925
cal1999,1999,Sut,3,6,13,Jay,163.7185,37.4775
cal1999,1999,Sut,3,7,3,Brawn,152.592,34.9125
cal1999,1999,Sut,3,8,8,Dane,144.364,33.63
cal1999,1999,Sut,3,10,4,Burton,125.7575,32.3475
cal1999,1999,Sut,3,11,16,Jud,150.161,36.0525
cal1999,1999,Sut,3,12,40,Moraine,148.0105,35.91
cal1999,1999,Sut,3,13,28,Vista,136.884,34.77
cal1999,1999,Sut,3,14,11,Ida,140.5305,33.345
cal1999,1999,Sut,3,15,9,Don,112.2935,35.91
cal1999,1999,Sut,3,16,14,Jerry,126.973,36.3375
cal1999,1999,Sut,3,17,37,Ebeltoft,149.6935,33.63
cal1999,1999,Sut,3,18,31,IAR66-6,139.5955,33.4875
cal1999,1999,Sut,3,20,23,Rodeo,141.372,33.345
cal1999,1999,Sut,3,21,5,Chaps,117.1555,34.9125
cal1999,1999,Sut,3,22,30,IAR56-5,148.104,37.62
cal1999,1999,Sut,3,23,26,Troy,125.29,32.9175
cal1999,1999,Sut,3,24,7,Classic,145.2055,36.3375
cal1999,1999,Sut,3,25,2,Blaze,137.258,36.0525
cal1999,1999,Sut,3,26,22,Riser,118.558,37.62
cal1999,1999,Sut,3,27,32,IA91462-4-1-6,134.5465,34.3425
cal1999,1999,Sut,3,28,29,IAN979-5-1-22,143.616,33.915
cal1999,1999,Sut,3,29,15,Jim,161.007,35.7675
cal1999,1999,Sut,3,30,39,Loyal,146.795,35.91
cal1999,1999,Sut,3,31,27,Valley,113.696,32.9175
cal1999,1999,Sut,3,32,33,IA91483-7-18-2,124.916,35.34
cal1999,1999,Sut,3,33,36,Youngs,144.925,32.205
cal1999,1999,Sut,3,35,24,Sheldon,109.395,32.775
cal1999,1999,Sut,3,36,34,IAH61-3-3-4,132.1155,34.77
cal1999,1999,Sut,3,37,35,Richard,120.802,34.3425
cal1999,1999,Sut,3,38,19,Ogle,137.258,32.9175
cal1999,1999,Sut,3,39,10,Gem,148.852,36.9075
cra1999,1999,Cra,1,2,14,Jerry,121.4565,35.4825
cra1999,1999,Cra,1,3,13,Jay,138.567,34.6275
cra1999,1999,Cra,1,4,9,Don,115.2855,33.63
cra1999,1999,Cra,1,5,37,Ebeltoft,133.7985,32.6325
cra1999,1999,Cra,1,6,4,Burton,105.655,33.63
cra1999,1999,Cra,1,7,38,Killdeer,105.9355,31.4925
cra1999,1999,Cra,1,8,30,IAR56-5,123.8875,34.485
cra1999,1999,Cra,1,9,27,Valley,78.8205,31.4925
cra1999,1999,Cra,1,10,35,Richard,98.549,31.2075
cra1999,1999,Cra,1,12,25,Starter,111.826,35.625
cra1999,1999,Cra,1,13,24,Sheldon,105.0005,32.49
cra1999,1999,Cra,1,14,3,Brawn,112.8545,30.9225
cra1999,1999,Cra,1,15,23,Rodeo,101.728,32.6325
cra1999,1999,Cra,1,16,2,Blaze,128.843,33.345
cra1999,1999,Cra,1,17,36,Youngs,101.6345,31.35
cra1999,1999,Cra,1,18,17,Milton,109.021,31.065
cra1999,1999,Cra,1,19,10,Gem,124.2615,33.2025
cra1999,1999,Cra,1,20,22,Riser,96.866,34.77
cra1999,1999,Cra,1,21,31,IAR66-6,138.754,33.06
cra1999,1999,Cra,1,22,34,IAH61-3-3-4,113.6025,30.495
cra1999,1999,Cra,1,23,15,Jim,125.9445,33.345
cra1999,1999,Cra,1,24,16,Jud,135.1075,34.9125
cra1999,1999,Cra,1,25,40,Moraine,111.452,35.34
cra1999,1999,Cra,1,26,39,Loyal,96.679,33.915
cra1999,1999,Cra,1,27,33,IA91483-7-18-2,85.833,32.9175
cra1999,1999,Cra,1,28,26,Troy,94.435,32.205
cra1999,1999,Cra,1,29,29,IAN979-5-1-22,120.241,31.2075
cra1999,1999,Cra,1,30,11,Ida,107.6185,32.3475
cra1999,1999,Cra,1,31,8,Dane,128.1885,32.49
cra1999,1999,Cra,1,33,28,Vista,102.7565,32.6325
cra1999,1999,Cra,1,34,5,Chaps,127.6275,32.49
cra1999,1999,Cra,1,35,7,Classic,141.8395,34.77
cra1999,1999,Cra,1,36,19,Ogle,137.9125,30.6375
cra1999,1999,Cra,1,37,12,IN09201,137.819,34.9125
cra1999,1999,Cra,1,38,1,Belle,125.851,34.0575
cra1999,1999,Cra,1,40,32,IA91462-4-1-6,133.9855,34.77
cra1999,1999,Cra,2,1,12,IN09201,124.168,34.6275
cra1999,1999,Cra,2,2,15,Jim,106.1225,32.0625
cra1999,1999,Cra,2,3,39,Loyal,80.784,34.0575
cra1999,1999,Cra,2,4,2,Blaze,120.989,33.915
cra1999,1999,Cra,2,5,29,IAN979-5-1-22,113.0415,31.35
cra1999,1999,Cra,2,6,3,Brawn,130.9935,32.205
cra1999,1999,Cra,2,7,16,Jud,115.005,35.34
cra1999,1999,Cra,2,8,5,Chaps,73.491,32.49
cra1999,1999,Cra,2,9,1,Belle,106.216,34.0575
cra1999,1999,Cra,2,10,40,Moraine,120.1475,35.055
cra1999,1999,Cra,2,12,22,Riser,100.1385,34.2
cra1999,1999,Cra,2,13,28,Vista,73.865,32.775
cra1999,1999,Cra,2,14,8,Dane,140.063,31.92
cra1999,1999,Cra,2,15,23,Rodeo,126.599,32.775
cra1999,1999,Cra,2,16,9,Don,98.2685,33.2025
cra1999,1999,Cra,2,17,24,Sheldon,104.0655,31.2075
cra1999,1999,Cra,2,18,11,Ida,109.956,31.92
cra1999,1999,Cra,2,19,38,Killdeer,114.7245,32.0625
cra1999,1999,Cra,2,21,17,Milton,111.078,30.9225
cra1999,1999,Cra,2,22,31,IAR66-6,126.3185,33.06
cra1999,1999,Cra,2,23,34,IAH61-3-3-4,124.8225,30.78
cra1999,1999,Cra,2,24,10,Gem,110.891,32.6325
cra1999,1999,Cra,2,25,30,IAR56-5,114.444,34.3425
cra1999,1999,Cra,2,26,19,Ogle,122.111,31.635
cra1999,1999,Cra,2,27,33,IA91483-7-18-2,114.1635,32.9175
cra1999,1999,Cra,2,28,13,Jay,124.916,34.3425
cra1999,1999,Cra,2,29,32,IA91462-4-1-6,133.2375,34.6275
cra1999,1999,Cra,2,32,7,Classic,121.6435,33.345
cra1999,1999,Cra,2,33,36,Youngs,50.303,30.0675
cra1999,1999,Cra,2,34,14,Jerry,84.4305,32.6325
cra1999,1999,Cra,2,35,35,Richard,87.6095,30.78
cra1999,1999,Cra,2,36,26,Troy,119.2125,34.77
cra1999,1999,Cra,2,37,27,Valley,77.1375,32.3475
cra1999,1999,Cra,2,38,4,Burton,94.996,32.205
cra1999,1999,Cra,2,39,37,Ebeltoft,117.81,33.4875
cra1999,1999,Cra,2,40,25,Starter,111.5455,35.1975
cra1999,1999,Cra,3,1,38,Killdeer,97.3335,31.92
cra1999,1999,Cra,3,2,11,Ida,103.6915,31.35
cra1999,1999,Cra,3,3,14,Jerry,109.3015,35.625
cra1999,1999,Cra,3,4,10,Gem,104.159,33.63
cra1999,1999,Cra,3,5,9,Don,98.362,32.0625
cra1999,1999,Cra,3,6,25,Starter,100.3255,34.9125
cra1999,1999,Cra,3,7,7,Classic,118.6515,32.9175
cra1999,1999,Cra,3,8,27,Valley,65.076,31.065
cra1999,1999,Cra,3,9,34,IAH61-3-3-4,102.663,31.35
cra1999,1999,Cra,3,10,16,Jud,116.4075,33.06
cra1999,1999,Cra,3,11,8,Dane,126.786,31.635
cra1999,1999,Cra,3,12,29,IAN979-5-1-22,112.8545,30.6375
cra1999,1999,Cra,3,13,17,Milton,100.6995,30.6375
cra1999,1999,Cra,3,14,37,Ebeltoft,114.818,32.49
cra1999,1999,Cra,3,15,3,Brawn,124.542,31.92
cra1999,1999,Cra,3,16,22,Riser,90.134,34.6275
cra1999,1999,Cra,3,17,19,Ogle,129.6845,31.2075
cra1999,1999,Cra,3,18,23,Rodeo,109.8625,32.6325
cra1999,1999,Cra,3,19,31,IAR66-6,125.3835,32.49
cra1999,1999,Cra,3,20,40,Moraine,106.403,34.6275
cra1999,1999,Cra,3,21,12,IN09201,116.9685,33.2025
cra1999,1999,Cra,3,22,5,Chaps,119.867,32.3475
cra1999,1999,Cra,3,24,36,Youngs,103.037,31.4925
cra1999,1999,Cra,3,25,2,Blaze,127.534,33.915
cra1999,1999,Cra,3,27,33,IA91483-7-18-2,96.0245,33.38775
cra1999,1999,Cra,3,28,26,Troy,95.37,32.49
cra1999,1999,Cra,3,30,39,Loyal,93.4065,33.7725
cra1999,1999,Cra,3,31,13,Jay,136.2295,34.0575
cra1999,1999,Cra,3,32,4,Burton,63.393,31.35
cra1999,1999,Cra,3,33,35,Richard,48.7135,28.215
cra1999,1999,Cra,3,34,28,Vista,86.394,30.495
cra1999,1999,Cra,3,35,1,Belle,63.1125,34.0575
cra1999,1999,Cra,3,37,15,Jim,114.3505,32.6325
cra1999,1999,Cra,3,38,30,IAR56-5,112.6675,36.765
cra1999,1999,Cra,3,39,32,IA91462-4-1-6,116.7815,34.6275
cra1999,1999,Cra,3,40,24,Sheldon,115.753,33.345
lew1999,1999,Lew,1,1,16,Jud,80.971,32.49
lew1999,1999,Lew,1,2,2,Blaze,114.1635,33.345
lew1999,1999,Lew,1,3,40,Moraine,87.516,33.345
lew1999,1999,Lew,1,4,1,Belle,105.92615,34.5705
lew1999,1999,Lew,1,5,8,Dane,113.322,33.06
lew1999,1999,Lew,1,6,10,Gem,112.6675,32.3475
lew1999,1999,Lew,1,7,3,Brawn,116.314,32.49
lew1999,1999,Lew,1,8,25,Starter,89.199,34.0575
lew1999,1999,Lew,1,9,17,Milton,109.3015,30.0675
lew1999,1999,Lew,1,10,13,Jay,133.144,34.485
lew1999,1999,Lew,1,11,34,IAH61-3-3-4,114.444,31.92
lew1999,1999,Lew,1,13,23,Rodeo,112.387,18.81
lew1999,1999,Lew,1,14,33,IA91483-7-18-2,93.9675,32.49
lew1999,1999,Lew,1,15,24,Sheldon,104.0655,30.9225
lew1999,1999,Lew,1,16,38,Killdeer,116.127,30.78
lew1999,1999,Lew,1,17,28,Vista,102.0085,31.7775
lew1999,1999,Lew,1,18,4,Burton,94.5285,31.065
lew1999,1999,Lew,1,19,22,Riser,100.606,22.0875
lew1999,1999,Lew,1,20,11,Ida,81.8125,30.0675
lew1999,1999,Lew,1,21,12,IN09201,105.5615,32.775
lew1999,1999,Lew,1,22,15,Jim,125.1965,31.2075
lew1999,1999,Lew,1,23,5,Chaps,92.939,29.64
lew1999,1999,Lew,1,24,32,IA91462-4-1-6,109.395,34.77
lew1999,1999,Lew,1,27,27,Valley,89.8535,31.065
lew1999,1999,Lew,1,28,19,Ogle,107.525,31.065
lew1999,1999,Lew,1,29,37,Ebeltoft,119.2125,31.635
lew1999,1999,Lew,1,30,9,Don,107.712,32.775
lew1999,1999,Lew,1,32,36,Youngs,106.964,30.6375
lew1999,1999,Lew,1,33,26,Troy,111.9195,32.205
lew1999,1999,Lew,1,34,29,IAN979-5-1-22,98.736,29.7825
lew1999,1999,Lew,1,35,39,Loyal,105.5615,32.205
lew1999,1999,Lew,1,36,7,Classic,112.4805,34.2
lew1999,1999,Lew,1,37,30,IAR56-5,109.4885,35.4825
lew1999,1999,Lew,1,38,14,Jerry,115.2855,32.6325
lew1999,1999,Lew,1,39,35,Richard,96.0245,29.4975
lew1999,1999,Lew,1,40,31,IAR66-6,127.347,30.78
lew1999,1999,Lew,2,1,16,Jud,103.8785,32.775
lew1999,1999,Lew,2,2,4,Burton,104.72,32.0625
lew1999,1999,Lew,2,3,14,Jerry,114.07,36.195
lew1999,1999,Lew,2,4,24,Sheldon,85.085,29.4975
lew1999,1999,Lew,2,5,32,IA91462-4-1-6,95.37,33.06
lew1999,1999,Lew,2,6,11,Ida,115.94,30.78
lew1999,1999,Lew,2,7,33,IA91483-7-18-2,90.9755,32.49
