rows,rowwidth,length,year,loc,yearloc,rep,hyb,brand,plot,daystoflower,pltht,earht,pop,numplants,lodged,erect,plotweight,mst,tstwt,yield
2,30,25,2006,DA,2006DA,4,9K491,FontanelleHybrids,421,.,112,42,27878,80,2,97.5,30.3,18.2,57.3,11.46274647
2,30,25,2006,DA,2006DA,1,8K389,FontanelleHybrids,118,.,117,48,35196,101,0,100,27,19.3,56.7,10.07697215
2,30,25,2006,DA,2006DA,2,8K389,FontanelleHybrids,222,.,110,41,31015,89,0,100,28.8,17.5,57.6,10.9885198
2,30,25,2006,DA,2006DA,3,8K389,FontanelleHybrids,316,.,115,44,31015,89,1,98.88,22.9,16.8,58.1,8.811535196
2,30,25,2006,DA,2006DA,4,8K389,FontanelleHybrids,411,.,113,46,28227,81,0,100,27.7,17.7,57.4,10.5431981
2,30,25,2006,DA,2006DA,1,8295YG1RR,GarstSeed,112,.,126,46,31015,89,1,98.88,29.1,18.5,57.2,10.96840182
2,30,25,2006,DA,2006DA,2,8295YG1RR,GarstSeed,231,.,124,51,26833,77,0,100,29.3,19.8,56.5,10.86762792
2,30,25,2006,DA,2006DA,3,8295YG1RR,GarstSeed,313,.,127,57,27530,79,1,98.73,28.1,18.5,57.2,10.59148125
2,30,25,2006,DA,2006DA,4,8295YG1RR,GarstSeed,423,.,129,50,26484,76,0,100,28.6,18.5,57.1,10.77994154
2,30,25,2006,DA,2006DA,1,8247YG1,GarstSeed,114,.,125,43,29272,84,2,97.62,28.7,20,56.5,10.61853612
2,30,25,2006,DA,2006DA,2,8247YG1,GarstSeed,230,.,132,47,28575,82,0,100,29.6,19.6,56.5,11.00627902
2,30,25,2006,DA,2006DA,3,8247YG1,GarstSeed,332,.,128,48,26484,76,0,100,30.5,20.9,56.1,11.15755605
2,30,25,2006,DA,2006DA,4,8247YG1,GarstSeed,426,.,135,49,27181,78,1,98.72,33.8,18,57.3,12.81808979
2,30,25,2006,DA,2006DA,1,8377YG1RR,GarstSeed,103,.,113,45,32757,94,0,100,34.9,18.1,57.3,13.2191061
2,30,25,2006,DA,2006DA,2,8377YG1RR,GarstSeed,216,.,116,40,27878,80,1,98.75,25.8,19,56.9,9.664903044
2,30,25,2006,DA,2006DA,3,8377YG1RR,GarstSeed,334,.,117,43,30318,87,0,100,31.5,18.8,57,11.82930818
2,30,25,2006,DA,2006DA,4,8377YG1RR,GarstSeed,428,.,116,48,29621,85,0,100,34.3,16.8,58.2,13.1980637
2,30,25,2006,DA,2006DA,1,8378YG1,GarstSeed,119,.,121,46,29272,84,6,92.86,32.4,18.6,57.2,12.19725715
2,30,25,2006,DA,2006DA,2,8378YG1,GarstSeed,228,.,134,47,26136,75,6,92,29,15.8,58.7,11.29283165
2,30,25,2006,DA,2006DA,3,8378YG1,GarstSeed,317,.,124,46,27530,79,3,96.2,28.2,18,57.5,10.69438282
2,30,25,2006,DA,2006DA,4,8378YG1,GarstSeed,412,.,129,49,26833,77,0,100,40,16.2,58.5,15.50232256
2,30,25,2006,DA,2006DA,1,2835RRBW,GoldenAcresGenetics,101,.,122,46,31015,89,5,94.38,37.4,16.8,58.2,14.3908913
2,30,25,2006,DA,2006DA,2,2835RRBW,GoldenAcresGenetics,219,.,107,42,25091,72,0,100,27,16.3,58.5,10.45158106
2,30,25,2006,DA,2006DA,3,2835RRBW,GoldenAcresGenetics,329,.,108,44,31015,89,1,98.88,22.7,16.1,58.6,8.808066752
2,30,25,2006,DA,2006DA,4,2835RRBW,GoldenAcresGenetics,429,.,119,46,28575,82,0,100,29.7,18.6,57.1,11.18081906
2,30,25,2006,DA,2006DA,1,2841RRB,GoldenAcresGenetics,133,.,122,46,29272,84,5,94.05,29.6,20,56.3,10.95152181
2,30,25,2006,DA,2006DA,2,2841RRB,GoldenAcresGenetics,208,.,126,53,23697,68,1,98.53,30.1,19.5,56.6,11.20611678
2,30,25,2006,DA,2006DA,3,2841RRB,GoldenAcresGenetics,311,.,116,49,32060,92,0,100,27.5,19.2,56.9,10.27630124
2,30,25,2006,DA,2006DA,4,2841RRB,GoldenAcresGenetics,409,.,125,55,29272,84,0,100,37.3,19.7,56.5,13.85214894
2,30,25,2006,DA,2006DA,1,DK6723RR2YGCB,Monsanto,110,.,117,52,28924,83,2,97.59,35,19.5,56.6,13.03036823
2,30,25,2006,DA,2006DA,2,DK6723RR2YGCB,Monsanto,226,.,119,49,28924,83,1,98.8,31.9,18.1,57.3,12.08279348
2,30,25,2006,DA,2006DA,3,DK6723RR2YGCB,Monsanto,337,.,130,59,30666,88,0,100,34.9,19.9,56.5,12.92857634
2,30,25,2006,DA,2006DA,4,DK6723RR2YGCB,Monsanto,403,.,120,54,27181,78,0,100,40.9,17.3,57.8,15.64305547
2,30,25,2006,DA,2006DA,1,DK6623RR2YGCB,Monsanto,108,.,118,44,33803,97,4,95.88,25.2,18.2,57.3,9.533373468
2,30,25,2006,DA,2006DA,2,DK6623RR2YGCB,Monsanto,217,.,111,42,29621,85,4,95.29,21,16.6,58.3,8.099871152
2,30,25,2006,DA,2006DA,3,DK6623RR2YGCB,Monsanto,308,.,114,42,30666,88,1,98.86,28.2,18.3,57.3,10.65525716
2,30,25,2006,DA,2006DA,4,DK6623RR2YGCB,Monsanto,415,.,117,42,29969,86,0,100,32.8,18.9,57,12.30233286
2,30,25,2006,DA,2006DA,1,DK6481YGCB,Monsanto,115,.,113,44,32409,93,3,96.77,29.4,16.8,58.1,11.31262558
2,30,25,2006,DA,2006DA,2,DK6481YGCB,Monsanto,212,.,113,36,29272,84,1,98.81,32.8,17,58,12.59054969
2,30,25,2006,DA,2006DA,3,DK6481YGCB,Monsanto,339,.,108,43,27878,80,2,97.5,38.2,19,57,14.31005011
2,30,25,2006,DA,2006DA,4,DK6481YGCB,Monsanto,413,.,111,44,28924,83,1,98.8,28.7,18.2,57.3,10.85745306
2,30,25,2006,DA,2006DA,1,RX752RR2YGPL,Monsanto,104,.,113,46,28227,81,3,96.3,24.8,15.4,59.1,9.703195972
2,30,25,2006,DA,2006DA,2,RX752RR2YGPL,Monsanto,240,.,116,48,26484,76,7,90.79,26.5,15.7,58.8,10.33156712
2,30,25,2006,DA,2006DA,3,RX752RR2YGPL,Monsanto,314,.,106,40,27878,80,3,96.25,28,16.8,58,10.77392906
2,30,25,2006,DA,2006DA,4,RX752RR2YGPL,Monsanto,437,.,116,50,29621,85,3,96.47,32,17.7,57.4,12.17986783
2,30,25,2006,DA,2006DA,1,31N28,Pioneer,137,.,117,47,28227,81,3,96.3,33.2,18.9,57,12.4523608
2,30,25,2006,DA,2006DA,2,31N28,Pioneer,224,.,117,47,27530,79,0,100,29.2,19.2,56.8,10.91156343
2,30,25,2006,DA,2006DA,3,31N28,Pioneer,327,.,117,48,28227,81,0,100,31.9,16.9,58,12.25983044
2,30,25,2006,DA,2006DA,4,31N28,Pioneer,422,.,118,48,27181,78,0,100,37.1,18.1,57.3,14.05240244
2,30,25,2006,DA,2006DA,1,32B29,Pioneer,126,.,124,48,29969,86,2,97.67,29.9,19,56.8,11.20079825
2,30,25,2006,DA,2006DA,2,32B29,Pioneer,220,.,114,47,29272,84,0,100,32.7,18.9,57,12.26482556
2,30,25,2006,DA,2006DA,3,32B29,Pioneer,325,.,126,52,26136,75,0,100,48,18.6,57.1,18.07001046
2,30,25,2006,DA,2006DA,4,32B29,Pioneer,416,.,119,47,30666,88,0,100,35.6,19.3,56.8,13.2866745
2,30,25,2006,DA,2006DA,1,1416Bt,TriumphSeed,136,.,110,37,27878,80,0,100,28.9,18,57.2,10.95984595
2,30,25,2006,DA,2006DA,2,1416Bt,TriumphSeed,204,.,121,48,27181,78,0,100,.,19.1,56.7,.
2,30,25,2006,DA,2006DA,3,1416Bt,TriumphSeed,306,.,122,44,29969,86,0,100,29.3,17,58,11.24704605
2,30,25,2006,DA,2006DA,4,1416Bt,TriumphSeed,417,.,114,36,30666,88,0,100,30.2,16.7,58,11.63441906
2,30,25,2006,DA,2006DA,1,1536CBRR,TriumphSeed,120,.,117,44,28924,83,0,100,29.8,18.2,57.3,11.27359224
2,30,25,2006,DA,2006DA,2,1536CBRR,TriumphSeed,237,.,114,46,30318,87,0,100,.,.,.,.
2,30,25,2006,DA,2006DA,3,1536CBRR,TriumphSeed,303,.,122,44,28575,82,2,97.56,.,18.2,57.3,.
2,30,25,2006,DA,2006DA,4,1536CBRR,TriumphSeed,439,.,115,51,29272,84,1,98.81,35.9,16.6,58.2,13.84692272
2,30,25,2006,DA,2006DA,1,9601R,WilburEllis,117,.,110,36,27181,78,5,93.59,18.9,18,57.3,7.167512208
2,30,25,2006,DA,2006DA,2,9601R,WilburEllis,213,.,111,37,25091,72,2,97.22,27.8,17.5,57.6,10.60697401
2,30,25,2006,DA,2006DA,3,9601R,WilburEllis,321,.,113,40,30666,88,9,89.77,24,15.6,58.9,9.367990924
2,30,25,2006,DA,2006DA,4,9601R,WilburEllis,402,.,117,44,25439,73,8,89.04,35.1,15.2,59.2,13.7656187
2,30,25,2006,DA,2006DA,1,9641RB,WilburEllis,109,.,120,46,31363,90,6,93.33,28.8,19.3,56.8,10.74877076
2,30,25,2006,DA,2006DA,2,9641RB,WilburEllis,235,.,120,44,28924,83,0,100,29.7,18.4,57,11.20829029
2,30,25,2006,DA,2006DA,3,9641RB,WilburEllis,324,.,112,46,29621,85,0,100,25.7,16.4,58.4,9.936470968
2,30,25,2006,DA,2006DA,4,9641RB,WilburEllis,418,.,117,48,23697,68,0,100,18.9,18.9,56.9,7.088843904
2,30,25,2006,DA,2006DA,1,9673RB,WilburEllis,105,.,120,47,30318,87,0,100,35.2,20.6,56.1,12.92575536
2,30,25,2006,DA,2006DA,2,9673RB,WilburEllis,214,.,116,47,26833,77,0,100,29.4,19.8,56.5,10.90471886
2,30,25,2006,DA,2006DA,3,9673RB,WilburEllis,328,.,122,43,27878,80,0,100,28.6,20.1,56.5,10.56831056
2,30,25,2006,DA,2006DA,4,9673RB,WilburEllis,414,.,118,48,30318,87,1,98.85,30.5,19.4,56.7,11.36914056
2,30,25,2006,DA,2006DA,1,9672RBC,WilburEllis,139,.,120,55,26484,76,2,97.37,34.2,18,57.5,12.96978319
2,30,25,2006,DA,2006DA,2,9672RBC,WilburEllis,211,.,118,48,26833,77,0,100,33.7,19,56.8,12.62431097
2,30,25,2006,DA,2006DA,3,9672RBC,WilburEllis,312,.,112,50,28924,83,1,98.8,27.6,16,58.6,10.72213162
2,30,25,2006,DA,2006DA,4,9672RBC,WilburEllis,420,.,115,44,26136,75,1,98.67,31.8,16.7,58.2,12.25081236
2,30,25,2006,DA,2006DA,1,9674RB,WilburEllis,116,.,117,56,27530,79,0,100,32,16.8,58.1,12.31306224
2,30,25,2006,DA,2006DA,2,9674RB,WilburEllis,202,.,124,52,26484,76,1,98.68,38.2,17.2,57.8,14.6280511
2,30,25,2006,DA,2006DA,3,9674RB,WilburEllis,301,.,124,49,27181,78,1,98.72,35.7,17.6,57.5,13.60467549
2,30,25,2006,DA,2006DA,4,9674RB,WilburEllis,431,.,125,49,29272,84,4,95.24,30.6,19,56.8,11.46302404
2,30,25,2006,DA,2006DA,1,LB6A,TexasAgrilife(XU),135,.,121,56,29969,86,11,87.21,30.1,21.4,55.9,10.94162453
2,30,25,2006,DA,2006DA,2,LB6A,TexasAgrilife(XU),238,.,120,57,31015,89,13,85.39,.,.,.,.
2,30,25,2006,DA,2006DA,3,LB6A,TexasAgrilife(XU),335,.,122,59,32060,92,12,86.96,29.6,18.9,57,11.10210491
2,30,25,2006,DA,2006DA,4,LB6A,TexasAgrilife(XU),408,.,122,57,30666,88,18,79.55,24,21.3,56,8.735318604
2,30,25,2006,DA,2006DA,1,LB6B,TexasAgrilife(XU),134,.,126,63,20560,59,33,44.07,16.8,19.9,56.4,6.223498212
2,30,25,2006,DA,2006DA,2,LB6B,TexasAgrilife(XU),201,.,125,57,25439,73,26,64.38,20.2,18.7,57.1,7.595120548
2,30,25,2006,DA,2006DA,3,LB6B,TexasAgrilife(XU),323,.,121,63,27181,78,16,79.49,19.6,19.1,56.7,7.333264644
2,30,25,2006,DA,2006DA,4,LB6B,TexasAgrilife(XU),427,.,119,56,27530,79,22,72.15,19.6,20.1,56.2,7.242618496
2,30,25,2006,DA,2006DA,1,LB6C,TexasAgrilife(XU),111,.,120,56,32060,92,34,63.04,20.3,18.6,57,7.642108764
2,30,25,2006,DA,2006DA,2,LB6C,TexasAgrilife(XU),210,.,122,58,22651,65,32,50.77,23.9,16.6,58.2,9.21842456
2,30,25,2006,DA,2006DA,3,LB6C,TexasAgrilife(XU),336,.,124,59,31363,90,45,50,13.6,18.9,57,5.100967052
2,30,25,2006,DA,2006DA,4,LB6C,TexasAgrilife(XU),419,.,124,55,29272,84,23,72.62,27.5,17.3,57.9,10.51794684
2,30,25,2006,DA,2006DA,1,LB6D,TexasAgrilife(XU),132,.,117,48,27530,79,15,81.01,28.3,21.9,55.1,10.22186745
2,30,25,2006,DA,2006DA,2,LB6D,TexasAgrilife(XU),236,.,120,53,27530,79,23,70.89,25,21.7,55.8,9.053042016
2,30,25,2006,DA,2006DA,3,LB6D,TexasAgrilife(XU),309,.,117,51,26833,77,20,74.03,25.4,21.5,55.8,9.221384952
2,30,25,2006,DA,2006DA,4,LB6D,TexasAgrilife(XU),435,.,113,48,24394,70,22,68.57,23.8,20,56.3,8.80561504
2,30,25,2006,DA,2006DA,1,LB6E,TexasAgrilife(XU),122,.,121,61,27181,78,12,84.62,21.8,17.5,57.8,8.317699232
2,30,25,2006,DA,2006DA,2,LB6E,TexasAgrilife(XU),225,.,128,61,25439,73,30,58.9,19,17.4,57.7,7.258157728
2,30,25,2006,DA,2006DA,3,LB6E,TexasAgrilife(XU),310,.,127,59,28924,83,30,63.86,21.5,21.3,56,7.825389308
2,30,25,2006,DA,2006DA,4,LB6E,TexasAgrilife(XU),436,.,120,68,26833,77,22,71.43,24.6,21.2,55.9,8.965078684
2,30,25,2006,DA,2006DA,1,1866Bt,TriumphSeed,113,.,126,60,29969,86,4,95.35,26,20.5,56.2,9.559457448
2,30,25,2006,DA,2006DA,2,1866Bt,TriumphSeed,207,.,129,58,29621,85,6,92.94,28.7,18.9,56.9,10.76454109
2,30,25,2006,DA,2006DA,3,1866Bt,TriumphSeed,338,.,126,64,30318,87,5,94.25,35,20.1,56.5,12.9332474
2,30,25,2006,DA,2006DA,4,1866Bt,TriumphSeed,433,.,128,61,30666,88,1,98.86,35.9,21.6,55.8,13.0167714
2,30,25,2006,DA,2006DA,1,32B29,Pioneer,124,.,120,50,31015,89,0,100,42.3,16.3,58.3,16.37414356
2,30,25,2006,DA,2006DA,2,32B29,Pioneer,229,.,121,58,27878,80,1,98.75,32.8,17.9,57.4,12.45402626
2,30,25,2006,DA,2006DA,3,32B29,Pioneer,305,.,126,49,28924,83,0,100,38.1,19.5,56.7,14.18448654
2,30,25,2006,DA,2006DA,4,32B29,Pioneer,432,.,128,53,27878,80,0,100,31.2,18.9,56.8,11.70221857
2,30,25,2006,DA,2006DA,1,9672RBC,WilburEllis,107,.,118,48,28924,83,0,100,25.5,19.7,56.5,9.469967448
2,30,25,2006,DA,2006DA,2,9672RBC,WilburEllis,233,.,121,51,28227,81,0,100,34.5,17.9,57.4,13.09950915
2,30,25,2006,DA,2006DA,3,9672RBC,WilburEllis,307,.,117,49,26136,75,1,98.67,25.9,18.1,57.3,9.810167608
2,30,25,2006,DA,2006DA,4,9672RBC,WilburEllis,404,.,120,52,25788,74,0,100,33.2,18.4,57,12.52913254
2,30,25,2006,DA,2006DA,1,8295YG1RR,GarstSeed,121,.,118,47,32060,92,1,98.91,26.7,18.1,57.5,10.11318452
2,30,25,2006,DA,2006DA,2,8295YG1RR,GarstSeed,221,.,120,46,28227,81,1,98.77,31.2,17.9,57.5,11.84651224
2,30,25,2006,DA,2006DA,3,8295YG1RR,GarstSeed,331,.,119,47,27530,79,0,100,25.8,20.9,56,9.438195044
2,30,25,2006,DA,2006DA,4,8295YG1RR,GarstSeed,407,.,126,50,30666,88,0,100,31.1,21.7,55.7,11.26198429
2,30,25,2006,DA,2006DA,1,8295YG1RR,GarstSeed,102,.,123,53,31363,90,2,97.78,41.9,17.8,57.7,15.92863659
2,30,25,2006,DA,2006DA,2,8295YG1RR,GarstSeed,232,.,130,50,27181,78,0,100,31.1,20.3,56.3,11.46334809
2,30,25,2006,DA,2006DA,3,8295YG1RR,GarstSeed,304,.,126,50,25788,74,1,98.65,.,21.9,55.6,.
2,30,25,2006,DA,2006DA,4,8295YG1RR,GarstSeed,401,.,128,53,27878,80,0,100,38,20.8,55.8,13.91879167
2,30,25,2006,DA,2006DA,1,8295YG1RR,GarstSeed,123,.,127,53,29621,85,1,98.82,31.3,17.1,57.9,12.00028684
2,30,25,2006,DA,2006DA,2,8295YG1RR,GarstSeed,205,.,129,49,29272,84,1,98.81,32.2,20.2,56.3,11.88369612
2,30,25,2006,DA,2006DA,3,8295YG1RR,GarstSeed,330,.,120,49,27878,80,3,96.25,31.6,18.8,57,11.86686133
2,30,25,2006,DA,2006DA,4,8295YG1RR,GarstSeed,424,.,127,51,26833,77,0,100,25.5,18.5,57.1,9.61148662
2,30,25,2006,DU,2006DU,1,58P59,DynagroSeeds,401,.,100,42,28575,82,0,100,40.27,13.4,54.4,16.1284373
2,30,25,2006,DU,2006DU,2,58P59,DynagroSeeds,301,.,96,38,21606,62,1,98.39,26.51,13.7,52.4,10.58067274
2,30,25,2006,DU,2006DU,3,58P59,DynagroSeeds,201,.,108,44,21257,61,3,95.08,30.82,13.2,53.6,12.37214824
2,30,25,2006,DU,2006DU,4,58P59,DynagroSeeds,101,.,105,40,23000,66,6,90.91,29.42,14,54.4,11.70129415
2,30,25,2006,DU,2006DU,1,57P12,DynagroSeeds,401,.,114,47,26833,77,4,94.81,32.25,13.6,55,12.88653676
2,30,25,2006,DU,2006DU,2,57P12,DynagroSeeds,301,.,100,38,26484,76,0,100,36.17,14,57,14.38598913
2,30,25,2006,DU,2006DU,3,57P12,DynagroSeeds,201,.,114,43,21257,61,4,93.44,30.73,13.9,54.4,12.23653541
2,30,25,2006,DU,2006DU,4,57P12,DynagroSeeds,101,.,108,41,20909,60,1,98.33,33.77,14.3,55.4,13.38457719
2,30,25,2006,DU,2006DU,1,58P60,DynagroSeeds,401,.,114,49,24394,70,0,100,30.07,14.3,57,11.91809985
2,30,25,2006,DU,2006DU,2,58P60,DynagroSeeds,301,.,105,50,26833,77,0,100,30.26,14.1,55.4,12.02139454
2,30,25,2006,DU,2006DU,3,58P60,DynagroSeeds,201,.,99,47,26484,76,0,100,30.64,14.7,55.4,12.08733517
2,30,25,2006,DU,2006DU,4,58P60,DynagroSeeds,101,.,106,48,23697,68,0,100,31.87,13.7,54,12.71995662
2,30,25,2006,DU,2006DU,1,58K02,DynagroSeeds,401,.,103,43,21257,61,6,90.16,27.74,14.8,52.4,10.93046937
2,30,25,2006,DU,2006DU,2,58K02,DynagroSeeds,301,.,109,48,21954,63,3,95.24,27.39,14.2,52.8,10.86856176
2,30,25,2006,DU,2006DU,3,58K02,DynagroSeeds,201,.,109,41,19863,57,3,94.74,26.16,14.9,55,10.29579938
2,30,25,2006,DU,2006DU,4,58K02,DynagroSeeds,101,.,105,40,21606,62,5,91.94,28.42,14.2,56,11.27727358
2,30,25,2006,DU,2006DU,1,CXO5516,DynagroSeeds,401,.,108,42,25439,73,10,86.3,28.24,13.7,54.4,11.27115058
2,30,25,2006,DU,2006DU,2,CXO5516,DynagroSeeds,301,.,113,43,20909,60,12,80,26.25,14.9,57,10.33122046
2,30,25,2006,DU,2006DU,3,CXO5516,DynagroSeeds,201,.,110,42,23000,66,7,89.39,28.06,14.2,57.4,11.13442304
2,30,25,2006,DU,2006DU,4,CXO5516,DynagroSeeds,101,.,107,37,21606,62,8,87.1,25.28,14.6,56,9.984531808
2,30,25,2006,DU,2006DU,1,58K40,DynagroSeeds,401,.,108,54,23348,67,10,85.07,25.26,15,56,9.929903972
2,30,25,2006,DU,2006DU,2,58K40,DynagroSeeds,301,.,112,58,20909,60,4,93.33,29.66,14.8,56.6,11.68701218
2,30,25,2006,DU,2006DU,3,58K40,DynagroSeeds,201,.,116,58,21257,61,5,91.8,28.08,15.9,52.4,10.92159008
2,30,25,2006,DU,2006DU,4,58K40,DynagroSeeds,101,.,104,59,21257,61,1,98.36,29.73,15,55.4,11.6870957
2,30,25,2006,DU,2006DU,1,CXO5819,DynagroSeeds,401,.,112,48,24045,69,6,91.3,37.14,14,55.2,14.77178962
2,30,25,2006,DU,2006DU,2,CXO5819,DynagroSeeds,301,.,107,46,26136,75,1,98.67,36.71,13.8,56.2,14.63471983
2,30,25,2006,DU,2006DU,3,CXO5819,DynagroSeeds,201,.,109,46,25439,73,0,100,34.41,14,57,13.68597951
2,30,25,2006,DU,2006DU,4,CXO5819,DynagroSeeds,101,.,111,50,23348,67,3,95.52,35.82,13.8,56,14.2799149
2,30,25,2006,DU,2006DU,1,8377YG1RR,GarstSeed,401,.,109,42,27878,80,0,100,35.93,13,51.2,14.45670193
2,30,25,2006,DU,2006DU,2,8377YG1RR,GarstSeed,301,.,106,40,25091,72,0,100,38.03,13.4,55.6,15.23130036
2,30,25,2006,DU,2006DU,3,8377YG1RR,GarstSeed,201,.,104,42,25439,73,1,98.63,34.8,13.5,54,13.9215668
2,30,25,2006,DU,2006DU,4,8377YG1RR,GarstSeed,101,.,104,40,18818,54,4,92.59,32.39,13.7,54.4,12.92749869
2,30,25,2006,DU,2006DU,1,2835RRBW,GoldenAcresGenetics,401,.,105,45,25091,72,0,100,36.43,13.1,53.6,14.64103249
2,30,25,2006,DU,2006DU,2,2835RRBW,GoldenAcresGenetics,301,.,107,48,28227,81,0,100,36.59,13.3,56,14.67149174
2,30,25,2006,DU,2006DU,3,2835RRBW,GoldenAcresGenetics,201,.,110,46,27530,79,0,100,35.67,13.4,55.4,14.28610259
2,30,25,2006,DU,2006DU,4,2835RRBW,GoldenAcresGenetics,101,.,106,41,24394,70,2,97.14,35.5,13.3,53.6,14.23443452
2,30,25,2006,DU,2006DU,1,2841RRB,GoldenAcresGenetics,401,.,108,36,18121,52,1,98.08,29.21,13.5,52.4,11.68531532
2,30,25,2006,DU,2006DU,2,2841RRB,GoldenAcresGenetics,301,.,106,43,23348,67,0,100,30.44,14.4,55,12.05066939
2,30,25,2006,DU,2006DU,3,2841RRB,GoldenAcresGenetics,201,.,111,42,18469,53,0,100,25.1,13.9,51.6,9.994697244
2,30,25,2006,DU,2006DU,4,2841RRB,GoldenAcresGenetics,101,.,108,42,19515,56,6,89.29,29.26,14.6,52.4,11.55646354
2,30,25,2006,DU,2006DU,1,DK6723RR2YGCB,Monsanto,401,.,111,42,25439,73,0,100,32.64,13.8,56.2,13.01218386
2,30,25,2006,DU,2006DU,2,DK6723RR2YGCB,Monsanto,301,.,109,44,24045,69,0,100,33.21,15.1,54.4,13.03975181
2,30,25,2006,DU,2006DU,3,DK6723RR2YGCB,Monsanto,201,.,113,44,25439,73,1,98.63,31.01,14,56.6,12.3336889
2,30,25,2006,DU,2006DU,4,DK6723RR2YGCB,Monsanto,101,.,110,44,20212,58,0,100,29.33,14,56,11.66549815
2,30,25,2006,DU,2006DU,1,DK6623RR2YGCB,Monsanto,401,.,111,42,24742,71,0,100,33.92,14,55.6,13.49109038
2,30,25,2006,DU,2006DU,2,DK6623RR2YGCB,Monsanto,301,.,113,43,27181,78,0,100,35.91,14,56.2,14.28257888
2,30,25,2006,DU,2006DU,3,DK6623RR2YGCB,Monsanto,201,.,107,36,21954,63,1,98.41,30.32,14.5,55.6,11.98914109
2,30,25,2006,DU,2006DU,4,DK6623RR2YGCB,Monsanto,101,.,102,36,23000,66,0,100,34.91,14.1,57,13.8687005
2,30,25,2006,DU,2006DU,1,RX752RR2YGPL,Monsanto,401,.,97,36,26833,77,3,96.1,28.57,13.2,54,11.46892536
2,30,25,2006,DU,2006DU,2,RX752RR2YGPL,Monsanto,301,.,98,31,23000,66,0,100,31.74,13.5,55.8,12.69742901
2,30,25,2006,DU,2006DU,3,RX752RR2YGPL,Monsanto,201,.,100,38,24742,71,0,100,32.81,13.6,57,13.11030321
2,30,25,2006,DU,2006DU,4,RX752RR2YGPL,Monsanto,101,.,98,36,25091,72,0,100,29.03,13.2,53.6,11.65358436
2,30,25,2006,DU,2006DU,1,32B29,Pioneer,401,.,100,38,12894,37,0,100,17.05,14.5,53.2,.
2,30,25,2006,DU,2006DU,2,32B29,Pioneer,301,.,108,46,19515,56,0,100,27.78,14.1,54,11.03616491
2,30,25,2006,DU,2006DU,3,32B29,Pioneer,201,.,111,42,20212,58,0,100,30.37,14.8,54.4,11.9667755
2,30,25,2006,DU,2006DU,4,32B29,Pioneer,101,.,110,47,25091,72,2,97.22,35.21,14.9,55.2,13.85761065
2,30,25,2006,DU,2006DU,1,1756CbRR,TriumphSeed,401,.,110,42,26136,75,0,100,33.46,13.9,54,13.32360844
2,30,25,2006,DU,2006DU,2,1756CbRR,TriumphSeed,301,.,101,43,20212,58,0,100,27.16,13.3,53.6,10.89034456
2,30,25,2006,DU,2006DU,3,1756CbRR,TriumphSeed,201,.,110,41,23000,66,0,100,35.21,14.7,53.6,13.8901781
2,30,25,2006,DU,2006DU,4,1756CbRR,TriumphSeed,101,.,113,43,26833,77,4,94.81,33.46,13.4,53.2,13.40098118
2,30,25,2006,DU,2006DU,1,9601R,WilburEllis,401,.,105,38,21257,61,6,90.16,25.6,13.1,54.4,10.28851081
2,30,25,2006,DU,2006DU,2,9601R,WilburEllis,301,.,103,38,24045,69,6,91.3,25.19,13,53.2,10.13538369
2,30,25,2006,DU,2006DU,3,9601R,WilburEllis,201,.,108,36,21606,62,4,93.55,25.76,13.3,51.2,10.32898667
2,30,25,2006,DU,2006DU,4,9601R,WilburEllis,101,.,108,40,23348,67,5,92.54,25.99,13.1,53.6,10.44524956
2,30,25,2006,DU,2006DU,1,9641RB,WilburEllis,401,.,105,41,27878,80,1,98.75,37.23,13.5,53.6,14.89367626
2,30,25,2006,DU,2006DU,2,9641RB,WilburEllis,301,.,99,40,26833,77,1,98.7,30.67,13.5,55.8,12.26938107
2,30,25,2006,DU,2006DU,3,9641RB,WilburEllis,201,.,100,38,23697,68,0,100,37.27,13.5,55.8,14.90967833
2,30,25,2006,DU,2006DU,4,9641RB,WilburEllis,101,.,107,42,26484,76,0,100,36.48,13.6,55.4,14.57677113
2,30,25,2006,DU,2006DU,1,9673RB,WilburEllis,401,.,113,42,25439,73,1,98.63,34.04,13.6,54,13.60178983
2,30,25,2006,DU,2006DU,2,9673RB,WilburEllis,301,.,109,42,21954,63,3,95.24,29.87,13.7,55,11.9217165
2,30,25,2006,DU,2006DU,3,9673RB,WilburEllis,201,.,100,36,25788,74,0,100,39.13,14.5,56.6,15.47279337
2,30,25,2006,DU,2006DU,4,9673RB,WilburEllis,101,.,107,40,22303,64,0,100,32.88,13.7,55.6,13.12306794
2,30,25,2006,DU,2006DU,1,9672RBC,WilburEllis,401,.,111,48,33106,95,2,97.89,34.27,13.4,54,13.72539216
2,30,25,2006,DU,2006DU,2,9672RBC,WilburEllis,301,.,100,38,23348,67,4,94.03,28.62,13.1,55.2,11.50223322
2,30,25,2006,DU,2006DU,3,9672RBC,WilburEllis,201,.,107,42,23697,68,2,97.06,34.85,13.6,54.4,13.92545161
2,30,25,2006,DU,2006DU,4,9672RBC,WilburEllis,101,.,108,45,22303,64,6,90.63,34.32,13.7,54,13.69780035
2,30,25,2006,DU,2006DU,1,9674RB,WilburEllis,401,.,106,38,24394,70,0,100,33.23,13.8,55.6,13.24739184
2,30,25,2006,DU,2006DU,2,9674RB,WilburEllis,301,.,113,40,24045,69,0,100,39.39,14.4,56.6,15.59381964
